ID,Name,node.degree,node.betw,node.stress,node.evcent,Clustering.Coefficient,No.module,Zi,Pi
64,Zotu1586,2,0.25,1,2.80E-110,0.00E+00,8.60E+01,-2.236067977,0
65,Zotu3619,3,2,4,1.44E-138,6.67E-01,1.35E+02,0.707106781,0
66,Zotu1381,15,7.4,294,0.264154552,9.14E-01,3.40E+01,1.012892572,0
67,Zotu6009,3,0.5,1,2.83E-143,6.67E-01,1.54E+02,1,0
68,Zotu1284,2,61,529,4.10E-13,0.00E+00,1.00E+00,-1.243643031,0
69,Zotu1677,2,0,0,2.21E-143,1.00E+00,1.52E+02,-1,0
70,Zotu885,3,21.5,87,4.89E-119,0.00E+00,9.60E+01,0.19245009,0
71,Zotu5238,1,0,0,9.45E-222,0.00E+00,3.78E+02,0,0
72,Zotu15094,3,0,0,1.76E-127,1.00E+00,5.40E+01,0.353553391,0
73,Zotu13121,3,4,4,2.31E-155,3.33E-01,7.50E+01,1.58113883,0
74,Zotu13583,3,2.5,7,1.89E-129,6.67E-01,1.12E+02,0.301511345,0
75,Zotu1400,1,0,0,9.45E-222,0,3.48E+02,0,0
76,Zotu477,1,0,0,9.45E-222,0.00E+00,3.81E+02,0,0
77,Zotu11779,4,10.25,29,1.54E-122,0.00E+00,1.37E+02,1.028991511,0
78,Zotu2597,3,34.33333333,65,1.38E-138,0.00E+00,1.90E+01,0.792405816,0
79,Zotu2202,1,0,0,9.45E-222,0.00E+00,3.22E+02,0,0
80,Zotu1893,1,0,0,9.45E-222,0.00E+00,3.89E+02,0,0
81,Zotu1508,1,0,0,6.04E-150,0.00E+00,2.70E+01,-1.10194633,0
82,Zotu2520,10,0,0,3.24E-25,1.00E+00,3.90E+01,-0.577350269,0
83,Zotu890,1,0,0,2.07E-157,0.00E+00,1.59E+02,-1.414213562,0
84,Zotu4812,3,0,0,3.83E-130,1.00E+00,1.27E+02,0,0
85,Zotu2208,1,0,0,9.45E-222,0.00E+00,3.03E+02,0,0
86,Zotu4594,6,0,0,2.06E-53,1,1.00E+01,0.244643361,0
87,Zotu2238,3,0.75,3,2.95E-59,0.00E+00,2.30E+01,-0.454200855,0
88,Zotu8708,8,2814.666667,4050923,1.98E-31,0.00E+00,4.00E+00,0.835940467,0
89,Zotu1052,1,0,0,9.45E-222,0.00E+00,3.37E+02,0,0
90,Zotu5162,4,8.866666667,71,9.29E-100,0.00E+00,2.60E+01,0.294883912,0
91,Zotu2132,4,1,6,9.71E-36,0.00E+00,7.80E+01,-0.165521178,0
92,Zotu5583,12,22.80952381,198,2.14E-32,6.97E-01,5.00E+01,1.358079675,0
93,Zotu8841,4,0,0,2.51E-33,1.00E+00,5.00E+01,-0.679039837,0
94,Zotu3011,1,0,0,7.49E-193,0.00E+00,2.18E+02,0,0
95,Zotu13277,6,819.8333333,13017,5.25E-45,1.33E-01,2.00E+00,0.613492023,0
96,Zotu3085,3,323,1295,1.42E-48,0.00E+00,2.00E+00,-0.415721568,0
97,Zotu481,2,9,9,3.55E-142,0.00E+00,3.70E+01,0,0
98,Zotu1375,5,12,28,3.69E-94,6.00E-01,4.40E+01,0.631933489,0
99,Zotu9414,5,1,3,8.73E-103,7.00E-01,9.50E+01,1,0
100,Zotu1322,4,572.5,4162,1.32E-66,1.67E-01,7.20E+01,-0.291618286,0
101,Zotu869,1,0,0,2.82E-24,0.00E+00,7.00E+00,-1.116524697,0
102,Zotu3417,1,0,0,9.45E-222,0.00E+00,4.38E+02,0,0
103,Zotu1153,2,0.125,1,3.24E-64,0,5.70E+01,-1.079333212,0
104,Zotu3930,4,1,2,1.48E-121,6.67E-01,1.40E+02,1.069044968,0
105,Zotu180,1,0,0,9.45E-222,0.00E+00,2.72E+02,0,0
106,Zotu5864,2,0,0,5.93E-164,1.00E+00,1.84E+02,0,0
107,Zotu2710,1,0,0,1.03E-34,0.00E+00,0.00E+00,-1.246275501,0
108,Zotu4165,1,0,0,9.45E-222,0,3.74E+02,0,0
109,Zotu3039,7,61,900,2.33E-11,0.714285714,1.00E+00,-0.184865856,0
110,Zotu880,1,0,0,9.45E-222,0.00E+00,2.87E+02,0,0
111,Zotu315,1,0,0,9.45E-222,0.00E+00,2.42E+02,0,0
112,Zotu5443,1,0,0,1.03E-34,0.00E+00,0.00E+00,-1.246275501,0
113,Zotu5688,1,0,0,9.45E-222,0.00E+00,3.36E+02,0,0
114,Zotu8412,3,26.5,124,1.19E-64,6.67E-01,9.00E+00,-0.169299794,0
115,Zotu13426,6,0,0,6.17E-61,1.00E+00,2.90E+01,0.355848918,0
116,Zotu3421,1,0,0,6.49E-101,0.00E+00,2.40E+01,-1.083887462,0
117,Zotu2378,2,2,2,1.48E-181,0.00E+00,1.13E+02,1,0
118,Zotu7145,8,140.4166667,1304,1.68E-41,1.79E-01,5.00E+00,0.977536441,0
119,Zotu2693,2,2,2,1.48E-181,0.00E+00,1.15E+02,1,0
120,Zotu3824,3,2,2,4.50E-157,3.33E-01,1.58E+02,1.414213562,0
121,Zotu16245,4,121,1059,5.14E-12,0.00E+00,1.00E+00,-0.820132161,0
122,Zotu12366,3,12,28,4.35E-128,3.33E-01,3.20E+01,0.51214752,0
123,Zotu3778,1,0,0,9.45E-222,0.00E+00,2.35E+02,0,0
124,Zotu3348,1,0,0,2.22E-139,0,1.90E+01,-0.968495997,0
125,Zotu16135,2,4,4,6.98E-128,0.00E+00,5.50E+01,-0.707106781,0
126,Zotu7542,3,18.33333333,141,3.04E-26,0.00E+00,7.00E+00,-0.67542852,0
127,Zotu5446,2,0,0,2.92E-38,1.00E+00,0.00E+00,-0.744221389,0
128,Zotu12983,3,9.666666667,37,2.06E-105,0.00E+00,1.80E+01,0.035007002,0
129,Zotu15205,11,52.83333333,881,4.87E-11,0.781818182,1.00E+00,0.662155884,0
130,Zotu5786,3,0,0,9.51E-121,1,8.20E+01,0.098058068,0
131,Zotu5159,3,20.83333333,45066,1.32E-56,3.33E-01,1.34E+02,-0.617444016,0
132,Zotu6069,2,0,0,5.70E-154,1.00E+00,4.90E+01,0,0
133,Zotu568,1,0,0,9.45E-222,0.00E+00,4.26E+02,0,0
134,Zotu9054,12,22.80952381,198,2.14E-32,6.97E-01,5.00E+01,1.358079675,0
135,Zotu3710,2,0.333333333,1,4.79E-53,0.00E+00,1.70E+01,-0.759815496,0
136,Zotu12676,4,5,21,4.04E-105,8.33E-01,1.80E+01,0.700140042,0
137,Zotu6618,4,0,0,1.62E-82,1.00E+00,3.10E+01,0,0
138,Zotu14537,4,20,22,3.02E-126,0.333333333,4.10E+01,1.065903483,0
139,Zotu5232,1,0,0,9.45E-222,0.00E+00,3.97E+02,0,0
140,Zotu3433,2,0,0,5.93E-164,1.00E+00,1.93E+02,0,0
141,Zotu3721,1,0,0,5.92E-156,0.00E+00,7.60E+01,-1.58113883,0
142,Zotu15911,1,0,0,1.02E-75,0.00E+00,5.60E+01,-1.486085699,0
143,Zotu4323,4,0,0,6.45E-21,1,1.10E+01,0.385164443,0
144,Zotu2168,3,24,495,2.51E-61,3.33E-01,2.90E+01,-0.553542761,0
145,Zotu1379,1,0,0,9.45E-222,0.00E+00,3.68E+02,0,0
146,Zotu2407,7,0,0,1.72E-59,1,5.10E+01,0,0
147,Zotu1711,1,0,0,9.45E-222,0.00E+00,3.61E+02,0,0
148,Zotu2291,1,0,0,7.49E-193,0.00E+00,2.27E+02,0,0
149,Zotu240,2,0,0,5.93E-164,1,1.83E+02,0,0
150,Zotu433,2,0.25,1,1.04E-128,0.00E+00,1.02E+02,-0.774596669,0
151,Zotu19640,1,0,0,4.22E-60,0.00E+00,2.30E+01,-1.206876558,0
152,Zotu6119,1,0,0,9.45E-222,0.00E+00,3.44E+02,0,0
153,Zotu1496,1,0,0,9.13E-182,0.00E+00,1.28E+02,-1,0
154,Zotu821,1,0,0,9.45E-222,0.00E+00,3.97E+02,0,0
155,Zotu338,1,0,0,9.45E-222,0.00E+00,3.29E+02,0,0
156,Zotu1012,1,0,0,9.45E-222,0.00E+00,3.28E+02,0,0
157,Zotu11312,2,0,0,5.93E-164,1.00E+00,1.95E+02,0,0
158,Zotu2895,2,0,0,7.73E-62,1.00E+00,2.90E+01,-0.856673321,0
