Name,node.degree,node.betw,node.stress,node.evcent,Clustering.Coefficient,No.module,Zi,Pi
Zotu7249,1,0,0,3.82E-197,0,422,0,0
Zotu10557,1,0,0,3.82E-197,0,320,0,0
Zotu8360,1,0,0,3.82E-197,0,423,0,0
Zotu2906,2,3,6,8.52E-89,0,71,0,0
Zotu2492,1,0,0,5.82E-128,0,68,-1.224744871,0
Zotu601,1,0,0,3.82E-197,0,317,0,0
Zotu4794,2,0,0,1.52E-109,1,128,0,0
Zotu833,1,0,0,3.82E-197,0,315,0,0
Zotu1090,1,0,0,3.82E-197,0,315,0,0
Zotu841,1,0,0,3.82E-197,0,340,0,0
Zotu1140,1,0,0,3.82E-197,0,312,0,0
Zotu3715,3,9,12,4.36E-93,0,60,1.322875656,0
Zotu1045,1,0,0,3.82E-197,0,310,0,0
Zotu1794,3,5,10,2.69E-70,0.666666667,26,0.848874688,0
Zotu2818,1,0,0,3.53E-114,0,52,-0.894427191,0
Zotu2304,3,48,83,7.05E-68,0,9,0.789753974,0
Zotu1751,1,0,0,1.71E-153,0,186,0,0
Zotu9488,1,0,0,3.82E-197,0,306,0,0
Zotu4254,2,32,58,2.22E-23,0,7,-0.538138235,0
Zotu6493,1,0,0,3.82E-197,0,304,0,0
Zotu978,1,0,0,1.71E-153,0,185,0,0
Zotu4456,3,1.75,5,4.31E-56,0.666666667,58,0.316227766,0
Zotu4724,1,0,0,3.82E-197,0,390,0,0
Zotu5352,2,0,0,1.52E-109,1,139,0,0
Zotu4082,1,0,0,1.71E-153,0,182,0,0
Zotu1831,1,0,0,3.82E-197,0,418,0,0
Zotu4015,2,1,1,3.41E-153,0,186,0,0
Zotu18579,1,0,0,3.82E-197,0,302,0,0
Zotu2617,3,9,9,9.63E-114,0,43,1.837117307,0
Zotu13932,3,0,0,3.26E-42,1,3,0.518736468,0
Zotu3022,2,4,4,9.85E-123,0,55,0.707106781,0
Zotu3514,1,0,0,1.71E-153,0,159,0,0
Zotu372,1,0,0,1.71E-153,0,195,0,0
Zotu530,2,161,196,3.19E-70,0,2,-0.208012574,0
Zotu1394,2,0,0,2.95E-41,1,74,-0.507092553,0
Zotu5532,1,0,0,4.47E-114,0,52,-0.894427191,0
Zotu4080,2,16,18,3.00E-89,0,23,0,0
Zotu6438,1,0,0,2.21E-64,0,16,-1.050210063,0
Zotu1417,1,0,0,3.82E-197,0,297,0,0
Zotu1697,1,0,0,1.71E-70,0,111,-1.206045378,0
Zotu3767,1,0,0,3.82E-197,0,449,0,0
Zotu3731,1,0,0,7.91E-57,0,101,-1.507556723,0
Zotu7516,1,0,0,1.24E-55,0,13,-1.127442575,0
Zotu3879,2,52,114,5.27E-27,0,0,-0.486111273,0
Zotu2947,4,495.9333333,1863,5.12E-26,0.166666667,0,1.058006889,0
Zotu1164,1,0,0,3.82E-197,0,293,0,0
Zotu7120,4,9.583333333,18,5.35E-56,0.333333333,58,1.475729575,0
Zotu6047,1,0,0,3.82E-197,0,291,0,0
Zotu4420,2,4,4,1.16E-127,0,67,0.816496581,0
Zotu3453,3,180,254,8.26E-69,0,2,0.866719057,0
Zotu4813,1,0,0,6.40E-112,0,44,-1.020620726,0
Zotu3343,1,0,0,3.82E-197,0,289,0,0
Zotu6644,2,0,0,4.35E-44,1,12,-0.24913644,0
Zotu1361,2,0,0,2.78E-42,1,73,-0.538815906,0
Zotu3254,3,47,58,1.47E-64,0,10,0.652729912,0
Zotu1700,2,10,10,2.70E-87,0,30,0,0
Zotu2139,1,0,0,6.62E-70,0,4,-1.606438658,0
Zotu5135,2,0,0,1.52E-109,1,131,0,0
