ID	hps_f_cd_1	hps_f_cd_2	hps_f_cd_3	hps_f_cd_4	hps_f_cd_5	hps_f_cd_6	hps_f_cd_7	hps_f_cd_8
Zotu14018								
Zotu16268								
Zotu2119								
Zotu4546								
Zotu10916								
Zotu20836								
Zotu11150								
Zotu6862								
Zotu9919								
Zotu13144								
Zotu17226								
Zotu18534								
Zotu12219								
Zotu11955								
Zotu16227								
Zotu18029								
Zotu18558								
Zotu14199								
Zotu15404								
Zotu7095								
Zotu19933								
Zotu19598								
Zotu9560								
Zotu6299								
Zotu8204								
Zotu6276								
Zotu14885								
Zotu19742								
Zotu7596								
Zotu14931								
Zotu16634								
Zotu20788								
Zotu12359								
Zotu12166								
Zotu8711								
Zotu20451								
Zotu10405								
Zotu20241								
Zotu6914								
Zotu17132								
Zotu987				42	1			1
Zotu2784								
Zotu1374								
Zotu12798								
Zotu952								
Zotu1464								
Zotu7082								
Zotu13336								
Zotu16454								
Zotu6520								
Zotu11908								
Zotu4047								
Zotu7696								
Zotu19046								
Zotu15416								
Zotu3317								
Zotu9825								
Zotu16028								
Zotu19335								
Zotu20119				1				
Zotu16675								
Zotu6589								
Zotu1568							1	
Zotu1559								
Zotu10400							1	
Zotu17666						1		
Zotu8478								
Zotu10267								
Zotu2155						1		
Zotu3238								
Zotu12506				1				
Zotu1514								
Zotu3833								
Zotu19281								
Zotu471	1				2	2	2	1
Zotu1185							1	1
Zotu14305								
Zotu9083								
Zotu9291								
Zotu15686								
Zotu12876								
Zotu19623								
Zotu16927								
Zotu959						1	1	
Zotu6127								
Zotu5645								
Zotu6401								
Zotu8364								
Zotu15340								
Zotu20594								
Zotu16287								
Zotu8672				1		10		
Zotu9687								
Zotu8639								
Zotu6168								
Zotu1943								
Zotu8831								
Zotu19641								
Zotu17095								1
Zotu17599								
Zotu1738								
Zotu8303								
Zotu14195								
Zotu18141								
Zotu14348								
Zotu12901								
Zotu15090								
Zotu10292								
Zotu7269								
Zotu4497							1	
Zotu11874								
Zotu5137								
Zotu12173								
Zotu13517								
Zotu17195								
Zotu8040								
Zotu12691								
Zotu14868								
Zotu16275								
Zotu5130								
Zotu9858								
Zotu10783								
Zotu9978								
Zotu2795								
Zotu4447								
Zotu3791	1							
Zotu11044								
Zotu2516								
Zotu19965								
Zotu13840								
Zotu6694								
Zotu11333								
Zotu19847								
Zotu15946								
Zotu15681								
Zotu13022								
Zotu5632								
Zotu13543								
Zotu11723								
Zotu13309								
Zotu3994								
Zotu18258								
Zotu8024								
Zotu2523								
Zotu3327								
Zotu15694								
Zotu2514								
Zotu4892								
Zotu18658								
Zotu20531								
Zotu15965								
Zotu1259	169		1	1	1			
Zotu17652								
Zotu12646								
Zotu1784								
Zotu3838							1	
Zotu18133								
Zotu11448								
Zotu15992								
Zotu1927	162							
Zotu5133								
Zotu10140								
Zotu15726								
Zotu1894			1					
Zotu5357								
Zotu9941								
Zotu12640								
Zotu16325								
Zotu4671								
Zotu5784								
Zotu2399								
Zotu1497								
Zotu14524								
Zotu523							4	
Zotu948			1		1			
Zotu1109			1			8	17	
Zotu3202								
Zotu4530								
Zotu2409								
Zotu5439								
Zotu757	1							
Zotu83	1		3			1	5	
Zotu1801				1	37	40		2
Zotu3125								
Zotu11523								
Zotu13538								
Zotu12298								
Zotu7600							1	
Zotu8539								
Zotu2089			1					2
Zotu10711								
Zotu12686								
Zotu15988								
Zotu10950								
Zotu7805								
Zotu18695								
Zotu11055								
Zotu7955								
Zotu14495								
Zotu2266							1	
Zotu1301					1		1	
Zotu12967								
Zotu1627							1	
Zotu609						2	1	1
Zotu705	1							
Zotu472			1	1		1	3	
Zotu556				2				
Zotu6936								
Zotu10165								
Zotu16446								
Zotu13059								
Zotu19955								
Zotu16851								
Zotu11402								
Zotu7501								
Zotu10606								
Zotu18158								
Zotu14994								
Zotu7909								
Zotu18048								1
Zotu10109								
Zotu18855								
Zotu18984								
Zotu9883								
Zotu18125								
Zotu9713								
Zotu12734								
Zotu16646								
Zotu17157								
Zotu5707								
Zotu6300								
Zotu2327								
Zotu4306								
Zotu18358								
Zotu11880	1							
Zotu9475								
Zotu5371			67					
Zotu4793				1				
Zotu10932								
Zotu2020								
Zotu5030						1		
Zotu12294								
Zotu6011							1	
Zotu7421								
Zotu13556								
Zotu13793								
Zotu5763	1						1	
Zotu13104							8	
Zotu6706								
Zotu13320								
Zotu5115								
Zotu7978								
Zotu11956								
Zotu6864								
Zotu11656							1	
Zotu7467								
Zotu8593							1	
Zotu19145								
Zotu8373								
Zotu19167								
Zotu6533								1
Zotu12107								
Zotu12010								
Zotu15662								
Zotu12068								
Zotu13843								
Zotu18723								
Zotu8096								
Zotu10239								
Zotu15642								
Zotu14735								
Zotu15730								
Zotu18570								
Zotu3944							1	
Zotu3020		1						
Zotu3299								1
Zotu16327								
Zotu8508								
Zotu1022							13	
Zotu2707								
Zotu12528								
Zotu3809								
Zotu4465					1			
Zotu7177								
Zotu11092								
Zotu11745								
Zotu5640								
Zotu1402					1			
Zotu15587								
Zotu5090								
Zotu6723								
Zotu10409								
Zotu8887								
Zotu10037								
Zotu5323								
Zotu14605								
Zotu8510								
Zotu14750								
Zotu20111								
Zotu15115								
Zotu19559								
Zotu20210								
Zotu2322								
Zotu14110								
Zotu10982								
Zotu11833								
Zotu16802								
Zotu13132								
Zotu5389								
Zotu3066								
Zotu5957								
Zotu5547								
Zotu8208								
Zotu12953								1
Zotu9212		1				1	1	
Zotu409								
Zotu5627								
Zotu17509								
Zotu5224							1	
Zotu16338								
Zotu11287								
Zotu16685								
Zotu18876								
Zotu13355								
Zotu13738								
Zotu16742								
Zotu16741								
Zotu17417								
Zotu7086								
Zotu13085								
Zotu3448								
Zotu4634								
Zotu16989								
Zotu19336								
Zotu1814								
Zotu12407								
Zotu1759							3	
Zotu6023								
Zotu7924								
Zotu2505								
Zotu11435								
Zotu11973								
Zotu16908								
Zotu7990								
Zotu12409								
Zotu4676								
Zotu17818								
Zotu2488						1	1	
Zotu4200								
Zotu8986				1				
Zotu1372								
Zotu7527								
Zotu12047								
Zotu8291								
Zotu820			1			1		
Zotu13284								
Zotu16521								
Zotu13003								1
Zotu14890								
Zotu14930								
Zotu13560								
Zotu13950								
Zotu7407								
Zotu4811							3	
Zotu8939								
Zotu6845						1		
Zotu10969								
Zotu8452								
Zotu3889					1			
Zotu11109								
Zotu14008								
Zotu6528								
Zotu17764								
Zotu12232								
Zotu10000								
Zotu1479							2	
Zotu5603								
Zotu2094							1	
Zotu10902								
Zotu18195								
Zotu16466								
Zotu7500								
Zotu11461								
Zotu8745								
Zotu18602								
Zotu14087								
Zotu19097								
Zotu7410								
Zotu8933								
Zotu17520								
Zotu9113								
Zotu18795								
Zotu2955								
Zotu11458								
Zotu11509								
Zotu18016								
Zotu10003								
Zotu19845								
Zotu19400								
Zotu6728								
Zotu1708		3	1	1				
Zotu4076								
Zotu9556								
Zotu10066								
Zotu5631						1		
Zotu9989								
Zotu11167								
Zotu11427								
Zotu6124				2				
Zotu16647								
Zotu4809								
Zotu3675								1
Zotu8062								
Zotu14591								
Zotu7821								
Zotu1398						13		1
Zotu10258								
Zotu9349								
Zotu19671								
Zotu18623								
Zotu800	1	4						1
Zotu3530								
Zotu9465								
Zotu10975								
Zotu7260								
Zotu12336								
Zotu12833								
Zotu11080								
Zotu17142								
Zotu7048								
Zotu17155								
Zotu14842								
Zotu20380								
Zotu16668								
Zotu2763							11	
Zotu6637								
Zotu15891								2
Zotu5015						1	12	
Zotu10271								
Zotu2779							3	
Zotu6136								
Zotu10907								
Zotu5726								
Zotu16193								
Zotu13050								
Zotu15461								
Zotu14753								
Zotu18729								
Zotu9185								
Zotu13701								
Zotu19839								
Zotu6982								
Zotu5652								
Zotu13841								
Zotu9429								
Zotu1179	1							
Zotu3513								
Zotu9569								
Zotu11552								
Zotu5803								
Zotu17635								
Zotu18036								
Zotu9417						8		
Zotu19350								
Zotu10789						8		
Zotu17482								
Zotu13332								
Zotu12653						7		
Zotu2131			2	1				
Zotu6297								
Zotu7446								
Zotu9856								
Zotu16618								
Zotu11327								
Zotu13088								
Zotu15884								
Zotu14487								
Zotu18593								
Zotu16876								
Zotu17086								
Zotu19800								
Zotu17645								
Zotu2873								
Zotu11712								
Zotu17555								
Zotu14294								
Zotu13016								
Zotu10034								
Zotu19944								
Zotu3760								
Zotu5931								
Zotu14915							7	
Zotu6699								1
Zotu3862					22	2		
Zotu13836								
Zotu4822								
Zotu7459								
Zotu19570								
Zotu11053								
Zotu2641								
Zotu3926								
Zotu7750								
Zotu7148								
Zotu17829								
Zotu2928						17		1
Zotu3190				84				
Zotu19594								
Zotu12718								
Zotu19853								
Zotu20746								
Zotu15515								
Zotu19337								
Zotu12105								
Zotu12497								
Zotu7883								
Zotu12329								
Zotu10125								
Zotu16208								
Zotu13936								
Zotu15426								
Zotu5146								
Zotu7638								
Zotu7157					1			
Zotu18714								
Zotu19664								
Zotu2645							6	
Zotu11142								
Zotu17372								
Zotu17315								
Zotu6064								
Zotu11791								
Zotu5653								
Zotu6471								
Zotu14764								
Zotu8432								
Zotu14538								
Zotu12751								
Zotu2186						2		
Zotu6174								
Zotu7469								
Zotu9850								
Zotu17788								
Zotu7917								
Zotu14129								
Zotu15580								
Zotu6565								
Zotu14411								
Zotu7811								
Zotu13800								
Zotu12356								
Zotu4775		1						
Zotu12794								
Zotu6090								
Zotu5280		35						
Zotu19395								
Zotu17081								
Zotu6710								
Zotu14298								
Zotu17012								
Zotu3610								
Zotu5507								
Zotu10501								
Zotu12817								
Zotu8803								
Zotu11127								
Zotu3379				1				
Zotu5423								
Zotu17027								
Zotu16707								
Zotu4980								
Zotu9299								
Zotu10660							1	
Zotu6616								
Zotu11513								
Zotu15443								
Zotu19745								
Zotu16582								
Zotu4495								
Zotu16584								
Zotu10775								
Zotu20701								
Zotu2023								
Zotu11789								
Zotu6246								
Zotu312						1		
Zotu20191								
Zotu6963								
Zotu17562								
Zotu17512								
Zotu19730								
Zotu12297								
Zotu14482								
Zotu7911							1	
Zotu16253								
Zotu16515								
Zotu16170								
Zotu11733								
Zotu17278								
Zotu19936								
Zotu18351								
Zotu5922								
Zotu13691	1							
Zotu6611								
Zotu1308	1		213					
Zotu9633								
Zotu18540								
Zotu13498								
Zotu2681			104					
Zotu18405								
Zotu3872								
Zotu16380								
Zotu14979								
Zotu13467								
Zotu7491								
Zotu9515								
Zotu10559								
Zotu19246								
Zotu16609								
Zotu19820								
Zotu19984								
Zotu3796							2	
Zotu4279								
Zotu9211								1
Zotu12897	1							
Zotu5358		1					1	
Zotu9439								
Zotu14809								
Zotu14938								
Zotu9059								
Zotu14919								
Zotu18660								
Zotu19013								
Zotu19415								
Zotu12429							8	
Zotu3435								
Zotu3700								
Zotu5662								
Zotu14618							1	
Zotu12735								
Zotu19580								
Zotu14161								
Zotu6937								
Zotu14503								
Zotu11989								
Zotu19065								
Zotu17075								
Zotu2868								
Zotu11007								
Zotu5877								
Zotu7881								
Zotu19219								
Zotu11156								
Zotu13528								
Zotu17239								
Zotu11749								
Zotu17182								
Zotu10869								
Zotu13902								
Zotu17488								
Zotu6078	1							
Zotu12269								
Zotu17876								
Zotu13021								
Zotu15322								
Zotu5375								
Zotu12507								
Zotu18576								
Zotu17611								
Zotu8326								
Zotu7118								
Zotu16181								
Zotu6442								
Zotu11930								
Zotu13829								
Zotu4638								
Zotu6631								
Zotu3480								
Zotu15300								
Zotu12167								
Zotu9344								
Zotu18398								
Zotu10156								
Zotu12334								
Zotu17293								
Zotu241				53			1	1
Zotu114	117	155	6	154	8	79	5	974
Zotu32	4	57	2	81	4	24	37	106
Zotu165	3	286	7	89	1	63	41	312
Zotu51	111	185	22	313	9	36	124	238
Zotu122	1					1	1	
Zotu942	222	59					1	
Zotu485	1				1		8	
Zotu7450								
Zotu20695								
Zotu17325								
Zotu3967		1						
Zotu11777								
Zotu15725						3		
Zotu2808							1	
Zotu4869								
Zotu3568								
Zotu6245								
Zotu5717								
Zotu10052								
Zotu14151								
Zotu12322								
Zotu16079								
Zotu6999								
Zotu17795								
Zotu14223								
Zotu10655								
Zotu943				2	2	1	2	1
Zotu19988								
Zotu1118								
Zotu1215								
Zotu995				1	1		2	2
Zotu878					1	1		
Zotu4075			1				1	
Zotu16471								
Zotu13786								
Zotu16015								3
Zotu17349							1	
Zotu2170								
Zotu2650								
Zotu13518								
Zotu27	1	92		58	3	2	7	4
Zotu4720								
Zotu2302								
Zotu11705								
Zotu34		1	1	1				
Zotu110	1	1	1	77	14	50	1	
Zotu37	2	1		82	1	48	23	3
Zotu339	132	32	2	2	3	24	24	319
Zotu278			2	2	2	134	14	2
Zotu15259							2	
Zotu19	1	1		177		35	12	7
Zotu359							2	
Zotu20518								
Zotu1791								
Zotu18475								
Zotu16765								
Zotu736					1		3	1
Zotu437					1		20	3
Zotu9247								
Zotu10168								
Zotu156	1	1		3	6	2	7	1
Zotu2984								1
Zotu13006								
Zotu4338								
Zotu13525					1			
Zotu731				1	3			80
Zotu20044								
Zotu1578	136			2	61			1
Zotu19972								
Zotu9416								
Zotu2856		2						
Zotu1363								
Zotu159								
Zotu426		2					25	
Zotu2441		1						1
Zotu71			1					
Zotu981					7	1		
Zotu2068								
Zotu3244								
Zotu2565				75				
Zotu5963								
Zotu2469					1			103
Zotu306								
Zotu635								
Zotu18889								
Zotu19852								
Zotu8806								
Zotu4747	1							
Zotu11604								
Zotu4488					30		13	
Zotu13172								
Zotu11825								
Zotu10261								
Zotu5670								
Zotu18703								
Zotu19770								
Zotu1516								
Zotu1241								
Zotu733				2		22	1	
Zotu19688								
Zotu963	2				1	1	1	2
Zotu3869								
Zotu12536								
Zotu1615								
Zotu5985								
Zotu4221								
Zotu5210							1	
Zotu221	1	35	1		1		3	40
Zotu1211								
Zotu3371							1	
Zotu4212								
Zotu5283							1	
Zotu10624								
Zotu17709								
Zotu6661								
Zotu10669								
Zotu1034								
Zotu440	1						1	
Zotu406	1			1		5	2	
Zotu761								
Zotu93						12		
Zotu303							2	
Zotu13083						7		
Zotu3214								
Zotu1958								
Zotu11558								
Zotu18279								
Zotu19532						1		
Zotu17203								
Zotu17340								
Zotu8067		1						
Zotu14435								
Zotu17333								1
Zotu18815								
Zotu17249								
Zotu17749								
Zotu11315								
Zotu17697								
Zotu13494								
Zotu18504								
Zotu15697								
Zotu1910					1	1		176
Zotu4002								
Zotu12816								
Zotu6929								
Zotu15908								
Zotu16286								
Zotu4939		41						
Zotu4176								
Zotu15636								
Zotu11086								
Zotu12863								
Zotu2803		1	96					
Zotu4493								
Zotu3492								
Zotu14358								
Zotu14803								
Zotu17500								
Zotu4732								2
Zotu11436								
Zotu470		14					18	
Zotu17849								
Zotu794								
Zotu13166								
Zotu16111								
Zotu1017								
Zotu1602								
Zotu120	3					1		
Zotu289								
Zotu15227								
Zotu16045								
Zotu11030								
Zotu5534				48	1			
Zotu8519								
Zotu14014								5
Zotu4663								
Zotu1364								
Zotu3316					66	25		
Zotu2049				1	89	59		1
Zotu11648							2	
Zotu6221								11
Zotu14763								
Zotu3056		3		2	30	66		
Zotu12003								
Zotu19817							7	
Zotu1857								
Zotu386							1	
Zotu2243	134							
Zotu15033								
Zotu5341								
Zotu8891								
Zotu18283								
Zotu12083								
Zotu19841								
Zotu11622								
Zotu18264								
Zotu3851						53		
Zotu6477								1
Zotu15412								
Zotu20079								
Zotu2892				2		7		
Zotu4657		28						
Zotu11282								
Zotu9844								
Zotu10498								
Zotu9043								
Zotu18375								
Zotu1734							3	
Zotu7308		1						
Zotu12164								
Zotu18940								
Zotu8308								
Zotu7538								
Zotu17641								
Zotu582		11	1	1	1	1	3	
Zotu9406								
Zotu10282								
Zotu19535								
Zotu18292					1			
Zotu13286								
Zotu14534								
Zotu7731						22		
Zotu10086						18		
Zotu6567								1
Zotu10106								
Zotu20567								
Zotu12193	1							
Zotu11335								
Zotu18627							1	
Zotu15736								
Zotu12654								
Zotu20831								
Zotu1476		1			18		1	
Zotu18237								
Zotu13774								
Zotu19743								
Zotu16757								
Zotu17098								
Zotu16441								
Zotu20765								
Zotu10088								
Zotu10497								
Zotu8740								
Zotu15232								
Zotu5383								
Zotu18828								
Zotu10578								
Zotu14954								
Zotu16076								
Zotu2400					1	7	1	
Zotu9100								
Zotu19190								
Zotu15335								
Zotu13045								
Zotu18591								
Zotu3140							1	88
Zotu9482								
Zotu6960								
Zotu15550								
Zotu10827								
Zotu1010			1		1	1	2	1
Zotu9132								
Zotu12690								
Zotu16592								
Zotu9720								
Zotu7850								1
Zotu6573								
Zotu8129						1		
Zotu11478								
Zotu889					40	2	1	
Zotu2006								
Zotu2454								
Zotu2748				1	2			
Zotu4763								
Zotu8097						1		
Zotu2886								88
Zotu9229								
Zotu2999		58						
Zotu16749								
Zotu12837			1					
Zotu4612								
Zotu9910								
Zotu16686								
Zotu16694								
Zotu4603					1			
Zotu3735								
Zotu1800				1			1	89
Zotu15439								
Zotu2593								1
Zotu8353								
Zotu1675								
Zotu7526								
Zotu11128								
Zotu20722								
Zotu65	1		239	1	1		7	2
Zotu18854								
Zotu19020								
