ID	hp_f_cd_1	hp_f_cd_2	hp_f_cd_3	hp_f_cd_4	hp_f_cd_5	hp_f_cd_6	hp_f_cd_7	hp_f_cd_8
Zotu367	42	17	17	10	24	17	19	30
Zotu802	10	15	13	2	8	12	21	3
Zotu9534							1	
Zotu7266	1	1	2				2	
Zotu1066	8	6	7	7	4		4	4
Zotu1843	1	1		4	7	5	3	1
Zotu5219								1
Zotu7743			1				2	1
Zotu483	10	6	8	13	20	9	15	2
Zotu4498					2		1	3
Zotu6140	1		1	3	1		1	
Zotu12095	1					1		
Zotu3757	1		1				1	
Zotu2463	1	1	1					
Zotu1238	4	1	2		4	4	1	2
Zotu3413	1				1	1	2	
Zotu12618						1		2
Zotu2030	3		4		2	4		2
Zotu493	7	6	14	11	9	13	15	5
Zotu924	4	4	2	7		1	2	1
Zotu4935	1	2	2	4	3		4	1
Zotu5794					2		1	2
Zotu1021	7	2	4	2	3	16	1	
Zotu5183	3	1	1		1	5		
Zotu453		3	2		1	2	1	
Zotu6070			1				1	
Zotu7180		2		1	1			
Zotu2192	2		3	1		3		
Zotu4963		1					3	1
Zotu11738				4				
Zotu345	12	19	13	8	10	11	13	22
Zotu15572	1							
Zotu1278		3	3	11	1	2	4	6
Zotu3596	7	2	6	7	4	2	9	9
Zotu4234								
Zotu6274						1		
Zotu11082							1	
Zotu7878			5					
Zotu10235			1			2		
Zotu976	1	5				5	2	
Zotu1082	4	3	3	4	1	5	1	5
Zotu2753	1	4	1			6		1
Zotu15820								
Zotu15863								
Zotu16030				1				
Zotu12206								
Zotu13292	1					1		2
Zotu12162								1
Zotu12277					3			2
Zotu9639		2			1		1	
Zotu8081	1							
Zotu5597		1	2	3	3	1	6	
Zotu9045						1		
Zotu10858								
Zotu4961								
Zotu8180								
Zotu16797								
Zotu11033	1							
Zotu16826			1					
Zotu6278							2	
Zotu5122								
Zotu2817		1	3			3		
Zotu17438								
Zotu634		11	8	4	2	7	10	2
Zotu6752			1			1		
Zotu15296								
Zotu12391								
Zotu3383				2	1		3	
Zotu2117					1			
Zotu5954	3							
Zotu6866								
Zotu4819						3		
Zotu5668		3						
Zotu15481								
Zotu9364				1				
Zotu11011								
Zotu2071	4			1			1	
Zotu3377	2	6	3	3	2	2		2
Zotu4647	1		1				1	1
Zotu19737		1				1		
Zotu18535								
Zotu8808		2						
Zotu7712	1							2
Zotu10720							2	
Zotu5714	1	1					4	2
Zotu19680								
Zotu6382	3	1	3				3	1
Zotu8335		1			2	1		
Zotu18719				1				
Zotu17334								
Zotu10618								
Zotu18052								
Zotu20784								
Zotu15738								
Zotu20043								
Zotu907	3	2	1	1	3	4	5	3
Zotu1950								1
Zotu6372					1			
Zotu6657			1				2	1
Zotu1206	4	1	5	3	2	6	3	6
Zotu2547	1	1	1	1			1	2
Zotu3055								
Zotu4881	1					1	2	
Zotu9031	4	1		4	3	1	4	1
Zotu6494	2	1	1		1	1	5	
Zotu13965							1	
Zotu17072								
Zotu874	6	10	15	9	5	4	21	7
Zotu1309	6	4	3	5	1	6	12	5
Zotu19489								
Zotu3812			1		2	1	7	2
Zotu1775	4	7	4	2	4	4		1
Zotu7124								
Zotu3021	2				1	1	5	2
Zotu10901								
Zotu7346								
Zotu13992		2		2	3		1	
Zotu18259			1					1
Zotu18613							1	
Zotu18231								
Zotu9880					3	1	2	2
Zotu19037					3		4	1
Zotu4670	4					1		1
Zotu14234								
Zotu15929		2	1	2	2			
Zotu4084	2	4	6	4	3		8	8
Zotu6676	4	2	5	3	8	1		2
Zotu15469	2	2	3		1		1	1
Zotu5472	9	14	10	7	17	9	12	14
Zotu12185	2	2	3		3	1	6	8
Zotu6622	6	4				14		12
Zotu2537	24	13	1	1	7	65	3	16
Zotu7335	23			1	1	14		21
Zotu15274						14		
Zotu16461	3						1	2
Zotu1689	6	12	9	2	8	38	9	11
Zotu2634	3	3	1	1	4	22	1	17
Zotu6580			2		1			
Zotu14983		4						
Zotu5750	1					3		
Zotu4773	6	7		1	6	37		7
Zotu1603	62	50	28	30	39	34	103	45
Zotu5575	16	3	1	6	13	1	4	8
Zotu6716	4	5	5	3	13		3	23
Zotu9912	4	1	2		2		5	5
Zotu13484				1	1	4		1
Zotu9520	6	1	1	2	2	10	3	1
Zotu14425	4	2		1	1	3		2
Zotu5007	8	19	6	6	11	10	22	8
Zotu14695								
Zotu1124								
Zotu2148								
Zotu5923								
Zotu17633	2					2		
Zotu19074					3			
Zotu792						1		
Zotu15869	3	3	3	6	3		13	2
Zotu20718	7	6	6	8	8	41	16	6
Zotu6325	18	16	7	13	14	1	10	6
Zotu5748	13	5	10	10	14	5	10	13
Zotu7776	2	11	4	7	9	2	8	9
Zotu8785		8	4	3	6	1	7	
Zotu8001	8	4	3	6	20	4	12	3
Zotu9600	4	4		6	6	24	2	4
Zotu6410	9	3	13	9	14	4	10	11
Zotu3679	23	18	17	8	25	13	29	13
Zotu13795					2		1	
Zotu8566	2		3		3	4	3	
Zotu4226	4	6	2	1	8	125	2	1
Zotu3730	2	7	1		2	132	5	1
Zotu7994	1	1				12		
Zotu10899		2			3	6		1
Zotu16128		2			3	5		1
Zotu7069					2	8		1
Zotu15151								
Zotu17105					1	5		
Zotu11089	1	1			1	3	1	4
Zotu13665	1	2		1	3		2	3
Zotu1960	13	9	4	1	4	597	16	6
Zotu9451						10		
Zotu9102		1			2		3	2
Zotu6896	1	3					1	3
Zotu15213			3		2			1
Zotu6330	3			3	7	3	3	3
Zotu14256	2							1
Zotu6835	5		6	1	4	2	1	10
Zotu12544	4	1	1		2		1	
Zotu4507	23	1	3	6	3	14	1	4
Zotu17696	1	2						2
Zotu7580	6	4	5	1	3	2	1	
Zotu15085	3							
Zotu16661	5						1	
Zotu9471	1				5		1	3
Zotu11407	2		1		1			2
Zotu9149	4		3	3			1	
Zotu10921	3			2	3	2		3
Zotu18164					1			
Zotu10171	1		3					
Zotu5394	21	14	13	17	37	4	14	12
Zotu4729	10	11	9	9	31	11	16	15
Zotu7262	11	8	4	2	7	1	8	15
Zotu2250	29	15	24	9	55	6	33	17
Zotu16115	2			2			3	
Zotu5815	11	3	7	3	14	16	20	12
Zotu8111	2	2	1	2	10	3	2	6
Zotu10611	3	8	3	1	10	4	6	6
Zotu19450						1		
Zotu20818	1		1		1			
Zotu3314			1				4	
Zotu11895				2		1		
Zotu18110								
Zotu7796								
Zotu8526	1	2						
Zotu15796		6		2		1	1	1
Zotu20444								
Zotu15665		1					1	
Zotu10609								
Zotu1685						1		
Zotu3602								
Zotu8469							1	
Zotu72		1	2					
Zotu305								
Zotu18733								
Zotu17394								
Zotu11820								
Zotu4722								
Zotu9789								
Zotu7001								
Zotu17381								
Zotu12352								
Zotu9521								
Zotu16445								
Zotu17824								
Zotu2699								
Zotu7413	3		2		10			
Zotu6012					1			
Zotu4553								
Zotu17255	2				4	3	1	
Zotu3286	1	1	2		3		3	5
Zotu15558								
Zotu5048	2	4	7	1	1	2		1
Zotu6804	1	2	9	2	3		2	1
Zotu10470	2						1	
Zotu17527								
Zotu18245				1		1		
Zotu15083						1		
Zotu5535			2					1
Zotu15428								
Zotu1403	3	2	1	2		15		
Zotu11865								
Zotu18821								
Zotu5473	1					1		4
Zotu6376	1	1						
Zotu3840						2		
Zotu11013								
Zotu12638								
Zotu3155						10	1	
Zotu16000								
Zotu8195						1		
Zotu4360								
Zotu14458								
Zotu15170								
Zotu5309			2			1	1	
Zotu13076						4		
Zotu6764						3	3	
Zotu3002		1		2				1
Zotu8587	3					2		1
Zotu4800		2					1	3
Zotu7366					1		1	3
Zotu9522		1						
Zotu12350	3	1	3					1
Zotu14877				1	4			
Zotu20391								
Zotu6366								
Zotu7254								
Zotu12960								
Zotu9300								
Zotu7545								
Zotu5208	3	2				1		
Zotu4088			2			3		1
Zotu19200		1	1			2		
Zotu6921								
Zotu3806				2			1	
Zotu4207								1
Zotu8182								
Zotu7524			1	3	2	1		2
Zotu20402								
Zotu10141	1		2		1			2
Zotu505	1	2		1				2
Zotu11460								
Zotu15040								
Zotu20827								
Zotu9755								
Zotu6575			2					
Zotu15135								
Zotu19868								
Zotu15744								
Zotu19818								
Zotu5772				1				
Zotu16162								
Zotu7995								
Zotu3198								
Zotu12009		2	1	2			7	
Zotu12155								
Zotu15732								
Zotu9412	2	4	1			1	1	1
Zotu6548	2		2	3	1	2	2	3
Zotu6133	2		4		1	1		
Zotu6684	1		1				2	
Zotu17665	2							1
Zotu2247							2	1
Zotu1243	4	1	5			2	2	2
Zotu12058	1							
Zotu17967			3					
Zotu11450					1			
Zotu19387								
Zotu19460	1							
Zotu8477								
Zotu13937								
Zotu8839								
Zotu19977			1					
Zotu3756			1					
Zotu9743								
Zotu6054	1	2	6		3	2	2	7
Zotu11025	1	2	1	1	1	2	1	1
Zotu6104	1			4				1
Zotu4044	5	2			2	3	1	
Zotu8233				1				
Zotu12460								
Zotu8357		1	1	1	2		2	
Zotu16502		1						
Zotu16049								
Zotu19444				2				
Zotu16469								
Zotu741	67	81	65	87	32	56	47	43
Zotu14845								
Zotu14462								
Zotu16577		1						
Zotu9496	2		1		1			
Zotu8782		1					4	1
Zotu7803	3		1	4		2	2	1
Zotu9464	2	2	1		1			
Zotu15834		1			3			
Zotu6605	7	2	6	7	3	3	3	13
Zotu17166								
Zotu1782	5	3	1	1	1			7
Zotu13962								
Zotu17610								
Zotu20542		1						
Zotu8940		2				1		
Zotu19288								
Zotu18403								
Zotu14143							1	
Zotu13264		1				1		
Zotu16450								1
Zotu16819					2			1
Zotu9388								
Zotu19806								
Zotu3737								
Zotu9171								
Zotu4835								
Zotu1528								
Zotu4288								
Zotu939						1		
Zotu2926								
Zotu1599								
Zotu2032								
Zotu2880								
Zotu2309								
Zotu10146								
Zotu6262								
Zotu15924								
Zotu20516								
Zotu6120								
Zotu2194								
Zotu5023								
Zotu15995								
Zotu17464								
Zotu18331								
Zotu17793								
Zotu13294								
Zotu18250								
Zotu9502								
Zotu14956								
Zotu9088								
Zotu14267								
Zotu4329								
Zotu16105								
Zotu20093								
Zotu20669								
Zotu19608								
Zotu19721								
Zotu15577			1			15		2
Zotu17944						1		
Zotu19366						3		
Zotu16708			1			1		
Zotu16717						6	1	
Zotu14529						7		
Zotu18382						1		
Zotu4962								
Zotu25							1	
Zotu117			3			1		
Zotu3192								
Zotu4364								
Zotu15474								
Zotu5546			1					
Zotu7970								
Zotu10275								
Zotu6243								
Zotu285								
Zotu13108								
Zotu20760								
Zotu9	92	19	350	10	3	3717	7	24
Zotu19967						45		
Zotu3559								
Zotu5973								
Zotu19596								
Zotu4692								
Zotu9178		3	3		3			1
Zotu9905								
Zotu20345				2				3
Zotu9565				1				
Zotu15961								
Zotu19899								
Zotu20610								
Zotu11326								
Zotu14178								
Zotu18832								
Zotu17880								
Zotu11834		1						
Zotu12075	3							2
Zotu17202	4							
Zotu4798	1		3	3		1		
Zotu7468			4	2		1		2
Zotu14271								
Zotu13213								
Zotu16219								
Zotu16164								
Zotu2551								
Zotu13714								
Zotu17228						1		
Zotu6420								
Zotu18584								
Zotu3722		105		1				2
Zotu3292						3	1	
Zotu3671		3						
Zotu4108		7	5	2		1		
Zotu9392		3	1					
Zotu2682		1					8	
Zotu14934								
Zotu18532								
Zotu13272								
Zotu19796								
Zotu10887		1	3		1			
Zotu13672								
Zotu9218								
Zotu9128								
Zotu13510			2					
Zotu3571		1						
Zotu17373								
Zotu1383	4	4	8		2	2	9	9
Zotu9365								
Zotu7854			1			1		
Zotu12900								1
Zotu1667						2		
Zotu2377	1							
Zotu7839						1		
Zotu4158	1							
Zotu6940								
Zotu20284								
Zotu16169								
Zotu7816						2		
Zotu1849		11				45	1	
Zotu11653								
Zotu10389	3					2	1	
Zotu15695								
Zotu15810		2				1	1	
Zotu13949								
Zotu13720						1	3	1
Zotu9590								
Zotu18207								
Zotu9227								
Zotu2086								
Zotu11847								
Zotu18538								
Zotu2918					2			5
Zotu16729								
Zotu11844								
Zotu11905		1				2		
Zotu16946								
Zotu4413		1			1		1	1
Zotu13631								
Zotu9719		3						
Zotu18470								
Zotu9561								2
Zotu13128								
Zotu11329							1	
Zotu11736								
Zotu1710					2			1
Zotu414	13	2	12	5	3	4	10	1
Zotu1008	1				3		2	
Zotu10961								
Zotu3781						1		
Zotu6632								
Zotu6912								1
Zotu1462	2		4					1
Zotu6189			1				2	
Zotu10605								
Zotu13689								
Zotu16490			1					
Zotu14516								
Zotu15851								
Zotu16700						1		
Zotu10326								
Zotu18401								
Zotu16595								
Zotu12396						9		
Zotu18088								
Zotu9360								
Zotu3538	1							
Zotu11850		6						
Zotu15007								
Zotu4227								
Zotu7535								
Zotu8970								
Zotu20683								
Zotu18054								
Zotu9665		7						
Zotu10338								
Zotu14532						4		
Zotu5839								
Zotu19511								
Zotu20016							1	
Zotu20235								
Zotu9347		3						
Zotu1545		13	3		1	2	1	1
Zotu2069					1			
Zotu8468								
Zotu6981		1						
Zotu16035								
Zotu19342								
Zotu15824								2
Zotu11332		1						
Zotu18600							1	
Zotu18356							5	
Zotu8074							2	
Zotu18653								
Zotu3246	2		4		2	5		
Zotu7985								
Zotu7094		1				1		1
Zotu1123	8	10	6	6	2	4	5	
Zotu7531			1			2		2
Zotu18361								
Zotu9601		1	2			1	11	
Zotu16189		1						
Zotu3474				8		3		
Zotu18374								
Zotu17011								
Zotu6902								
Zotu15479						3		
Zotu2460						1		
Zotu4185								
Zotu6993							1	
Zotu7495							1	
Zotu961	2	10	10		15	15	6	9
Zotu3341	1				3		2	
Zotu14717								
Zotu15368								
Zotu20131								
Zotu15385								
Zotu16276								
Zotu18291							1	
Zotu8244								
Zotu17848								
Zotu7267								
Zotu9263								
Zotu7587							1	
Zotu9074								
Zotu11984								
Zotu5917								1
Zotu8130								
Zotu9246								
Zotu7307								
Zotu11084						2		
Zotu19430								
Zotu15865		1						
Zotu12264							3	
Zotu5467								
Zotu2246			1					
Zotu7345								
Zotu11239		3				1	2	1
Zotu11034								
Zotu4480	1	3	2		1	4		5
Zotu12675							3	
Zotu1937		3	3			3	6	3
Zotu9030		1	1				2	1
Zotu2356	1	1	2					
Zotu17496								
Zotu7091	1	2	3	3		2	1	1
Zotu10905	4				1			
Zotu19225		1						
Zotu17154								
Zotu12788								
Zotu15932								2
Zotu9095								
Zotu3211								
Zotu6702								
Zotu10042								
Zotu13301								
Zotu19595								
Zotu14279								
Zotu13687								
Zotu13062								
Zotu14791								
Zotu15329								
Zotu12053								
Zotu6523								
Zotu11003								
Zotu15668								
Zotu17592								
Zotu18244								
Zotu20352								
Zotu6457								
Zotu2525	3	2	8		7	94		4
Zotu14608								
Zotu3249			2		2	11		
Zotu2050			1					1
Zotu3726								
Zotu590			8					
Zotu586					2			
Zotu6900								
Zotu496		68	6			30	1	21
Zotu1292			1		3	17		12
Zotu1352					1	1		
Zotu2506			4			14		6
Zotu6606			6			78		
Zotu16182								
Zotu4270								
Zotu11214								
Zotu7370								
Zotu14070								
Zotu10485								
Zotu13345								
Zotu6202								
Zotu1289								
Zotu6377								
Zotu2311								
Zotu12296								
Zotu3360								
Zotu12243								
Zotu15464								
Zotu5530								
Zotu20400								
Zotu9181								
Zotu12383								
Zotu1444								
Zotu3080								
Zotu8607								
Zotu3447								
Zotu5325								
Zotu7611								
Zotu12348								
Zotu17413								
Zotu18139								
Zotu4115							1	
Zotu12710		1						
Zotu18395					1			
Zotu3706	1		1		4		1	
Zotu7047		1	1	2	1	1	2	1
Zotu8719		2	5				2	
Zotu15647							3	
Zotu14367								
Zotu9158								
Zotu19185								
Zotu9123								1
Zotu4872			1			1		
Zotu10305	1			1				1
Zotu12158								
Zotu4802	3			1				
Zotu10025	1							
Zotu9093						3	1	
Zotu11583								
Zotu20467								
Zotu7774								
Zotu11216	1							
Zotu18724								
Zotu11526								
Zotu13174							1	
Zotu1851								4
Zotu14589								
Zotu5028		1						
Zotu6504								
Zotu9341								
Zotu16698								
Zotu8070					1			2
Zotu16644								
Zotu10469								
Zotu16087							1	
Zotu14786				2	2	1		2
Zotu20183	1			1				1
Zotu2589				3		2		2
Zotu6067						2	1	
Zotu2149	4	9	9	5	8	6	4	7
Zotu6786		3		1				
Zotu11614								
Zotu18528								
Zotu16962								
Zotu15215								
Zotu2609	1	2	2	1	7	7	1	3
Zotu8625	2				1		2	
Zotu9129		2		1			1	
Zotu8517	1	2	1		2			
Zotu12453								
Zotu2861		1	4	2	4	1	2	
Zotu4765	1						1	
Zotu5475			1					
Zotu13768	1							3
Zotu9216			1					
Zotu11608			1					
Zotu9135		1						
Zotu8797		1				1		
Zotu6596			2		2			
Zotu13656	1							
Zotu8843								
Zotu11776								
Zotu8646			2					
Zotu18101								
Zotu15699								
Zotu3725						2		
Zotu4167								
Zotu15960								
Zotu4321								2
Zotu17285	3							
Zotu3503								
Zotu2555	1	3		3	6		1	2
Zotu9063								
Zotu10169								
Zotu7506	1							1
Zotu2028								
Zotu6607								
Zotu3218						3		1
Zotu15427								
Zotu931	6	2	1	7	1	3	3	7
Zotu7398	2							
Zotu5426								1
Zotu4716					1			
Zotu15746								
Zotu18448								
Zotu966	2	5		4	1	1	1	1
Zotu1642	2			2			7	1
Zotu15291					1			
Zotu2893		2			5		3	
Zotu12458								
Zotu48	130	102	77	83	90	84	84	92
Zotu2764								
Zotu6767								
Zotu7128								
Zotu1608	1	1	3		1			
Zotu9499			1					
Zotu3354	12	1	8	8	5	7	4	25
Zotu6726	1				2			
Zotu3981								
Zotu9829								
Zotu20359								
Zotu20693		3	1					1
Zotu14090	3	1	2	3	7	7		6
Zotu608	28	43	61	33	43	24	27	24
Zotu1932	5	2	8	5	8	2	5	10
Zotu6441	2		1	4	8		1	2
Zotu7165	3		1	3	4	1	1	1
Zotu13457					1			1
Zotu15155	7	1				1	1	
Zotu19722								
Zotu7388	2	4	2					1
Zotu9647	1	1	5	1	3			1
Zotu16849	2					3		
Zotu3391		1				6		
Zotu5094								
Zotu5141		1						
Zotu4847								
Zotu10142								
Zotu4697		2			1	2		
Zotu2777	3	1		2	1		1	1
Zotu14218								
Zotu17102								
Zotu14643								1
Zotu4520	5				4	2		
Zotu8106								
Zotu2974	2	4			2	4	3	2
Zotu319	9	10	11	8	17	14	18	19
Zotu919	11	8	5	3	3	6	5	8
Zotu6577		1	1		2			1
Zotu17359	3							1
Zotu299	32	21	33	20	22	20	18	29
Zotu12018								
Zotu19212	1	1	5	1		3		4
Zotu10774								1
Zotu16904								
Zotu9420						1		
Zotu5464		1						
Zotu6025				1	1			
Zotu6086								
Zotu7329								1
Zotu14894					2			
Zotu18746								2
Zotu1900	1	1	1		1		1	
Zotu14347								
Zotu11126	1			1	2			
Zotu12026								
Zotu732	12	38	9	21	8	5	1	5
Zotu8759						1		
Zotu15395								
Zotu3042	5	2	2			1		2
Zotu3060		6		1		2		
Zotu4427						3		
Zotu7215								
Zotu8873						1		2
Zotu11422	1				4			
Zotu11574								
Zotu5188						1	1	2
Zotu15206					1			
Zotu5032		1		2				15
Zotu2201	3	3	2	5	4	1	2	3
Zotu6769	2						1	
Zotu5656		4						
Zotu744	2	7		5		4	2	2
Zotu4805					2			
Zotu10955								
Zotu19540		2						
Zotu10033			4		1	1		
Zotu19114			2					
Zotu18350								
Zotu6906								
Zotu8698	2			1	1			
Zotu10646								
Zotu19620								
Zotu9980	1				1	1		4
Zotu5522							6	
Zotu11893								
Zotu16914					1			
Zotu16860								
Zotu17283								
Zotu8741	3					5		2
Zotu6196	1					1		4
Zotu1683	1	2	3	3	1		1	17
Zotu8481	4						4	
Zotu18326								
Zotu5788								2
Zotu8911						1		
Zotu6620			1					2
Zotu4778					3			
Zotu12397			5		1	1	1	
Zotu3831								
Zotu7303				2				1
Zotu13009				1				
Zotu2088			5	6		2	1	9
Zotu17704							1	
Zotu985	2	6	5	4	8	3	1	10
Zotu10590								
Zotu5374				3	1			
Zotu773	1	9	7	4	7	4	7	10
Zotu1072	4	3	3	1	4	4	1	5
Zotu1567	3	2	18	16	18	2	8	40
Zotu4614	1	2	1	2	1		1	2
Zotu12868	2		6	6	2			3
Zotu2989								
Zotu18328								3
Zotu10914								
Zotu12370						1		
Zotu15959							2	
Zotu15651								
Zotu1077	6	6	5	6	5	26	5	3
Zotu2130	1		1	1		3		1
Zotu4130		1				1	1	
Zotu12748								
Zotu704	11		6	2	2	10	2	8
Zotu4025	4		2	5			4	
Zotu699	4	2	3	4		2		5
Zotu10278	4				1			
Zotu7134		1		1				
Zotu5254		1						
Zotu4643	3		3					
Zotu1634								1
Zotu2568	3				6			
Zotu18050	2							
Zotu11638								
Zotu19557		1				1		
Zotu18295								
Zotu2084	4	1	2		1	1	1	
Zotu10312								
Zotu19633								
Zotu2077	3	6	2	1		5		3
Zotu3963	1	7	3	1	2	6		1
Zotu3544	1	9	1				4	1
Zotu13058								
Zotu7923								
Zotu6403								
Zotu13223								
Zotu13157								
Zotu14154								
Zotu13110								
Zotu13232					2			
Zotu16590								
Zotu10269		1		1	1	3		
Zotu3837								
Zotu12212								
Zotu13253								
Zotu3302	4	2	1	1	2		5	3
Zotu19709							2	
Zotu1880	5	8	6	1	5	1	1	13
Zotu15937								
Zotu2952	2	1	8	2	3		2	
Zotu9503	1	1					1	1
Zotu14644								
Zotu16442		1					4	1
Zotu2206	5		1	3	1		2	1
Zotu6259		1			1			
Zotu7300		2					2	1
Zotu3641	1							
Zotu11818			2			1	1	1
Zotu10180	1				2		2	
Zotu10970						2	3	1
Zotu14508						2		
Zotu8313						3	1	
Zotu18106		1						
Zotu16008		2	1		2	1	1	
Zotu1171	16	5	3	5	17	6	3	2
Zotu307	31	26	41	19	39	21	21	63
Zotu20115	3		3		1	1		1
Zotu309	38	43	73	12	38	29	44	54
Zotu61	175	130	162	79	176	115	115	169
Zotu18492	5	1	5	1	8	3	5	9
Zotu318	25	31	65	12	65	38	74	58
Zotu8394	33	8	10	7	18	8	5	12
Zotu17061	21	11	21	9	30	19	10	23
Zotu15433	6	7	9	6	6		1	12
Zotu381	56	25	22	18	52	24	17	35
Zotu9526	8		12	10	5	25	8	11
Zotu4093								
Zotu19241	9	1	5	5	6	9	2	2
Zotu992	1	6	2		1	46		6
Zotu8092								2
Zotu324	5	1	2	7	4	3	2	7
Zotu10631								
Zotu1534	1				3		1	1
Zotu7263								
Zotu14011								3
Zotu1370	6	28	3	1	7	5	8	6
Zotu9080	17	22	1	6	4	1	5	4
Zotu18144								
Zotu2768								
Zotu6673								
Zotu16654	1			2			1	
Zotu19029								2
Zotu3563	2							4
Zotu9757		2		1				1
Zotu7766			1		1			
Zotu1694								1
Zotu1188		1		2				
Zotu11790								
Zotu9865	14	5	6	3	4	15	5	3
Zotu16745	7			3		2	1	
Zotu10558	16	4	6	4	10	4	2	18
Zotu12142	1	2		1				1
Zotu927	10	3	7	14	17	5	3	8
Zotu9568							3	1
Zotu3990	1			1	1	6		2
Zotu19115								
Zotu1130	6	1	3	8	2	6	3	2
Zotu4525		1	1					3
Zotu15839								1
Zotu3311	2		2	3	6	1		3
Zotu5939					1			2
Zotu12459			1					
Zotu11512	1							
Zotu5884	1				1		1	4
Zotu19362								
Zotu4641	1		2	3		5		1
Zotu12744	34	7	23	13	12	10	7	26
Zotu20297	45	24	54	23	16	33	17	25
Zotu29	399	153	207	322	189	241	117	243
Zotu234	82	32	16	37	32	28	12	42
Zotu14827	2	2		1	1		2	
Zotu849	12	12	8	21	10	7	11	13
Zotu14864	51	21	26	21	37	21	12	24
Zotu9433	10	2	6		2	1		4
Zotu754	11	6	14	8	9	3	2	7
Zotu9250	2	2			2	1		
Zotu12552	2	1						
Zotu595	22	1	11	4	10	31	4	9
Zotu3484	1	2					1	3
Zotu4324	1						1	1
Zotu443	37	15	5	27	12	29	1	17
Zotu1713	13	4	2	6	3	2	3	1
Zotu18304	1		1					
Zotu1610	3	3		2	1	3	1	2
Zotu11492								
Zotu16928								
Zotu1978	4	2	2	9	12	3	3	1
Zotu2252	3		2	3		2	1	
Zotu13184			3			1		
Zotu6283			4	1	1	4		
Zotu9277						2		1
Zotu9655	3	3	3	3	2	9	1	2
Zotu4129	2		1			1	3	
Zotu20254								
Zotu3935	1	1	5	6	2		2	4
Zotu4599	9		2		5	3	3	2
Zotu5710	2	2	1	5	2			1
Zotu3794	7			9	4		4	4
Zotu6818	6		2	6	6	1	5	5
Zotu611	55	25	20	21	34	25	13	24
Zotu1378	22	17	15	12	32	6	3	12
Zotu8585	1			1	2		2	
Zotu5077	1	4	2	3	3	4	1	2
Zotu14710				4				
Zotu15689	1							
Zotu18886	3		1	2				
Zotu3387	6	1	3		5		4	2
Zotu4009	11	1		1	1	1		
Zotu1258	28	28	16	8	17	10	11	20
Zotu2853	2			3				1
Zotu6109				2				
Zotu4733	1		1		4			1
Zotu20609				2			5	1
Zotu15415			4	4	4	1		3
Zotu2874	2	2				1		1
Zotu10785							2	2
Zotu19931	5			6	3	3		
Zotu16936						1		
Zotu1560	11	3	3	6	3	10	1	8
Zotu1720	13	5	4	1	4	6	9	5
Zotu16551								5
Zotu13403			1			1		5
Zotu2158	7	3	2	8	4	1	1	7
Zotu16270								
Zotu2611	7	5		1	4	2		7
Zotu8189	4							5
Zotu20128	1		1		1			
Zotu11669								4
Zotu5184		3			3		1	1
Zotu10878	1		1	1				
Zotu2184	5	8	6	2	2	8	4	5
Zotu3264	3			1	2	1	1	
Zotu19308								
Zotu17084	1			2				
Zotu2090		3		6	1	1		3
Zotu17778								
Zotu4547	9	2	1	3	5		3	27
Zotu89	137	74	107	117	86	50	61	93
Zotu235	75	24	33	40	55	39	22	46
Zotu15358	2	1			1			
Zotu13192	1			2		1	1	
Zotu18437			1			1		
Zotu2819	3	3	2	2	1	9	2	8
Zotu1554								
Zotu2444								
Zotu12072								
Zotu3873								
Zotu5555								
Zotu4260	1		1	1	2	2		
Zotu4475	2		1	1				
Zotu14323				1		2		
Zotu3864	1		2					3
Zotu10015	2							
Zotu2241	6	1	1	1	1			
Zotu2761	2			1		2		
Zotu2850	2			2				4
Zotu563				2				
Zotu1142								
Zotu1726				2	1			
Zotu2317	9	1	3	2	6		4	2
Zotu15315								
Zotu7681				2				
Zotu1432	6	5	5	2	3	3	4	3
Zotu2009	4		4	1	6		3	
Zotu3370	2	1	3	4		1		1
Zotu2665					3			2
Zotu13169								
Zotu2242								
Zotu13575								
Zotu1669								
Zotu11196								
Zotu6608								
Zotu12059								
Zotu8171								
Zotu8788								
Zotu12234								
Zotu16697								
Zotu3659								
Zotu956								
Zotu11703								
Zotu4231								
Zotu5979								
Zotu3885								
Zotu17674								
Zotu8705			3			1		
Zotu3666						9		
Zotu4121						2		
Zotu3916		3				7		
Zotu20113						1		
Zotu14991								
Zotu14057								
Zotu10638		2		2				
Zotu2908			8		1	1	7	
Zotu4140	2	1	2		2		2	
Zotu12064								
Zotu14020								
Zotu17945								
Zotu14105								
Zotu3194	1	3		1	1		5	2
Zotu7023			1			2		
Zotu2331								
Zotu6847								
Zotu1404						1		
Zotu354						1		
Zotu450		1						
Zotu528		2				1		
Zotu2432								
Zotu129								
Zotu4698								
Zotu6455								
Zotu18123								
Zotu7274								
Zotu14697								
Zotu2953			1					
Zotu373	11		1	4	4	1	4	8
Zotu201	13	5	4	16	9	7	4	9
Zotu1701								2
Zotu421	6		1		3	1	2	3
Zotu1884					6	1	1	4
Zotu2840			1	2				
Zotu4294	4							
Zotu16919								
Zotu1598	1		1					
Zotu4057								
Zotu6750								
Zotu20806							2	
Zotu868		5	3					8
Zotu1925					2		5	
Zotu2240							1	
Zotu9909								
Zotu20234								
Zotu9993								
Zotu673						13		
Zotu7510						1		
Zotu1931	3			4		1	2	2
Zotu1315						4		
Zotu2321								
Zotu2552								
Zotu12766	2		4	1		5		3
Zotu11069								
