ID	Phylum	Class	Order	Family	Genus	Species
Zotu13808	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured Thermosporothrix sp.	NA
Zotu5891	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured Thermosporothrix sp.	NA
Zotu6369	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured Thermosporothrix sp.	NA
Zotu1326	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured Thermosporothrix sp.	NA
Zotu4629	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured Thermosporothrix sp.	NA
Zotu3215	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured Thermosporothrix sp.	NA
Zotu3846	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured Thermosporothrix sp.	NA
Zotu8880	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured Thermosporothrix sp.	NA
Zotu13904	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured Thermosporothrix sp.	NA
Zotu14410	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured Thermosporothrix sp.	NA
Zotu6693	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured Thermosporothrix sp.	NA
Zotu17416	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured Thermosporothrix sp.	NA
Zotu8045	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured Thermosporothrix sp.	NA
Zotu13250	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured Thermosporothrix sp.	NA
Zotu17851	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured Thermosporothrix sp.	NA
Zotu3373	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured Thermosporothrix sp.	NA
Zotu6328	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured Thermosporothrix sp.	NA
Zotu7126	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured Thermosporothrix sp.	NA
Zotu15886	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured Thermosporothrix sp.	NA
Zotu6309	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured Thermosporothrix sp.	NA
Zotu8532	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured Thermosporothrix sp.	NA
Zotu19901	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA	NA
Zotu14210	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured soil bacterium	NA
Zotu6690	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA	NA
Zotu19152	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	uncultured soil bacterium	NA
Zotu18311	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu19483	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu19521	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu12626	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu17964	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu15900	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu16874	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu14481	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu17741	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu19739	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu19884	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu7101	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu19647	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu4987	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Sphaerobacter	NA
Zotu17951	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Sphaerobacter	NA
Zotu7643	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Nitrolancea	Ambiguous_taxa
Zotu6967	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Sphaerobacter	NA
Zotu1474	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Sphaerobacter	Ambiguous_taxa
Zotu20580	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Sphaerobacter	NA
Zotu12327	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Sphaerobacter	NA
Zotu8124	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Nitrolancea	NA
Zotu19526	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Nitrolancea	uncultured bacterium
Zotu8438	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured soil bacterium	NA
Zotu13828	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured soil bacterium	NA
Zotu1760	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured soil bacterium	NA
Zotu12471	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured soil bacterium	NA
Zotu17761	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured soil bacterium	NA
Zotu12582	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured soil bacterium	NA
Zotu13735	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured soil bacterium	NA
Zotu20158	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured soil bacterium	NA
Zotu8332	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured soil bacterium	NA
Zotu17318	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured soil bacterium	NA
Zotu4331	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	wastewater metagenome	NA
Zotu19507	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	wastewater metagenome	NA
Zotu8011	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	NA	NA
Zotu12933	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured alpha proteobacterium	NA
Zotu16484	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured alpha proteobacterium	NA
Zotu3458	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured alpha proteobacterium	NA
Zotu9991	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured alpha proteobacterium	NA
Zotu9278	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured alpha proteobacterium	NA
Zotu17620	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured alpha proteobacterium	NA
Zotu9622	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured alpha proteobacterium	NA
Zotu19035	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured alpha proteobacterium	NA
Zotu1773	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured alpha proteobacterium	NA
Zotu8306	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
Zotu5303	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
Zotu9977	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
Zotu9894	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Ambiguous_taxa	NA
Zotu13707	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured soil bacterium	NA
Zotu17578	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Paraburkholderia tropica	NA
Zotu7287	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Paraburkholderia tropica	NA
Zotu19877	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
Zotu19833	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Ambiguous_taxa	NA
Zotu8112	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Ambiguous_taxa	NA
Zotu10693	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
Zotu19116	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
Zotu11786	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu8174	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu958	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	metagenome	NA
Zotu6181	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
Zotu20606	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
Zotu12539	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
Zotu9213	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
Zotu17575	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
Zotu10739	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
Zotu9994	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
Zotu12524	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
Zotu12324	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu19459	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu1098	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu5813	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu12086	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu9580	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu14967	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu16149	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu5287	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured soil bacterium	NA
Zotu4296	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured soil bacterium	NA
Zotu18216	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
Zotu7894	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured soil bacterium	NA
Zotu12490	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured soil bacterium	NA
Zotu7741	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured soil bacterium	NA
Zotu9397	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
Zotu7703	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
Zotu7833	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
Zotu8148	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
Zotu16329	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
Zotu16580	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured soil bacterium	NA
Zotu6194	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
Zotu14436	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
Zotu16862	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured soil bacterium	NA
Zotu18990	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured soil bacterium	NA
Zotu3652	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured soil bacterium	NA
Zotu11073	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured soil bacterium	NA
Zotu4863	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured soil bacterium	NA
Zotu14471	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured soil bacterium	NA
Zotu10667	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured soil bacterium	NA
Zotu17774	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured soil bacterium	NA
Zotu5889	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured soil bacterium	NA
Zotu8985	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	bacterium Ellin6537	NA
Zotu10435	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	bacterium Ellin6537	NA
Zotu4924	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu9671	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu5108	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu3618	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu9085	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu14047	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu9479	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured anaerobic ammonium-oxidizing bacterium	NA
Zotu19879	NA	NA	NA	NA	NA	NA
Zotu4072	NA	NA	NA	NA	NA	NA
Zotu8965	NA	NA	NA	NA	NA	NA
Zotu17680	NA	NA	NA	NA	NA	NA
Zotu19236	Firmicutes	Clostridia	NA	NA	NA	NA
Zotu11965	NA	NA	NA	NA	NA	NA
Zotu8172	NA	NA	NA	NA	NA	NA
Zotu3789	NA	NA	NA	NA	NA	NA
Zotu4177	NA	NA	NA	NA	NA	NA
Zotu7190	NA	NA	NA	NA	NA	NA
Zotu697	Firmicutes	Bacilli	Bacillales	NA	NA	NA
Zotu7110	Firmicutes	Bacilli	Bacillales	NA	NA	NA
Zotu1491	Firmicutes	Bacilli	Bacillales	NA	NA	NA
Zotu3857	Firmicutes	Bacilli	Bacillales	NA	NA	NA
Zotu20104	Firmicutes	Bacilli	Bacillales	NA	NA	NA
Zotu2370	Firmicutes	Bacilli	Bacillales	NA	NA	NA
Zotu19111	Firmicutes	Bacilli	Bacillales	NA	NA	NA
Zotu4359	Firmicutes	Bacilli	Bacillales	NA	NA	NA
Zotu1454	Firmicutes	Bacilli	Bacillales	NA	NA	NA
Zotu8900	Firmicutes	Bacilli	Bacillales	NA	NA	NA
Zotu524	NA	NA	NA	NA	NA	NA
Zotu591	Firmicutes	Bacilli	Bacillales	NA	NA	NA
Zotu1605	Chloroflexi	Ktedonobacteria	C0119	uncultured Chloroflexi bacterium	NA	NA
Zotu5817	NA	NA	NA	NA	NA	NA
Zotu17539	NA	NA	NA	NA	NA	NA
Zotu16795	NA	NA	NA	NA	NA	NA
Zotu18303	NA	NA	NA	NA	NA	NA
Zotu14656	NA	NA	NA	NA	NA	NA
Zotu2799	NA	NA	NA	NA	NA	NA
Zotu6352	NA	NA	NA	NA	NA	NA
Zotu7206	Chloroflexi	Ktedonobacteria	C0119	uncultured Chloroflexi bacterium	NA	NA
Zotu9837	Chloroflexi	Ktedonobacteria	C0119	uncultured Chloroflexi bacterium	NA	NA
Zotu2233	Chloroflexi	Ktedonobacteria	C0119	uncultured Chloroflexi bacterium	NA	NA
Zotu13713	NA	NA	NA	NA	NA	NA
Zotu1518	NA	NA	NA	NA	NA	NA
Zotu3629	NA	NA	NA	NA	NA	NA
Zotu8503	Chloroflexi	Ktedonobacteria	C0119	uncultured Chloroflexi bacterium	NA	NA
Zotu9771	Chloroflexi	Ktedonobacteria	C0119	uncultured Chloroflexi bacterium	NA	NA
Zotu14741	Chloroflexi	Ktedonobacteria	C0119	uncultured Chloroflexi bacterium	NA	NA
Zotu6688	Chloroflexi	Ktedonobacteria	C0119	uncultured Chloroflexi bacterium	NA	NA
Zotu17322	Chloroflexi	Ktedonobacteria	C0119	uncultured Chloroflexi bacterium	NA	NA
Zotu18582	Chloroflexi	Ktedonobacteria	C0119	uncultured Chloroflexi bacterium	NA	NA
Zotu7592	Chloroflexi	Ktedonobacteria	C0119	uncultured Chloroflexi bacterium	NA	NA
Zotu18440	Chloroflexi	Ktedonobacteria	C0119	uncultured Chloroflexi bacterium	NA	NA
Zotu4203	NA	NA	NA	NA	NA	NA
Zotu13891	Chloroflexi	Ktedonobacteria	C0119	uncultured Chloroflexi bacterium	NA	NA
Zotu7155	NA	NA	NA	NA	NA	NA
Zotu12910	NA	NA	NA	NA	NA	NA
Zotu5480	NA	NA	NA	NA	NA	NA
Zotu6279	Firmicutes	Bacilli	Bacillales	NA	NA	NA
Zotu14215	Firmicutes	Bacilli	Bacillales	NA	NA	NA
Zotu5902	NA	NA	NA	NA	NA	NA
Zotu15060	NA	NA	NA	NA	NA	NA
Zotu15186	NA	NA	NA	NA	NA	NA
Zotu2262	Firmicutes	NA	NA	NA	NA	NA
Zotu17133	NA	NA	NA	NA	NA	NA
Zotu12813	NA	NA	NA	NA	NA	NA
Zotu3159	Firmicutes	Clostridia	NA	NA	NA	NA
Zotu14307	NA	NA	NA	NA	NA	NA
Zotu8152	NA	NA	NA	NA	NA	NA
Zotu15401	NA	NA	NA	NA	NA	NA
Zotu9693	Firmicutes	NA	NA	NA	NA	NA
Zotu10299	Firmicutes	NA	NA	NA	NA	NA
Zotu12244	Firmicutes	NA	NA	NA	NA	NA
Zotu13645	Firmicutes	NA	NA	NA	NA	NA
Zotu18155	Firmicutes	NA	NA	NA	NA	NA
Zotu11799	NA	NA	NA	NA	NA	NA
Zotu497	NA	NA	NA	NA	NA	NA
Zotu4081	Firmicutes	NA	NA	NA	NA	NA
Zotu20685	Firmicutes	NA	NA	NA	NA	NA
Zotu6924	NA	NA	NA	NA	NA	NA
Zotu12266	NA	NA	NA	NA	NA	NA
Zotu10529	NA	NA	NA	NA	NA	NA
Zotu4887	NA	NA	NA	NA	NA	NA
Zotu11224	NA	NA	NA	NA	NA	NA
Zotu14228	NA	NA	NA	NA	NA	NA
Zotu16409	NA	NA	NA	NA	NA	NA
Zotu12483	NA	NA	NA	NA	NA	NA
Zotu14016	NA	NA	NA	NA	NA	NA
Zotu12208	NA	NA	NA	NA	NA	NA
Zotu7849	NA	NA	NA	NA	NA	NA
Zotu14911	NA	NA	NA	NA	NA	NA
Zotu15811	NA	NA	NA	NA	NA	NA
Zotu19632	NA	NA	NA	NA	NA	NA
Zotu11992	NA	NA	NA	NA	NA	NA
Zotu12306	NA	NA	NA	NA	NA	NA
Zotu20300	NA	NA	NA	NA	NA	NA
Zotu4528	NA	NA	NA	NA	NA	NA
Zotu19576	NA	NA	NA	NA	NA	NA
Zotu4555	NA	NA	NA	NA	NA	NA
Zotu7004	NA	NA	NA	NA	NA	NA
Zotu1869	Chloroflexi	NA	NA	NA	NA	NA
Zotu2749	NA	NA	NA	NA	NA	NA
Zotu3148	NA	NA	NA	NA	NA	NA
Zotu3634	NA	NA	NA	NA	NA	NA
Zotu719	NA	NA	NA	NA	NA	NA
Zotu7921	NA	NA	NA	NA	NA	NA
Zotu12143	NA	NA	NA	NA	NA	NA
Zotu14155	NA	NA	NA	NA	NA	NA
Zotu6617	NA	NA	NA	NA	NA	NA
Zotu18420	NA	NA	NA	NA	NA	NA
Zotu16201	Chloroflexi	NA	NA	NA	NA	NA
Zotu19890	Chloroflexi	NA	NA	NA	NA	NA
Zotu6072	Chloroflexi	Ktedonobacteria	C0119	uncultured candidate division SAM bacterium	NA	NA
Zotu15389	NA	NA	NA	NA	NA	NA
Zotu11483	Chloroflexi	Ktedonobacteria	C0119	NA	NA	NA
Zotu14204	Chloroflexi	Ktedonobacteria	C0119	NA	NA	NA
Zotu5199	Chloroflexi	Ktedonobacteria	C0119	uncultured soil bacterium	NA	NA
Zotu11045	Chloroflexi	Ktedonobacteria	C0119	NA	NA	NA
Zotu10234	Chloroflexi	Ktedonobacteria	C0119	uncultured soil bacterium	NA	NA
Zotu7946	Chloroflexi	Ktedonobacteria	C0119	uncultured soil bacterium	NA	NA
Zotu20342	Chloroflexi	Ktedonobacteria	C0119	uncultured soil bacterium	NA	NA
Zotu3893	Chloroflexi	Ktedonobacteria	C0119	uncultured candidate division SAM bacterium	NA	NA
Zotu5604	Chloroflexi	Ktedonobacteria	C0119	uncultured candidate division SAM bacterium	NA	NA
Zotu1247	Chloroflexi	Ktedonobacteria	C0119	uncultured candidate division SAM bacterium	NA	NA
Zotu4409	Chloroflexi	Ktedonobacteria	C0119	uncultured candidate division SAM bacterium	NA	NA
Zotu5574	Chloroflexi	Ktedonobacteria	C0119	uncultured candidate division SAM bacterium	NA	NA
Zotu5585	Chloroflexi	Ktedonobacteria	C0119	uncultured candidate division SAM bacterium	NA	NA
Zotu4448	Chloroflexi	Ktedonobacteria	C0119	uncultured candidate division SAM bacterium	NA	NA
Zotu8004	Chloroflexi	Ktedonobacteria	C0119	uncultured candidate division SAM bacterium	NA	NA
Zotu18346	Chloroflexi	Ktedonobacteria	C0119	NA	NA	NA
Zotu12828	Chloroflexi	Ktedonobacteria	C0119	uncultured candidate division SAM bacterium	NA	NA
Zotu5930	Chloroflexi	Ktedonobacteria	C0119	NA	NA	NA
Zotu20728	Chloroflexi	Ktedonobacteria	C0119	uncultured soil bacterium	NA	NA
Zotu388	Chloroflexi	Ktedonobacteria	C0119	uncultured candidate division SAM bacterium	NA	NA
Zotu3339	Chloroflexi	Ktedonobacteria	C0119	uncultured candidate division SAM bacterium	NA	NA
Zotu10222	Chloroflexi	Ktedonobacteria	C0119	uncultured candidate division SAM bacterium	NA	NA
Zotu18661	Chloroflexi	Ktedonobacteria	C0119	uncultured soil bacterium	NA	NA
Zotu209	Chloroflexi	Ktedonobacteria	C0119	uncultured soil bacterium	NA	NA
Zotu17425	Chloroflexi	Ktedonobacteria	C0119	uncultured soil bacterium	NA	NA
Zotu13265	Chloroflexi	P2-11E	uncultured Chloroflexi bacterium	NA	NA	NA
Zotu8821	Chloroflexi	P2-11E	uncultured Chloroflexi bacterium	NA	NA	NA
Zotu19054	Chloroflexi	P2-11E	uncultured Chloroflexi bacterium	NA	NA	NA
Zotu19121	Chloroflexi	P2-11E	uncultured Chloroflexi bacterium	NA	NA	NA
Zotu1863	Chloroflexi	P2-11E	uncultured Chloroflexi bacterium	NA	NA	NA
Zotu3267	Chloroflexi	P2-11E	uncultured Chloroflexi bacterium	NA	NA	NA
Zotu10532	Chloroflexi	P2-11E	uncultured Chloroflexi bacterium	NA	NA	NA
Zotu6076	Chloroflexi	P2-11E	uncultured Chloroflexi bacterium	NA	NA	NA
Zotu17909	Chloroflexi	Gitt-GS-136	NA	NA	NA	NA
Zotu2340	Chloroflexi	Gitt-GS-136	NA	NA	NA	NA
Zotu5282	Chloroflexi	Gitt-GS-136	NA	NA	NA	NA
Zotu2527	Chloroflexi	Gitt-GS-136	uncultured Anaerolineae bacterium	NA	NA	NA
Zotu18811	Chloroflexi	Gitt-GS-136	NA	NA	NA	NA
Zotu2171	Chloroflexi	Gitt-GS-136	NA	NA	NA	NA
Zotu5335	Chloroflexi	Gitt-GS-136	NA	NA	NA	NA
Zotu2825	Chloroflexi	Gitt-GS-136	NA	NA	NA	NA
Zotu12043	Chloroflexi	Gitt-GS-136	NA	NA	NA	NA
Zotu7845	Chloroflexi	Gitt-GS-136	NA	NA	NA	NA
Zotu10525	Chloroflexi	Gitt-GS-136	uncultured Anaerolineae bacterium	NA	NA	NA
Zotu8578	Chloroflexi	Gitt-GS-136	NA	NA	NA	NA
Zotu17460	Chloroflexi	KD4-96	uncultured Anaerolineaceae bacterium	NA	NA	NA
Zotu19306	Chloroflexi	KD4-96	uncultured Anaerolineaceae bacterium	NA	NA	NA
Zotu20817	Chloroflexi	KD4-96	NA	NA	NA	NA
Zotu2385	Chloroflexi	KD4-96	uncultured Anaerolineaceae bacterium	NA	NA	NA
Zotu7295	Chloroflexi	KD4-96	uncultured Anaerolineaceae bacterium	NA	NA	NA
Zotu13603	Chloroflexi	KD4-96	uncultured Anaerolineaceae bacterium	NA	NA	NA
Zotu2754	Chloroflexi	KD4-96	uncultured Levilinea sp.	NA	NA	NA
Zotu9387	Chloroflexi	KD4-96	uncultured Levilinea sp.	NA	NA	NA
Zotu13135	Chloroflexi	KD4-96	uncultured Levilinea sp.	NA	NA	NA
Zotu2891	Chloroflexi	KD4-96	NA	NA	NA	NA
Zotu4511	Chloroflexi	KD4-96	NA	NA	NA	NA
Zotu7614	Chloroflexi	KD4-96	NA	NA	NA	NA
Zotu5615	Chloroflexi	KD4-96	uncultured Longilinea sp.	NA	NA	NA
Zotu2813	Chloroflexi	KD4-96	uncultured Longilinea sp.	NA	NA	NA
Zotu10255	Chloroflexi	KD4-96	uncultured Longilinea sp.	NA	NA	NA
Zotu3257	Chloroflexi	KD4-96	uncultured Longilinea sp.	NA	NA	NA
Zotu6433	Chloroflexi	KD4-96	uncultured Longilinea sp.	NA	NA	NA
Zotu2704	Chloroflexi	KD4-96	uncultured Longilinea sp.	NA	NA	NA
Zotu3819	Chloroflexi	KD4-96	uncultured Longilinea sp.	NA	NA	NA
Zotu17963	Chloroflexi	KD4-96	uncultured Longilinea sp.	NA	NA	NA
