ID	hps_ck_1	hps_ck_2	hps_ck_3	hps_ck_4	hps_ck_5	hps_ck_6	hps_ck_7	hps_ck_8
Zotu19277								
Zotu12113			1	1		5	3	
Zotu11937		2						
Zotu11647						1	2	
Zotu13662				2				
Zotu12017			1					
Zotu12109								
Zotu12747					1			
Zotu15617						2		
Zotu9126				4			1	
Zotu16525					3			
Zotu17073					1			
Zotu3228			1					
Zotu18913								1
Zotu10253			2			2		
Zotu15977		1						
Zotu8085	2	2	2					
Zotu9918		1						
Zotu11979				3		1		
Zotu18193								
Zotu15607							1	
Zotu18439								
Zotu10866					1			
Zotu16771		1			1			
Zotu8374								
Zotu19492				1		1		
Zotu16545								
Zotu10504	4						4	
Zotu6231		3	2	2				2
Zotu12046	3					2		
Zotu20628				1	1		1	
Zotu16750								
Zotu4276	1	2		1	1			1
Zotu15871				1				2
Zotu9274							2	
Zotu19904								
Zotu18633	1	1					2	3
Zotu6493		1	1	2	2		4	6
Zotu14869			2	1			1	
Zotu8385			1					
Zotu978	9	10	6	6	10	9	5	1
Zotu20211		1	2					
Zotu7607								
Zotu12104		1		2				
Zotu17820					1		2	
Zotu4343			4	2	3	5	1	3
Zotu19176						2	1	
Zotu4456	2	1	1	4	4	2	2	7
Zotu20592								
Zotu16279								
Zotu10075			1					
Zotu12279	1				2		1	
Zotu18378		1						
Zotu15429								
Zotu18773		1		1		2		1
Zotu10653	1			1				
Zotu9308	2	1	1	3		2	2	
Zotu20635								
Zotu11662								
Zotu5539		1	1	1	2	2		1
Zotu3968			2			1	1	
Zotu3749	4		1	1		4		1
Zotu19809								
Zotu14709	2							
Zotu20339								
Zotu18163								
Zotu16430				1				1
Zotu14655								1
Zotu18664							1	
Zotu13241							4	
Zotu4590	3	3				5	5	3
Zotu12869	1						2	
Zotu16964								
Zotu13042		1		1				1
Zotu17007				1	1			
Zotu5704	7	1			1	1	1	
Zotu14853		1	1					
Zotu2092	4	2	2	3	2	3	4	2
Zotu16587								
Zotu19304	2			2			1	
Zotu18219								
Zotu11709	1							1
Zotu14058						1		
Zotu20146								
Zotu20213						1		
Zotu16623								
Zotu20317	1					1	2	
Zotu17264								
Zotu15825				2		1		
Zotu11632	1	1						
Zotu4346					1			4
Zotu10795						1		1
Zotu10101								
Zotu20280				3				1
Zotu19070								
Zotu19874								
Zotu13609								
Zotu14376								2
Zotu16829								
Zotu18239								
Zotu16416								
Zotu19997								
Zotu5667			1			3		2
Zotu9481			1		1			
Zotu20073								
Zotu4999				1			2	
Zotu2931			3	10	12		1	
Zotu20525		1	1		1			
Zotu12639								
Zotu14940								
Zotu13761	2	1	1		1			
Zotu8580			3		1			
Zotu7175	2		4					
Zotu13411	2							1
Zotu18873				1				
Zotu10622	1		1					1
Zotu2933	4	8	2	1	5	2	9	5
Zotu7668		3	2	1	2	1	2	
Zotu4724	5	3	2	1	1	3	7	
Zotu5862		1				1		
Zotu3937			1	1	2			
Zotu8681	1	1						
Zotu5956	2	1						4
Zotu12518								
Zotu11580			1					
Zotu4443						2		
Zotu9434								1
Zotu2150				1			3	
Zotu1949		1	1	2	1			
Zotu3290					1			
Zotu6389					1	2		
Zotu4699					2		1	
Zotu6613				1				
Zotu15463								
Zotu2996	3	1	3					1
Zotu4706								
Zotu12547		1					3	
Zotu17397								
Zotu3156	1				3			
Zotu14056								
Zotu17566		1						
Zotu8964								
Zotu1920			3			1		
Zotu11692								
Zotu1995					1		2	
Zotu9998					2	3		
Zotu12311								
Zotu15917								
Zotu20293								
Zotu6649					2		1	
Zotu1204	1			2	1		4	1
Zotu1367			6					
Zotu2814			1		3		2	
Zotu6659								
Zotu6949								
Zotu7234					2		2	
Zotu12451				1				1
Zotu14268							6	
Zotu7702				1	1		1	
Zotu4827		1		1	1		3	
Zotu6296	1		1		1	2		
Zotu18294	1		2			1		
Zotu19673		2						1
Zotu17552								
Zotu4888		1	2	3		2	1	
Zotu10614								
Zotu6496			1				1	
Zotu18043				1				
Zotu16945	1							
Zotu6782		2	1			2		1
Zotu20534								1
Zotu11143								
Zotu13170								
Zotu4494		2	1		1		2	1
Zotu20290								
Zotu14742						1		
Zotu6367	2	2			2	1		1
Zotu14148	1							
Zotu2890	3	2	6	3	7	1	9	
Zotu5239	1	1	2	2		1	2	3
Zotu5352	1	1	1	1		1		1
Zotu11002		1	2					
Zotu20551							1	
Zotu7537		1						1
Zotu3751		2	2		1			3
Zotu13163	1					2	1	1
Zotu3933				1	1		1	1
Zotu4709	1			2	1	4	1	1
Zotu3603	2	2	8	2	5	14	5	7
Zotu16104	1	1		1				1
Zotu17639						1		
Zotu17450		1		2			1	1
Zotu15644	1							
Zotu11419	2	1				2	3	1
Zotu20851					1			
Zotu7561	1		1	2	1			1
Zotu9448					1			
Zotu10666		2			1			
Zotu11067		1		2		1	1	
Zotu16995			2					
Zotu3041			1	3	7		6	
Zotu1895	1	4	2		2		2	
Zotu18971								
Zotu11842		1						
Zotu19603								
Zotu20625								
Zotu17493			1					
Zotu15540								
Zotu2898	2	1	3	9	3	4	1	4
Zotu6407			2		1	1		1
Zotu9661		1	1	1		4		1
Zotu8915	1		1	2	2	1	1	
Zotu9064	1							
Zotu18197							2	
Zotu19802								
Zotu4082	2	1		2	8		1	1
Zotu3301	5	1	1	4	3	4		3
Zotu15537				1		1		
Zotu14291					2			
Zotu14754					3			1
Zotu19056				1				
Zotu18305						2		
Zotu9537					1	1		
Zotu10642	1		1					1
Zotu19685			4			1	2	
Zotu18188					1			1
Zotu20492					2			1
Zotu20165								
Zotu9145		5	1				3	
Zotu1961	3	3	8	4	3	10	1	3
Zotu7306		4				1		
Zotu4626	1	4	2	2	1	1		
Zotu5272		1	2	1	1	2		2
Zotu10252			7					
Zotu17233				2		2		
Zotu9599			1			2		
Zotu19247	1							
Zotu18097			2					3
Zotu1831	2	1	5	2	1	7	2	4
Zotu16487								
Zotu17368	1		1			1		
Zotu2692				4		2	7	1
Zotu9536							1	2
Zotu3149					1		2	
Zotu9258	1			1	1			
Zotu13915						1		
Zotu7832	14							
Zotu9761						1		
Zotu10324								
Zotu15118							1	
Zotu6130								
Zotu2473			1	1	2		1	
Zotu12098						1		
Zotu8274					2			
Zotu13224		1		2				1
Zotu15137								
Zotu16173							1	
Zotu14330								
Zotu8778	2	1		4				3
Zotu6733	3			2	1	1	1	2
Zotu11384						1		2
Zotu9069	1				1		1	1
Zotu3772	5	5	3	4	1	3	2	1
Zotu14197						1		
Zotu11228		1		1				
Zotu7055			1					1
Zotu16548								
Zotu11016								
Zotu10675								
Zotu10337				1		2		
Zotu18976			1			1		
Zotu7451		2						
Zotu3323		1			1	2		
Zotu4015	3	1		2		1	1	1
Zotu17262								
Zotu9092	3		1			1		
Zotu2430		2	2			1	1	
Zotu7694	1			1				
Zotu13383							2	
Zotu5990								
Zotu7886								
Zotu9223				1				
Zotu8899								
Zotu13537	1	1						
Zotu6984			2			1	1	
Zotu7954								1
Zotu1959							2	
Zotu19546								
Zotu5913				2				1
Zotu7550	1							1
Zotu11728								
Zotu14322						2		
Zotu16235	1							1
Zotu12777			3					
Zotu17271								
Zotu8181			1					
Zotu10579			1					1
Zotu12810	2	1		1	1		2	
Zotu18103							1	
Zotu2079		4		4	4	3	2	
Zotu12081	2					1		
Zotu9567			1			2	1	
Zotu13853						1		
Zotu11687	1	1						
Zotu18579					1			
Zotu2617	3	4	2	1	2	2	3	2
Zotu14615								1
Zotu13932								
Zotu12559			1	1		1		1
Zotu18949								
Zotu11035		1					1	1
Zotu11310	2		1	1		1		1
Zotu12767		1	2	1				
Zotu3146	2	2	2			3	2	2
Zotu14430		1	1					
Zotu17844								
Zotu13377	1							
Zotu1256	1	2	8	4	5	2	5	4
Zotu3022	1		5	4		1	6	1
Zotu2883	7	6	3	2	1	4	1	4
Zotu8898						2	1	
Zotu9060					2			
Zotu7553	1			1	1			
Zotu10170			3	1			1	
Zotu18160						1		
Zotu12278		3						
Zotu14736		1						
Zotu19614								
Zotu20139		1		1			2	
Zotu9646	1		1	1			1	
Zotu14245	1	2						
Zotu20758								
Zotu12579	1		1	1	2	3		1
Zotu19252								
Zotu3047	3	6	4	2	3	9	4	2
Zotu6907	1		1					
Zotu8810		1		2		1	2	
Zotu10670						1		
Zotu12799		2			2		1	
Zotu8533		1	1	1		1	1	
Zotu15167						2	2	
Zotu12267						1		
Zotu14147								
Zotu11591	2		1	2	1			
Zotu14810								1
Zotu18610								
Zotu8966		2						
Zotu15140			1			1		
Zotu16439			1	2				1
Zotu17879					3			1
Zotu3514	7	2	5	2			2	
Zotu16854					1	1		1
Zotu372	56	31	33	27	43	54	90	30
Zotu5220	4	1	7		1	1		1
Zotu19870	1							
Zotu7019	2		1	1		1	4	
Zotu5237			3	1	1	2		2
Zotu6019	5	4	5	4				
Zotu6507								
Zotu8405	1	1						
Zotu20601						2		1
Zotu1663			2	1			1	
Zotu530	10	6	22	12	26	9	29	9
Zotu1394	5	15	15	1	14		7	
Zotu1194	9	2	10	13	7	1	9	1
Zotu6995			1	4		4		
Zotu4244			2					
Zotu3355		1	4	1	2	2		
Zotu1133	3	4	12	3	9	8	8	4
Zotu2923				1				
Zotu5532		1	1		1			
Zotu12012					3	4	1	
Zotu4080			3	1			6	1
Zotu11058			2	2				
Zotu6438		3	1	2				
Zotu6021			1	3	1		4	
Zotu8390					1			
Zotu9077				1				
Zotu17632								
Zotu12635								
Zotu13386			1					
Zotu20150						1		
Zotu10779			1	1	1	1		
Zotu17223					2			
Zotu19375								
Zotu15239				1				
Zotu6281	1	3				1	1	2
Zotu12063								
Zotu14356								
Zotu13519	1							
Zotu1858	1	7	8	7	6	5	3	
Zotu8651							1	
Zotu5573	2	2		1	2		2	4
Zotu1417	7	5	3	6	7	7	2	8
Zotu14230	2							
Zotu3187	6	2	1	1	4	1		1
Zotu16541								
Zotu9890		2			1			
Zotu1697	6	4		2	4	5	6	1
Zotu10136						1	1	
Zotu7841					1			
Zotu3767	2	4	1	5	4	2	10	
Zotu8823			1				1	
Zotu16139		1				2		
Zotu17625							3	
Zotu12110		1		3				
Zotu12687							1	
Zotu13452	1	1				2		
Zotu10157	1					2	1	
Zotu12114	1	1			1		1	
Zotu14721				1	1			1
Zotu5745	3	2	2			2	3	5
Zotu3920	1							
Zotu3731	1	1	2	2	3	1	2	2
Zotu13010							1	
Zotu7516	1	1	1	1		1	1	
Zotu13741								1
Zotu8448		2		1	1	1	1	2
Zotu14961		1						
Zotu17296			2			1		
Zotu11107	1			2		1		
Zotu8265	1	1			2			2
Zotu4973	1	1		1	1			4
Zotu12295		1			3			
Zotu13767								
Zotu4960		3			1	3		3
Zotu13319		2				1		
Zotu19719				1				
Zotu10345	1	2					1	
Zotu16637			1		1			1
Zotu3879	2	4	4		2		4	1
Zotu17907								1
Zotu13978			1					
Zotu4938					2		1	
Zotu2947	5	5	9	5	3	5	5	3
Zotu1164	8	7	9	9	11	6	7	2
Zotu3363	9	2	3	4	1	5	1	
Zotu9404							1	
Zotu7120	1	2						1
Zotu10488	2	2	2					
Zotu18023								
Zotu12956								
Zotu6091						1	2	1
Zotu5779	2		1			2		1
Zotu12896								
Zotu17529								
Zotu6047	4	1		1	2	3		
Zotu8055	1		1	1		1	4	
Zotu13270				3		2	1	
Zotu9870	1	1	1		1			
Zotu12911								
Zotu4420	4		1	2			1	
Zotu3212	2	4	3	8	8	4	4	2
Zotu2220	2	1	3	1	3	2	2	5
Zotu9096	1			1			1	1
Zotu8039	1				1		1	
Zotu10877		2	1		1		1	
Zotu11098	1		1				6	
Zotu4790	3	1	3	1	2	2	6	1
Zotu7200	1	2	2	2	1		4	2
Zotu3308	5	4	3	3	2	3	2	3
Zotu9604								
Zotu8321	1	1	2		1		2	1
Zotu11074					1			
Zotu6511			2			3	1	1
Zotu6803	1	1	1	1				2
Zotu6807		1						
Zotu6005	1					1		
Zotu4369		2				3	4	1
Zotu16086								
Zotu16628								
Zotu12970	1		1		1	1		
Zotu12097		1			1			1
Zotu13547		1		1	2	2		
Zotu8764	1						2	
Zotu17159							1	
Zotu11748								
Zotu8480								
Zotu14133					1	2		
Zotu19605	1					1	1	
Zotu13053	2					1		
Zotu20637								
Zotu20671								
Zotu16942		1	2				1	
Zotu16910								1
Zotu7178			2	1	4	1	1	
Zotu11146			1		1		4	
Zotu1557				2	2			4
Zotu3453	2		1	1		1	8	
Zotu1046		2	3	1		3	1	
Zotu4245	3	1	1			1	6	3
Zotu13385	1		1				2	
Zotu10417	2		1			1		2
Zotu13570			4			2		
Zotu13648				1				2
Zotu17060								
Zotu13065				1		1		
Zotu18444				1				
Zotu3205	1				6			
Zotu5770			1	1	2			
Zotu4149							1	
Zotu1596			3		1		1	
Zotu14851								
Zotu20802						1		
Zotu1870		1	1	1	4	1	3	
Zotu14559		1			1		1	1
Zotu1606	2	3	13	3	11	1	5	1
Zotu10134				2			2	
Zotu7563				1	2			
Zotu8700							2	
Zotu5064	2					1		
Zotu2925					11			
Zotu3389				1				
Zotu13401								
Zotu13682								
Zotu11497								
Zotu1688	2		1	2	2	1	1	
Zotu6286					1			
Zotu9035			2	2				
Zotu18416		1			1			
Zotu10934		1			2			1
Zotu12912					1			
Zotu4813	2	1	3	2	3		1	1
Zotu7158				1				
Zotu16773								
Zotu15814								2
Zotu17164	1				1			
Zotu5712	1	1	1		1	1		1
Zotu4918	2	2	1				1	1
Zotu3279	2		2	2		3		
Zotu7749	1	2			1			
Zotu8989	3						1	
Zotu3185		4	1	2		3	10	5
Zotu2607	3		1	7	5	4	3	2
Zotu13459	1		2					3
Zotu3343	2	4	2	5	5	6	4	2
Zotu12865		2		1	1	1		1
Zotu9839	1	1	1	1				
Zotu2760	1	1	3	3	2		2	2
Zotu9937								2
Zotu18122		1						
Zotu11454	1					2		
Zotu6644	2	1		1	1	3		1
Zotu10957		2	1		1	1		
Zotu12685			1					
Zotu6820					1			
Zotu9981								
Zotu1361	1		4	1	3	1	9	5
Zotu3785								1
Zotu10223			1		1	2		
Zotu8656	3	1		1	1			
Zotu15650							3	
Zotu13066								
Zotu18678								
Zotu19187					1			
Zotu1985	1		1	1		3	2	
Zotu9654					1			
Zotu4023	3		1	1		2	4	
Zotu14917				2	1			1
Zotu5686					3			
Zotu10327				1		1		
Zotu17497							1	
Zotu5552							1	
Zotu11551	1		1					
Zotu18423		3		1	2			
Zotu11338		2	2			1		1
Zotu15281			3	2		1		2
Zotu19996								
Zotu10891								
Zotu11253					1			
Zotu16143	1							
Zotu7237	8	3	1	2	1	2	4	1
Zotu16184	1							
Zotu15583								
Zotu16423								
Zotu18176		1		1				
Zotu15762								
Zotu17901						1		
Zotu13732							3	
Zotu9711		3		1	1	2		2
Zotu15313		1	1					
Zotu15709		1						
Zotu3254	5	4		5	4	4	1	
Zotu11579								
Zotu16232								
Zotu3088			1	1	1			
Zotu11382		1		1	1		2	
Zotu3034	3	1		2	1		4	3
Zotu1700	14	3	2	5	2	3	7	4
Zotu9225				1	1		1	1
Zotu12491	2					2		
Zotu2139	3	2	1	3	9	2	5	3
Zotu14580								1
Zotu4195							1	
Zotu7947	4						1	3
Zotu9389		2						
Zotu20366								
Zotu19601								
Zotu8240		2	2			2		
Zotu7521	2		1					
Zotu10561								
Zotu8507								
Zotu10539				1				
Zotu19373			1					
Zotu10230							3	1
Zotu5135	2	5	2		1		3	
Zotu6362	6	5	2		6		2	
Zotu7382	1	1	1		2	4		1
Zotu14549		2			1			
Zotu18816			1					
Zotu6156	1		1	1			4	6
Zotu8444					2			
Zotu17222						1		
Zotu8205						1		
Zotu15520	1			1				
Zotu17156	1		1		1		2	
Zotu10911	1			2				
Zotu15660			2			5		
Zotu10734								
Zotu18026								
Zotu15860	1							2
Zotu12572		1	1					1
Zotu15536			2	1				1
Zotu20798		1		4	1			
Zotu5157			2					
Zotu15437	2			1				2
Zotu12836	2		1	1				
Zotu13812		1						1
Zotu19290								
Zotu14749								
Zotu16825		1				1		
Zotu16246								
Zotu20063								
Zotu6546		4			1			2
Zotu18916		2				1		
Zotu13367							1	
Zotu14866								
Zotu16339								
Zotu16982		1						
Zotu10650		1						
Zotu17430								
Zotu16530						1		
Zotu18865								
Zotu8422			1	1				1
Zotu15921	1	1		1				1
Zotu11530	1	2				1		1
Zotu11940								
Zotu8623	1	3	2		1	3	2	
Zotu13958			1					1
Zotu18553		2	3	1				
Zotu7275	1	1		1		1	1	
Zotu1780	27	23	14	18	4	18	1	4
Zotu8860		1			2	1		
Zotu18314						1		
Zotu20703		1	1		1		1	
Zotu17919		2					1	
Zotu2580	1	3	1	1	1	1	4	1
Zotu20650								
Zotu3771	1	1		6	1			1
Zotu3399								
Zotu11061			1					
Zotu5259	1					1	4	7
Zotu5908	1				2			
Zotu6961	1							
Zotu16786						1		
Zotu19928	1							
Zotu17120			1	1		2	1	
Zotu8819	1			1	1			
Zotu19002								
Zotu16251								
Zotu7058		1	2				3	
Zotu14540	1	1					1	
Zotu3326	2	1	1	1		1	4	1
Zotu7323								
Zotu19177								
Zotu12067		2					1	
Zotu5724	1	2	1	1	5	1	2	
Zotu2746							1	
Zotu14235			1					
Zotu3330							2	
Zotu12249								
Zotu11763								
Zotu14338								
Zotu17314								
Zotu20607								
Zotu14138								
Zotu19748								
Zotu20035								
Zotu20238								
Zotu16683								
Zotu10744								
Zotu15830								
Zotu6015	1	1	2	1		4	11	6
Zotu3954	4	4	3	2	3	1	2	3
Zotu13726				1			1	
Zotu5819		2		3	2		2	
Zotu8954		1		1	1			
Zotu19815								
Zotu6848	2	1	2			1	1	1
Zotu14385	1			2				
Zotu12575		2				1	1	1
Zotu14258					1		1	
Zotu16735				1		1		
Zotu4007		5			3	1	2	
Zotu15269		1	1					
Zotu7471	3			4				
Zotu5536		2			2	2	2	
Zotu17282			1				1	
Zotu5639		1	2	2	1		1	4
Zotu5994	1	1		1	2	1		
Zotu13803			1					
Zotu13041				1	1			
Zotu18895								
Zotu11588			1					
Zotu12225	1		1				1	
Zotu20292								
Zotu10818				2	3	1		1
Zotu11751				1				
Zotu19339								1
Zotu19519	1		2	1				
Zotu16844								
Zotu2647	6	4	7	2		7	9	
Zotu5459	1	1		1	2	5		3
Zotu1540	2	10	3	7	4	8	6	2
Zotu8194		1		1			1	
Zotu398	37	46	74	38	22	47	61	34
Zotu14771			1				1	1
Zotu9818	1	2	5				2	
Zotu2917	3		1	3		1	2	3
Zotu20641					2			
Zotu6051	1	2	1	3		3	1	1
Zotu15079								1
Zotu16215			2		1			
Zotu18804								
Zotu14813		2			3	1		
Zotu16884	1				8		3	
Zotu19606				1	2		1	
Zotu11792		1		1				
Zotu5863	1		2	2	1	2	3	2
Zotu932	12	5	14	8	9	14	4	18
Zotu498	16	13	21	12	12	15	2	14
Zotu17247		1						
Zotu16262					1			
Zotu18119								
Zotu9152	1					1	1	
Zotu13333				1				
Zotu12154			3	2				2
Zotu11788	1	2		3		1	2	3
Zotu13865		1						1
Zotu19268						1		
Zotu9893	2	1		3		4	1	2
Zotu19780	1	1	1		2			1
Zotu20733						1		1
Zotu14621	1	2		2				4
Zotu18554		1		1	2		2	
Zotu20648	1		1					
Zotu19895		2	1			1		
Zotu16117				1				
Zotu19285	2	4	6	8	6	12	1	3
Zotu18114	1	3		1			1	
Zotu20847	1	3	5	4	1	2		
Zotu15234				1	1	3		
Zotu12475	1		1	1	3	1		
Zotu16052	2			5	2	3		1
Zotu16824						2		
Zotu12445			2				1	
Zotu20699	5	3	6	4	4	3	2	2
Zotu15673	2		2		4		2	
Zotu19769	1	1		1	1			
Zotu18838			1	1				
Zotu15544			2		4			1
Zotu18189				1				
Zotu16682			2					3
Zotu18958	1	1	1	1	2		2	
Zotu19792		2	2	3	2	1	1	1
Zotu16714	1			1				1
Zotu18360			1	1		1		
Zotu18471	2	2		1	2			
Zotu15452			1	2	1			2
Zotu18161			3	1		1		
Zotu17188				2				
Zotu19381		2		3		1		
Zotu887	7	7	3	7	11	4	5	3
Zotu7378								
Zotu620								
Zotu1155								
Zotu6229								
Zotu369								
Zotu8362		1			1		1	1
Zotu12733								
Zotu1234	6	12	13	12	5	10	12	14
Zotu7093	1	2	1		2		1	
Zotu3090	3	6	7	3	6	4	7	1
Zotu14028		1				2		
Zotu8961	1		2	1	1		1	
Zotu2666	6	2	5	6	3	4	4	1
Zotu20539	1	1						
Zotu4350	1	5	7	1	2	1	1	1
Zotu6112	3	4		1	1	4		
Zotu6357			1	4		1		2
Zotu14612			1	1	3	1		
Zotu4416	4	4		1	2	7	3	4
Zotu19894	1							
Zotu4036		1	2	6	3	2	1	1
Zotu6833	2			1				
Zotu9046			1	2	1		2	1
Zotu20484								
Zotu18641		2	1			1		
Zotu19195						1	1	
Zotu16190								
Zotu10227								3
Zotu17970								
Zotu9733								
Zotu20141								
Zotu13261								
Zotu10404				2		1	2	
Zotu12712	1							
Zotu17710								
Zotu12340								
Zotu18911								
Zotu20705						1		
Zotu19295		1						1
Zotu8504	1		3	2	3		1	
Zotu19496					1			
Zotu1928	2	5	2	3	6	13	5	7
Zotu4141	1	3	1	1			3	4
Zotu10701			1		2			2
Zotu12331	1						1	
Zotu15372	1			1				
Zotu721	15	33	54	35	30	32	16	41
Zotu19917		1						1
Zotu10516	2		5				2	1
Zotu184	67	60	107	93	62	138	34	144
Zotu983	8	20	18	16	11	24	17	9
Zotu2631	3	4	1	5	2	3	4	3
Zotu288	39	59	41	51	24	60	21	37
Zotu1198	5	11	16	6	2	17	4	8
Zotu4762	1	3	1			3		1
Zotu683	16	16	45	13	29	25	11	16
Zotu5263	2	3	2		1		1	4
Zotu13503				1		2		
Zotu16342								
Zotu8154	1	3			2	1		3
Zotu4136	2	5	2	3	1		1	1
Zotu10382		4	1			3		2
Zotu4385	1	3	2	3		4	1	4
Zotu15262	1							1
Zotu276	29	54	30	37	34	42	28	36
Zotu937	15	9	10	17	11	13	2	13
Zotu2279	2	1	1	4	7	9	3	2
Zotu10291								2
Zotu272	40	34	21	35	40	62	39	39
Zotu4199	5				4	3	2	
Zotu20780								
Zotu9702	5	2		7		3		
Zotu20334				1				
Zotu6108		1			2	7		2
Zotu3432	4	7	4	6	5	1		4
Zotu14970		2						
Zotu2126	3	6	12	8	8	2	5	2
Zotu16394					1			
Zotu12463	2			1				
Zotu2690	9	2	8	1	4	5	3	3
Zotu16754						1		1
Zotu3353	1		3	6	4	1	2	5
Zotu5433			1		1	5		1
Zotu15297							1	
Zotu3439	2	5	4	3	3	4	1	1
Zotu4337	1	3	1	3	3	5	3	
Zotu4956			1	1	2		1	1
Zotu9559						2	1	2
Zotu12671	1		1				1	
Zotu2934	5		9	5	6	3	2	1
Zotu5918						2		
Zotu13997	1		1	3		1	1	1
Zotu14609			1					1
Zotu4799	3	3	6	3	4	2	4	2
Zotu18632		1						
Zotu19422								
Zotu14201	1							
Zotu6322	2	2	1		4	2	3	4
Zotu15518			1		1			
Zotu13099								
Zotu5611	3	4				4		
Zotu19302				4				
Zotu17768	1							
Zotu16547	1		1	3	1	1	1	2
Zotu20715		2		3				1
Zotu910	16	15	23	21	20	22	21	10
Zotu666	25	9	20	15	21	24	35	29
Zotu1453	6	7	11	3	8	9	12	10
Zotu6983		4	1	5			2	1
Zotu9125	1		1	2	2	2	1	2
Zotu2011	4	4	5	8	10	1	4	9
Zotu3322	3	3	9	3	8	7	2	1
Zotu12181			1	1				2
Zotu19282		2					1	
Zotu11836	2		1	2		1		
Zotu19439				1			1	
Zotu18300				3			2	1
Zotu5051	7	6	2		3	4	5	2
Zotu16630				1	1			
Zotu5628	2		3	3	3		1	1
Zotu19979							1	1
Zotu1832	6	9	11	12	8	6	12	11
Zotu2899	15	4	13	10	5	6	8	4
Zotu143	86	70	132	113	97	95	149	131
Zotu808	12	14	20	23	12	30	54	21
Zotu4466	4	4	6	1	4	1	2	3
Zotu16100	1	1						2
Zotu13287				1			1	
Zotu13018		1				1		
Zotu7462		1	2		2	4	2	2
Zotu16336			1	1				1
Zotu15357								
Zotu9532	3	1		1		1		
Zotu19578			2	1		2		
Zotu19687		2						
Zotu16767			1					
Zotu13551	2		1				2	
Zotu19753			2					
Zotu9674	1		1	2		2	1	2
Zotu8260			1					
Zotu12942			2		2		1	1
Zotu668	17	12	27	11	15	20	4	18
Zotu759	11	3	17	19	12	12	10	11
Zotu2318	7	6	8	3	3	4	1	6
Zotu10424		1			1	2		
Zotu11686							1	
Zotu13374								
Zotu15425			1					
Zotu19520								
Zotu14875	1							
Zotu13407			1	3	2			1
Zotu13935				1		2	1	
Zotu17792			1					
Zotu16134	3	1			2			
Zotu20117			2			2		1
Zotu12487				1		1	3	3
Zotu248	48	35	45	27	52	41	49	73
Zotu1314	12	3	10	10	6	7	13	13
Zotu14846			1		2	1		1
Zotu5542	1	1	1	2	5	2	1	
Zotu6079	2			1	3	1	2	1
Zotu18447		1			2			1
Zotu18486		1	1	1	1	1		
Zotu2114	5	5	2		4	3	4	1
Zotu20059					1			
Zotu2002	2		4	3	5	3	3	5
Zotu3075	1	3	5	4	5	12	3	
Zotu18680		1				1		
Zotu5874		2	1			1	1	
Zotu2029	4	4	5	3	4	12		2
Zotu3128		2	3	2	5	3	2	1
Zotu5962	1	5				1		1
Zotu1356	2	3	8	9	3	15	4	7
Zotu4786	2	2	4		2			2
Zotu1157	8	5	7	7	4	8	1	5
Zotu9554							1	
Zotu3769		1	2	2				
Zotu6597				1	1	1	1	
Zotu16351								1
Zotu2560	1		2		2	1		
Zotu5722		1						
Zotu4619	3	3	1	1	1		1	
Zotu287	12	16	40	25	50	17	9	22
Zotu9953				1	1			1
Zotu3687	1		1			1	1	4
Zotu18041	1	1	1		2			
Zotu20563					1	4		
Zotu20613	1			4	3			1
Zotu17784							2	
Zotu6371	1			2	1		1	
Zotu8936	1	1			2		1	
Zotu11001		1	1	1				
Zotu16373								
Zotu19697				1				
Zotu6473		1				1	2	2
Zotu4099		2	1	4	1		4	3
Zotu3295	3	2	4	3	8	1	2	6
Zotu4313	2	3	4	2	1	6	2	4
Zotu8212			1	1		1		
Zotu13657								1
Zotu341	17	31	40	31	38	27	30	34
Zotu1538	8	4	12	4	15	6	7	17
Zotu7298	1		1					
Zotu185	44	50	74	87	55	59	67	39
Zotu4508	1	1		1	3	2	1	2
Zotu15696	1	2						
Zotu3425	1	2	2	1	6		7	9
