ID	hps_ck_1	hps_ck_2	hps_ck_3	hps_ck_4	hps_ck_5	hps_ck_6	hps_ck_7	hps_ck_8
Zotu13317								
Zotu4578								
Zotu8548								
Zotu3040				1				
Zotu9097								
Zotu11960								
Zotu4305					3			
Zotu13659		1						
Zotu7636								
Zotu2897		1			1		1	2
Zotu10574								
Zotu9330								
Zotu13343		1						
Zotu19830					1			
Zotu19995								
Zotu9118								
Zotu15383								
Zotu6550								
Zotu6027								
Zotu18093								
Zotu5038								1
Zotu9524								
Zotu17586								
Zotu6634		2		2				2
Zotu13127								
Zotu13289	1				1			
Zotu13834								
Zotu1425								2
Zotu3976								
Zotu5292								
Zotu7172								
Zotu20477								
Zotu16616								
Zotu12103								
Zotu16452						1		
Zotu14714								
Zotu5338								
Zotu20434								
Zotu4481								
Zotu11348						1		2
Zotu18750								
Zotu8543								
Zotu13616								
Zotu20659		1						
Zotu15264		1		2		1		
Zotu20612								
Zotu20088								
Zotu18928						1		
Zotu14079				2				
Zotu16768			1	2				
Zotu19998								
Zotu14767	2							
Zotu12647								
Zotu10772								
Zotu13668								
Zotu17706								
Zotu19795								
Zotu19908								
Zotu13483								
Zotu16583								
Zotu10828								
Zotu15781								
Zotu19501								
Zotu19994								
Zotu16020								
Zotu12651								
Zotu20023								
Zotu18817					1			1
Zotu12761			2		1	1		
Zotu10464	1	5	3		1			
Zotu11157		2						1
Zotu13566	1							
Zotu19645	1							
Zotu20524								
Zotu9033					1			
Zotu10730				1				1
Zotu18696								
Zotu12037								
Zotu6698				2				
Zotu12532								
Zotu9124								
Zotu15641	5							
Zotu19047				1				3
Zotu18822								
Zotu20200							1	
Zotu10368								
Zotu17821				1			1	
Zotu15286								
Zotu14437								
Zotu20135				1				
Zotu18150				1				
Zotu18896								
Zotu18735				1				
Zotu20552								
Zotu20168			1				1	
Zotu8660		1		1	3			
Zotu4748				3	1			
Zotu15212		1						
Zotu11642	1							
Zotu13700	1					1		
Zotu12700	1			1				
Zotu20311	3							
Zotu7652		1	4		2			1
Zotu19472								
Zotu16429								
Zotu20487								
Zotu7153						2		
Zotu9543							3	
Zotu20438								
Zotu14205								
Zotu18472						1		
Zotu16021					3			
Zotu15770								
Zotu4820	1	1		4	3	2		3
Zotu10366	1				2		4	
Zotu7324								
Zotu10167					2			
Zotu15214	1				1			
Zotu17289								
Zotu17915								
Zotu16375	1							
Zotu15505		1		1				
Zotu13489								
Zotu5986	1	5	2	1		2		
Zotu19691	3							
Zotu8787	1			5				
Zotu17117			2	2				
Zotu4354	2			2	1			
Zotu12730								
Zotu17939			1					
Zotu12099	1							
Zotu9620	3		1	1	1			2
Zotu7105	3	3	4	5	2	6	1	
Zotu18223	2		1					1
Zotu19865						2		
Zotu19851								
Zotu12126	1	3	1					
Zotu10010		1	1	1	1			1
Zotu2253								
Zotu20751		2						
Zotu7705						1		
Zotu9180						1		
Zotu19618								
Zotu5086				1	2		1	
Zotu3269					1			
Zotu18371		2						
Zotu16812						1		
Zotu20325								
Zotu20504								
Zotu14792			1					
Zotu17560								
Zotu17936		1				2		
Zotu12943						1		
Zotu20459								
Zotu19690				1				
Zotu18605								
Zotu14429	1					2	1	
Zotu14063								
Zotu15856				1			1	
Zotu12890				1				1
Zotu20813								
Zotu18651								
Zotu16037		1		2				2
Zotu16505								
Zotu19355								
Zotu19959				1	2			
Zotu13219	1							
Zotu10515			1					1
Zotu17321								
Zotu16402						1		
Zotu16250						1		
Zotu19455		1						1
Zotu18925								
Zotu10202				2				
Zotu9244								
Zotu13777		1						
Zotu14262	2		1	1				
Zotu17648								
Zotu10072		1			1			
Zotu5407								
Zotu6031								
Zotu5831						1		
Zotu9401	1			5	1			
Zotu20436								
Zotu17360								
Zotu19867					1			
Zotu16154								
Zotu10364				1	1	1		
Zotu18372								
Zotu20226			1			1		2
Zotu10776		1						
Zotu10505					1			
Zotu17251								
Zotu7383								
Zotu7044			2	2	3			
Zotu20403					1			
Zotu15035								
Zotu8761								1
Zotu13973								
Zotu18085			1	2		1		
Zotu12129	1			2	1			
Zotu17013		1	1	3				
Zotu13837						1		
Zotu17137		1		1				
Zotu8840		3		2				3
Zotu12194		2		1				
Zotu20277							1	
Zotu14597		2		1				
Zotu17789								1
Zotu14475						1		1
Zotu17055								1
Zotu19619						1		
Zotu19089			1					
Zotu19348								
Zotu4032	3		1		1			
Zotu14124	2							
Zotu10594								
Zotu16310								
Zotu7673								
Zotu4557								
Zotu6640								1
Zotu15279								
Zotu9960								
Zotu14951								
Zotu15986	2							
Zotu11442						1		
Zotu17421								
Zotu6217	1	4		2		1		
Zotu9091								
Zotu8643								
Zotu6654			1					
Zotu5854				5		1	1	2
Zotu17140								
Zotu12557								
Zotu8664	1	1						
Zotu20039								
Zotu8023								
Zotu14459								
Zotu12312								
Zotu8384								
Zotu9708								
Zotu17913								
Zotu9440								
Zotu19843	1					2		
Zotu10019				1	5	1		
Zotu10530						1	1	
Zotu12845								
Zotu20040								
Zotu13123	1							
Zotu18480	2							
Zotu10636	2							
Zotu18469								
Zotu18995								
Zotu20250								
Zotu20600								
Zotu13113		1	2	2				2
Zotu20691			1					
Zotu15146	1							
Zotu13180		2	1				2	
Zotu10446	2			1		1		
Zotu17602								
Zotu20545		1			2			
Zotu8337								
Zotu15050	1	2		2		3	1	
Zotu14829								
Zotu9022								
Zotu12192	1							
Zotu16943	1					1		1
Zotu11409		2	1			1		
Zotu18015								
Zotu16913								
Zotu10070				1				
Zotu13274								
Zotu16309								
Zotu19479								
Zotu7226								
Zotu19776						1		
Zotu16044								
Zotu20842	1							
Zotu18818								
Zotu6384		3		1		1	1	1
Zotu11012								
Zotu20252	2							
Zotu10766								
Zotu17861								
Zotu15554								
Zotu4767								1
Zotu3940	1					1		
Zotu4091						1		
Zotu8798					1			
Zotu12762								
Zotu17959						1		
Zotu11263				1		1		
Zotu11328			1	2		1	2	
Zotu8235	1					1		
Zotu14441								
Zotu5421	1	2						
Zotu16546	1						1	
Zotu18040								
Zotu19091								
Zotu6744	1	2			1	3	2	2
Zotu14654					1			
Zotu20214								
Zotu17337	1		1					
Zotu7641								
Zotu15915			2					
Zotu16384	3	1						
Zotu6505	4	3			2	3	2	2
Zotu5400	3	7		3		1	1	2
Zotu9195	1	2	1		3	1	3	2
Zotu6117		17	1	12			2	
Zotu16699								
Zotu2941	13	4	2	4	2	1		3
Zotu17528								
Zotu14794	1							
Zotu20353				2			1	
Zotu20269					1		1	2
Zotu19961			1					1
Zotu4702	3	1		2	1	1	3	2
Zotu10719						1	1	
Zotu11518								
Zotu11919				1				
Zotu14415				4				
Zotu16866								
Zotu19564				1		2		
Zotu18578		1						
Zotu16440					1	1		
Zotu9638			1					3
Zotu16150								
Zotu17173		1						
Zotu18764								
Zotu18369		1						
Zotu18408		1					2	3
Zotu13225								
Zotu17486							4	
Zotu3802			1	1				
Zotu18694								
Zotu17882		2						
Zotu18022		1			2		1	
Zotu19253		1						
Zotu11118								1
Zotu8688								
Zotu13883						5		
Zotu15585								
Zotu8489					1	8		
Zotu19291								
Zotu11840						1		
Zotu15791								1
Zotu9791			1					1
Zotu14563								
Zotu5411					1			
Zotu9017								
Zotu20597		1						
Zotu3366	2	13	7	30	8	19	1	
Zotu9878		1			4	1	1	
Zotu14554								
Zotu16673								
Zotu7087	1							
Zotu6295	1	1						
Zotu17297								
Zotu2391	5	14	2	6	13	2		
Zotu15149								
Zotu20263				1			1	2
Zotu12662								
Zotu15918				4				
Zotu17780							2	
Zotu1438								2
Zotu8560								
Zotu14359								
Zotu12847		1						
Zotu12511		1				2		
Zotu6647	1	2		10	5		1	1
Zotu8783	1	6	1		4	1		
Zotu10372								
Zotu18951					2			
Zotu14100								
Zotu19860								
Zotu15070								
Zotu6991	1					2		1
Zotu11052						1		
Zotu13229								
Zotu17467		1						
Zotu17855					1			3
Zotu12583								
Zotu20667		1					1	
Zotu14181		1			4			
Zotu12367			1	2			2	1
Zotu20306		1		1				
Zotu3475		3		6	2	9	1	2
Zotu20770					3			
Zotu2781		1	2	5	2	3	1	4
Zotu5418	1	2	1	2	1			
Zotu4568		3		5	1	2	3	3
Zotu18996								
Zotu7201		1	1	1				1
Zotu7622	1							
Zotu12473					2	3		
Zotu15646				2				
Zotu12034								
Zotu13599		1		2				2
Zotu10612	1				2		2	2
Zotu7333			2					
Zotu6541								
Zotu18190								
Zotu13438		1		1				1
Zotu7336								
Zotu13044								
Zotu16782		1						
Zotu11320								
Zotu12998								
Zotu6569								
Zotu19653	1							
Zotu16559						1		
Zotu11982		1						
Zotu18396								
Zotu18491								
Zotu10853								
Zotu16537								
Zotu18284		2						
Zotu9383	2	1	1	1		1		1
Zotu20053								
Zotu9964								
Zotu18840								
Zotu12255		1						
Zotu7439		4	1		2	3	3	
Zotu13026								
Zotu20203								
Zotu13708								
Zotu19971				2		1		
Zotu6311								
Zotu13859								
Zotu20256								
Zotu11314								
Zotu12175								
Zotu16857								
Zotu17600								
Zotu13882							1	
Zotu5999		2						
Zotu15775	2	1						
Zotu4127		2	1	1			1	1
Zotu12080	1		1	1				
Zotu18171					2	1		3
Zotu7601								
Zotu10453								
Zotu17537		1		1			1	
Zotu4804								
Zotu14139								
Zotu15663								
Zotu19303	1			1				
Zotu12355					1			1
Zotu17588								
Zotu3871			1	2	1		1	
Zotu13215		1						
Zotu2806								
Zotu3232							2	
Zotu13392			1					1
Zotu15776	1	2						
Zotu17642								
Zotu18932	2							
Zotu17810						1	3	
Zotu11429								
Zotu7597	1							
Zotu9828		1						
Zotu9838								
Zotu7567								
Zotu15029								
Zotu20207								
Zotu14651								
Zotu13874								
Zotu18568		1						
Zotu7116		1		2			1	1
Zotu18184								
Zotu17842								
Zotu17954								
Zotu3418								
Zotu18116								
Zotu7609				2				
Zotu16064								
Zotu13046								
Zotu14094	1		1				2	
Zotu20416								
Zotu16155								
Zotu11398								
Zotu20566								
Zotu13943								
Zotu18354								
Zotu13406		1						
Zotu15866	2	1						
Zotu20123				1				
Zotu13160							1	
Zotu17057								
Zotu19752		2						
Zotu18246								
Zotu11670	1					1	1	
Zotu12257			1					
Zotu13723			1					
Zotu13487							2	
Zotu8756				1			3	2
Zotu13804		1					1	
Zotu7273		1				1		1
Zotu13696								
Zotu15773								
Zotu12498								
Zotu13460								
Zotu12841						1		
Zotu19432								
Zotu14980				2	1			
Zotu8988	1	3		1	2	1		
Zotu15868				1				
Zotu10822				2			2	
Zotu14820								
Zotu15409	3	1						1
Zotu9231	3						1	1
Zotu18460						1		
Zotu17833				1			1	
Zotu19662				1				
Zotu9350			1		1		3	
Zotu13597		1					1	
Zotu5977	3	3		2			2	2
Zotu16307					1		1	1
Zotu19103								
Zotu10575	1			1	2	1		
Zotu1064		3	3	5	4		1	5
Zotu9976		1						1
Zotu9688	2					1		1
Zotu16601								
Zotu14997		1	1	1				
Zotu15162			1	2				
Zotu5776		4		2			1	3
Zotu7424				1		1		
Zotu12120	1	1	1					
Zotu5760		1				2		
Zotu9004		1	1			1	1	
Zotu3539	6	2		4	1	2	1	3
Zotu10091				1				
Zotu10216	2	1	1			3		2
Zotu16550								
Zotu8535		2				3	3	3
Zotu1575	13	13	11	8	4	13	6	8
Zotu7097	1	1	3	6				
Zotu14346		1						
Zotu12125		1		1		1		
Zotu10742								
Zotu4152	4		3		1		2	1
Zotu9585								
Zotu18430		2	1			3		
Zotu3788							1	
Zotu16497								
Zotu18665								2
Zotu20133								
Zotu8974								
Zotu628	15	21	5	26	19	20	18	16
Zotu14975			1	1				
Zotu17811								
Zotu20313								
Zotu9577			1	2			1	
Zotu2571	1	6	5	5	5	7	1	1
Zotu4189		3	2	4		2		1
Zotu17476				1				
Zotu14420								
Zotu3713								
Zotu3611								
Zotu10176				1				
Zotu20454			1					
Zotu18011			1		1			1
Zotu17785								
Zotu7302								
Zotu6783								
Zotu11464								
Zotu19296								
Zotu12645								
Zotu8025								
Zotu13629								
Zotu16202								1
Zotu2826	56		2				3	7
Zotu13033					2	2		
Zotu17141								
Zotu8554								
Zotu11750								
Zotu4667			4	1	4	2		1
Zotu2361		4	4		4		1	4
Zotu5496					1	3		
Zotu11285	1			1			1	
Zotu19981								
Zotu14550								
Zotu15166								
Zotu4679	1	1			1			
Zotu6861			1					
Zotu16603								
Zotu10998						1		
Zotu15628	1			1				1
Zotu9009				4		4		4
Zotu6436		2	2		1			
Zotu16873								
Zotu16326	1		2					
Zotu13282	1							
Zotu10214		1						
Zotu11699		3	1					
Zotu15348								
Zotu16889		2	3	1		2		
Zotu15344		1	2	1				
Zotu17872								
Zotu3189		2	1	4	1	1	3	2
Zotu5928	1	2	1		1	4	6	1
Zotu16109								
Zotu10856	1			1	3	1	1	1
Zotu19009								
Zotu18716							1	
Zotu15283								
Zotu7202			2	1	3	2		
Zotu12571				2	1	1		
Zotu18621		1				3		
Zotu20442								
Zotu20078		2	1					
Zotu7144			2	1	1	2		
Zotu16417						1		
Zotu17412								
Zotu2793		1	1			2	3	1
Zotu17731								
Zotu12534		1			3	4	2	
Zotu8938	1				1	2		1
Zotu9809	3	1				1		
Zotu9969			1	1	1		1	
Zotu8956	1	4	1			2		1
Zotu10388	2			1				
Zotu17974								
Zotu8567			1	3	1	3		
Zotu17380								
Zotu17838				1				
Zotu4948	1	1	2				1	
Zotu16732								
Zotu4829								1
Zotu17995					1			
Zotu9110					1			
Zotu13471				1				1
Zotu18882		1		2				
Zotu17252								
Zotu17716								
Zotu18643								
Zotu18496				1				
Zotu13506								
Zotu2771	1	4	1	2		2	3	1
Zotu17570					3	1	1	
Zotu10099						1		
Zotu12333			2		1		1	
Zotu3195	1	2		2	2	2	1	
Zotu14775		1						1
Zotu6391	1							
Zotu11549								
Zotu9161			1					
Zotu3102							1	1
Zotu20632								1
Zotu14135								
Zotu16653								
Zotu4890								
Zotu9177		1	1	1	1			
Zotu18479								
Zotu6370	1							
Zotu16426								
Zotu4280						1		
Zotu4222		1				2		
Zotu7570								
Zotu15326	2							
Zotu7211								
Zotu14043					1			
Zotu7586								
Zotu16221								
Zotu11400						1		
Zotu1390	2	3	4	5	1			1
Zotu15559								
Zotu7730								
Zotu17790								
Zotu20344			1					
Zotu17554								
Zotu12722								
Zotu17621								
Zotu17675								
Zotu13348	1							
Zotu15290			1					
Zotu8870	1							
Zotu14470								
Zotu12247				1				
Zotu14170						1		
Zotu19679								
Zotu19230			1	2				1
Zotu18938		4	1	2		1		
Zotu20245					1			
Zotu14849				1		1		3
Zotu10842					1			
Zotu14414								
Zotu17854		2					1	
Zotu19607					1			
Zotu17584				1				
Zotu8534	3	2		4	3			
Zotu6675	3	9	2	1	1	6	2	1
Zotu16886		1						
Zotu11371								
Zotu20686								
Zotu13995		2			1	2		1
Zotu15896			2					
Zotu4097		3		1		1	4	3
Zotu5495	3	2		2	1			
Zotu12070						1	1	1
Zotu10518						1		
Zotu12227								1
Zotu18435	1							
Zotu2464	5	4	5	5	4	1	2	8
Zotu6660		2	3	1		1	2	
Zotu1881	12	6	8	5	4	23	4	7
Zotu6512	1	1	4	3	1	2	1	1
Zotu12632	2	2						
Zotu17152								
Zotu6308	5	1	1	4	1	6	2	
Zotu16848								
Zotu8690		1	2			1		1
Zotu17049	1							
Zotu10725	1	1	1	1		1		1
Zotu13683								
Zotu16323								
Zotu17462							3	
Zotu1197	15	5	11	7	9	10	7	6
Zotu6894	3				1	1		
Zotu15108								
Zotu6860		1		1		3		
Zotu20081			1					2
Zotu19751								
Zotu7281	1	1	3	1				1
Zotu16188		1		1				
Zotu18939		3				1		
Zotu13017	1	2	1					
Zotu13539			1					
Zotu20676							1	
Zotu18717								
Zotu3025	5	3	2	3		5	3	2
Zotu11443							2	
Zotu10100	1			2				
Zotu6468	1	2	1			3		
Zotu20116								
Zotu10016	3	1	1			1	2	3
Zotu9336			1	2		1		
Zotu11716	1	1					2	1
Zotu1952	4	8	3	4		7	7	3
Zotu8565		5						
Zotu15077								
Zotu7135	2	3		1	1			
Zotu17328	1							
Zotu19125						1		
Zotu11106			1					
Zotu9286						1	2	1
Zotu16303								
Zotu10111		1					2	2
Zotu3509		9	6		1	7	2	2
Zotu9265	1	3		4		1		
Zotu9683		1		1				
Zotu10009							1	
Zotu9138		2		3	1			
Zotu5644	3	4	1	4		1	6	2
Zotu17647		1	1	2				
Zotu14025								
Zotu5537	3	1	1					1
Zotu14521	3	1					2	
Zotu10163			1	1		3	1	1
Zotu9801	2	1						
Zotu20060								
Zotu2070	6	2	7	9	7	7	7	5
Zotu3830	2	4	5	4			3	1
Zotu8083	2	1				3	1	
Zotu6198	3	2	1			1	1	2
Zotu11683		1	1					
Zotu10823					3			
Zotu13449	1	1				1		
Zotu19311			1			1		
Zotu16898	3						1	1
Zotu18537	1			1				
Zotu2600	3		2	2	1	1	4	
Zotu17459			2	2				
Zotu20415						1		
Zotu16174	1	2				1		
Zotu4624	2	3		1	1	6		4
Zotu13415		1						1
Zotu8768		1	1				1	1
Zotu11602	1					4		
Zotu14949		3			2			
Zotu5013	3	1				1		
Zotu14910	2							
Zotu15247	1					1		1
Zotu11121	1			1		1	1	1
Zotu12620	1		2			1		1
Zotu8811	1					4	1	3
Zotu9001	12	10	3	14	5	1	8	5
Zotu7249	8	16	1	7	6	5	8	8
Zotu18698			1			1	3	
Zotu17752				1	1		2	1
Zotu10557		3	2	2	5	3	4	7
Zotu8360	4	8	1	2	2	2	4	2
Zotu17794	1	1	2	2		2	2	2
Zotu9039				4		2	1	1
Zotu9316	1				1	1		
Zotu13276	4			1				2
Zotu15240		1	1					
Zotu2942	1	2		1	1	3	7	1
Zotu4660	1							
Zotu5062						1		
Zotu2709	8	10	9	11	7	2	6	4
Zotu2906	5	3	12	4	2	1	3	1
Zotu7822	1	1	2	1	2	1	2	2
Zotu2492	2	7	3	6	3	1	1	3
Zotu601	9	15	14	20	17	19	11	19
Zotu5755		1	3		2			
Zotu11343			1		1	1		
Zotu5161	1		1	1	3	1	1	6
Zotu4794	1	1	3	1	1	2	3	2
Zotu12650				3				2
Zotu833	12	23	14	17	13	12	5	9
Zotu1090	6	5	15	20	9	12	5	17
Zotu6068	3	2		3	3	2		2
Zotu2862	1	5	2	1	6	1	2	2
Zotu841	12	19	6	12	15	13	6	4
Zotu14284						1	1	1
Zotu1140	7	13	11	11	14	5	6	5
Zotu8710					1	1		
Zotu4406	3	1	4	3	1	1	2	3
Zotu14386				1				
Zotu17759		1						
Zotu3715	3	5	4	3	2		3	3
Zotu14518	1		2	1		1	1	
Zotu18497				1			1	
Zotu8647	2	1		2	2		1	
Zotu1115	5	15	6	9	16	6	3	7
Zotu3430	6	3	4	2	6	1	1	3
Zotu1045	14	15	9	12	32	9	9	13
Zotu1794	6	3	7	10	18	3	5	4
Zotu10965								1
Zotu18180								
Zotu20052				1				
Zotu7414	1	1					1	3
Zotu9421								
Zotu10229								
Zotu6852	1	2	2			4	2	
Zotu19235							1	
Zotu16918		1						
Zotu20103			1					1
Zotu15074								
Zotu11987					1	1	7	
Zotu11578	1						4	1
Zotu11182	2				1	2	1	1
Zotu17256								
Zotu12755	1	1				1	1	
Zotu17205	1						1	1
Zotu15394	2	1	1					1
Zotu2818	2	3		3	1	4	5	6
Zotu10038							1	
Zotu6263	2	4	3	1		2	1	1
Zotu4526	5	5	1	3	3	5	1	3
Zotu17437			1					
Zotu8960	1		2	1			1	5
Zotu20653	1							
Zotu18732		1						
Zotu15590		3		2	1			1
Zotu8829		3				1		3
Zotu14461		1						
Zotu8827	1	2	1	1	1	1		
Zotu5976	3	4	1	2	1		2	2
Zotu16144								
Zotu19826				1				
Zotu13605								
Zotu20615		1						
Zotu18533								
Zotu10081								
Zotu11423								
Zotu14422								
Zotu15107							1	
Zotu17396								
Zotu10254								
Zotu10851								
Zotu7354								
Zotu5661								
Zotu8271								
Zotu14838		1						
Zotu17536								
Zotu6045				1				
Zotu7753								
Zotu10443								
Zotu3072								
Zotu3444								
Zotu19604								
Zotu19616								
Zotu10050								
Zotu14539								
Zotu15021		1						
Zotu20232								
Zotu8701								
Zotu15958								
Zotu19171								
Zotu14071								
Zotu13588								
Zotu19935								
Zotu6918								
Zotu8746								
Zotu13031								
Zotu19674								
Zotu20471								
Zotu11936								
Zotu10979								
Zotu3268					2			
Zotu2015			1	1	1			
Zotu9782						1		
Zotu13585								
Zotu10873								
Zotu18782								
Zotu17941	2		2		1			
Zotu13602								
Zotu5983								
Zotu17722								
Zotu17336								
Zotu15178	1	2						
Zotu20544					1	1		
Zotu11555		1		1				
Zotu6365			4	3	1	1		
Zotu15531	1			3	1			
Zotu13549			1					
Zotu10838		1						2
Zotu16823						3		
Zotu13423					2		1	
Zotu17717								
Zotu14136								
Zotu14723					1		1	
Zotu18629	1				2	1		
Zotu19862								
Zotu19963								
Zotu6256	4	3		2			4	
Zotu20742								
Zotu19918					1		2	1
Zotu10500		3	1	1		1	2	
Zotu20670								1
Zotu6524	1	2	1			3		
Zotu19536								
Zotu2304	2	4	8	4	3	7	2	2
Zotu10055					3			
Zotu15633			1					
Zotu11024							1	
Zotu10746								
Zotu13727								
Zotu14383					1			
Zotu7853						1		
Zotu8924	1	1	2	2	1			
Zotu10946	1	1	1	1	3	1		
Zotu16405								
Zotu19577					1	1		
Zotu17204								
Zotu14034								
Zotu14464								
Zotu17010								
Zotu14690								
Zotu11730								
Zotu19102	1	2		2		1		
Zotu7790								
Zotu8178								
Zotu20225					1		1	
Zotu16890	1	2	3					
Zotu14465								
Zotu19703								
Zotu2421				9	1	2		1
Zotu8805	6				1			
Zotu7801	1							
Zotu8604								
Zotu15270			1			1		
Zotu7655								
Zotu15207								1
Zotu17622								
Zotu18481								
Zotu19524		2						
Zotu7360			1					1
Zotu20399		2						
Zotu6467			4			3		
Zotu15421				2				
Zotu16926	1							1
Zotu13435		2				2		
Zotu19999								
Zotu20228								
Zotu9652		1		1	3	2		1
Zotu19199		2	1					
Zotu15169								
Zotu14535		1	1			2		
Zotu19581								
Zotu6741								
Zotu18718								
Zotu13953								
Zotu16999								
Zotu12082								
Zotu8418							1	
Zotu11812						1	1	
Zotu11827								
Zotu13589								
Zotu9061								
Zotu11903								
Zotu13781								
Zotu8027								
Zotu18446								
Zotu7377					1			
Zotu10831								
Zotu18551								
Zotu7891								
Zotu19421								
Zotu14773								
Zotu6321		1		2		1		
Zotu9425								
Zotu9598	2		3		2			
Zotu17300		1		1				
Zotu10681								
Zotu15198								1
Zotu6736								
Zotu8421								
Zotu10722								
Zotu12774						4		
Zotu13011	2					1		
Zotu4437								
Zotu3654								
Zotu10403								
Zotu19934								
Zotu8216								
Zotu5266								
Zotu15380								
Zotu12390		1				2		
Zotu2476								
Zotu921							1	
Zotu3896	1							
Zotu8197								1
Zotu17837								
Zotu8175	1							
Zotu20826								
Zotu13122	3	1			1			1
Zotu18890				1				
Zotu20038								
Zotu4850								
Zotu12679								
Zotu9685								
Zotu10298								
Zotu6239								
Zotu3319					1			1
Zotu19684								
Zotu13249					3			
Zotu17248				1				
Zotu16393			1	3			5	
Zotu4803								
Zotu17355								
Zotu11969		1		1		1		
Zotu9740			1					
Zotu15749								
Zotu3375								
Zotu8944				1			1	
Zotu3001								1
Zotu18274						1		
Zotu11212								
Zotu9484								
Zotu8447								
Zotu16097								
Zotu4470								
Zotu10944		2						
Zotu11918					1			
Zotu16412								
Zotu9531		2					1	
Zotu18363			1			1		
Zotu18117								
Zotu16360								
Zotu18982								
Zotu8143								
Zotu2654								
Zotu7528								
Zotu15136								
Zotu4757								
Zotu10113								
Zotu10773								
Zotu9329								
Zotu20476								
Zotu9298								
Zotu8591								
Zotu14021		1						
Zotu13318								
Zotu15778								
Zotu8330								
Zotu13690								
Zotu17082						1		1
Zotu13815								
Zotu10491					3	2		
Zotu13418	2						1	
Zotu17063								
Zotu7054	1							
Zotu8948								
Zotu19571				1				
Zotu10098								
Zotu16597								
Zotu20108								
Zotu14352								
Zotu19683								
Zotu8492								
Zotu9583								
Zotu14897							1	
Zotu5125	1	1			1	1	1	3
Zotu14200								
Zotu16107								
Zotu9965								
Zotu18864								
Zotu18987							1	
Zotu17501					1			
Zotu15119	1							
Zotu5995								1
Zotu11821								
Zotu8789								
Zotu13463								
Zotu3961								
Zotu10438				2				
Zotu6568								
Zotu17294								
Zotu5436		1						
Zotu9673								
Zotu7219								
Zotu9202								
Zotu15275					1			
Zotu18819								
Zotu13248								
Zotu13653								
Zotu8368	5				1	1		
Zotu9777		2		2		2	1	
Zotu18422		1			1			
Zotu15088								
Zotu8336								
Zotu13478								
Zotu13451	2		1					
Zotu15877	1	1	1		1	1		3
Zotu4996		4	1	3	1	3	2	1
Zotu8068								
Zotu15858								
Zotu4777								
Zotu6560								
Zotu18218								
Zotu18883								
Zotu19941								
Zotu12436								
Zotu15783								
Zotu19369		1		1				
Zotu10687	1				3	1		1
Zotu12975				1				
Zotu14350								
Zotu14891	1	1		1				
Zotu9745								
Zotu11920								
Zotu6954								
Zotu7240					2			
Zotu10245								
Zotu9107		1					1	
Zotu10633		1		1		2		1
Zotu12233					1			
Zotu13394								1
Zotu16688				1				1
Zotu19027								
Zotu13227		1						
Zotu13977		1						
Zotu20835			1		1	1		2
Zotu4600	1	1		3	3	1	3	1
Zotu8016		5				2		
Zotu2244	5	2	4			2	1	2
Zotu9538	1	2						
Zotu8391				1				
Zotu20840		1						
Zotu11265		2	2	2		1		1
Zotu16911								
Zotu5349								
Zotu19409								
Zotu20505				4			1	
Zotu11379	1							
Zotu13222	1			1	2			
Zotu19112							1	
Zotu12884	1	1		1				
Zotu14515					2			
Zotu17316						2		
Zotu13501				1				
Zotu7590				1		4		
Zotu18903						1		
Zotu7066	1		2			3		1
Zotu15095								
Zotu16004								
Zotu13927								
Zotu1751	10	3	1	4		3		5
Zotu8103		5	1					
Zotu16067								
Zotu15640								
Zotu7738		1	1			1		
Zotu6763		1	2					
Zotu19398					1			
Zotu10769			1					
Zotu18692		1	2					
Zotu17698								
Zotu10716	1				4			1
Zotu17609				1				
Zotu16108			1					
Zotu5758				3				
Zotu17030	1	2						
Zotu15230							2	
Zotu13619								
Zotu5899	1	1			2		4	1
Zotu9715								
Zotu3139	3	1	1	4	4	2		3
Zotu15405		1		2	1			
Zotu15667							1	
Zotu11966			2		1			
Zotu11991		1		1	1	1	1	
Zotu9705		3						
Zotu9488	1	1		1	1			
Zotu17606	1	2					1	
Zotu17402								
Zotu19088							2	
Zotu6456				3	3	2	2	2
Zotu10361			1	3		3	1	1
Zotu16156					2		1	
Zotu15511								
Zotu18507						2		
Zotu4254			1	3	6	1	6	
Zotu9897	3		1			1	1	
Zotu13571								
Zotu13388								
Zotu17361			1		2	1		
Zotu12468			1				1	
Zotu20173	1							
Zotu4580	1	2	2	2		4		1
Zotu15063								
Zotu10847			1	1	3		1	
Zotu10948								
Zotu10814		2						
Zotu10600								
Zotu4333					3			
Zotu12027								
Zotu2658			1	1	2	1		
Zotu4463		2	1	1		1		
Zotu2138			4	2	10			1
Zotu4210		1			1			
Zotu7683								
Zotu2857			1			1		
Zotu5215								
Zotu13164			1					
Zotu15718			1	1				
Zotu6250			3		2			1
Zotu9750				1				
Zotu8599			2					
Zotu15455		7	1					
Zotu2767		4	5	3	7	2		
Zotu8686			3					
Zotu15121								
Zotu7015								
Zotu14650								
Zotu12870		1	1					
Zotu5610			1		1			2
Zotu17776		1						
Zotu19705					1	1		1
Zotu11764								
Zotu17579					1			
Zotu5465								1
Zotu14756								
Zotu16249								
Zotu14126					1			
Zotu9692							2	
Zotu11195		1	2					
Zotu14825								1
Zotu11855								
Zotu12986				1	1			
Zotu5067	1	1		3	1	3	3	
Zotu15104	1		1					
Zotu18126								
Zotu19811								1
Zotu20582								
Zotu19079								
Zotu14988								
Zotu12529	2							
Zotu17273								
Zotu19863								
Zotu12965	1				2			1
