ID	rs_ck_1	rs_ck_2	rs_ck_3	rs_ck_4	rs_ck_5	rs_ck_6	rs_ck_7	rs_ck_8
Zotu5027		1					1	
Zotu6587		1		1		1	1	
Zotu14682								
Zotu6080	1	2	1	3	3	1	2	1
Zotu10760		2						
Zotu18522							1	
Zotu1612				6	3	1		
Zotu16060								
Zotu17091								1
Zotu5336								
Zotu5895								
Zotu14068								
Zotu10056								
Zotu19538								
Zotu2894				2				
Zotu5737								
Zotu20326								
Zotu8302								2
Zotu11810								
Zotu5492	1	1		1		6	1	1
Zotu16781								
Zotu19637								
Zotu19837								
Zotu11623								
Zotu11690						1		
Zotu10547							1	
Zotu5399								
Zotu13126	1							
Zotu13422	2							1
Zotu14081		1						
Zotu13534		1	1	1	2	1		1
Zotu9571	1							
Zotu15751								
Zotu3501		3	4		1	6	1	1
Zotu5017		1				3		
Zotu3576		2	3	2		5	1	2
Zotu18484								
Zotu3443				1	2	1	1	1
Zotu2482		2	3	8	1	3		3
Zotu7484						1		
Zotu18745								
Zotu20443								
Zotu8323		2						
Zotu3428	2	2	1	1		8	4	2
Zotu6123	1	4			2	3		2
Zotu9785	1		2		1	1		
Zotu9489	1		3				2	
Zotu11660								
Zotu8857						1		1
Zotu19803								
Zotu6650		1	2			1		
Zotu4627	4	1	1	8		2		4
Zotu14007			2				1	
Zotu2790	4	1	1	2		2	2	
Zotu2820	1	4			3	1		1
Zotu6340	4	2	1	2		6	1	5
Zotu5044	1	1	1	3	1	3		3
Zotu9343								1
Zotu19704								1
Zotu7633	2	2				5		2
Zotu10888								
Zotu18872							1	
Zotu3643	1	1	1	1	1	3		2
Zotu5387	1	1			2	2		
Zotu11758								
Zotu10710	2					1		
Zotu8351			1					
Zotu7248	1			3		2		
Zotu15576						1		
Zotu14390	1							
Zotu4604	1					3		
Zotu11815								
Zotu11395			1	2		4		1
Zotu15349								
Zotu17111				2	1			
Zotu12106		1	2					2
Zotu13300				1				
Zotu12939								
Zotu15643								
Zotu4390	1	2	1		2	2	2	
Zotu4204			1		1			
Zotu7798	1							
Zotu10237					2		1	
Zotu5944	4		3		1			3
Zotu9659							2	
Zotu9680					1			
Zotu11735								
Zotu11688				1				4
Zotu14816								
Zotu15963						2		
Zotu16709			1	1				
Zotu2353								
Zotu8255	1	3				1		1
Zotu9736		3	4	1		7		2
Zotu7974	1							
Zotu12147				1				1
Zotu9332				1				
Zotu17828								
Zotu13825								
Zotu7835	1	5				1		
Zotu16958								
Zotu6797								2
Zotu4401			1	6	1	1	1	3
Zotu20012		1						
Zotu17019		2		4				2
Zotu6187								
Zotu10904				2				
Zotu8795				1				
Zotu12972								
Zotu6115	4				1			
Zotu4192	1	5	1		4			2
Zotu3500		2		1		2		
Zotu11942							1	
Zotu1882								
Zotu10897		2						5
Zotu4951		2	3	5			2	1
Zotu17661								
Zotu9409	1	3	1					1
Zotu8629	2						3	5
Zotu2957		4		7	4	2		7
Zotu8800			1	5			2	
Zotu8561				4	4			
Zotu5858		2		3		1		
Zotu10383		2				1		
Zotu15508								
Zotu17705	2		5				1	
Zotu10665		1			1			1
Zotu13089			2					
Zotu12039								
Zotu18599						1		1
Zotu18739								
Zotu1979				1	1	1	1	5
Zotu3841								3
Zotu8440	1	1				1		
Zotu19732			2		1	1		
Zotu13507		1	4					
Zotu10593				2				
Zotu5380		2	1	1				
Zotu13920			1			1		
Zotu12667								
Zotu9899								
Zotu15456								
Zotu6879				1		1		
Zotu3670					1	2		1
Zotu8642								
Zotu16388						1		
Zotu7981		2					2	
Zotu5799					1			
Zotu6150		3		4		1	2	1
Zotu17835			1			2		
Zotu13718			1		1			
Zotu15935								
Zotu18509								1
Zotu12937								
Zotu2282	1	6	2	4	4	4	3	1
Zotu8568	3	1	1					
Zotu19882						1		
Zotu7996						3	1	
Zotu10149								
Zotu19257								
Zotu11828						1		
Zotu5828								1
Zotu8963		7	2		1			1
Zotu7514			1			1		
Zotu16516								
Zotu13173			1					
Zotu18260						1		1
Zotu8018								
Zotu5577		3		4				
Zotu20160		1						
Zotu14250								
Zotu10843							2	
Zotu10613								
Zotu17404								
Zotu8119		2	1	6	1	2	1	2
Zotu13203					1			
Zotu10322				1				
Zotu19447	1		1					
Zotu19024								
Zotu11605								
Zotu15517								
Zotu8876						1		
Zotu11134								
Zotu12831		1			1			
Zotu1807			5		1	4		8
Zotu5571			2	2	1			
Zotu6305		5			2	4		
Zotu14636								
Zotu3787		6	1		1	2		3
Zotu2156	1	8	1	1	1	2		12
Zotu10836								
Zotu12867		3	1					
Zotu9264			1		2			
Zotu13378								
Zotu15272						1		
Zotu13234				2				
Zotu11894	1							
Zotu10832		1	1	1				1
Zotu16974								
Zotu20124								
Zotu11944								
Zotu19413								
Zotu20194								
Zotu17020					1			
Zotu5151	1							
Zotu8210	1	5		2		1	1	
Zotu1113		3	2	4		2	1	
Zotu17953						1		
Zotu9013				1				
Zotu14824		2						
Zotu10154								
Zotu16335								
Zotu13636								
Zotu14630					1			1
Zotu19638								
Zotu16776				1				
Zotu7610						2	1	
Zotu11657		1		1				
Zotu4183								
Zotu3921								
Zotu2494	7	3	1	2	2	12	6	6
Zotu8215						1	1	
Zotu17930								
Zotu12773								
Zotu18493								
Zotu5382						4		
Zotu1678	2	11	6					25
Zotu508	10	22	4	19	5	4	5	
Zotu6431			1	3		1		2
Zotu3473						3		
Zotu4986				4				
Zotu7656					2		2	
Zotu4289		11		1			1	2
Zotu14719								
Zotu4906							1	
Zotu10032								
Zotu3649	1		3		1			
Zotu18687								
Zotu13242							2	
Zotu6615								
Zotu1430		1		1	2	1	1	1
Zotu4774			2	1		1		
Zotu291	3	8	12	5	4	18	14	14
Zotu12205	1	1						
Zotu2223		2	4	6	2	6	1	3
Zotu7783								
Zotu557	2	5	2	4	5	2	1	1
Zotu19259						1		
Zotu6537		1			2			
Zotu9519			3		1			
Zotu1829				1		1		3
Zotu2757	1		1	8	1			2
Zotu7493								
Zotu9456	1	5				2		
Zotu767	11		12	3	4	10		
Zotu769	5	16	3	30	11	10	17	1
Zotu9523								
Zotu1030	5		1	8		2	4	
Zotu8093								
Zotu1261				4	15	2	1	
Zotu15948					3		1	
Zotu10062		2				1		
Zotu14607								
Zotu11896							1	
Zotu1624			2	4	4	1	1	1
Zotu374					3			
Zotu12020					1			
Zotu7065								
Zotu5910				2		1		
Zotu10092				1				
Zotu5805	2	1	3	13	1	4	1	1
Zotu671	16	23	13	37	24	36	12	17
Zotu1084	15	18	27	58	8	10	5	8
Zotu17883				1				
Zotu5970	3		6	4	1	1		
Zotu11949								
Zotu9588				2	2			1
Zotu9217						1		11
Zotu19310								1
Zotu4037			1	5			1	4
Zotu18442								
Zotu14752	2	1				1		
Zotu18196	1							1
Zotu13194					1			
Zotu5747			1					
Zotu2541		3	1	1		4	1	
Zotu2122	1	13	2	9	3	3	1	11
Zotu12979				1		2		3
Zotu14423					1	1		
Zotu16322				1		1		
Zotu11869								
Zotu16260		3	3		4		1	1
Zotu3054		1	3	1	3			
Zotu7959	1	1		3		2	1	1
Zotu901	4	12	1	2	5	6	6	6
Zotu18013	2				1			
Zotu12425	3							2
Zotu16081							3	
Zotu19179			2		1			
Zotu15584						5		
Zotu1248		4	9	6	3	5	5	
Zotu1058	1	6	7	8	2	6	1	1
Zotu12427						1		
Zotu16480								
Zotu246	4		4	8	5	13	1	1
Zotu2538	2	5		7		3	1	
Zotu4559	1							7
Zotu3110								
Zotu4042		1				2		
Zotu8638	1	1					1	
Zotu14861								
Zotu2628		4		1				
Zotu4928		1		5			2	
Zotu5347						1		
Zotu1659		1		1				4
Zotu4828			1					
Zotu5056								
Zotu15870					1		1	
Zotu15263	1					2		
Zotu18577								
Zotu1579	2	5	2	6	1	1		3
Zotu8828			1					1
Zotu15222								
Zotu15729								
Zotu18757								
Zotu19760								
Zotu2495								
Zotu12581							1	
Zotu12785								
Zotu6050	1			1			1	3
Zotu13752		3						
Zotu10968			1					
Zotu12345				2				
Zotu19052								
Zotu13361								2
Zotu1201	4	3	2	2	1	6		5
Zotu15669								
Zotu7829							1	
Zotu12968				2				
Zotu4150					1		2	2
Zotu10731		3	1			2	1	
Zotu9310	1			1		3	1	1
Zotu9249								
Zotu11621		1	6			2	1	
Zotu10521			1					
Zotu10990								
Zotu9381					1			
Zotu4982	1		2					1
Zotu14406							1	
Zotu5635		2				2		
Zotu3627	2	3			1			
Zotu5709			1	2				
Zotu9442		2						
Zotu6899			3					
Zotu8346			1					
Zotu14010								
Zotu9564								
Zotu2433		1	2	1	1			
Zotu6251								
Zotu8984	1	2				1		
Zotu12199			1					
Zotu12859			6					
Zotu4536		1	1		1	2	4	8
Zotu18355								
Zotu11718	1	1						
Zotu17679			3			1		
Zotu6692	3					2	1	1
Zotu18900								
Zotu4005				1	3			
Zotu5764								
Zotu15052								
Zotu9704	1							
Zotu11493		2						1
Zotu16455								
Zotu8929	1				1	1	6	4
Zotu10780								
Zotu18224				1				
Zotu9359				1				
Zotu6165		1				1		
Zotu4259		1						
Zotu11867								
Zotu18156		1						
Zotu19328								
Zotu16034								
Zotu17088								
Zotu5739							1	1
Zotu16574								
Zotu12259								
Zotu2842		4	3					
Zotu10825			1					
Zotu7362						1		
Zotu19861								
Zotu17357								2
Zotu11369			1					1
Zotu3798		3	1		2	2	2	1
Zotu20796								
Zotu3858		2		2	2			
Zotu16655								
Zotu5316		1				4		2
Zotu7577		1						
Zotu6142	2	2						
Zotu6204		1		1				
Zotu17406								
Zotu17683			1					
Zotu1177	4	2	6	5	3	7	8	5
Zotu10306		1						
Zotu8318								
Zotu5422		6						
Zotu18006								
Zotu2794		1		2	3			2
Zotu908	1	3	6	4		5	3	7
Zotu13439								
Zotu3917		7				1		
Zotu4330	1							
Zotu17477								
Zotu702		1			1			
Zotu10381								
Zotu17343								
Zotu13544		3		1				
Zotu3897								
Zotu15745								
Zotu7498								
Zotu15244		1						1
Zotu9436		2	1	6				
Zotu5370								
Zotu20101								
Zotu1423	1	4	4		3	6		3
Zotu14117			2					
Zotu4256		1	1		1		4	4
Zotu5565						2		
Zotu12981					6			
Zotu19541				1				
Zotu7374								
Zotu19224					1			
Zotu1203	11	1	1				1	2
Zotu8687								
Zotu4946		1						
Zotu8347								
Zotu9932					1			
Zotu15566	1							
Zotu2944		4	1		1			
Zotu1416	4		3	1				
Zotu4879								
Zotu9882						2		
Zotu16311								
Zotu6121	2		2					
Zotu6017		1						
Zotu8213			1					
Zotu2124		3		1	2	1	2	
Zotu12821								
Zotu6697			1					
Zotu17162		3						
Zotu19003					1			
Zotu17864				1				
Zotu18021		1						
Zotu1754	6		2	1		1		7
Zotu8521								
Zotu16553								
Zotu1332		6				3	1	
Zotu3275		6				3		
Zotu19663	1					2		
Zotu6916								
Zotu839		1	3	1	1	6		2
Zotu9460	1		1				2	
Zotu18650	1							
Zotu14275								
Zotu17234								
Zotu10872							1	
Zotu15649			1					
Zotu6498								
Zotu10860								
Zotu9176								
Zotu8818						1		
Zotu14955								
Zotu8075		1						
Zotu19579								
Zotu15139								
Zotu8264				1				
Zotu13271				1				
Zotu18571								
Zotu9470								
Zotu6759						2		
Zotu2268		2		2		1		
Zotu10294								
Zotu14035								
Zotu18280								
Zotu12122								
Zotu19875								2
Zotu7146								
Zotu10577								
Zotu18770								
Zotu5650								
Zotu7490	5		2			1	1	
Zotu17711			1			1		
Zotu3647	2	1	2	3	1	6	1	1
Zotu4840			3	2			1	5
Zotu9079	1					1		
Zotu8482		3						
Zotu10509	1	1		4				
Zotu2066	5	2	8	5	1	2	1	8
Zotu3681		2		1	1	4	2	1
Zotu18047	1		1					
Zotu1405	1	11	1					
Zotu5563	1	2			1	1		
Zotu19142								
Zotu13424								
Zotu17526								
Zotu2369			2					
Zotu10442		1						
Zotu3750	2	3						
Zotu12949								
Zotu13819								
Zotu567	16	15		20	6	1	11	6
Zotu1310	2			7	2	1	3	
Zotu9710		1			1	1	1	
Zotu16878		1						1
Zotu12044								
Zotu3434								
Zotu3973		2					3	
Zotu20027								
Zotu14064		1						4
Zotu883	2		1					
Zotu17036								
Zotu15309								
Zotu7740								
Zotu11911								
Zotu13079								
Zotu5080								
Zotu12589								
Zotu12802	9						1	
Zotu9915		1			3			
Zotu3567	1	3			1	6	1	
Zotu1302	2	14	4	3	3	7		2
Zotu16939								
Zotu3982		2	3	1	3		2	3
Zotu12545	1							1
Zotu6048		1	1		1	1		
Zotu2014						1		
Zotu17985								
Zotu12909								
Zotu16843								
Zotu18688								
Zotu14669	1				2			
Zotu10597							1	
Zotu7676				2				
Zotu14760								
Zotu10397	1							
Zotu5428								
Zotu16485								
Zotu5505			2			3		
Zotu12223								
Zotu4893			1					
Zotu18413								
Zotu11743								
Zotu4532		2						6
Zotu10691						1		
Zotu19347				1				
Zotu3843							1	
Zotu7940	1							
Zotu3336								
Zotu1935	5	2				2	3	
Zotu13477								
Zotu18634		1						
Zotu13178						1		
Zotu9322			1	1				
Zotu9572						1	1	2
Zotu13146		1						
Zotu18681				1				
Zotu8941								
Zotu15450								
Zotu19343								
Zotu17565								
Zotu19006								
Zotu11636								
Zotu8854								
Zotu2615	1	1	3			2		
Zotu14823								
Zotu20453								
Zotu20129								
Zotu8200								
Zotu14525								
Zotu11290								
Zotu15295								
Zotu18614								
Zotu11307								
Zotu18607								
Zotu3313					3			
Zotu19764								
Zotu15790								
Zotu1546	1		1					
Zotu6876								
Zotu5262								
Zotu10966								1
Zotu20175								
Zotu14631								
Zotu17671								
Zotu8304								
Zotu9758								
Zotu11235								
Zotu14421								
Zotu11719						1		
Zotu14082								
Zotu16483								
Zotu16458								
Zotu9679								
Zotu11795								
Zotu11596								
Zotu5359								
Zotu7628								
Zotu11553								
Zotu11599								
Zotu19135								
Zotu18243								
Zotu19869								
Zotu19912								
Zotu7566				1				
Zotu2994		1	1	3			1	1
Zotu15370								
Zotu16354								
Zotu9530								
Zotu19358								
Zotu17369								
Zotu16486						1		
Zotu19823								
Zotu5696								2
Zotu16198								
Zotu8983								
Zotu18120		1						
Zotu11170								
Zotu15160								1
Zotu12540								
Zotu7381	2			3	2		2	1
Zotu9490								
Zotu10995		1			1		1	1
Zotu8193								
Zotu12222								
Zotu14920								
Zotu18802								
Zotu10128								
Zotu12440								
Zotu20793								
Zotu1558	4	6	2	2	1	5	2	4
Zotu1693			1					
Zotu10429	1							1
Zotu1229	1	4	2	4	1	3	2	1
Zotu4464		1						
Zotu12369								
Zotu19990								
Zotu9706								
Zotu19218		1						
Zotu15268			1					
Zotu16470								
Zotu20526								
Zotu8365								
Zotu11381		2		1				
Zotu9268		2					4	
Zotu16415								
Zotu17034					1			
Zotu6284								
Zotu4837								
Zotu4930								
Zotu16099								
Zotu13190								
Zotu2652								
Zotu10745								
Zotu15793				1				
Zotu15105								
Zotu11873								
Zotu19701								
Zotu20633								
Zotu3504		2				2		
Zotu4170	1					1		
Zotu7121			1					
Zotu12665								
Zotu18921								
Zotu19842								
Zotu4134				2				
Zotu8861	2							
Zotu8460								
Zotu15145	1	3						
Zotu14061								
Zotu3483								
Zotu12441								
Zotu17174								
Zotu5564								
Zotu9136								
Zotu10203								
Zotu2875								
Zotu6387		1				1		
Zotu16273								
Zotu10668								
Zotu8348				1		3		1
Zotu19993				1				
Zotu10542								
Zotu12287								
Zotu7049								
Zotu15556		1						
Zotu1536		2		2	1	1		4
Zotu11040	1							
Zotu8396								
Zotu5888								
Zotu3486								
Zotu4461								
Zotu18134								
Zotu19592								
Zotu18827								
Zotu13511								
Zotu7608								
Zotu8329								
Zotu18640		2						
Zotu18781								
Zotu9087				1				
Zotu9723			1					
Zotu18824								
Zotu1753	3	1		3	1	1	1	2
Zotu6206								
Zotu15605		9						
Zotu9485							1	
Zotu11627					1			
Zotu9584								
Zotu13236								
Zotu11321								
Zotu5156								
Zotu13719								
Zotu10213								
Zotu14499								
Zotu16905						1		
Zotu8350								
Zotu11377								
Zotu20156		1					3	
Zotu12076	1							
Zotu17150						1		
Zotu10067						1		
Zotu10351					1			4
Zotu13352								
Zotu15294								
Zotu16891								
Zotu9517								
Zotu18784								
Zotu17457								
Zotu18071								
Zotu20828								
Zotu8094								
Zotu10947						1		1
Zotu18777								
Zotu11283								
Zotu12768								
Zotu20799								
Zotu11824								
Zotu19872								
Zotu6801								
Zotu6965								
Zotu9716								
Zotu15899								
Zotu6491			1	1	2			2
Zotu18683								
Zotu16534								
Zotu5797								
Zotu11921								
Zotu8502	1	1						
Zotu9769			1					
Zotu15374								
Zotu3255								
Zotu3457					2			
Zotu7762								
Zotu9239		3		2				1
Zotu18545								
Zotu9636								
Zotu20497								
Zotu4272								
Zotu12349		7						
Zotu5808								1
Zotu14548				1				1
Zotu20555								
Zotu4648		1						
Zotu16947			1					
Zotu19567						1		
Zotu19516								
Zotu14332		3						
Zotu7794						1		
Zotu2702				1				4
Zotu3224								
Zotu12442						4		
Zotu13633	1	1		1		1		
Zotu19562								1
Zotu13632					1			
Zotu12980								
Zotu13068					1			
Zotu18654								
Zotu13075								1
Zotu4446				1				
Zotu19873		1						
Zotu17067		1						
Zotu1517								
Zotu7319								
Zotu17607								
Zotu3231	4				24			
Zotu6969	1							
Zotu2263	3				34			
Zotu1617	48		6		12			6
Zotu4312	2	1						
Zotu5769								2
Zotu3738					1	1		2
Zotu125	13	19	13	4	14	2	4	21
Zotu730		13	22	2	7	4	4	6
Zotu187	11	7	27	8	7			3
Zotu518		2	1		5	2		3
Zotu141	19	30	39	4	15	6	3	13
Zotu2783			1					2
Zotu16463								1
Zotu4236								
Zotu13105								
Zotu329								
Zotu12924								
Zotu8959								
Zotu2286	1	2	7			2	1	3
Zotu11677								
Zotu7394								
Zotu14732								
Zotu15460								
Zotu9753								
Zotu9269								
Zotu18679								
Zotu16543								
Zotu6598								
Zotu8064								
Zotu580	9		4	1			1	
Zotu2443	2	1		2				
Zotu1551	1		4	1		1		
Zotu1237	1		3		1			3
Zotu1827		3	2	1			1	5
Zotu2619		1	1		2			4
Zotu4173		1			3			3
Zotu3340			4					1
Zotu2237	3		2					
Zotu6094								
Zotu13529								
Zotu11515								
Zotu7928								
Zotu9201								
Zotu1063	12	3		1	2	8		11
Zotu317	24	6	17	5	10	9	5	67
Zotu3915		2						3
Zotu12633				2	2			
Zotu11243		4	1			4		1
Zotu19736							1	
Zotu20169								
Zotu9832								
Zotu1057	6	3	12	2	2	12		
Zotu5896								
Zotu8801								
Zotu17616								
Zotu17068								
Zotu20860								
Zotu17627								
Zotu4571								
Zotu13593								
Zotu10782								
Zotu12680	2							
Zotu7402			1					3
Zotu11270								
Zotu1396	3	1	3					
Zotu11861								
Zotu15333						2		
Zotu2724		1						
Zotu3161	1	2	4			1		
Zotu19682								
Zotu13948								
Zotu3832								
Zotu18552								
Zotu20281								
Zotu2484		2						
Zotu19071								
Zotu4213								1
Zotu8343								
Zotu13082								
Zotu13372								
Zotu12596								
Zotu5275								
Zotu4567								
Zotu10537		3						1
Zotu12614								
Zotu6348		4						
Zotu6766							1	1
Zotu843	4	7		1	3	2		8
Zotu15182								
Zotu3489	1	3						
Zotu19686		1						
Zotu13395								
Zotu864	3					1		1
Zotu5471		1						
Zotu6210		1						
Zotu11344								
Zotu18206								
Zotu531	3	1		3	1		2	
Zotu2618								1
Zotu589	6	6			1		1	
Zotu2881	1	1	2				1	
Zotu3682		1						1
Zotu13189					2			
Zotu12754								
Zotu9781					1			
Zotu300	6	5	11	3	8	1	2	5
Zotu1219	3				3			
Zotu4831			1					
Zotu2174	1	3						1
Zotu18978								
Zotu14315		1						
Zotu19452								
Zotu19854					1			1
Zotu6218	1							
Zotu2420	1		2					1
Zotu7904			1					
Zotu4373								
Zotu920	1	3			2			2
Zotu2189								
Zotu1824					1	2		1
Zotu581	5	2	14	1	3	4	1	2
Zotu3545		1						1
Zotu5288								
Zotu11585								
Zotu1318	1			3	3	4		3
Zotu14720								
Zotu12546								
Zotu18615								
Zotu11932								
Zotu1645		1						
Zotu1128	1	1			5	1		3
Zotu617			4	4	5	1		1
Zotu13863								
Zotu349	4	5	8		5	1	3	3
Zotu587	4	1			2	2		2
Zotu7945			1		1			
Zotu11698								
Zotu6026								
Zotu7557	1		2	1	1			
Zotu2062	1				1			
Zotu1217	3	2	1	3	7			1
Zotu18388								
Zotu111	13	16	12	8	22	4	3	11
Zotu653	1	2	2			2	1	8
Zotu2684		1	2					
Zotu4052	1	1						2
Zotu4615				1				
Zotu18315								
Zotu15719								
Zotu8293								
Zotu1483	1	1	8	3	2			
Zotu1719	1		2	3				
Zotu7807		1						
Zotu11501								
Zotu20095								1
Zotu6092								
Zotu9169								
Zotu1970		1						
Zotu8404								
Zotu6639		1						
Zotu7618			1					
Zotu3595	1							2
Zotu18012								
Zotu10544								
Zotu4688		1						
Zotu4721								
Zotu4952		1						
Zotu17490								
Zotu16981		1	1					
Zotu18135								
Zotu17180								
Zotu15527					1			
Zotu19367						2		
Zotu14989								
Zotu20092						1		
Zotu3108	1		1	1	3	1		4
Zotu6516	2		3		1			4
Zotu13432								1
Zotu15818					1			
Zotu15898								
Zotu15265								
Zotu16875				1				
Zotu18829								
Zotu11796				1			2	
Zotu5230	2							4
Zotu19271								
Zotu13686			1					
Zotu3928								
Zotu9403			1		1	1		2
Zotu14664								
Zotu2144		2	6	2	12	1		39
Zotu2869							1	
Zotu273	8	86	27	4	125	28	7	43
Zotu19896								
Zotu18685		3						
Zotu19474								
Zotu20644								
Zotu860	13							
Zotu14855								
Zotu12419								
Zotu58				103				
Zotu873								
Zotu360	4	3		1				
Zotu4214								
Zotu2648			6					
Zotu356		3	5	7				
Zotu67	6	2	5	9	1		3	
Zotu5778								
Zotu7700								
Zotu7687								
Zotu9156								
Zotu3070							1	
Zotu881	8	1		3				
Zotu5570								
Zotu104	47	5	4	7				
Zotu8089								
Zotu12148								
Zotu6922								
Zotu11765								
Zotu3012						1		
Zotu15940								
Zotu19080								
Zotu16975							1	
Zotu10599								
Zotu19258								
Zotu16612								
Zotu18066								
Zotu19231								
Zotu9613								
Zotu14584								1
Zotu18308								
Zotu8084				2	3	1		1
Zotu16255								
Zotu10502						2		5
Zotu16213								
Zotu13036								
Zotu11854			1					
