ID	hps_cd_1	hps_cd_2	hps_cd_3	hps_cd_4	hps_cd_5	hps_cd_6	hps_cd_7	hps_cd_8
Zotu10908		1						
Zotu14600								
Zotu8420								
Zotu7544					2			
Zotu4429								
Zotu5302								
Zotu3240				1				
Zotu7479								
Zotu1632								
Zotu8184								
Zotu12580						1		
Zotu8457								
Zotu17955								
Zotu20062								
Zotu5460								
Zotu15998								
Zotu16769								
Zotu17553								
Zotu17581		2		2				
Zotu8714								
Zotu6106								
Zotu16610	1							
Zotu8914								
Zotu228	62	69	31	57	61	68	34	49
Zotu832	21	11	4	22	17	14	15	23
Zotu994	11	16	3	7	7	20	8	10
Zotu14182						1		2
Zotu616	4	7	3	6	5	1	12	
Zotu1245	3	5	2		1		3	1
Zotu3321						3		
Zotu2644				4				
Zotu16032								
Zotu20182								
Zotu9394								
Zotu14623					1	1	1	1
Zotu14344								
Zotu20222								
Zotu4984		2						1
Zotu10215				1				
Zotu9873								
Zotu18616								
Zotu6602								
Zotu3663								
Zotu4417								
Zotu9950								
Zotu10683								
Zotu14131								
Zotu19544		1						
Zotu10538								
Zotu18803								
Zotu13993								
Zotu12025								
Zotu10432								
Zotu8562								
Zotu13344								
Zotu2633								
Zotu18606						4		
Zotu6413			2		1	1		1
Zotu11539								
Zotu12229								
Zotu18805						2		
Zotu8168						2		
Zotu11490		1						
Zotu14688								
Zotu15020		1				1		1
Zotu17286		1						
Zotu17744							1	
Zotu14244								
Zotu14802								
Zotu16770				1				
Zotu11754		1	1			1		1
Zotu20473	1							
Zotu4597		1			2	1	1	
Zotu13924								
Zotu19925								
Zotu9038				2				
Zotu19318	1					1		
Zotu8325							6	
Zotu3527					1	1	10	
Zotu3955	2						11	3
Zotu14801								
Zotu15682	2			1			1	
Zotu14990								
Zotu16820								
Zotu18637								
Zotu19856								
Zotu18205								
Zotu11441						1		
Zotu15903								
Zotu12180								
Zotu17428								
Zotu4381								
Zotu12756						1		
Zotu14839								
Zotu16856								
Zotu20296								
Zotu14761	2				1			
Zotu20358								
Zotu5474		1			1			
Zotu5843						1		1
Zotu16861								
Zotu10307								
Zotu17284	1							
Zotu3800							1	1
Zotu1765	2	3	1	1			50	
Zotu1535							3	1
Zotu14867		1						1
Zotu14686						1		
Zotu16265								
Zotu18248								
Zotu18463								
Zotu722	1	1		3	2	1	2	3
Zotu13611								
Zotu1303	22	9	4	18	16	8	10	4
Zotu9098	3	1	1		3	2		
Zotu774	48	10	11	13	43	28	7	15
Zotu6411	2					1		
Zotu2019	6	2		1	4	3		6
Zotu5206	5	1		1	2	1		1
Zotu9812	2				2	1		1
Zotu501	48	18	14	30	78	22	9	25
Zotu7602	1	1			3	1		
Zotu14796								
Zotu1291	6	2			4	2		6
Zotu690	14	7	3	4	7	7	8	2
Zotu1906	1	1				1	4	2
Zotu2438	4	2	2			1	1	2
Zotu238	32	42	24	23	39	27	23	40
Zotu357	29	28	21	26	47	29	13	31
Zotu16127		1						
Zotu20448						2		
Zotu6990	1						1	
Zotu18072								
Zotu2536		4		52	3		27	
Zotu2197		2			1		2	
Zotu1986				1				1
Zotu4710								
Zotu1213	1	15	1	29	1	2	39	1
Zotu998		2	1		1		4	
Zotu2601				3		2		
Zotu6529								3
Zotu825	5	1		1	5	1	1	5
Zotu19453								
Zotu13137								
Zotu18901								
Zotu7168								
Zotu11286								
Zotu19822								
Zotu7403								
Zotu18515								
Zotu3956								
Zotu19951	1							
Zotu10880						4		
Zotu20726						4		
Zotu6317								
Zotu12092								
Zotu15672								
Zotu8555				1	3	1		
Zotu5616	4	1			1	4		
Zotu18010								1
Zotu11540				1				
Zotu12365								
Zotu7080								
Zotu6358								
Zotu11546								
Zotu13639								
Zotu3510								
Zotu5506				2				
Zotu18755								
Zotu9938								
Zotu11144		1						
Zotu10892								
Zotu13839								
Zotu11102								
Zotu5112								
Zotu536	2							
Zotu5844								
Zotu3109								
Zotu3101								
Zotu16002								
Zotu10797								
Zotu10767				1				
Zotu7507				1				
Zotu7059								
Zotu7840								
Zotu7815								
Zotu1844		1		3		1		
Zotu11173		7	1				3	
Zotu20195								
Zotu511								
Zotu2172								
Zotu4957								
Zotu19583								
Zotu5634								
Zotu10377								
Zotu4155								
Zotu905								
Zotu10178								
Zotu15148								
Zotu19023			1					
Zotu12378								1
Zotu15807								
Zotu606					1			
Zotu4180		2						
Zotu4848								
Zotu12832								
Zotu20445								
Zotu6128								
Zotu14996								
Zotu7707								
Zotu12989								
Zotu20304								
Zotu16660					1			
Zotu13969								
Zotu3083		1	5	2	4	3	1	3
Zotu7350	2							
Zotu3076	2	2		1	2	3		
Zotu3932	2	2					2	3
Zotu4031	1	2		5		1		
Zotu17415			1	1				
Zotu619	23	19	13	16	7	26	18	27
Zotu7369		3		1	1	1	1	
Zotu2711	5	4	5	2	6	6	2	6
Zotu4616	6	1	1		2	1	1	1
Zotu2190	2			2	3	2	1	5
Zotu18877					1			
Zotu15524	1					4		
Zotu7264	1				4			
Zotu11358	1							2
Zotu17640	1							2
Zotu126	74	82	59	48	61	68	56	48
Zotu8354	1				1			
Zotu2037	2	6	2	1	2	4	3	1
Zotu12881							1	
Zotu3057	1	4	2	5	2	6		2
Zotu17541								
Zotu3077		3	1	3	5	4	2	7
Zotu11211	1	2			2			
Zotu4407	1	2	2	4	1	2	2	
Zotu4730			2			1	1	2
Zotu4304								
Zotu12889			1					
Zotu20649		2	4	3		2	2	2
Zotu19033			1				1	
Zotu19755	1	1	2			1		
Zotu18914	1				1			
Zotu20538		3	1	1	3			2
Zotu19602	2	1	3	2		3	1	1
Zotu18624	2	1	6	2	1		2	
Zotu15658								
Zotu18937								
Zotu6540					1		1	2
Zotu11807				1				
Zotu17871	2							1
Zotu11375							1	
Zotu16148			1				1	
Zotu13074			3		1		1	
Zotu13425								
Zotu7802				2	1			2
Zotu7804				1		1		
Zotu10089	3	1		1	1			
Zotu2269	2	1	2			1	2	5
Zotu8673		1						
Zotu2401	1		3	5	3	2	4	4
Zotu2871	4		2	3	1	3	1	3
Zotu3748					1			4
Zotu20433		1						
Zotu19379					1			1
Zotu10634				1				1
Zotu7770	2	1						1
Zotu14497	1						1	
Zotu16347			2					
Zotu4693				1				1
Zotu1571	6	6	5	2	7	5	4	6
Zotu2405	2	3	8	2	3	1		2
Zotu7830			1		1			
Zotu6753	4		1	2	1		1	4
Zotu8443	1	2	1	1	1	2	1	1
Zotu17431			1					
Zotu7539	2							1
Zotu14734							1	
Zotu14438		2	2					
Zotu13325		1			2	1		1
Zotu7943	4	4	1		3		2	
Zotu17085			1	2			1	
Zotu17305	1		2	1				
Zotu7169	1	1	2	1	6	1	1	3
Zotu5572	1	1	2	1		1		
Zotu8969	1	1			2			3
Zotu9555		1	1			1	1	
Zotu12201	1		2					
Zotu11640					1	1	1	
Zotu19597			1					
Zotu17668								
Zotu8403	2			2	1		1	
Zotu13096	1					1		2
Zotu17857						1		
Zotu9752	1	1					1	1
Zotu17779								
Zotu11565				2			1	1
Zotu17302	2				3			2
Zotu14502	3							
Zotu8978		3						
Zotu14334			2		1		2	1
Zotu4795	1					1		2
Zotu4512	2	3	2	1	2		1	4
Zotu10087				2	2			1
Zotu9549	1		2		1			
Zotu5343	4	2	1	2	2	1	2	3
Zotu9947		1	2	4	1			
Zotu17442							2	
Zotu2141	7	6	5	3	7	3	4	4
Zotu13763								
Zotu5633	1				1			3
Zotu8032	2				2	1		1
Zotu10182								1
Zotu11364	1	1	1		1			1
Zotu4577	2			1	2	1	3	
Zotu16491								
Zotu2162	14	2	1	1	9	4	5	8
Zotu16131					1			
Zotu4969	4	4	3	1	1	4	2	3
Zotu5959	1		2			3	3	
Zotu13295	2							1
Zotu18948		1					1	
Zotu12843	1			2	1	1		
Zotu19834	5	1			2	1		
Zotu11626	1							
Zotu17918	1			1	1	1	1	
Zotu6066	4		1	3	3	3	1	
Zotu8149	1	1	2	3	1		3	
Zotu6962	2	1	1				1	
Zotu14248				1			1	2
Zotu15560			2			4		
Zotu5949	1	4		1	2	1		3
Zotu14213	1		2	1	1	2		2
Zotu14667	2	1	1	1	3	1	1	
Zotu12926	2							2
Zotu17311	1							2
Zotu9841					2		2	
Zotu10568				1				
Zotu4011	3		1	1	1	3	2	1
Zotu17377	1	2	2					2
Zotu4253	3	2	1	2	6	3	1	6
Zotu4224	4		1		3	1	2	3
Zotu14036			1					
Zotu9819	2				5		2	
Zotu20672						1		
Zotu12038	1				1		1	
Zotu14357							2	
Zotu15200	2							
Zotu13051						1	1	
Zotu15885								
Zotu13102					2	2	1	
Zotu14080	1				1			
Zotu16883	1							
Zotu8917			1	1	1	1	2	
Zotu14198					1			
Zotu12032	2							
Zotu12426	1						1	
Zotu2260	3	2	7	3	4	5	2	4
Zotu3004	4	2	7	3	5	5	4	2
Zotu10290	1				1			1
Zotu14254	1		2				2	
Zotu20591	1	1	1	1			1	
Zotu6316	4	1		1	1	2		4
Zotu17572					1			1
Zotu15171				1		1		1
Zotu8845								1
Zotu19154								
Zotu8121					1			
Zotu3332	2						1	
Zotu4562	1		1	1		1		2
Zotu14442							1	
Zotu11123			1					
Zotu20255								3
Zotu12982					1			
Zotu5088	1		4	1	1		1	4
Zotu19954			1					
Zotu2091	2	3	3	3	5	6	4	14
Zotu7522								3
Zotu7455	1							
Zotu6257	2		2				3	
Zotu12829								
Zotu8608	1	2						
Zotu6314			1			1	1	
Zotu3282	1	1	6	4	1		3	2
Zotu13387		2		1	1	2		1
Zotu14202	3	2				1		
Zotu16291	1	2		3				
Zotu13028								
Zotu10320	1		2					1
Zotu10580		2			1			
Zotu16679								
Zotu1841	16	10	17	10	3	8	2	9
Zotu12595			1			1		1
Zotu19498	1	2	1					
Zotu8612			2				3	2
Zotu18902				2		1		3
Zotu12029	4							4
Zotu10250					1			1
Zotu18220								
Zotu12758	1						1	
Zotu11405				1				
Zotu12918	2			1	1	1		
Zotu9645		1	1		1	1		3
Zotu12643								
Zotu15363		1						
Zotu7390		3			2		1	3
Zotu11665	1	1					1	1
Zotu10406	3		3	1	3	1	1	
Zotu191	74	69	93	51	61	58	90	69
Zotu18049			2	1		1	1	
Zotu3866	3	6	2	4	3	1	1	10
Zotu7640		2	1	1	2	2	4	3
Zotu10143		1	1		2		2	2
Zotu1440	11	19	2	5	6	16	8	19
Zotu13766								1
Zotu11050								
Zotu17021						2		
Zotu847	16	14	15	14	17	18	17	22
Zotu4040	3	2					1	3
Zotu3178		1	5	1		3	3	8
Zotu15112		2					1	
Zotu2082	3	9	4	5	4	6	10	5
Zotu8155								
Zotu6347								
Zotu15653								
Zotu9898								
Zotu4856	2	2	3		1	1		
Zotu5228	1	1	1			1		
Zotu2012	2	2	11	4	4	1	4	3
Zotu6173								
Zotu4067	4	3	4	3		3	3	2
Zotu9508	1	2				3		
Zotu13750								
Zotu16536								
Zotu14730			1	1				1
Zotu1468	11	8	7	3	5	4	1	8
Zotu4967	5	2	3	2		1	1	2
Zotu335	19	31	44	27	9	19	32	19
Zotu11370			4			1		
Zotu468	17	28	32	12	14	20	28	19
Zotu4707		1			1			
Zotu6955				1	1			3
Zotu11006								
Zotu16716		2						
Zotu2841	3		2	4		2		4
Zotu9606		1						
Zotu11209						1		
Zotu9737		1			2			
Zotu14300								
Zotu13148			2					
Zotu4965	1	2		2				
Zotu3560		1		1	2		3	1
Zotu15659	1		1	1			1	2
Zotu9714						1		
Zotu10906					2			
Zotu876	11	22	7	5	7	11	5	8
Zotu14641				3				1
Zotu8458	3	2	2		1	2	1	1
Zotu15715						1		
Zotu4438		2	1			1		
Zotu10045	1	1	1		1	1	1	
Zotu17558								
Zotu19143			1					
Zotu3861	1		2	1	2		3	
Zotu14530	1							
Zotu11634		1				1		
Zotu7112	1	1				2		5
Zotu9328				1				
Zotu12096								1
Zotu8300		2	2					2
Zotu7564	1				1			2
Zotu16912								
Zotu10935		1			1	1		
Zotu8464		3	2		1			
Zotu3436	1	1	1	1	1	2		3
Zotu15411	1		2					
Zotu1108	8	6	3	2	9	12	2	17
Zotu10967		1						
Zotu12990						2		
Zotu14833	1	2						
Zotu11767								
Zotu20279		1						
Zotu3208	4	2	6	4	1	3	1	5
Zotu14012	1		2			1		1
Zotu11858	2	3						
Zotu13897							1	
Zotu14974								
Zotu3470	3	3	2	1	2	2	3	4
Zotu19441								
Zotu3357	8	9	4	5		1		9
Zotu16608								
Zotu10426			1	1	2		2	
Zotu15596	2				2	1	4	
Zotu16704								1
Zotu7820			1	1				1
Zotu9776						1		2
Zotu16462								
Zotu12999		2						
Zotu13760				1		1		
Zotu2614	2	3	7	3	1	2	6	5
Zotu11060						1	1	
Zotu520	21	19	44	14	16	12	27	22
Zotu19825						1		
Zotu16012			2			2	1	
Zotu17266			1					
Zotu15735				2				
Zotu10179		1						1
Zotu10193			1					
Zotu20322								
Zotu16361								
Zotu16437		2		1		1	1	
Zotu14993						2		
Zotu5768	1	1	1	1		1	5	2
Zotu11835			1				1	1
Zotu13743		1						
Zotu5455	1		2			1		
Zotu20028								
Zotu12548	1				1	2		
Zotu6526		1			1	1	1	2
Zotu2038	8	5	14	5	7	6	8	8
Zotu10663			2	1			1	1
Zotu3460	3			5	2	4	1	7
Zotu4422		1	1			1	1	1
Zotu3158	1	2	3	1	2	1	4	
Zotu11063					1			1
Zotu749	18	13	13	8	13	17	30	33
Zotu6470	1	2	1		1		1	
Zotu8377		1				2		1
Zotu16058		1	1	1		1	1	
Zotu13664								
Zotu5100		1		1		1	1	
Zotu10310		1						
Zotu16689								
Zotu11691	1				1			
Zotu3759	4	1	1	3	3	3		
Zotu2450					3			
Zotu20072								1
Zotu8992						1		2
Zotu20754								
Zotu7109								
Zotu8685		1					1	
Zotu2532	4		4		2	1	3	1
Zotu11682				1				
Zotu15046				1				
Zotu2561		2	4		14	4	1	16
Zotu7176		1		6	1	1		1
Zotu13634			2					
Zotu12827						2		
Zotu19123		1				1		
Zotu17275				1	1	2		
Zotu11681	1		1	1	1	1		
Zotu17310	1				1			
Zotu13660								
Zotu2550								
Zotu9262	2				1	2	1	
Zotu3459	3	1		1	3	1	2	3
Zotu7693	2	4	2	1		1		1
Zotu6652	3	3	8	2	7	2	2	3
Zotu3423	5	3			4	6	2	1
Zotu1996	12	3	18	6	8	3	11	12
Zotu7789	1	1					4	2
Zotu10861				1				1
Zotu17686			1	1	2			
Zotu1212	11	5	12	10	26	11	10	33
Zotu3471	2	3	4	2	2		1	5
Zotu9122		1				3		1
Zotu16746			1	1	1			
Zotu3698								
Zotu8804	3	1		1	2	1		1
Zotu10355	1			1	1	1		3
Zotu12240					1			
Zotu1607	8	9	3	6	24	5	3	22
Zotu11413	1							
Zotu1968	8	9	7	6	24	9	2	25
Zotu17441					4	1		1
Zotu13356	1							
Zotu10555	1				1		1	1
Zotu3702	8	1	2		3	1	2	1
Zotu7689	1	2		1	1		1	
Zotu9821			1			1	1	
Zotu11277		1	2					
Zotu3704	2	2	3	2	4	3	4	
Zotu3305	3		7	2	2	1	4	
Zotu18488		1						
Zotu12239								
Zotu3438	2	2		1	6	2		9
Zotu15634	1		4					
Zotu13956							2	
Zotu17908						1		
Zotu14744					1			
Zotu8312	1	1				1		
Zotu11367								
Zotu15012								
Zotu859	12	23	21	20	23	18	17	20
Zotu5489		4	4	1	2	1	2	
Zotu5066	5	2		1	2	4	1	4
Zotu7768	1	4			3		2	2
Zotu14611	1		1					
Zotu11889		1			1			
Zotu16061					3			
Zotu14038						1		2
Zotu6624								
Zotu402	5	9	6	6	2	13	8	14
Zotu20640								
Zotu6034			1					
Zotu19456								
Zotu12565		1		2	2	1		
Zotu4923								
Zotu9198								
Zotu13359								
Zotu19428								
Zotu6225		2						
Zotu16370								
Zotu6578	2	1						
Zotu20697								
Zotu12789								
Zotu4769			1	1			2	1
Zotu7782						1		2
Zotu14312			1		1	2		
Zotu330	43	25	59	41	28	43	21	33
Zotu2234	7	2	7	1	5	1	2	11
Zotu5842	1				3			5
Zotu3030	5	5	4	1	10	4		3
Zotu14604					2	2		
Zotu17309	1			2				
Zotu12569					1			1
Zotu10473		1			1			
Zotu16349	1		1	2		1		1
Zotu10712	2		4	6		3	3	1
Zotu5937	1		1		1			4
Zotu9579	2		1		2		2	1
Zotu3276	4	1	1	1	3			6
Zotu15883				1				
Zotu12649								1
Zotu10514	1			1				
Zotu13688			1					
Zotu9127			1	1	2	2	2	
Zotu14923				1	1		2	
Zotu14321	1	1	5	4	1	1	1	1
Zotu1924	2	4	3	5	6	4	6	8
Zotu8869	2					4	1	
Zotu10931					1	1	1	1
Zotu18891	1					1		
Zotu6197	3	1	2	1	4	2	1	3
Zotu1859	7	12	11	9	8	7	2	6
Zotu2016	6	11	5	3	12	1	7	11
Zotu1984	4	7	10	4	2	4	8	19
Zotu5384	1	2	3	2				6
Zotu16088	1		1				1	1
Zotu7290	2			1	3	1		4
Zotu16126	1		2					
Zotu20660								
Zotu1435	3	1	2	1	4		2	4
Zotu229	28	26	39	35	27	32	43	70
Zotu509	19	10	19	8	20	18	17	41
Zotu1376	3	4	3	5	5	3	3	5
Zotu803	12	3	3	4	9	7	4	17
Zotu271	66	22	88	58	59	36	87	67
Zotu3856	2					1		12
Zotu945				1		4		2
Zotu1808		2		3				
Zotu5050						1		6
Zotu2774		1		1		1		
Zotu8926								
Zotu10678	2							
Zotu12344	1							
Zotu8903								
Zotu12272								1
Zotu1785	7	3	3	3	6	2	1	1
Zotu6177	2			5		2		3
Zotu2178	5	10	3	8	7	3	3	12
Zotu3115	4	1	7	3	4	1	1	3
Zotu9836	1				1			2
Zotu9340						1	1	
Zotu7844			1		1	2		2
Zotu726	9	10	16	17	9	15	6	29
Zotu3043	4	2	2	1	2		3	2
Zotu4282		3			3	1		5
Zotu5372	4	2	1	2	1	3	1	2
Zotu6041	2	1		2		4	4	5
Zotu1083	15	8	16	7	12	22	10	9
Zotu3953	5	2	1	1		1		3
Zotu18986								
Zotu10418	2					3		
Zotu20355								
Zotu678	11	17	19	9	3	17	15	12
Zotu3644	1	3		6	2	4	5	
Zotu4065	4	2	9	1	2	3	1	1
Zotu6903	1							
Zotu3209				1				
Zotu11374	1							2
Zotu18806		1		1				
Zotu19523				1		1		1
Zotu16274							1	
Zotu8853		1						
Zotu4501	3	2	2	1		1		
Zotu10697			1					1
Zotu20782	2		1					
Zotu4419		2	1			4		3
Zotu11176						1		1
Zotu242	61	51	51	48	39	67	74	30
Zotu1038	14	14	24	18	7	16	11	2
Zotu19639						1		
Zotu10232		2						1
Zotu2694	9	4	6	7	4	1	1	3
Zotu504	29	31	29	40	38	43	14	22
Zotu727	21	13	32	17	32	26	13	16
Zotu19651		5	1	5	5	2	3	5
Zotu1452	4	5	7	5	9	7	3	13
Zotu3445		7	1		2	5	1	2
Zotu151	63	95	67	81	79	78	45	128
Zotu1838	4	5	2	1	5	7	3	5
Zotu5619	1	1		2	1			
Zotu3524	1	2	9	5	5	4	3	
Zotu17393	1		1		1			1
Zotu19182		2	1					
Zotu13702								1
Zotu9005	1	2	3		4			
Zotu20766								1
Zotu12204	1	1						1
Zotu1428	1		1	1	4			1
Zotu3181	3	1		4	2	2	2	10
Zotu18756			1					
Zotu17533								
Zotu16233								
Zotu16503								
Zotu8192								1
Zotu10343	2		1		2	1		
Zotu15488								
Zotu7971		4	1	4				
Zotu11780	2			1				
Zotu7556		1		2		1	1	1
Zotu2060	5	6	4	4	4	10	5	9
Zotu8506								1
Zotu12252					1			
Zotu11130					1			2
Zotu19377								
Zotu9968			1			1		
Zotu2219	2	4		1	3	13	4	11
Zotu18368								
Zotu2638	1	1	1	4	2	2	1	1
Zotu11508								1
Zotu8005		3	1		1			1
Zotu7039		2	2		1	2	2	3
Zotu18505								
Zotu17125								
Zotu9616	2			2			1	2
Zotu7574	1			1	1		2	
Zotu6474			1		1			
Zotu19922			1					
Zotu12066				1		1		
Zotu8583				1				1
Zotu11864							1	
Zotu4882	3	3		1			3	5
Zotu3980	4	6		5	4	4		1
Zotu15846	1							
Zotu4746	2	2	3	1	1	1	1	5
Zotu7831		1	1				2	
Zotu11225								
Zotu20621								
Zotu18713		1						
Zotu18780				1				
Zotu18885								
Zotu13071						1	1	
Zotu3390		1					1	
Zotu526		2		3	3	6	3	4
Zotu7460		2	2	1	6	2		1
Zotu18856								
Zotu1811	3	11	7	7	9	9	5	24
Zotu4125	1		1	1	1	4		6
Zotu15434				1	1			1
Zotu1588	2		4	3	6	4	2	7
Zotu14473			3			1		
Zotu18675	1							
Zotu3051	3			1	3	2	2	
Zotu7710	1						1	1
Zotu17990								
Zotu11594		1			1			1
Zotu19947								
Zotu10448			1					
Zotu12962		2						1
Zotu15004	2					1		
Zotu7411	1	2			1	1		2
Zotu11260								
Zotu2807	1	1		1		1		2
Zotu5649	1		1	3			2	
Zotu3689	10	1	2	2	3	5	2	6
Zotu7007	2		4		2	1		5
Zotu1193	12	8	10	11	18	10	5	20
Zotu4159		3	1	3	2	3	1	7
Zotu9956					2		1	
Zotu3547				4				
Zotu10564				1		1	1	
Zotu2273	6	2	5	3	8	10	7	15
Zotu16624								
Zotu9925					1			1
Zotu11581	1		1		1			
Zotu19457								
Zotu4255	2	1	3	1	1			
Zotu6971		1		1	3			
Zotu18592	1		1			1		
Zotu3943	4	1	2		3		1	1
Zotu20561		1	1			1	1	
Zotu11222						1		
Zotu7349	2		1				1	
Zotu1792	4	2	10	6	15	6	1	5
Zotu17190	1							
Zotu10930				1	1			
Zotu14483				1	3	1		3
Zotu14116	1	2						
Zotu11771	1	2			1	3	1	
Zotu2745	8	6	2		6	7	2	2
Zotu4414	9	1		1	1	3	4	1
Zotu8077								1
Zotu7299	2				2		1	1
Zotu4387	1		2	2	2	1	2	2
Zotu5116	2		2		2	2		1
Zotu3251	1	1		3	1		1	2
Zotu19497			1					
Zotu11876			1					
Zotu17670								
Zotu14095	1							
Zotu16956								
Zotu3200	5		4	2	4	2		5
Zotu3708								
Zotu17096								
Zotu18972								
Zotu10715	1							
Zotu19412								
Zotu14017	1		3	1				
Zotu14625					2			2
Zotu12681		1			2	1		
Zotu17922					1			1
Zotu4068	2	1		1	2		4	6
Zotu16533								2
Zotu14177						1		
Zotu18590						1		
Zotu14120	2			1	6		3	
Zotu11770	1	3			1	5		1
Zotu14229	1		1		2	2		1
Zotu10107	2	2	2			1	1	
Zotu12776								
Zotu14266			1			1		
Zotu6147	1			2			1	
Zotu1336	10	10	7	7	1	8	5	8
Zotu1384	21	10	4	4	7	13	3	8
Zotu14509	1			1				
Zotu17281	1						1	1
Zotu4292	3	1	5	4	1	3		2
Zotu13310						1		
Zotu9985	1		1		1	1	1	
Zotu10135	1	1		1	3	1		
Zotu20657								
Zotu15336	1	1	1	2	4		2	1
Zotu13149								
Zotu1940	6		3	5	7	2	2	6
Zotu14009								1
Zotu18786	1							2
Zotu9101	1	1					2	
Zotu15436								
Zotu6326	2			1			1	4
Zotu10080	1	1			2	1		
Zotu6980		1	1	2	3	1		6
Zotu5613	2	1		2	2	4		2
Zotu20275								
Zotu12551		1						
Zotu19104						2		
Zotu6385	1		1	3	2			
Zotu5528		1		1	4		3	
Zotu12522								
Zotu17338		1	2					2
Zotu2392	6	2	3	3	2	5	1	5
Zotu1293	24	2	29	12	20	5	8	16
Zotu3398	2	3	6	2	6	2	2	9
Zotu12517	1						1	
Zotu3119	5	4	6	1		3	4	3
Zotu5037	1	4	1	2	3		5	
Zotu14194	1		1	1			1	
Zotu2546	10	6	1		6	7	5	6
Zotu6324	2	1	5		1	1		3
Zotu4979	3	4	2		2	1	1	1
Zotu14728								1
Zotu11491	2	1		1		1		
Zotu7420	5			3		1		1
Zotu18140								
Zotu18648						1		
Zotu20118								1
Zotu18957			1				1	1
Zotu7400	2		1			5		4
Zotu5730		2	1		3	1		3
Zotu12007					1			2
Zotu5070			1		1			1
Zotu9700			1				1	1
Zotu12280	1	2						4
Zotu1854	10	5	6	7	3	4	6	17
Zotu3461	5	2	8	1	2	1	2	3
Zotu15991								
Zotu18177								
Zotu15120								
Zotu3901	6		6	5	2	5	1	5
Zotu17078	1						1	
Zotu5581	1			5				
Zotu15123						1		
Zotu7277	4		3		2			
Zotu20048								
Zotu6539	1	1	2	1	2	1	1	1
Zotu5351			3		1			
Zotu13934	4							2
Zotu12885					1		2	
Zotu20145			2		2			
Zotu4681	1	3		1	3	1		
Zotu4701					9			1
Zotu19036						2		
Zotu16753								2
Zotu18443								
Zotu19587							1	
Zotu8779	1		1	1				1
Zotu14027								2
Zotu9062								2
Zotu6739	2	1	2	1		4	1	
Zotu15574								
Zotu19382								
Zotu13856	4							4
Zotu11619								3
Zotu3297	1		3	1	4	2		7
Zotu10094				1	1			
Zotu5791		1						
Zotu2782		2	1	1				1
Zotu12714								
Zotu17090								
Zotu9728								
Zotu18825								
Zotu10584								
Zotu17557		1			1			
Zotu15768								
Zotu11584	2							1
Zotu16586					1			
Zotu8132		1						
Zotu12398								
Zotu8652	3				2			
Zotu892	10	8	16	9	8	7	5	9
Zotu10209								
Zotu11644								
Zotu11124	1				3			1
Zotu10122		1			1			
Zotu14404								
Zotu3747				3	1			
Zotu2095		2	1			6	4	2
Zotu8082	1						2	
Zotu2376			2					
Zotu2539		1	1	1				
Zotu8559								2
Zotu19885								
Zotu2374			5	2	1			1
Zotu13464			3					
Zotu6143								
Zotu7549								
Zotu20411								
Zotu20456								
Zotu12984			1					
Zotu1281			4	2	1	1		1
Zotu12957			1					
Zotu16447								
Zotu9701						1		
Zotu19777								
Zotu13784								
Zotu16332								
Zotu19383								
Zotu14929								
Zotu19528								
Zotu20781								
Zotu1845	5				7		5	
Zotu2877	3		1	2	7			12
Zotu6901	1		1		2			8
Zotu9946								
Zotu16764								
Zotu5164		1						
Zotu20425					1			
Zotu1839		4	1	3		1	1	2
Zotu4760				6				
Zotu17033					1			
Zotu15581								
Zotu20553								
Zotu9214								
Zotu12864			1					
Zotu3376								1
Zotu1410	17		5		3	2	4	3
Zotu15706								
Zotu16195								2
Zotu5980								1
Zotu12265								
Zotu15614								
Zotu17530								
Zotu4450				98				
Zotu20583								1
Zotu14026								
Zotu8102		1						
Zotu6427					2			1
Zotu11005								
Zotu16635								
Zotu18944								
Zotu13608								
Zotu16938								
Zotu5300			1					
Zotu15110								2
Zotu14783								
Zotu9099	1	1						
Zotu7443								
Zotu20603								
Zotu12303								
Zotu20387			1					
Zotu11839								
Zotu16953					1			
Zotu13496								
Zotu14240							1	2
Zotu13651								
Zotu10319								
Zotu15016								
Zotu7228								
Zotu11042	1							
Zotu15152								
Zotu12856								
Zotu20356								
Zotu4761						1	2	1
Zotu12535								
Zotu10587								
Zotu13861								
Zotu15067								
Zotu1424			1	5				2
Zotu1946				3	3	11		4
Zotu8466		1		2			1	
Zotu16046								
Zotu2776	1							5
Zotu13414	1			2				2
Zotu13622	7							
Zotu3154								4
Zotu6976	3		1	2				
Zotu14378								
Zotu8327				1	2		1	2
Zotu10554	2	3		1	1	1		
Zotu20687								
Zotu20055								
Zotu11525	1			1	1			
Zotu15666					1			
Zotu2576		4		1				2
Zotu19548					4	2		
Zotu15356					1			
Zotu20857								
Zotu11472		1						
Zotu16230	2			1		2		
Zotu16798	1				1			
Zotu7012	1	1			4	2		
Zotu16114								
Zotu1595	5	7	5	9	9	9	2	12
Zotu16479		1						
Zotu3549	3	2		1	3	7	1	4
Zotu5511	3	1	1		5	1		2
Zotu7989	2		1		1			2
Zotu3412					2			
Zotu16013								
Zotu798	24	24	28	16	41	21	7	24
Zotu1307	14	17	13	10	16	7	6	10
Zotu17378	1	1						
Zotu3577	1	4	4	6		3	2	1
Zotu3548	1	3	2			5	2	1
Zotu6302	1		2	1	2			
Zotu6595	1			2		2		
Zotu14878	2	1					1	1
Zotu1478	18	19	2	5	21	19	5	15
