ID	hp_f_1	hp_f_2	hp_f_3	hp_f_4	hp_f_5	hp_f_6	hp_f_7	hp_f_8
Zotu16384							1	
Zotu6505	4		1		3	3		
Zotu5400	5	1	6	1	5		4	
Zotu9195		1		2		4		
Zotu6117	1				10			
Zotu16699								
Zotu2941	11	13	17	1	14	2	21	
Zotu17528								
Zotu14794	2							
Zotu20353			1					
Zotu20269								
Zotu19961		1			1			
Zotu4702		1	2					
Zotu10719								
Zotu11518					1			
Zotu11919								
Zotu14415								
Zotu16866								
Zotu19564								
Zotu18578	2	1					1	
Zotu16440	3	4			5		2	
Zotu9638		6	7	3		1		
Zotu16150		3						
Zotu17173		1						
Zotu18764								
Zotu18369					1			
Zotu18408								
Zotu13225			4					
Zotu17486	1		1				1	
Zotu3802								
Zotu18694								
Zotu17882	2							
Zotu18022			3	1		1	3	
Zotu19253			2					
Zotu11118							1	
Zotu8688								
Zotu13883			2					
Zotu15585					2			
Zotu8489			3	1	2			
Zotu19291								
Zotu11840		1		1				
Zotu15791			4					
Zotu9791		3	2					
Zotu14563								
Zotu5411		1	1					
Zotu9017								
Zotu20597	1				1			
Zotu3366	5	8	1	1	4	11	5	1
Zotu9878	1			1	1	1		
Zotu14554								
Zotu16673								
Zotu7087					3			
Zotu6295			1					
Zotu17297			2					
Zotu2391	1	1	3	1	4	1	3	1
Zotu15149				3				
Zotu20263					1			
Zotu12662		1		4		8		
Zotu15918		1						
Zotu17780								
Zotu1438	39					36	1	2
Zotu8560					2			
Zotu14359								
Zotu12847	3							
Zotu12511								
Zotu6647						12	4	
Zotu8783		3				4		
Zotu10372				2	2	4	2	
Zotu18951								
Zotu14100								
Zotu19860		1		1				
Zotu15070								
Zotu6991					5	1		1
Zotu11052								
Zotu13229								
Zotu17467					1			
Zotu17855								
Zotu12583		2						
Zotu20667								
Zotu14181								
Zotu12367								
Zotu20306								
Zotu3475	7	4	1	1	4	1	7	2
Zotu20770								
Zotu2781	4	5	3		1	6	3	4
Zotu5418	1	3			1	5		
Zotu4568	2	9	1		3	2	1	1
Zotu18996		1				1		
Zotu7201		4				1	1	
Zotu7622		2	1	1				
Zotu12473			1	1		4	1	
Zotu15646			1			1		
Zotu12034								
Zotu13599							2	
Zotu10612		1						
Zotu7333			1					
Zotu6541								
Zotu18190								
Zotu13438				1				1
Zotu7336								
Zotu13044								
Zotu16782								
Zotu11320								
Zotu12998						3		
Zotu6569				1	2			
Zotu19653								
Zotu16559								
Zotu11982								
Zotu18396								
Zotu18491								
Zotu10853								
Zotu16537	3							
Zotu18284								
Zotu9383	1							
Zotu20053								
Zotu9964								
Zotu18840	3							
Zotu12255	1							
Zotu7439			2			1	3	
Zotu13026								
Zotu20203								
Zotu13708								
Zotu19971								
Zotu6311								
Zotu13859								
Zotu20256								
Zotu11314			2					
Zotu12175								
Zotu16857								
Zotu17600							1	
Zotu13882	1					1		
Zotu5999		2					1	
Zotu15775			2					
Zotu4127	1	3	1					
Zotu12080		2						
Zotu18171								
Zotu7601								
Zotu10453								
Zotu17537	1							
Zotu4804				1	1	5	1	
Zotu14139								
Zotu15663								
Zotu19303	1		2				2	
Zotu12355					2	1		
Zotu17588			1					
Zotu3871					1			
Zotu13215								
Zotu2806								
Zotu3232	1		4					
Zotu13392		6	3					
Zotu15776								
Zotu17642								
Zotu18932	1					2		
Zotu17810				2				
Zotu11429								
Zotu7597		1					1	
Zotu9828								
Zotu9838							2	
Zotu7567							1	
Zotu15029								
Zotu20207								
Zotu14651								
Zotu13874							1	
Zotu18568		1						
Zotu7116								
Zotu18184								
Zotu17842								
Zotu17954								
Zotu3418							1	
Zotu18116					2			
Zotu7609								
Zotu16064						1		
Zotu13046								
Zotu14094		1						
Zotu20416								
Zotu16155								
Zotu11398								
Zotu20566								
Zotu13943								
Zotu18354					1			
Zotu13406	1	1						
Zotu15866		3		3				
Zotu20123								
Zotu13160	1			2				
Zotu17057				4				
Zotu19752								
Zotu18246		1			3	2		
Zotu11670							3	
Zotu12257								
Zotu13723								1
Zotu13487								
Zotu8756			1		3	1		
Zotu13804			1	1				
Zotu7273	1	1		1			3	
Zotu13696			2					
Zotu15773			4		1	1		
Zotu12498								
Zotu13460								
Zotu12841								
Zotu19432								
Zotu14980	1					2		
Zotu8988								
Zotu15868					1			
Zotu10822		1			1	1		
Zotu14820								
Zotu15409			2				1	
Zotu9231		1	2	2	1	1	5	
Zotu18460							2	
Zotu17833								
Zotu19662					1			
Zotu9350	1							
Zotu13597								
Zotu5977	3	2	1	1	1	2	4	
Zotu16307								
Zotu19103			1			2	2	1
Zotu10575								
Zotu1064		4	1		1	2		
Zotu9976							1	
Zotu9688			1					
Zotu16601								
Zotu14997								
Zotu15162								
Zotu5776			2		1	1	1	1
Zotu7424					2		1	
Zotu12120				1				
Zotu5760		1						
Zotu9004					1	1		
Zotu3539							2	
Zotu10091				1			1	
Zotu10216	3	1			1			
Zotu16550	1							
Zotu8535					3			1
Zotu1575	8	4		1	7	2	1	4
Zotu7097		1			1			2
Zotu14346								
Zotu12125			2					
Zotu10742								
Zotu4152	5	2	2					
Zotu9585								
Zotu18430								
Zotu3788								
Zotu16497	1							3
Zotu18665	1							
Zotu20133								
Zotu8974								
Zotu628	9	11	9	1	17	8	6	
Zotu14975			1	2		3		
Zotu17811								
Zotu20313								
Zotu9577								
Zotu2571	6	4	5	1	5	1	3	3
Zotu4189		6	3	2	3	1		
Zotu17476	3							
Zotu14420								
Zotu3713	1	1			1			4
Zotu3611		4	4	1	1		1	
Zotu10176			1	1	1	1		4
Zotu20454						3	1	
Zotu18011	2			1		1		
Zotu17785					1			
Zotu7302								
Zotu6783								
Zotu11464								
Zotu19296								1
Zotu12645			1					
Zotu8025			3		5	1		
Zotu13629								
Zotu16202								
Zotu2826	15	2	11		2	2		1
Zotu13033								
Zotu17141	1	1					1	
Zotu8554			7		12	8	3	
Zotu11750	5					1		
Zotu4667	4			8	1			
Zotu2361	6	43	10	7	15	11	6	
Zotu5496					1			
Zotu11285				1	2			
Zotu19981								
Zotu14550		2				4	4	
Zotu15166								
Zotu4679		1			2	1	3	
Zotu6861	10	2	3		1		3	
Zotu16603								
Zotu10998								
Zotu15628								
Zotu9009		3		2	3			
Zotu6436								
Zotu16873				1				
Zotu16326				1			1	
Zotu13282					3	4	1	
Zotu10214	1							
Zotu11699							3	
Zotu15348								
Zotu16889		1						
Zotu15344		5	1			2		
Zotu17872				1			2	
Zotu3189						1	1	
Zotu5928	1	2	1	3	2	5		
Zotu16109								
Zotu10856	2		3	1		1	5	
Zotu19009								
Zotu18716							1	1
Zotu15283								
Zotu7202								
Zotu12571						1		
Zotu18621								
Zotu20442								
Zotu20078						1		
Zotu7144								
Zotu16417	1		1					
Zotu17412	5							
Zotu2793								
Zotu17731	1		2					
Zotu12534								
Zotu8938		2	2	3		3	1	2
Zotu9809	1			1		4		2
Zotu9969			2		1			
Zotu8956				1		2	1	
Zotu10388	5							
Zotu17974								
Zotu8567					1			
Zotu17380		4			9		5	
Zotu17838					1			
Zotu4948							3	
Zotu16732								
Zotu4829						2	2	2
Zotu17995								
Zotu9110	1							
Zotu13471								
Zotu18882								
Zotu17252								1
Zotu17716			1					
Zotu18643					1			
Zotu18496		3					1	
Zotu13506	1					1		
Zotu2771	4	5	1	1		1		
Zotu17570				1	1	2	2	1
Zotu10099				2	6	5		
Zotu12333	1	1					3	1
Zotu3195	1	2	2		3	3	1	1
Zotu14775					2			
Zotu6391								
Zotu11549								
Zotu9161								
Zotu3102						1		
Zotu20632								
Zotu14135			2		1			
Zotu16653								
Zotu4890					2		1	
Zotu9177	2			2				
Zotu18479								
Zotu6370								
Zotu16426								
Zotu4280				1				
Zotu4222								
Zotu7570								
Zotu15326								
Zotu7211								
Zotu14043								
Zotu7586								
Zotu16221								
Zotu11400								
Zotu1390	1	1	2		1	4	1	1
Zotu15559			3					
Zotu7730			2					
Zotu17790			3					
Zotu20344	1		1					
Zotu17554								
Zotu12722					3			
Zotu17621							2	
Zotu17675							1	
Zotu13348		1	1		2			
Zotu15290		1	4				1	
Zotu8870	2	2			2	2	2	
Zotu14470	1				2		2	1
Zotu12247							1	
Zotu14170								1
Zotu19679								
Zotu19230								
Zotu18938						2		
Zotu20245			1					
Zotu14849								
Zotu10842								
Zotu14414			1			2		
Zotu17854							2	
Zotu19607								
Zotu17584								
Zotu8534	1		1			2		
Zotu6675	6			3	4	1	4	
Zotu16886								
Zotu11371								
Zotu20686								
Zotu13995		2		2				
Zotu15896	1	1			1			
Zotu4097				1	1			
Zotu5495		1	2	1	1			
Zotu12070	1				1		1	
Zotu10518	1				1			
Zotu12227			1			4		
Zotu18435								
Zotu2464	6	1	1		3	4	4	3
Zotu6660	2	1	1	1	2	2	3	
Zotu1881	8	10	11	9	5	5	3	5
Zotu6512		3	2	7	1	1	1	2
Zotu12632					2			2
Zotu17152				3		1		
Zotu6308		1	2	3		1		
Zotu16848								
Zotu8690					1			
Zotu17049				1	5			
Zotu10725	1	2	1					1
Zotu13683								
Zotu16323	1							
Zotu17462	2		2					
Zotu1197	3	8	2	10	8	2	4	2
Zotu6894	3						1	1
Zotu15108				1				
Zotu6860	1			1				2
Zotu20081							1	
Zotu19751			3		2	2		
Zotu7281		2		1	1		1	
Zotu16188				1	1	1		
Zotu18939	1		1			1	1	
Zotu13017		3						1
Zotu13539								
Zotu20676							1	
Zotu18717								
Zotu3025	5	4	4	3	2	4	1	
Zotu11443		3	1				2	2
Zotu10100	1	1			1			1
Zotu6468	1		1		2	2	1	2
Zotu20116								
Zotu10016						1		
Zotu9336					1			
Zotu11716						1		1
Zotu1952	3					6		5
Zotu8565								
Zotu15077								
Zotu7135			1	1		1		1
Zotu17328								
Zotu19125								
Zotu11106				1			1	
Zotu9286								
Zotu16303								1
Zotu10111								
Zotu3509	1		3	2		3	4	2
Zotu9265								
Zotu9683	1	2						
Zotu10009								
Zotu9138	2	4	2				1	
Zotu5644	1						4	
Zotu17647								
Zotu14025								
Zotu5537	1							
Zotu14521					4			
Zotu10163		1			1			1
Zotu9801		2						
Zotu20060								
Zotu2070	1	10	8	1	5	2	3	9
Zotu3830	2	4	3	1	10	2	5	13
Zotu8083		1	1	1	1	1	1	2
Zotu6198			4	2		5	1	
Zotu11683		2			1			1
Zotu10823		1	1					
Zotu13449		1	1			2		
Zotu19311			1					
Zotu16898			2	1		2		
Zotu18537		2						
Zotu2600			3	1		1		
Zotu17459	1					1		4
Zotu20415		2	1			1		
Zotu16174	1							
Zotu4624		2	4	3	1	1	2	7
Zotu13415			1		1			2
Zotu8768						2	2	2
Zotu11602								
Zotu14949	2					3		1
Zotu5013	1							
Zotu14910					1			
Zotu15247								
Zotu11121								
Zotu12620	1							
Zotu8811	1		1		3		2	
Zotu9001	1	8	4	6	6	5	5	
Zotu7249	6	3	4	3	1	4	7	1
Zotu18698		1						
Zotu17752				1				
Zotu10557				2	2	3	3	
Zotu8360	1	1	1	3	5	1	4	3
Zotu17794	2	4					1	
Zotu9039	1			1			2	
Zotu9316	2							2
Zotu13276								
Zotu15240								
Zotu2942	4	1	1	4	1	1		
Zotu4660						1		
Zotu5062								
Zotu2709	1	2	7	3	2	5	6	7
Zotu2906	5	2	3	2	1	5	6	5
Zotu7822		2		4		3	3	
Zotu2492				1	1	2	4	
Zotu601	12	7	17	11	16	14	20	11
Zotu5755	3	2		1	1	1		
Zotu11343	1				3			
Zotu5161		1	2		1			
Zotu4794	1			2	6	1	1	
Zotu12650	1							
Zotu833	6	7	19	7	16	16	15	
Zotu1090	5	8	11	6	6	15	10	7
Zotu6068			7			7		
Zotu2862	3	6		1	3			
Zotu841	10	9	1	2	5	9	8	
Zotu14284								
Zotu1140	9	11	22	8	17	5	7	2
Zotu8710		1						
Zotu4406			1	1	4	20	6	
Zotu14386						3		
Zotu17759								
Zotu3715	4		1	1	3		1	
Zotu14518								
Zotu18497								
Zotu8647			3		5	2		
Zotu1115	6	3	5	8	5	13	19	2
Zotu3430	1			4	1			
Zotu1045	2	1	4	3	9	9	9	2
Zotu1794		2	8	3	4	5	1	
Zotu10965	2							
Zotu18180	2	4	1					1
Zotu20052	1				1		3	
Zotu7414	6	1	3		5	1	10	1
Zotu9421								
Zotu10229			2					
Zotu6852	1	1			3		1	
Zotu19235	2							
Zotu16918			1					
Zotu20103								
Zotu15074		1		1				
Zotu11987								
Zotu11578							1	
Zotu11182								1
Zotu17256								
Zotu12755								
Zotu17205				3		2		
Zotu15394	1						2	
Zotu2818	2	3			2	5		
Zotu10038								
Zotu6263	1							
Zotu4526				1	1	2	1	
Zotu17437	1							
Zotu8960		2	1			5	2	
Zotu20653								
Zotu18732		1		3				
Zotu15590	1	1					1	
Zotu8829	1			1	5	1	1	
Zotu14461				1		1		
Zotu8827		3			1	3		
Zotu5976	2	4	3	1	1	2		1
Zotu16144							1	
Zotu19826								
Zotu13605								
Zotu20615								
Zotu18533								
Zotu10081								
Zotu11423						2		
Zotu14422						1		
Zotu15107			1					
Zotu17396		2		1				
Zotu10254								
Zotu10851		1						
Zotu7354								
Zotu5661								
Zotu8271								
Zotu14838		2						
Zotu17536								
Zotu6045								
Zotu7753								
Zotu10443								
Zotu3072								
Zotu3444								
Zotu19604		3						
Zotu19616								
Zotu10050		1						
Zotu14539								
Zotu15021								
Zotu20232								
Zotu8701								
Zotu15958								
Zotu19171								
Zotu14071								
Zotu13588								
Zotu19935								
Zotu6918								
Zotu8746		1						
Zotu13031		1			1			1
Zotu19674								
Zotu20471					2	1		
Zotu11936				1		4	1	
Zotu10979		1						
Zotu3268								
Zotu2015								
Zotu9782						2		
Zotu13585								
Zotu10873								
Zotu18782								
Zotu17941		2						
Zotu13602						1		
Zotu5983								
Zotu17722								
Zotu17336								
Zotu15178								
Zotu20544								
Zotu11555					1		1	
Zotu6365								
Zotu15531				1				
Zotu13549								
Zotu10838	1							
Zotu16823					1			
Zotu13423			1					
Zotu17717								
Zotu14136								
Zotu14723								
Zotu18629								
Zotu19862					3			
Zotu19963								
Zotu6256	2	3		1			2	
Zotu20742								
Zotu19918								
Zotu10500								
Zotu20670								
Zotu6524		1			8		1	
Zotu19536								
Zotu2304	1	3	8	3	2	5	11	5
Zotu10055			1					1
Zotu15633		1				2		
Zotu11024			1					
Zotu10746				2			1	
Zotu13727								
Zotu14383								
Zotu7853	2							
Zotu8924		4			1	1		
Zotu10946			1			1		
Zotu16405								
Zotu19577	2		1					
Zotu17204								
Zotu14034								
Zotu14464	2				3			
Zotu17010	1							
Zotu14690					1			1
Zotu11730								
Zotu19102							1	
Zotu7790								
Zotu8178								1
Zotu20225							2	1
Zotu16890								
Zotu14465								
Zotu19703						1		
Zotu2421	1	3		1		4	6	2
Zotu8805						3		
Zotu7801	1							
Zotu8604								1
Zotu15270					1			1
Zotu7655								
Zotu15207								
Zotu17622								
Zotu18481								
Zotu19524					2	1		
Zotu7360								
Zotu20399								
Zotu6467	1	1			10	5	4	
Zotu15421								
Zotu16926	1				3			
Zotu13435		2		1				
Zotu19999								
Zotu20228								
Zotu9652			1					
Zotu19199	2					1		
Zotu15169	3							
Zotu14535								
Zotu19581								
Zotu6741								
Zotu18718					2			
Zotu13953								
Zotu16999								
Zotu12082							1	
Zotu8418								
Zotu11812							3	
Zotu11827								
Zotu13589						1		
Zotu9061			1		2			
Zotu11903								
Zotu13781								
Zotu8027		3						
Zotu18446								
Zotu7377								
Zotu10831								
Zotu18551								
Zotu7891								3
Zotu19421								
Zotu14773					3		1	
Zotu6321				2				
Zotu9425								
Zotu9598								
Zotu17300								
Zotu10681								
Zotu15198								
Zotu6736								1
Zotu8421								
Zotu10722	2							
Zotu12774								
Zotu13011			1				1	
Zotu4437								1
Zotu3654		2						6
Zotu10403								2
Zotu19934								
Zotu8216								
Zotu5266							3	2
Zotu15380								6
Zotu12390				1	1		1	
Zotu2476					1			
Zotu921								7
Zotu3896								
Zotu8197	2				4			
Zotu17837			1					
Zotu8175	4				6			
Zotu20826								
Zotu13122			1		1			
Zotu18890				2	3			
Zotu20038								
Zotu4850								
Zotu12679								
Zotu9685								
Zotu10298								
Zotu6239								
Zotu3319					1	3		
Zotu19684								
Zotu13249								
Zotu17248								
Zotu16393							5	
Zotu4803								
Zotu17355								
Zotu11969					2			
Zotu9740		1					3	
Zotu15749								
Zotu3375						1		
Zotu8944				1				
Zotu3001								
Zotu18274								
Zotu11212								
Zotu9484								
Zotu8447								
Zotu16097								
Zotu4470								
Zotu10944				1				
Zotu11918								
Zotu16412							2	
Zotu9531								
Zotu18363								
Zotu18117								
Zotu16360								
Zotu18982								
Zotu8143								
Zotu2654								
Zotu7528								
Zotu15136								
Zotu4757						1		
Zotu10113								
Zotu10773								
Zotu9329								
Zotu20476								
Zotu9298								
Zotu8591								
Zotu14021								
Zotu13318								
Zotu15778								
Zotu8330		2			1			
Zotu13690								
Zotu17082								
Zotu13815								
Zotu10491								
Zotu13418								
Zotu17063								
Zotu7054	3				1			
Zotu8948								
Zotu19571			1	3				
Zotu10098								
Zotu16597								
Zotu20108								
Zotu14352								
Zotu19683			1					
Zotu8492								
Zotu9583					1			
Zotu14897					1	1		1
Zotu5125				1		1	2	
Zotu14200								
Zotu16107								
Zotu9965			1					
Zotu18864								
Zotu18987					3			
Zotu17501					3			
Zotu15119								
Zotu5995					2			
Zotu11821								
Zotu8789								
Zotu13463								
Zotu3961								1
Zotu10438								
Zotu6568								
Zotu17294		1						
Zotu5436								
Zotu9673								
Zotu7219								
Zotu9202								
Zotu15275								
Zotu18819	1							
Zotu13248		1						
Zotu13653								
Zotu8368	1	1		1		1	5	
Zotu9777						1	2	
Zotu18422								
Zotu15088						3		
Zotu8336								
Zotu13478								
Zotu13451								1
Zotu15877	2			3			2	
Zotu4996	3			1	5	6	2	
Zotu8068	1							
Zotu15858								
Zotu4777		6				1		
Zotu6560								
Zotu18218								
Zotu18883								
Zotu19941								
Zotu12436								
Zotu15783							1	
Zotu19369								
Zotu10687			2		1		1	
Zotu12975					2			
Zotu14350					1			
Zotu14891				1		2		
Zotu9745								
Zotu11920								
Zotu6954								
Zotu7240							2	1
Zotu10245				2				
Zotu9107			2				4	
Zotu10633			2					
Zotu12233						1		
Zotu13394								
Zotu16688								
Zotu19027					1			
Zotu13227								
Zotu13977		2					3	
Zotu20835								
Zotu4600	1				2			
Zotu8016	1							
Zotu2244	2		1				1	
Zotu9538					4			
Zotu8391				1				
Zotu20840	1		2					
Zotu11265							3	
Zotu16911		1						
Zotu5349								
Zotu19409					1			
Zotu20505								
Zotu11379		1						
Zotu13222							1	
Zotu19112	3							
Zotu12884	2		1					
Zotu14515								
Zotu17316								
Zotu13501								
Zotu7590				1	1			
Zotu18903								
Zotu7066	1				1			
Zotu15095								
Zotu16004								
Zotu13927								
Zotu1751		1				1		
Zotu8103	1			5		1	1	3
Zotu16067		2						
Zotu15640								
Zotu7738								
Zotu6763								
Zotu19398								
Zotu10769								3
Zotu18692					1	1		
Zotu17698					2	1		
Zotu10716						1		
Zotu17609		1	1		2		2	
Zotu16108			2					
Zotu5758		2	1	1			1	
Zotu17030			1				1	
Zotu15230				1			1	
Zotu13619								
Zotu5899	2		2	2				
Zotu9715					2		2	
Zotu3139	5	1	4	4	4	3	14	
Zotu15405	1	1		1		2		
Zotu15667								1
Zotu11966	1							
Zotu11991							1	1
Zotu9705	3						3	
Zotu9488	1	2	7				2	
Zotu17606			3			2		
Zotu17402	1							
Zotu19088					1			
Zotu6456	7	10	4	4	1	4	6	
Zotu10361		1		1		1		
Zotu16156			1			3		2
Zotu15511								
Zotu18507		1	5				3	
Zotu4254		1		5	1	3	7	
Zotu9897		1		3	1		1	
Zotu13571		1				1		
Zotu13388								
Zotu17361								
Zotu12468								2
Zotu20173								
Zotu4580	1	1						
Zotu15063								
Zotu10847	1							
Zotu10948						1		
Zotu10814								
Zotu10600								
Zotu4333				1		3		
Zotu12027								
Zotu2658								
Zotu4463								
Zotu2138								
Zotu4210								
Zotu7683								
Zotu2857								
Zotu5215								
Zotu13164								
Zotu15718								
Zotu6250								
Zotu9750								
Zotu8599								
Zotu15455								
Zotu2767								
Zotu8686								
Zotu15121								
Zotu7015								
Zotu14650								
Zotu12870								
Zotu5610								
Zotu17776			2					1
Zotu19705				11	1			
Zotu11764					1	1		1
Zotu17579	6	3			4			
Zotu5465								
Zotu14756								
Zotu16249								
Zotu14126								1
Zotu9692								
Zotu11195						1	1	1
Zotu14825								
Zotu11855								
Zotu12986								
Zotu5067								1
Zotu15104	1	1						
Zotu18126								
Zotu19811								
Zotu20582								1
Zotu19079	1	1						
Zotu14988								
Zotu12529						2	1	
Zotu17273								
Zotu19863								
Zotu12965								
Zotu19277								
Zotu12113					4		3	
Zotu11937								
Zotu11647					1			
Zotu13662					1			
Zotu12017								
Zotu12109		2						
Zotu12747								
Zotu15617	1	3	3	1				1
Zotu9126	1	1		1		1	2	1
Zotu16525					1			
Zotu17073								
Zotu3228								
Zotu18913								
Zotu10253		1	1					
Zotu15977								
Zotu8085	2		2	2	3			
Zotu9918								
Zotu11979								
Zotu18193								
Zotu15607		4	4	1	1			
Zotu18439								
Zotu10866			1					
Zotu16771					2			
Zotu8374								
Zotu19492								
Zotu16545			1	1				
Zotu10504	4	1	4		1			
Zotu6231		11	6	3	1	6	5	
Zotu12046								
Zotu20628			2	4				
Zotu16750								
Zotu4276					1	2		3
Zotu15871			1				1	
Zotu9274								
Zotu19904								
Zotu18633		1		2	4		1	
Zotu6493	2	4	4	1	1	3	6	1
Zotu14869							3	
Zotu8385				1			6	
Zotu978	1	6	4	1	6	7	12	
Zotu20211								
Zotu7607				2				
Zotu12104					1			
Zotu17820								
Zotu4343		1	4					
Zotu19176					1			
Zotu4456		2	3			2		1
Zotu20592								
Zotu16279								
Zotu10075								
Zotu12279								
Zotu18378								
Zotu15429								
Zotu18773			1		1		2	
Zotu10653			2		2			
Zotu9308			3					
Zotu20635								
Zotu11662								
Zotu5539								
Zotu3968					2		1	
Zotu3749		1			1			
Zotu19809								
Zotu14709								
Zotu20339								
Zotu18163								
Zotu16430								
Zotu14655		2			3	2		
Zotu18664								
Zotu13241								
Zotu4590		1	1		1	5	3	
Zotu12869	4	4			2	7	1	3
Zotu16964							1	3
Zotu13042			1	1				
Zotu17007								
Zotu5704				1			4	
Zotu14853								
Zotu2092	1			1	1	2		
Zotu16587								
Zotu19304								
Zotu18219								
Zotu11709								1
Zotu14058	2							
Zotu20146								
Zotu20213								
Zotu16623		1						
Zotu20317				1	2			
Zotu17264			1					
Zotu15825					1			
Zotu11632								
Zotu4346		1			1			
Zotu10795					1			
Zotu10101	1	3					3	
Zotu20280							1	
Zotu19070								
Zotu19874								
Zotu13609								
Zotu14376								
Zotu16829		1	1					
Zotu18239	1							
Zotu16416					1			
Zotu19997								
Zotu5667	1			1			1	1
Zotu9481	1							
Zotu20073								1
Zotu4999								1
Zotu2931	2		7		3	3	3	4
Zotu20525								
Zotu12639								
Zotu14940								
Zotu13761	4	1	7		2			2
Zotu8580								
Zotu7175								3
Zotu13411								
Zotu18873				1				
Zotu10622					1			
Zotu2933	2	3	2	2	1	3	5	
Zotu7668						3	5	
Zotu4724	1		2		7		2	1
Zotu5862								
Zotu3937								
Zotu8681					1		2	
Zotu5956					1	1		1
Zotu12518								
Zotu11580								
Zotu4443								
Zotu9434						1		
Zotu2150					1			2
Zotu1949			1		2	2		
Zotu3290								
Zotu6389				2				1
Zotu4699	3							2
Zotu6613								
Zotu15463				1				
Zotu2996	1		2			2		
Zotu4706								
Zotu12547		1	1				1	2
Zotu17397								
Zotu3156				1			1	
Zotu14056								
Zotu17566								
Zotu8964								
Zotu1920	2	1						
Zotu11692					1			
Zotu1995								
Zotu9998								
Zotu12311								
Zotu15917								
Zotu20293								
Zotu6649								
Zotu1204		2	1					
Zotu1367							1	
Zotu2814						1		
Zotu6659								
Zotu6949								
Zotu7234		3						
Zotu12451		3						
Zotu14268								
Zotu7702		2						
Zotu4827								
Zotu6296	1	2						
Zotu18294			2		1		2	2
Zotu19673								
Zotu17552								
Zotu4888			2					12
Zotu10614			2	1		1		2
Zotu6496								
Zotu18043								
Zotu16945								
Zotu6782								
Zotu20534								
Zotu11143								
Zotu13170								2
Zotu4494	2		1					4
Zotu20290								
Zotu14742								
Zotu6367								
Zotu14148								
Zotu2890	1	1	1	6		1	2	
Zotu5239			3	2	1		1	
Zotu5352	1		1	3	3			
Zotu11002								
Zotu20551			7	1				3
Zotu7537	3			2	1		1	
Zotu3751					1		6	
Zotu13163	1		1		1			
Zotu3933						2		
Zotu4709		1				1	2	
Zotu3603	3	4	3	3	1	1	2	11
Zotu16104								2
Zotu17639								
Zotu17450								
Zotu15644								
Zotu11419		1		1			1	3
Zotu20851								
Zotu7561	2						1	
Zotu9448		1						
Zotu10666			2		2	3	6	
Zotu11067			1				2	
Zotu16995								
Zotu3041	2	4		1				
Zotu1895								
Zotu18971								
Zotu11842								
Zotu19603								
Zotu20625								
Zotu17493								
Zotu15540								
Zotu2898	1			4	2	2	3	
Zotu6407								
Zotu9661		2				1		
Zotu8915		2						
Zotu9064								
Zotu18197								
Zotu19802	2					2		
Zotu4082		1						
Zotu3301	2	1	3	2		1	8	1
Zotu15537								
Zotu14291	1			1				
Zotu14754						2	1	
Zotu19056								
Zotu18305								
Zotu9537			2		1			
Zotu10642	3	1				3		
Zotu19685				2				
Zotu18188		1						
Zotu20492								
Zotu20165								
Zotu9145			1					
Zotu1961								
Zotu7306								
Zotu4626	1					4		
Zotu5272		1	3			3	1	4
Zotu10252		1	3					
Zotu17233				3				1
Zotu9599								
Zotu19247								1
Zotu18097								
Zotu1831	4		1	2	3			2
Zotu16487								
Zotu17368								2
Zotu2692						1		
Zotu9536				1			1	
Zotu3149								
Zotu9258								
Zotu13915								
Zotu7832	1	1			5			
Zotu9761								
Zotu10324								
Zotu15118					2			
Zotu6130								
Zotu2473								
Zotu12098	2	3						
Zotu8274								
Zotu13224			1	2			1	
Zotu15137								
Zotu16173			1					
Zotu14330				1			2	
Zotu8778		2	1					
Zotu6733		4	4		1	1	1	
Zotu11384		6	3					
Zotu9069	1				1			
Zotu3772	2	1	2	2	3	2	5	
Zotu14197								
Zotu11228								
Zotu7055								
Zotu16548			3					
Zotu11016								
Zotu10675								
Zotu10337	2							
Zotu18976								
Zotu7451								
Zotu3323								
Zotu4015	2	1			3	1	1	
Zotu17262					2			
Zotu9092								
Zotu2430					1			
Zotu7694								
Zotu13383	1					2	1	1
Zotu5990					1			
Zotu7886								
Zotu9223			1					1
Zotu8899								
Zotu13537								
Zotu6984			2	2				
Zotu7954								
Zotu1959						2		
Zotu19546	3							
Zotu5913				1				
Zotu7550								
Zotu11728								
Zotu14322								
Zotu16235	2							2
Zotu12777								
Zotu17271								
Zotu8181								
Zotu10579								
Zotu12810						1	1	2
Zotu18103								
Zotu2079	4	1						1
Zotu12081				1				
Zotu9567				1				
Zotu13853	1							
Zotu11687								
Zotu18579						1		2
Zotu2617	5	3	1	4		4	2	3
Zotu14615								1
Zotu13932						3		
Zotu12559								
Zotu18949								
Zotu11035		1			2		3	
Zotu11310						1		
Zotu12767			2		2	2		
Zotu3146			4	6	2		3	1
Zotu14430			2		2			
Zotu17844								
Zotu13377		2	2					
Zotu1256	3					3	1	
Zotu3022					1		1	
Zotu2883	1	2		2	4	1	1	2
Zotu8898								
Zotu9060	1							
Zotu7553						2		
Zotu10170		3		4	1			2
Zotu18160					1			
Zotu12278	1							
Zotu14736	1				1			
Zotu19614				2				
Zotu20139				1		2		
Zotu9646					1			1
Zotu14245							1	
Zotu20758								
Zotu12579	2							2
Zotu19252								
Zotu3047	1		2	6		2	3	
Zotu6907		1		1	1		1	1
Zotu8810		2						
Zotu10670	1	1		1		1		
Zotu12799		1			1			1
Zotu8533		2						
