ID	hp_f_1	hp_f_2	hp_f_3	hp_f_4	hp_f_5	hp_f_6	hp_f_7	hp_f_8
Zotu15377								
Zotu17295								
Zotu648		1		1				
Zotu18468								
Zotu3710								
Zotu8925								
Zotu12676								
Zotu12877								
Zotu1240	1	1	7		2	1	2	
Zotu6618					3			
Zotu14537		1	1					
Zotu19476						2		
Zotu5232						3	1	
Zotu7497	3	3	6	2	5	4	1	2
Zotu13476								
Zotu3433	1		1			1	2	
Zotu3721						1	2	
Zotu8140	1	1		3	2	1	6	
Zotu20787				2	3	2	1	
Zotu1597	2	8	6	3	1	3	3	
Zotu1787	5		5	4	4	8	6	1
Zotu19090			1	5				
Zotu17418	2					2	2	
Zotu8491				1			1	
Zotu15911								
Zotu4323		1		1		1		
Zotu13818								
Zotu16328								
Zotu2168	2	5	1	2	1	4	6	
Zotu13694						2		
Zotu16043				2	1		1	
Zotu10356		1					2	
Zotu20249								
Zotu6935								
Zotu8428	1							
Zotu1873			2	2		3	3	
Zotu1079	2	2	1	5	3	6	5	1
Zotu1379		1			3	2	6	
Zotu8281			2				1	
Zotu4377	1	1	6		2	2	1	
Zotu2407	2	3	6	2		5	6	
Zotu2000		5	1	1	1			
Zotu1711								
Zotu11272	16				1		1	
Zotu1126								1
Zotu2291	1	1	3	7	1	1	6	
Zotu19779		1						
Zotu4739					2			
Zotu15057								
Zotu5701								
Zotu119	4							
Zotu16690								
Zotu240								
Zotu433								
Zotu625								
Zotu7133	1					2		
Zotu18728								
Zotu3499								
Zotu19640								
Zotu8947								
Zotu6119	10	14	18	15	5	14	15	2
Zotu18638	2	7	9	6	8	4	17	3
Zotu17775	3	10	3	6	3	3	5	2
Zotu18001	3	11	6	7	3	5	8	
Zotu2610						1		
Zotu1186	9	8	5	10	2	5	15	
Zotu334	4	6	11	11	10	13	10	
Zotu268	3	1	4	4	17	13	10	
Zotu1496	3		5	10	2	10		2
Zotu128	14	13	30	14	23	23	50	8
Zotu821	18	5	7	4	18	11	17	2
Zotu338	18	12	9	4	10	13	18	2
Zotu224	7	12	7	10	16	9	8	
Zotu1012	1	2		1				
Zotu11312				1				
Zotu2895		1	2		1			
Zotu244	3	7	9	8	13	4	4	5
Zotu1298	2	7	3	6	9	4	3	
Zotu467	21	16	19	15	15	27	21	3
Zotu951	7	2		2	4	6		
Zotu1346			2	2	3	3	3	
Zotu16921					3	3		
Zotu19099							2	
Zotu12594								
Zotu645	13	20	15	7	6	15	22	2
Zotu7755				1			2	
Zotu2598						2		
Zotu4514								
Zotu10262	1							
Zotu12964					2			
Zotu17521	4	1	2	2		5		
Zotu14013	1	1		1			3	
Zotu13778				1	1			
Zotu20151	4	5	6	3	6		2	
Zotu13	219	191	219	204	210	296	242	19
Zotu972	10	8	3	12	14	16	33	
Zotu108	20	34	26	28	47	48	54	
Zotu60	60	63	105	82	98	106	118	12
Zotu866	2	8	5	9	5	13	11	
Zotu130	18	16	21	28	30	21	23	3
Zotu551	3	11	5	3	14	6	14	
Zotu1007	5	7	6	4	9	12	13	1
Zotu174	24	16	12	12	16	23	27	1
Zotu326	15	24	11	23	20	23	17	1
Zotu231	19	12	24	19	12	25	22	1
Zotu261	22	18	24	27	23	22	21	
Zotu850	9	16	7	8	10	19	16	
Zotu361	6	7	7	14	18	12	10	1
Zotu15512						1		
Zotu2396			2	6		3	3	
Zotu1718	2	2	1	5	8	5	2	
Zotu3640								
Zotu962	13	11	12	6	5	10	16	2
Zotu1395	1	2	1	2	3	9	4	
Zotu11972	1				2	1	5	
Zotu871	6	11	17	8	7	8	6	
Zotu3753		4		1	4	2	5	
Zotu84	49	73	48	44	48	73	67	8
Zotu1054	4	3	10	13	4	9	11	1
Zotu4929	1			3		5		
Zotu3468	4	6	8	11	6	16	18	1
Zotu91	31	59	62	56	57	69	59	11
Zotu4411	1	3		1		4	5	
Zotu6593		1	3	2	1	5		
Zotu107	36	31	49	61	50	88	46	11
Zotu2390	1	5	3	3	1	1	2	
Zotu2973	4		6		3	1	2	2
Zotu7661	6	3	3	4	8	14	7	1
Zotu17889	3	1	2		1		4	
Zotu55	84	55	56	64	48	59	60	8
Zotu4060	1							
Zotu4293								
Zotu1100		5				5	1	
Zotu10771								
Zotu9961								
Zotu2085			1					
Zotu8601								
Zotu8071								
Zotu2345	3	6	1		1			
Zotu1065		2	4	1	7	3	1	1
Zotu2662		2				4		
Zotu6110								
Zotu202								
Zotu5095							2	
Zotu11573								
Zotu4334							2	
Zotu16413								
Zotu14602	1							
Zotu7138						3	1	
Zotu13005								
Zotu8558								
Zotu14164				1				
Zotu16057								
Zotu16677								
Zotu8576								
Zotu18297								
Zotu15639								
Zotu6566			2					
Zotu8894			4		1	2		
Zotu16944		2			2			1
Zotu3942		1	1	3	2	2	1	
Zotu20631			1					2
Zotu1105	10	9	8	9	8	5	8	3
Zotu11103		1						
Zotu15211			2		1	2		
Zotu18977		1					2	
Zotu19173								
Zotu10826								
Zotu11548					1			
Zotu14037								
Zotu20019			1					
Zotu14208	2							
Zotu14913								
Zotu19553								
Zotu7973								
Zotu16257								
Zotu14074	3							
Zotu10881								
Zotu16449						1	2	
Zotu11269	4				1			
Zotu18897		1						
Zotu17199		1	1		2		5	5
Zotu18667								
Zotu19588	2	1						
Zotu7723	2							
Zotu13080	1	2		2	2			
Zotu13775								
Zotu11161								
Zotu3972	6	5	2	2	5	2		
Zotu20503								
Zotu3884	7		2	7	5		4	
Zotu20576		3						
Zotu15608								
Zotu16072		4	3	1				5
Zotu18580								
Zotu11595				1				
Zotu19223								
Zotu12553				1				
Zotu12008	2	2		1		1		
Zotu14504								
Zotu11664							3	
Zotu15353								
Zotu20807								
Zotu16298								
Zotu13023					1			
Zotu17004	1							
Zotu14579	4					1		
Zotu20620								
Zotu6785						1	1	
Zotu11951	2		6	1				
Zotu3386		2		1		2		
Zotu12165								
Zotu1343	4		1		1	6		
Zotu181	12	6	6	10	12	4	13	1
Zotu574	1	2	3	2	1	3	3	1
Zotu3126		1						
Zotu4900							1	
Zotu2574	3				2	2	3	
Zotu4113					2			
Zotu14001								
Zotu6724		1						
Zotu1682			1					
Zotu6236					3		3	
Zotu3821		1						
Zotu7877						1		
Zotu9146			2					
Zotu2485	1		3	2	6		3	
Zotu18077								2
Zotu7722				1				
Zotu12760				2				
Zotu10875		1						
Zotu6294	1		1					
Zotu7669						1		
Zotu7648					2	1	1	
Zotu4823	2							
Zotu1439	2	2	2	1	1	7		
Zotu2872			4	2	2	4		
Zotu4190			2		1	1		
Zotu16161	1							
Zotu1055	11	7	5	5	6	10	2	3
Zotu7115	1							
Zotu3784						1		
Zotu6351								
Zotu5291						1		
Zotu31	3	2	1	2	7	3	2	
Zotu3097	1					1		1
Zotu12214								
Zotu9380								
Zotu13867								
Zotu11500								
Zotu13208								
Zotu7918								
Zotu9617								
Zotu18458								
Zotu615								
Zotu17766								1
Zotu13305								
Zotu12006								
Zotu19514								
Zotu18985		1					1	
Zotu15571								
Zotu18411	2			1				1
Zotu2346								
Zotu8253								
Zotu9756								
Zotu13987								
Zotu14905								
Zotu11600	3	3		1	2	1		
Zotu17860	3		1					2
Zotu15656	1				1	1		1
Zotu9292								
Zotu969								
Zotu3834								
Zotu2789								
Zotu4085			1					
Zotu5361								
Zotu6882				1			1	1
Zotu16752								
Zotu16196			2					
Zotu15287					3			
Zotu15375								
Zotu16042								
Zotu14901								
Zotu9040			2					1
Zotu10138								3
Zotu19643								
Zotu20801	7							
Zotu14691						2		
Zotu17038								
Zotu14196		1			1			
Zotu5109		1		5	7	4	2	
Zotu15091							2	
Zotu9082					3	6	2	1
Zotu10528		1		2	3		1	
Zotu10706								
Zotu2791				1		2		
Zotu9418	1							
Zotu1747			1		1	2	1	
Zotu2722				1	1	1		
Zotu2937		2	1	2				
Zotu12347								
Zotu5558			1	5		1		
Zotu7620								
Zotu11981	1							
Zotu11504								
Zotu5921	1			3	1			1
Zotu16290								
Zotu16980								2
Zotu14018								
Zotu16268								
Zotu2119		8		1	2	7	2	10
Zotu4546								
Zotu10916					1			
Zotu20836								
Zotu11150								
Zotu6862				3		5		1
Zotu9919			2		1			
Zotu13144								
Zotu17226								1
Zotu18534								
Zotu12219								
Zotu11955								
Zotu16227								
Zotu18029				1				
Zotu18558								
Zotu14199								
Zotu15404								
Zotu7095			1	2				
Zotu19933								
Zotu19598								
Zotu9560							1	
Zotu6299	2					1		
Zotu8204								
Zotu6276		1	1		1	1		1
Zotu14885								
Zotu19742						1		
Zotu7596					1	1		
Zotu14931	3						2	
Zotu16634								
Zotu20788								
Zotu12359								
Zotu12166		1						
Zotu8711			3	1				1
Zotu20451								
Zotu10405					1			
Zotu20241								
Zotu6914								
Zotu17132								
Zotu987								
Zotu2784								
Zotu1374								1
Zotu12798								
Zotu952								
Zotu1464								
Zotu7082								
Zotu13336								
Zotu16454								3
Zotu6520								
Zotu11908								
Zotu4047								
Zotu7696								
Zotu19046								
Zotu15416		2		1			2	
Zotu3317								
Zotu9825								
Zotu16028								
Zotu19335					2			
Zotu20119								
Zotu16675								
Zotu6589			3		1			
Zotu1568	2	3	4	5	4	4		1
Zotu1559	1	1	1	10	13	7	3	
Zotu10400				3	1			
Zotu17666							2	
Zotu8478					2		1	1
Zotu10267						1		
Zotu2155		2	1	2	3	1		2
Zotu3238		9	8	13	6	3	2	2
Zotu12506				1	1	1		1
Zotu1514	3		6	18	9	4	4	5
Zotu3833		1	1	1				2
Zotu19281								
Zotu471	6	11	8	24	14	32	13	2
Zotu1185	10	12	16	12	15	28	11	
Zotu14305				1				
Zotu9083	1							
Zotu9291								
Zotu15686								
Zotu12876								
Zotu19623			1					
Zotu16927					2			
Zotu959	14	4	12	22	16	34	42	10
Zotu6127		3				1	3	1
Zotu5645					2	2	1	
Zotu6401			2		3	2		
Zotu8364	2						1	2
Zotu15340					6			
Zotu20594								
Zotu16287								
Zotu8672								
Zotu9687								
Zotu8639								
Zotu6168								
Zotu1943								
Zotu8831								
Zotu19641								
Zotu17095					1			
Zotu17599								
Zotu1738								
Zotu8303	2							
Zotu14195								
Zotu18141								
Zotu14348								
Zotu12901								
Zotu15090								
Zotu10292								
Zotu7269								
Zotu4497					2			1
Zotu11874								1
Zotu5137			3					
Zotu12173								
Zotu13517								
Zotu17195								
Zotu8040								
Zotu12691								
Zotu14868								
Zotu16275								
Zotu5130								
Zotu9858								
Zotu10783				1				
Zotu9978		2						
Zotu2795	1		1				2	3
Zotu4447							1	
Zotu3791			1					
Zotu11044								
Zotu2516	3			3				
Zotu19965								
Zotu13840	3				3			
Zotu6694			2	2	2		2	
Zotu11333	2	1	1					4
Zotu19847								5
Zotu15946								
Zotu15681								
Zotu13022								
Zotu5632								
Zotu13543								
Zotu11723								
Zotu13309								
Zotu3994								
Zotu18258								
Zotu8024								
Zotu2523								
Zotu3327								
Zotu15694								
Zotu2514	3	12	7	5	10	5	4	
Zotu4892		1		1	2	3	1	6
Zotu18658								
Zotu20531			1					
Zotu15965								
Zotu1259	6		2	3	1	5	3	2
Zotu17652			2					
Zotu12646		1	2	1	1	6		
Zotu1784		1		2		3		
Zotu3838	2	7	7	1	5	7	7	10
Zotu18133								
Zotu11448	3	1						
Zotu15992						5		1
Zotu1927								
Zotu5133				1	4		2	5
Zotu10140							2	
Zotu15726								
Zotu1894	3	12	9	9	7	8	2	18
Zotu5357		1	2			2		1
Zotu9941				4			4	
Zotu12640			2					
Zotu16325								
Zotu4671			3					
Zotu5784								1
Zotu2399	11	6	9	10	5	11	11	9
Zotu1497	1	1	2			1	2	10
Zotu14524						2		3
Zotu523	26	23	38	30	25	26	31	104
Zotu948	3	7	8	8	10	8	10	52
Zotu1109	1	2	2	4	4	3	3	1
Zotu3202					2			
Zotu4530								
Zotu2409		1	1	1				3
Zotu5439								
Zotu757	1				3	1	4	6
Zotu83	60	65	71	86	76	115	80	131
Zotu1801			1	3				1
Zotu3125						1		
Zotu11523								3
Zotu13538			1	1		3	1	
Zotu12298							2	
Zotu7600			3		2			
Zotu8539						4		
Zotu2089	3	4	1	3	9	3	7	5
Zotu10711			1					1
Zotu12686								
Zotu15988	1							1
Zotu10950				1	1		2	
Zotu7805	4		1		1	1		
Zotu18695								
Zotu11055								
Zotu7955			1			1		
Zotu14495		1	4					5
Zotu2266	1	1	5	4	4	2	1	3
Zotu1301	3	4	7	5	3	8	4	10
Zotu12967				1			3	1
Zotu1627	11	5	5	9	9	4	5	8
Zotu609	7	13	50	20	24	45	26	26
Zotu705	12	31	28	14	30	15	23	23
Zotu472	22	31	34	29	24	26	47	33
Zotu556	11	9	26	19	15	35	26	3
Zotu6936			2	1	2			1
Zotu10165					1	2	3	
Zotu16446						1		
Zotu13059				1				
Zotu19955								
Zotu16851								
Zotu11402						2		
Zotu7501	1	1	1	5	1	1		
Zotu10606						5	2	
Zotu18158		3						
Zotu14994					4			1
Zotu7909				1	2			4
Zotu18048								
Zotu10109	1			3				
Zotu18855								
Zotu18984								
Zotu9883		3						
Zotu18125								1
Zotu9713		2						
Zotu12734						2		1
Zotu16646								
Zotu17157								
Zotu5707				1				
Zotu6300								
Zotu2327		2		1	5	1	2	
Zotu4306	1					5		
Zotu18358								
Zotu11880								
Zotu9475						2		
Zotu5371								
Zotu4793	3			1	1	6		2
Zotu10932		1						
Zotu2020	6	7	4	4	2	3	4	7
Zotu5030			1		2	1	4	2
Zotu12294							1	
Zotu6011	3	1		2	2		2	5
Zotu7421				2			5	
Zotu13556								
Zotu13793	1							5
Zotu5763								
Zotu13104								
Zotu6706			1	4	5			1
Zotu13320								
Zotu5115	2		2	1	2		2	3
Zotu7978	1	2	3		2		1	
Zotu11956								1
Zotu6864	1		2	1		1		8
Zotu11656								2
Zotu7467		1	2			2		1
Zotu8593								
Zotu19145		1						
Zotu8373							1	1
Zotu19167				1		1		
Zotu6533				1	1	1		2
Zotu12107								
Zotu12010								
Zotu15662								
Zotu12068								
Zotu13843								
Zotu18723								
Zotu8096			3	2		2	2	6
Zotu10239								2
Zotu15642								
Zotu14735								
Zotu15730				1	2		1	
Zotu18570								
Zotu3944		3				1	1	
Zotu3020	1		1			1		2
Zotu3299			1		2	1	1	6
Zotu16327								
Zotu8508								
Zotu1022	2	1		8	2		4	13
Zotu2707							1	5
Zotu12528								
Zotu3809						1		
Zotu4465			1					
Zotu7177								
Zotu11092								
Zotu11745								1
Zotu5640		1						5
Zotu1402		1		1			1	4
Zotu15587								
Zotu5090								1
Zotu6723	3							
Zotu10409							1	
Zotu8887								1
Zotu10037	1						1	
Zotu5323	1							5
Zotu14605			1					
Zotu8510			3					
Zotu14750		1						
Zotu20111								
Zotu15115								
Zotu19559								
Zotu20210							1	
Zotu2322	1							
Zotu14110		2						1
Zotu10982								
Zotu11833								
Zotu16802			1					
Zotu13132								
Zotu5389								
Zotu3066	1							
Zotu5957								2
Zotu5547								
Zotu8208	1	1		1			3	1
Zotu12953		1			4			1
Zotu9212								
Zotu409	2							1
Zotu5627		2	1		1	1		
Zotu17509								
Zotu5224						1		
Zotu16338								
Zotu11287								
Zotu16685			1					
Zotu18876					1			
Zotu13355	3						2	
Zotu13738								
Zotu16742								1
Zotu16741								
Zotu17417								
Zotu7086	1						1	3
Zotu13085								
Zotu3448		1	1			2	2	
Zotu4634							2	1
Zotu16989								
Zotu19336						1		2
Zotu1814	5	3	1	6	1	3	2	22
Zotu12407								
Zotu1759	1	2	5	4	3	3	7	9
Zotu6023	3		1	4		1	2	1
Zotu7924	1	1		1	1	1	1	
Zotu2505	1	2	2	3	1		4	3
Zotu11435								1
Zotu11973						2	1	
Zotu16908								4
Zotu7990	1	6						
Zotu12409					1			
Zotu4676	1	1	1					
Zotu17818								
Zotu2488	10	10	1	3	7	2	5	29
Zotu4200				1	1			20
Zotu8986				1	1			17
Zotu1372	2	12	2	3	10	2	3	3
Zotu7527							1	3
Zotu12047				4	1			
Zotu8291		1	4			3	1	3
Zotu820	5	9		15	8	5	8	44
Zotu13284							6	
Zotu16521								
Zotu13003					1		1	2
Zotu14890								
Zotu14930								
Zotu13560	1				1			
Zotu13950								
Zotu7407				3			1	
Zotu4811				1			3	1
Zotu8939								
Zotu6845								
Zotu10969								
Zotu8452								
Zotu3889	2		2	1	2		3	1
Zotu11109								
Zotu14008								2
Zotu6528		1						1
Zotu17764								
Zotu12232								
Zotu10000	1	1			1	1	3	
Zotu1479	1	2	4	2	5	3	21	21
Zotu5603	1	3						
Zotu2094	5	5	2	2	4	4	7	12
Zotu10902								2
Zotu18195								
Zotu16466							2	
Zotu7500		4			1		3	14
Zotu11461	3			3	1	1	2	1
Zotu8745				6		1		2
Zotu18602								
Zotu14087	2							
Zotu19097								
Zotu7410	1	1			2		1	
Zotu8933	1	1					1	1
Zotu17520						2		
Zotu9113								
Zotu18795								
Zotu2955		2			2		1	2
Zotu11458								
Zotu11509			3	2				1
Zotu18016								
Zotu10003								
Zotu19845				1				
Zotu19400		1						
Zotu6728	1		2			3	3	
Zotu1708								
Zotu4076				1			2	1
Zotu9556								
Zotu10066								
Zotu5631	1						2	
Zotu9989								
Zotu11167		2						
Zotu11427								
Zotu6124		1						2
Zotu16647	1							2
Zotu4809								
Zotu3675	3		1	2		3	1	12
Zotu8062	1				1			1
Zotu14591						1		4
Zotu7821				1				1
Zotu1398	1		2					3
Zotu10258								1
Zotu9349	1			1			1	
Zotu19671								
Zotu18623								
Zotu800	10	3	4	4	6	2	2	10
Zotu3530					2		1	
Zotu9465			4		1			
Zotu10975			1	2				1
Zotu7260								1
Zotu12336						3		
Zotu12833								
Zotu11080		1						5
Zotu17142						1		
Zotu7048								1
Zotu17155		2			3			
Zotu14842								
Zotu20380								
Zotu16668								1
Zotu2763		1	1				2	2
Zotu6637								3
Zotu15891								6
Zotu5015		1						
Zotu10271								2
Zotu2779	2						5	7
Zotu6136								
Zotu10907								
Zotu5726					1	2		
Zotu16193								1
Zotu13050								
Zotu15461								
Zotu14753					3			
Zotu18729								
Zotu9185								
Zotu13701								2
Zotu19839			1					
Zotu6982								
Zotu5652								
Zotu13841								
Zotu9429								
Zotu1179			2	7	1	1	3	3
Zotu3513			1	1		3		
Zotu9569		1					3	
Zotu11552								
Zotu5803					1			
Zotu17635								
Zotu18036								
Zotu9417						1		4
Zotu19350								
Zotu10789							1	
Zotu17482								
Zotu13332								
Zotu12653								1
Zotu2131	1	1	5	4	4	3	2	3
Zotu6297			1			1		2
Zotu7446		2		1	3			
Zotu9856								
Zotu16618								
Zotu11327								
Zotu13088			1					
Zotu15884		4						1
Zotu14487								
Zotu18593								
Zotu16876								
Zotu17086								5
Zotu19800								6
Zotu17645								1
Zotu2873	2	5		1	1		6	2
Zotu11712						1		1
Zotu17555								
Zotu14294								
Zotu13016					1		1	
Zotu10034	1							
Zotu19944								
Zotu3760	2	4	2	1	1			3
Zotu5931								
Zotu14915								
Zotu6699	4		2				1	1
Zotu3862			1	2				1
Zotu13836						1		
Zotu4822		1	1					
Zotu7459					3			
Zotu19570	3							
Zotu11053								3
Zotu2641					2		5	
Zotu3926		5				2	6	4
Zotu7750	1		1					2
Zotu7148						1	1	5
Zotu17829			1					1
Zotu2928	3	1			1	1	1	2
Zotu3190						2		
Zotu19594								
Zotu12718		1						
Zotu19853					1		1	
Zotu20746	1				2		1	
Zotu15515								
Zotu19337								
Zotu12105								
Zotu12497				1			1	2
Zotu7883				1		1		
Zotu12329	1							
Zotu10125								
Zotu16208								
Zotu13936	1							
Zotu15426								3
Zotu5146								2
Zotu7638					1			
Zotu7157		4					2	
Zotu18714						1		
Zotu19664								
Zotu2645	1	5	1	5	1	1	3	16
Zotu11142								1
Zotu17372								
Zotu17315							1	
Zotu6064				3	4	2		2
Zotu11791				1				
Zotu5653		2			1	5		4
Zotu6471		1	4	1	1	3		4
Zotu14764								1
Zotu8432						2		2
Zotu14538		1						1
Zotu12751								
Zotu2186						6	1	5
Zotu6174		1						
Zotu7469								
Zotu9850								
Zotu17788								
Zotu7917								1
Zotu14129								
Zotu15580					4			
Zotu6565		6				4		
Zotu14411								
Zotu7811				2				
Zotu13800	1							
Zotu12356	1				1			2
Zotu4775	1	1				2		2
Zotu12794			3	2				1
Zotu6090	1						1	
Zotu5280								
Zotu19395								
Zotu17081	3					2	1	
Zotu6710				1	3		1	13
Zotu14298								1
Zotu17012							1	
Zotu3610		2			1			11
Zotu5507	3	1	1	2	1		2	3
Zotu10501							1	
Zotu12817						2		
Zotu8803				1	1	4		11
Zotu11127		1				1		3
Zotu3379				1		4	7	36
Zotu5423	1			1	4	1		7
Zotu17027								2
Zotu16707								1
Zotu4980								2
Zotu9299					1			3
Zotu10660								4
Zotu6616								
Zotu11513								
Zotu15443								
Zotu19745								
Zotu16582							1	
Zotu4495	2							
Zotu16584								
Zotu10775								
Zotu20701								1
Zotu2023								
Zotu11789								
Zotu6246								
Zotu312								
Zotu20191								
Zotu6963								4
Zotu17562			2					8
Zotu17512				3		5		
Zotu19730		1	3					
Zotu12297								
Zotu14482								
Zotu7911		1	2				2	2
Zotu16253					1			
Zotu16515					1			
Zotu16170				1			2	
Zotu11733							1	1
Zotu17278		1						
Zotu19936		1						5
Zotu18351				1				2
Zotu5922	3	3		1				5
Zotu13691								
Zotu6611								
Zotu1308								
Zotu9633						1		
Zotu18540								
Zotu13498		1						
Zotu2681					1	1		
Zotu18405	2							
Zotu3872								
Zotu16380								
Zotu14979								
Zotu13467		1		1				
Zotu7491	1							2
Zotu9515								
Zotu10559	2							1
Zotu19246								
Zotu16609								
Zotu19820								
Zotu19984								
Zotu3796				2	2			1
Zotu4279				1	1		2	1
Zotu9211								1
Zotu12897		1		1				1
Zotu5358			1					3
Zotu9439	2			1				3
Zotu14809								
Zotu14938								
Zotu9059								
Zotu14919								
Zotu18660		2						1
Zotu19013								
Zotu19415		2						
Zotu12429								
Zotu3435				1	2		1	1
Zotu3700					2	1	3	9
Zotu5662		2		2	1	6	3	9
Zotu14618								
Zotu12735		1		2				5
Zotu19580				3			1	
Zotu14161								1
Zotu6937						2		
Zotu14503			1					2
Zotu11989								
Zotu19065								
Zotu17075								
Zotu2868	2	5	1	4			3	4
Zotu11007	1							3
Zotu5877								2
Zotu7881								
Zotu19219								
Zotu11156	2				1			1
Zotu13528	1				3		2	1
Zotu17239								
Zotu11749						1		
Zotu17182								
Zotu10869			1					
Zotu13902							1	1
Zotu17488								
Zotu6078								
Zotu12269								
Zotu17876								
Zotu13021				1				1
Zotu15322								
Zotu5375	1	4				1	1	
Zotu12507				2				
Zotu18576							4	
Zotu17611								
Zotu8326								
Zotu7118								
Zotu16181			1					
Zotu6442		2		1				1
Zotu11930	3					1		
Zotu13829								
Zotu4638					2			
Zotu6631	1	1			2		1	
Zotu3480								
Zotu15300								
Zotu12167								
Zotu9344								
Zotu18398								
Zotu10156				1		5	3	3
Zotu12334		4						3
Zotu17293								
Zotu241		5		8	3		8	5
Zotu114	2	1		1		1	1	2
Zotu32	29	23	20	21	21	8	23	8
Zotu165	1	2		3		3		3
Zotu51	2		2		3	4	3	8
Zotu122	9			3	3		3	
Zotu942		1		2		2		
Zotu485				1	1		1	2
Zotu7450						1		
Zotu20695								
Zotu17325	1		1					
Zotu3967	2		1		2			7
Zotu11777			1		2			
Zotu15725								
Zotu2808	1	5	3		4		1	6
Zotu4869	2		6					8
Zotu3568	3			1	1	1		3
Zotu6245					1			
Zotu5717		3	2					3
Zotu10052						1	1	
Zotu14151	1	1						
Zotu12322								
Zotu16079								
Zotu6999					3		1	
Zotu17795								
Zotu14223		1						
Zotu10655		4					1	1
Zotu943	3	2	7	4		9	7	2
Zotu19988								
Zotu1118			2	1				1
Zotu1215		1					1	
Zotu995	5	5		2		10	1	8
Zotu878	5	14	13	7	1	3	3	22
Zotu4075								
Zotu16471								
Zotu13786								1
Zotu16015	2					2	3	
Zotu17349	1							
Zotu2170	2	3	1		1	1		
Zotu2650								
Zotu13518								
Zotu27	13	7	8	10	6	9	10	30
Zotu4720			1					1
Zotu2302						2		
Zotu11705		1						
Zotu34	13		2	3	3	7	2	11
Zotu110	3	1	2		6	4	1	
Zotu37	10	5	6	11	13	4	11	3
Zotu339						1		2
Zotu278	28	16	9	4	3	21	3	6
Zotu15259	5	4	3	1			1	2
Zotu19	15	23	13	6	8	17	6	18
Zotu359	5			1	2	1	1	3
Zotu20518								
Zotu1791		1		1		2		1
Zotu18475								
Zotu16765							1	
Zotu736	6			2			1	3
Zotu437	10	8			2	2	6	1
Zotu9247								
Zotu10168					3			
Zotu156	40	25	16	22	13	37	26	27
Zotu2984		3	2			2	1	
Zotu13006								
Zotu4338	2				1		1	
Zotu13525			2					
Zotu731								2
Zotu20044						1		
Zotu1578								
Zotu19972			1					
Zotu9416								
Zotu2856		2	4			1	9	7
Zotu1363	2		2	1	3	1	5	7
Zotu159		3			1	3		3
Zotu426	36	8	6	5	4	14	8	22
Zotu2441	1				1	1		4
Zotu71								
Zotu981	29	16	21	17	17	19	28	95
Zotu2068		2	5		5			5
Zotu3244	3		2			2	1	5
Zotu2565								
Zotu5963								
Zotu2469								
Zotu306	1	1			1	2	1	3
Zotu635								
Zotu18889		1				1		
Zotu19852								
Zotu8806								
Zotu4747								
Zotu11604								
Zotu4488								
Zotu13172								
Zotu11825								
Zotu10261								
Zotu5670								
Zotu18703				2				1
Zotu19770								
Zotu1516								
Zotu1241			2	2			1	1
Zotu733	1	3			3	1	1	2
Zotu19688	1	1					5	1
Zotu963		4			2		4	23
Zotu3869								
Zotu12536								
Zotu1615								6
Zotu5985								
Zotu4221						2		
Zotu5210		1						
Zotu221	1		8	2	4	9	5	7
