ID	bs_f_cd_1	bs_f_cd_2	bs_f_cd_3	bs_f_cd_4	bs_f_cd_5	bs_f_cd_6	bs_f_cd_7	bs_f_cd_8
Zotu14976		1						
Zotu7509								
Zotu18018								
Zotu2585	3	3	4	1	1	1	1	4
Zotu8751				1	1	2	3	
Zotu2672				3		8	5	1
Zotu4728	1		3	2			3	2
Zotu6563		1			1			
Zotu11359								
Zotu4598		2	24	10	6	3	7	1
Zotu9678	3				3		5	
Zotu12598				2				
Zotu13792								
Zotu14335								
Zotu12354								
Zotu14477	1							
Zotu12903								
Zotu18542								
Zotu10552								1
Zotu15225				1				
Zotu6872		1	2			4	2	
Zotu14401								
Zotu20215								
Zotu18182								
Zotu11845								1
Zotu7321		1		1				
Zotu17364					1			
Zotu14588								
Zotu13162				5		4		4
Zotu18905					1			
Zotu18421	1	1						1
Zotu14006			1	2				
Zotu2578	4	6		1		3	2	
Zotu4685								1
Zotu20114							1	
Zotu13448								
Zotu16952					1			2
Zotu19442	1							1
Zotu8648			1			1		
Zotu18020								
Zotu13329								
Zotu15023			1		1			
Zotu3820	9	5	3	3	3	1	5	5
Zotu8824				2		2	1	
Zotu4529	6	3		2	1	1	1	3
Zotu4726	1			6			1	3
Zotu14019	1			1				
Zotu9509		1	4	2			4	3
Zotu5198	3			2		2	1	1
Zotu4418		1	2	2	2		1	
Zotu11396	1	2		1		1	3	
Zotu1096	1	3	5	1	7	3	3	1
Zotu3854	1			1	3	2	2	1
Zotu2343								
Zotu2815	2	3	6	2	1	5	2	5
Zotu3887		1					3	2
Zotu10103			2	2				
Zotu7746								
Zotu7984								
Zotu14408							1	
Zotu2404	3			1	1	1	1	1
Zotu11420					1			
Zotu15177		1					2	
Zotu8314			1	4			2	
Zotu9699								
Zotu13171								
Zotu8150						1		1
Zotu15890							1	
Zotu19568								
Zotu10408								
Zotu5871	1	2	2	1		2	4	7
Zotu12319								
Zotu12384				4			1	
Zotu16216						1		1
Zotu7999	2		1	1				2
Zotu9170	2	1		2		1		1
Zotu4267		6	3	3	1		2	3
Zotu19644				1	1		1	1
Zotu20834		1						
Zotu17699							1	
Zotu4797	1	2		1		1	2	1
Zotu13847		1	1	1		2		1
Zotu12815								
Zotu19216					1		1	1
Zotu3442	7	3	2	4	4	4	27	2
Zotu7747					4			
Zotu4633		1	1		1	2		
Zotu9337		1				1		6
Zotu15765		2		1				
Zotu4281	6			2	1	2	1	
Zotu4107	2	1	2	2		1	1	2
Zotu18113								
Zotu18247								
Zotu20375		1				2	2	1
Zotu827	21	13	17	26	13	7	15	20
Zotu1795	8	11	6	13	6		1	21
Zotu1359	11	17	13	11	8	8	3	12
Zotu1550	5	4	2	11	7	1		7
Zotu7967	1	2					2	2
Zotu14446	1							
Zotu10210								
Zotu1320	6	2	3	6	2	12	4	12
Zotu711	36	20	24	28	21	19	10	20
Zotu3526	1		2	4		1	1	1
Zotu11041	1					1		
Zotu9913				1	1	2		
Zotu18127					1	1		
Zotu9876				2				
Zotu12362	1			1		2	1	
Zotu5915	1	3	2	1	1	1	2	1
Zotu13057				3	2	1	1	
Zotu18909								
Zotu11421	1			3	2			3
Zotu10331				1			1	
Zotu13499			2	1	1			
Zotu5926	2			1	2	3		7
Zotu11593								3
Zotu256	38	44	39	74	42	32	53	64
Zotu709	32	9	15	38	11	21	30	49
Zotu4674	5	2		5		1	4	4
Zotu1067	28	8	5	35	9	12	12	24
Zotu4071	4			5		4	4	1
Zotu16428			1					1
Zotu11487								
Zotu16153								
Zotu19824								
Zotu12435								
Zotu18191			2			1		
Zotu10162								1
Zotu5176			1					
Zotu4675	3	2			1			
Zotu15221								
Zotu1972		1	4	1	1	1	3	
Zotu19300								
Zotu5830				1			2	1
Zotu10824					1			
Zotu7729				1	1			
Zotu11714			1		1			
Zotu17878								
Zotu5083		1			2	1		
Zotu2147	3			8		2	2	3
Zotu19397			1				1	
Zotu4608	2	1		2	1	2	3	
Zotu9816				1				1
Zotu15604		1	2	3		1	2	
Zotu10416						1		
Zotu13709			1	1		2		1
Zotu2359	10	6	1	11	3	6	1	3
Zotu17631						1		
Zotu13773								2
Zotu17045								1
Zotu11372	2	1		1		1	1	1
Zotu4367				5	2	4	6	6
Zotu13878			1					
Zotu19768								
Zotu9575		1				3	3	
Zotu7957		2		1				
Zotu4902	1	3	1			2	1	1
Zotu6394		2					2	
Zotu11439								
Zotu14206		2	1					
Zotu16885	1		1		2			1
Zotu11163	1	1	1		1	1	2	2
Zotu15292								
Zotu6669	1			2		2	4	2
Zotu6920	1		1	1		2	1	
Zotu15573					1			
Zotu5119	1		4	1		8	1	
Zotu17128		2	1					
Zotu17277								
Zotu19448								
Zotu2922	1	1	5	3	1	2	3	
Zotu8022	1	1				5		
Zotu9348				2	1			
Zotu5904	2							
Zotu15076								
Zotu4137								
Zotu4825	2	2	1		1			
Zotu12446	1					1	1	
Zotu1739	6	2	4	4	2	6	4	8
Zotu17868		2						
Zotu6986	2		1		1		1	5
Zotu17947				1				2
Zotu13717								1
Zotu15575				2	1		1	1
Zotu1660	4	8	9	8	7	2	3	4
Zotu8637			2		1			1
Zotu6755	2	1					2	1
Zotu15741								
Zotu12927								
Zotu8726		1		2	1			
Zotu8691	2	1				1	1	
Zotu1305	1	6		3	2		1	
Zotu11208				1				
Zotu17113								
Zotu17225				1				
Zotu10835			1				1	
Zotu14222					1			1
Zotu9234			1					1
Zotu15538								
Zotu17370				2				2
Zotu11871								1
Zotu17261							1	
Zotu18792	2	1		1	1	1	1	1
Zotu707	31	25	24	44	18	40	40	37
Zotu1255	20	32	17	15	15	13	20	26
Zotu1053	24	9	12	31	13	20	4	15
Zotu3165	2	6	3	11	6	4	4	1
Zotu2596	2		1	2	2	3		1
Zotu3622	2	2	1	1	1	5		4
Zotu17825	2				1			
Zotu12136		2						
Zotu12932						3		
Zotu16113								
Zotu6426	3					1		
Zotu3707	7	2	1	3	2	1	2	
Zotu9999		1						
Zotu19819								
Zotu20792								
Zotu14707								
Zotu8879	1		2	1				
Zotu14523								1
Zotu9621		3	1			1	3	
Zotu6655		6		1	1	1	1	2
Zotu9254					1	1	1	
Zotu20316			2				1	
Zotu14145			1					
Zotu20348	2	2						
Zotu5192	3	3	3		3	1	1	1
Zotu7355	1	2	1	2			2	3
Zotu1830	9	8	9	6	2	7	10	12
Zotu10272					3			
Zotu17663			1					4
Zotu3151		4	1	3		1	2	
Zotu7813			1				1	
Zotu15431			1					
Zotu1152	7	5	5	5	3	3	11	10
Zotu18669								1
Zotu10226			1					1
Zotu18858							1	
Zotu18672	1				2			
Zotu233	30	87	71	89	73	30	63	50
Zotu7152					3	1	1	7
Zotu18467		1		2		1		1
Zotu14152	1						2	1
Zotu5916								
Zotu446	56	55	24	61	29	59	54	62
Zotu13129					1			
Zotu5752	3	5	1	5			2	3
Zotu999	13	6	2	11	8	2	3	2
Zotu13199								
Zotu18061				1				
Zotu6806	1		1				1	
Zotu3129	4	10	8	10	8	6	4	8
Zotu7341	2		1	1		1	1	6
Zotu13678	1						2	
Zotu462	30	37	71	41	37	32	44	43
Zotu815	18	20	28	26	28	22	21	27
Zotu3236	4	3	2	2	1	6	4	2
Zotu6933	1		3			2		
Zotu2146	9	5	6	5	7	5	10	9
Zotu5960	2		5		1	1		2
Zotu11246	1					1	2	3
Zotu4439	3	6	1	13	2	2		3
Zotu14439		1						
Zotu18030				1	1			
Zotu12586		1	1	2	1	1	1	
Zotu16863								1
Zotu19808				1				
Zotu363	52	31	33	37	22	38	32	49
Zotu8285	2	2	1				1	2
Zotu5761	1	2		3	1	2	1	1
Zotu4873	3		1	1	2	3	1	5
Zotu7884	2			4	1		3	
Zotu3662	4	6	1	5	3	4	8	6
Zotu11068				5			3	
Zotu12715			1		1			2
Zotu15117				2		1		1
Zotu6878	1	2	2	2	3		3	4
Zotu9854			2	2		1	1	
Zotu10431	3	1	1	2				1
Zotu3230					2		1	
Zotu8164	1			2		2		
Zotu15034								
Zotu19427								
Zotu11179	1	1					1	1
Zotu10953	2	2			1		1	
Zotu13988	1			1		1		
Zotu19340								
Zotu7241	2	1			1	1	3	
Zotu857	31	9	9	35	11	28	7	19
Zotu2425	5	3	5	2	1	6	1	6
Zotu292	98	54	57	81	49	53	57	78
Zotu2329	12	3	1	7	2	7	1	7
Zotu9972			1	1	2	1		
Zotu445	13	17	17	12	8	11	19	10
Zotu14899								
Zotu18099					1			
Zotu6508	1	3	1		1			1
Zotu17066								
Zotu19055	1							
Zotu12062								3
Zotu16494		2		2		1		
Zotu10834	2		1	1		1	1	
Zotu14646	1							
Zotu3410	3	6	4	2	2	8	3	4
Zotu9279	1					2	3	
Zotu9393						1		1
Zotu5516	2	2		2		4	4	4
Zotu11610				1		1		
Zotu2398	4	1	2	2		2	3	7
Zotu389	21	36	5	9	12	11	38	16
Zotu5039	4	4		2			3	3
Zotu12727								
Zotu5802			1	2	2		2	5
Zotu15802								
Zotu18952								
Zotu19418								
Zotu5200							2	
Zotu9010								
Zotu16669			1					
Zotu12702								
Zotu14739						3		2
Zotu16681		1	2			1		
Zotu11721		1		4		1	1	
Zotu14572				1			1	
Zotu4846		4		2	3		4	5
Zotu5031	1	5	3	5	1	4	4	10
Zotu11354							1	
Zotu10041							1	
Zotu15331	3	1			2			
Zotu7551		1	2				3	2
Zotu10865		2				1	2	
Zotu14837		2						1
Zotu14237								
Zotu10844								
Zotu13263								
Zotu16179	1		1				2	
Zotu3479	5	3	6	5	6	3	5	5
Zotu16607				8				
Zotu3894	5	4	2	2	1		4	
Zotu6460	1	2			3		1	1
Zotu14340								1
Zotu16234				1				
Zotu17905								
Zotu14265	1			1	1		2	
Zotu13446		2		1				4
Zotu13742	1							
Zotu11887	1				1			
Zotu10729				1		5	1	
Zotu18563								1
Zotu18192								2
Zotu6795			1			1	1	2
Zotu5596	1			1	3		2	
Zotu20045					1			
Zotu9547				1				
Zotu15172								
Zotu20528					1			
Zotu6554	2		2	1	5	1	2	8
Zotu17410		1	1		2			1
Zotu11938							2	1
Zotu9367		1	2	2	1	1	1	4
Zotu6972	5	7	3	1	1		2	4
Zotu16136				1				
Zotu2215					1			1
Zotu2932	1			1				
Zotu6729								1
Zotu624	8	6	8	4		4	8	
Zotu4016	2	1	4	3			3	2
Zotu4651	1	2	2	1			2	5
Zotu3850		2	1		1			3
Zotu4883	1		1	4	1		2	
Zotu5055					1		2	1
Zotu9312					1			
Zotu4534	2		1	1		1		
Zotu8230		1	2	2		2	1	1
Zotu3616	2	2		4	2	1	5	2
Zotu4471	1		1			1		1
Zotu13142				1		1		1
Zotu2080	1	3	7	6	1	4	2	2
Zotu1977	5	12	10	8	6	5	17	5
Zotu7482	3	1					1	1
Zotu7547	1			1				1
Zotu5715	5	1	3	6	2		7	
Zotu3589	2	4	2	7	4	10	6	3
Zotu9282	2	1	1	1		2	1	2
Zotu6700				4	2		3	
Zotu7433	1	2	5	4	1	1	2	2
Zotu5131	7	4	3	8	4	1	3	9
Zotu260	62	63	73	92	68	74	49	85
Zotu780	13	17	8	24	14	12	14	21
Zotu14780		1	1	2		1		
Zotu15338		1						
Zotu15472	1	4		3	1	3	2	1
Zotu818	18	35	36	12	25	11	26	22
Zotu1990	7	21	15	13	9	4	14	27
Zotu1510	14	10	15	18	18	4	5	4
Zotu8088	2	1		1		1	1	1
Zotu16793			1	1	2		1	
Zotu11589	3		1	2	1		3	2
Zotu20192	1	1					1	1
Zotu2982	3	4	4	9	4	2	6	6
Zotu7074	1	1		2			2	1
Zotu19293	1			2		1		
Zotu1507	4	14	7	10	11	8	7	8
Zotu15565			1		1			
Zotu18345						1		
Zotu14774	2							
Zotu5304			1	2		3	3	3
Zotu6917	2						1	1
Zotu12862								
Zotu6934		3		1			1	1
Zotu8802	2	1			1		2	1
Zotu4402	2	3		1	2			3
Zotu14645	1		1	3			3	4
Zotu11440		2	1			1		2
Zotu2065	9	11	8	6	7	5	7	5
Zotu13881	2			2	1		1	
Zotu2664	1	4		1			1	1
Zotu16252			1	1		2		
Zotu7198	2	2	2		1		2	
Zotu14288							1	
Zotu20737								
Zotu4233		1	1	1	1		1	2
Zotu19153								
Zotu5277				1		1	1	3
Zotu11489	2							
Zotu9511		1					3	
Zotu3019								
Zotu3005								
Zotu8851								
Zotu14848								
Zotu7179								
Zotu18454								
Zotu16518								
Zotu20347								
Zotu3985								
Zotu13408								
Zotu3338								
Zotu8769								
Zotu9653	1					3		
Zotu2703								
Zotu4421			1					
Zotu9917								
Zotu12372								
Zotu14336				1				
Zotu9371								
Zotu18752								
Zotu11213								
Zotu12790								
Zotu5927								
Zotu19394								
Zotu12592								
Zotu7139								
Zotu20272			1	1		1		
Zotu4394								
Zotu4423								
Zotu18518								
Zotu5328								
Zotu725			9	10	1			2
Zotu688		3	1			1	1	
Zotu227		1	3	3	2			
Zotu3827								
Zotu13349								
Zotu1386	7	9	4	2	1	6	5	1
Zotu2446	1	2					1	2
Zotu12503						4		
Zotu2943	3	3	2	8	3	8	1	4
Zotu5270	2	3					2	
Zotu7119		1	1				1	
Zotu6964								
Zotu7252		2						1
Zotu6837								
Zotu16133								
Zotu11729					2	1		
Zotu17386								
Zotu11258								
Zotu19233								
Zotu2985								
Zotu20227								
Zotu11496		1						
Zotu6409			1		2			
Zotu10717		3						
Zotu14715								
Zotu12260					1			
Zotu12035	1		1				4	
Zotu12024								1
Zotu12558								
Zotu5181				24		1	8	
Zotu17087						9		
Zotu6648				3	2	1		1
Zotu5909								
Zotu1187	1					8		
Zotu5099								
Zotu4988							18	
Zotu12320								
Zotu20178								
Zotu166	51	43	36	75	42	45	43	29
Zotu258	36	30	24	35	33	27	31	29
Zotu18310				1	1			
Zotu11737								1
Zotu13233							1	1
Zotu19321					1			1
Zotu3204		4		2			2	2
Zotu4618					2			2
Zotu894	9	9	7	17	9	5	18	14
Zotu19938			1	1				
Zotu2503	1	2	2	1	1		2	3
Zotu8398				1		3		
Zotu19771							1	
Zotu4691	1		1	1	1	1		
Zotu8156	1						1	1
Zotu11521								
Zotu14564								
Zotu109	57	99	72	155	117	70	72	105
Zotu809	3	7	10	24	7	7	11	21
Zotu5214		1	2	2	3		1	3
Zotu1207	2	12	10	14	11	1	14	7
Zotu2112	3	4	7	10	9	3	10	7
Zotu15926		2	2	2				3
Zotu1798	4	4	7	5	12	2	6	13
Zotu415	17	43	72	71	63	20	43	84
Zotu245	15	39	34	64	56	16	21	44
Zotu2556	1	2	5	6	6	2	5	5
Zotu1257	2	8	18	14	4	1	10	10
Zotu14440		2		1			4	3
Zotu17420				2				1
Zotu4303	2			4			1	2
Zotu9943	1	1		1	1			8
Zotu8546			2	2	3		2	2
Zotu15101					1		3	
Zotu10077	1	1		2		1		1
Zotu14658		1						
Zotu3585	3	2	1	2	6	1	9	4
Zotu9594		1	2				1	
Zotu19551								
Zotu13990	1							
Zotu16760				1				1
Zotu2742	1		5	3	4	2	3	1
Zotu13926							1	
Zotu1051	4	6	6	9	7	1	12	9
Zotu4575	1		2	2			2	1
Zotu11994		1	1		1			
Zotu787	12	15	10	17	14	8	22	20
Zotu19278								1
Zotu5000						1	2	1
Zotu15586								
Zotu11251								
Zotu15307								
Zotu4977	1							
Zotu8912								
Zotu10908							1	
Zotu14600								
Zotu8420								
Zotu7544								
Zotu4429								
Zotu5302								
Zotu3240								
Zotu7479								
Zotu1632								
Zotu8184								
Zotu12580								
Zotu8457								
Zotu17955								
Zotu20062								
Zotu5460								
Zotu15998								
Zotu16769								
Zotu17553								
Zotu17581								1
Zotu8714								
Zotu6106								
Zotu16610			1					
Zotu8914								
Zotu228	37	62	43	40	53	30	44	41
Zotu832	7	13	14	18	20	6	9	16
Zotu994	6	8	9	7	15	10	7	9
Zotu14182		2						
Zotu616		6	11	6	2	3	6	2
Zotu1245		1	1	3	2	1	1	2
Zotu3321					2			
Zotu2644				2				
Zotu16032								
Zotu20182								
Zotu9394								
Zotu14623				1	1	1		
Zotu14344								
Zotu20222								
Zotu4984							1	
Zotu10215			3		2		1	
Zotu9873								
Zotu18616								
Zotu6602								
Zotu3663								
Zotu4417		4						
Zotu9950								
Zotu10683								
Zotu14131								
Zotu19544							3	
Zotu10538								
Zotu18803								
Zotu13993								
Zotu12025								
Zotu10432								
Zotu8562								
Zotu13344		1						
Zotu2633	1	2						
Zotu18606								
Zotu6413								
Zotu11539	1							
Zotu12229		1						
Zotu18805					1			
Zotu8168				1	1		2	
Zotu11490			2					1
Zotu14688		1						
Zotu15020								
Zotu17286							1	
Zotu17744					1			
Zotu14244	1							
Zotu14802								
Zotu16770								
Zotu11754	1				2	1		
Zotu20473								
Zotu4597		1		2	1		2	1
Zotu13924		1	1					
Zotu19925								
Zotu9038							1	
Zotu19318					1		1	
Zotu8325		1		2	2		3	
Zotu3527	1		2	1	1	3	8	2
Zotu3955	1		1				2	
Zotu14801								
Zotu15682				1			3	
Zotu14990		1						
Zotu16820								
Zotu18637								
Zotu19856								
Zotu18205				1				
Zotu11441								
Zotu15903								
Zotu12180								
Zotu17428								
Zotu4381								
Zotu12756								
Zotu14839								
Zotu16856								
Zotu20296								
Zotu14761	1						1	
Zotu20358							1	
Zotu5474								1
Zotu5843	1	1			2			
Zotu16861								
Zotu10307		3			2		4	
Zotu17284								
Zotu3800							1	
Zotu1765	1					8	2	3
Zotu1535	5	1	5	6	4	4	3	
Zotu14867				1			1	
Zotu14686						2		
Zotu16265				1				
Zotu18248								1
Zotu18463							1	
Zotu722	3	6	7	2		1	6	4
Zotu13611								
Zotu1303	10	7	11	16	10	15	16	12
Zotu9098	1	1	1			2	1	
Zotu774	10	20	20	7	15	7	13	10
Zotu6411	2	1			2			
Zotu2019	1	4	4	1	2	5	2	1
Zotu5206		6					3	
Zotu9812					1			1
Zotu501	13	35	29	21	11	5	43	21
Zotu7602								
Zotu14796			1					
Zotu1291	1	7	1		4	1	1	2
Zotu690	3	4	10	5	10	6	11	3
Zotu1906	2	2		3	4	1		1
Zotu2438	3	1			1	2	1	2
Zotu238	25	53	35	30	29	17	36	39
Zotu357	20	47	16	20	30	24	22	27
Zotu16127								
Zotu20448								
Zotu6990								
Zotu18072		1						2
Zotu2536		3	3			1	12	
Zotu2197	2	4		3				
Zotu1986			4		1		2	3
Zotu4710		1						
Zotu1213	1	1		3	1		13	7
Zotu998	2	2		1				1
Zotu2601		1			1		5	1
Zotu6529								
Zotu825		2		3	2		5	2
Zotu19453								
Zotu13137								
Zotu18901								
Zotu7168								
Zotu11286								
Zotu19822								
Zotu7403								
Zotu18515				1				
Zotu3956		2						
Zotu19951								
Zotu10880								
Zotu20726	1	1						
Zotu6317		1				1	1	
Zotu12092					1			
Zotu15672								
Zotu8555		1		1		1		
Zotu5616		4			5		3	2
Zotu18010					1			1
Zotu11540	2							
Zotu12365			1					
Zotu7080								
Zotu6358								
Zotu11546								
Zotu13639								
Zotu3510								
Zotu5506				1				
Zotu18755								
Zotu9938								
Zotu11144		1		1				
Zotu10892								
Zotu13839								
Zotu11102								
Zotu5112								
Zotu536								
Zotu5844								
Zotu3109								
Zotu3101								
Zotu16002								
Zotu10797								
Zotu10767								
Zotu7507								
Zotu7059		1						
Zotu7840								
Zotu7815								
Zotu1844						2		
Zotu11173						2	2	
Zotu20195								
Zotu511								
Zotu2172								
Zotu4957				3		3		
Zotu19583								
Zotu5634								
Zotu10377								
Zotu4155			1			1		
Zotu905								
Zotu10178								
Zotu15148								
Zotu19023								
Zotu12378								
Zotu15807								
Zotu606								
Zotu4180								
Zotu4848								
Zotu12832								
Zotu20445								
Zotu6128								
Zotu14996								
Zotu7707								
Zotu12989								
Zotu20304	1						2	
Zotu16660								
Zotu13969	2							1
Zotu3083	8	3	1	1	2	5		5
Zotu7350	2		1	1		1		
Zotu3076	2	1	1	4	5	2	1	4
Zotu3932	1	1	3	1	1	1		3
Zotu4031	2	2		2	2		9	4
Zotu17415		1	2				2	2
Zotu619	56	29	24	38	25	29	26	29
Zotu7369	2			6	2			
Zotu2711	9	4	4	7	4	3	2	4
Zotu4616	2	5	2	3	2	4	3	2
Zotu2190	6	3	5	7		6	4	2
Zotu18877		1	1				1	
Zotu15524		1				1		2
Zotu7264		2		1			3	
Zotu11358							1	
Zotu17640								
Zotu126	100	77	78	99	84	95	90	79
Zotu8354		1		1			2	
Zotu2037	4	1	4	7	4	1	7	4
Zotu12881		1	1					1
Zotu3057	3		5	2	1	5	1	1
Zotu17541								
Zotu3077	6	2	3	3	4	4	9	4
Zotu11211				1	1		1	
Zotu4407		4	4	5		4	2	7
Zotu4730	3	2	1	1	1	2	1	1
Zotu4304								
Zotu12889		1			5	1		
Zotu20649	3	3	2	3	5	1	3	2
Zotu19033						1	3	
Zotu19755	1		5			3	2	
Zotu18914							1	
Zotu20538	1			1	1	1	1	
Zotu19602	1			1		3	1	1
Zotu18624	1	1			1	1		
Zotu15658					2			
Zotu18937		1					1	1
Zotu6540	2		4			1		1
Zotu11807								
Zotu17871		2		1				
Zotu11375				1	1			
Zotu16148						1		
Zotu13074			1					
Zotu13425								
Zotu7802				1	1			2
Zotu7804				1	1	1		1
Zotu10089								1
Zotu2269	1	1		3		3	1	1
Zotu8673								
Zotu2401	4	3	2	2	1	1	1	
Zotu2871			1	1	1	2	1	
Zotu3748			3	1	1		1	
Zotu20433								
Zotu19379								
Zotu10634								2
Zotu7770			1				1	1
Zotu14497	1							
Zotu16347		2			1			1
Zotu4693								
Zotu1571	9		6	7	6	5	4	3
Zotu2405	3	1	3	7	3	3	4	1
Zotu7830					1			1
Zotu6753	2	1	2				1	
Zotu8443	4	2	2		2		2	2
Zotu17431								
Zotu7539			1		1	1		
Zotu14734			3		1			
Zotu14438			1			1		
Zotu13325					2	1		1
Zotu7943				1	2	1	1	
Zotu17085								
Zotu17305		1						
Zotu7169	2	3	1					1
Zotu5572	2	3		3	1	3		
Zotu8969	2			2	1	1	1	
Zotu9555		1			1	3		
Zotu12201							1	
Zotu11640		1	1		1		1	
Zotu19597	1							
Zotu17668								
Zotu8403								
Zotu13096	1	1						
Zotu17857			2					
Zotu9752	1				1	3	1	
Zotu17779		5						
Zotu11565		1		1	1	1	2	
Zotu17302			1	2		1		2
Zotu14502				1		2		
Zotu8978		2	1		1	1		
Zotu14334				2	1	3	1	
Zotu4795		1	1					
Zotu4512		1	2	3	1	1		2
Zotu10087				1		2		
Zotu9549					1			
Zotu5343	2	1	3	1		1	1	
Zotu9947	4			1			4	1
Zotu17442						1		
Zotu2141	5	4	1	4	4	2	1	1
Zotu13763						1	4	
Zotu5633		1			2			
Zotu8032	2		2		1		1	
Zotu10182			1	2				
Zotu11364	1	1		2		3	2	
Zotu4577	2		2	1	3	1	1	
Zotu16491		1				2		
Zotu2162	3	5	11	4	5	6	2	3
Zotu16131								
Zotu4969	5	3			4	5	2	
Zotu5959		4	6	1	1	4		
Zotu13295		1						
Zotu18948							2	
Zotu12843			2					
Zotu19834		1		1		2	2	
Zotu11626				2		1	1	
Zotu17918			1					
Zotu6066	2	3	5	1	2	4	2	3
Zotu8149		1		1			1	1
Zotu6962		1	2	1	1	1	1	
Zotu14248			1		2	1		
Zotu15560						2		
Zotu5949	6	3	2	7		1	1	1
Zotu14213				1				
Zotu14667				2	1			
Zotu12926			2		1			
Zotu17311			1					
Zotu9841			2					
Zotu10568			1				2	
Zotu4011	4	1	5	4		1	3	
Zotu17377					1	1	1	
Zotu4253		1	3		4		1	
Zotu4224	1		3	6	2	2	3	1
Zotu14036			1		1			
Zotu9819			1		3	3	1	1
Zotu20672			1					
Zotu12038	1	2	1					
Zotu14357		1		1				
Zotu15200			1				1	
Zotu13051		1				1		
Zotu15885								
Zotu13102	2							
Zotu14080								
Zotu16883			1					
Zotu8917	1	1	2			1		
Zotu14198	1			2				
Zotu12032	1					2		
Zotu12426								1
Zotu2260	2	2	4	3	5	2	2	6
Zotu3004	4	3		3	1	8	4	
Zotu10290		1		2				
Zotu14254	1		2					
Zotu20591								1
Zotu6316	4	1	2	5	1	1		
Zotu17572								
Zotu15171								1
Zotu8845				1				
Zotu19154			2					1
Zotu8121								
Zotu3332				1		1		
Zotu4562			3	2		1	1	
Zotu14442					1			
Zotu11123								
Zotu20255		1	2					
Zotu12982	3				2		1	
Zotu5088	2	2					1	5
Zotu19954								
Zotu2091	7	5	2	7	2	4	7	2
Zotu7522		1	1		1		1	
Zotu7455				2			1	
Zotu6257	4		1			1	4	2
Zotu12829				1		1		
Zotu8608	1			1			3	1
Zotu6314		1				1		
Zotu3282	5	2	4	6	1	1	2	1
Zotu13387				1				
Zotu14202			1		2	1	4	
Zotu16291	1			1	1			
Zotu13028								
Zotu10320		1						
Zotu10580		1				2		
Zotu16679								
Zotu1841	5	3	4	10	13	8	10	8
Zotu12595	2			2				
Zotu19498								
Zotu8612			3	1		1	1	
Zotu18902	2			1				1
Zotu12029								
Zotu10250	1				3		3	1
Zotu18220								
Zotu12758		2		1			1	1
Zotu11405	2	1		1		1		
Zotu12918	1				1			
Zotu9645								
Zotu12643		1			1			
Zotu15363					1			2
Zotu7390	2						3	
Zotu11665			1					
Zotu10406	1	2	1		1		1	1
Zotu191	79	58	99	64	57	93	71	47
Zotu18049								1
Zotu3866	3	7	2	1	7	5	3	7
Zotu7640	1	1		1	2		1	
Zotu10143				1	2	2		
Zotu1440	10	16	20	8	9	8	5	4
Zotu13766					1	1		
Zotu11050								
Zotu17021		1						
Zotu847	14	14	12	19	12	13	7	8
Zotu4040	2			1	1		2	
Zotu3178	3	4	1	4	2	3	1	2
Zotu15112	2	2	2	1			1	2
Zotu2082	5	2	7	14	2	2	1	
Zotu8155								
Zotu6347								
Zotu15653								
Zotu9898				1				
Zotu4856	2		1			3	1	
Zotu5228	1			1			3	
Zotu2012	7	3	3	6	3	2	2	2
Zotu6173								
Zotu4067	2	1		6	1	6	2	1
Zotu9508						1	2	
Zotu13750								
Zotu16536								
Zotu14730								3
Zotu1468	10	5	5	6	6	1		10
Zotu4967				1		2	4	2
Zotu335	27	16	20	39	8	18	28	18
Zotu11370			1					
Zotu468	19	17	21	25	21	25	29	13
Zotu4707				1	1			
Zotu6955	2							
Zotu11006			1	1				
Zotu16716								2
Zotu2841	2	1	5	1	2		1	4
Zotu9606		1						
Zotu11209		2						1
Zotu9737		1			2		1	
Zotu14300	2							
Zotu13148								
Zotu4965			1	2		1	1	1
Zotu3560	1	1	2	2	1		2	2
Zotu15659			1					
Zotu9714		1					1	
Zotu10906		2	1				1	
Zotu876	6	6	8	13	7	8	6	10
Zotu14641						1		
Zotu8458				1			3	
Zotu15715		1						
Zotu4438	2	1		3				2
Zotu10045	1	2		1				1
Zotu17558		2						
Zotu19143			1				1	
Zotu3861	2	4	2	2	1	2	1	1
Zotu14530	1	1						
Zotu11634			1		1			1
Zotu7112	1	1		3		1		
Zotu9328	1	1		1	2		1	
Zotu12096					2			
Zotu8300		2		1				1
Zotu7564							1	1
Zotu16912								
Zotu10935	1					1		
Zotu8464				2	1			1
Zotu3436	2	2	2	3	1	1		1
Zotu15411	1			3				
Zotu1108	9	10	2	5	8	4	5	1
Zotu10967								
Zotu12990								
Zotu14833								1
Zotu11767								
Zotu20279								
Zotu3208		1	5	3		2	1	1
Zotu14012	1							
Zotu11858					2	1		
Zotu13897	1			1				
Zotu14974								
Zotu3470	4	1	3		2	1	2	2
Zotu19441								
Zotu3357	3	3	2		2	1	1	2
Zotu16608						2		
Zotu10426			1	1				3
Zotu15596				1		1		
Zotu16704		1						
Zotu7820					1		1	
Zotu9776				1		1		
Zotu16462								
Zotu12999		1						
Zotu13760						1		
Zotu2614	4	3	3	5	3	4	3	3
Zotu11060								
Zotu520	20	14	17	29	22	31	13	13
Zotu19825								
Zotu16012	2							
Zotu17266		1						
Zotu15735								
Zotu10179	1		1	1			2	
Zotu10193				2				
Zotu20322					1			
