ID	bs_f_cd_1	bs_f_cd_2	bs_f_cd_3	bs_f_cd_4	bs_f_cd_5	bs_f_cd_6	bs_f_cd_7	bs_f_cd_8
Zotu14197								
Zotu11228								
Zotu7055								
Zotu16548								
Zotu11016								
Zotu10675						1		
Zotu10337	1		1	1			1	
Zotu18976			1					1
Zotu7451								
Zotu3323		1	1	1				
Zotu4015	2	2	6		5	2	2	4
Zotu17262						1		
Zotu9092								
Zotu2430				1				
Zotu7694	1		1	1	1			
Zotu13383								
Zotu5990								
Zotu7886						1		
Zotu9223				1			1	
Zotu8899								
Zotu13537				1		1	1	
Zotu6984								1
Zotu7954						2		1
Zotu1959								
Zotu19546	1	1	1					
Zotu5913								1
Zotu7550		1					2	1
Zotu11728						1	1	2
Zotu14322								
Zotu16235								
Zotu12777		1		1		1		
Zotu17271						1		
Zotu8181	1							
Zotu10579	1			1		1	1	2
Zotu12810								
Zotu18103								
Zotu2079	3	1	2		2			
Zotu12081		1		2				
Zotu9567			3	1				1
Zotu13853		1		2				
Zotu11687			3	2	1			1
Zotu18579	1		1	1	1	1		
Zotu2617	9	4	8	11	7	7	4	8
Zotu14615	2				2			
Zotu13932	1		2	5	1			
Zotu12559	1	3						
Zotu18949							1	
Zotu11035								1
Zotu11310		3	2	1	1			
Zotu12767						2		1
Zotu3146			1		1			3
Zotu14430	1						2	1
Zotu17844	1		1					
Zotu13377				1				1
Zotu1256	1	2			1	1		1
Zotu3022		1	1	1		1	1	1
Zotu2883	11		5	3	5	8	1	4
Zotu8898								
Zotu9060		5					1	
Zotu7553			1				1	1
Zotu10170		3		1	1			
Zotu18160								
Zotu12278							1	1
Zotu14736								
Zotu19614	1	1						2
Zotu20139	1							
Zotu9646		2		3	2		1	
Zotu14245			1			1		
Zotu20758			1	1		1	1	
Zotu12579		1						
Zotu19252								
Zotu3047	1	4	9	2	5	4	1	3
Zotu6907				2	3	1	2	3
Zotu8810	2				4		1	2
Zotu10670	3		2	1	1			
Zotu12799		2		1		1		
Zotu8533		1	1	1	1			1
Zotu15167								
Zotu12267	3	1				1		
Zotu14147					2			
Zotu11591					1			1
Zotu14810							1	1
Zotu18610								
Zotu8966	1		2	1	1			4
Zotu15140					1		1	1
Zotu16439								
Zotu17879				1				
Zotu3514	4	8	4	2	10	3	4	5
Zotu16854		1			1			
Zotu372	43	24	40	36	60	24	21	93
Zotu5220		6	2				3	5
Zotu19870			1		1			1
Zotu7019	1		3					
Zotu5237			1	1	2		2	
Zotu6019		1						
Zotu6507								
Zotu8405								
Zotu20601								
Zotu1663								
Zotu530	24	10	7	8	11	26	9	21
Zotu1394	28	14	10	14	11	16	7	15
Zotu1194	12	6	3	3	1	2	2	10
Zotu6995							1	
Zotu4244	1	1						1
Zotu3355	8		3	3	6	3		2
Zotu1133	9	4	9	10	5	5	3	16
Zotu2923	1					4	1	
Zotu5532		2	11	3		3		
Zotu12012				1				
Zotu4080	1	1		2	1	32	12	1
Zotu11058					3		1	
Zotu6438	1	2	3	1	3	2	1	3
Zotu6021		1						
Zotu8390	3	1				4	1	1
Zotu9077						1		
Zotu17632		1						
Zotu12635								
Zotu13386					1			
Zotu20150						1		
Zotu10779	1	1	2	1	2		1	2
Zotu17223		2			1			
Zotu19375								
Zotu15239					1			
Zotu6281	1	2	6		2	2		
Zotu12063								
Zotu14356								
Zotu13519		1	1					1
Zotu1858	12	10	10	9	6	5	7	9
Zotu8651		1	1			2		1
Zotu5573	1	1	3	1	1	3	2	2
Zotu1417	30	10	13	10	6	22	11	15
Zotu14230					1			
Zotu3187	1	7		1	1		1	
Zotu16541					1			
Zotu9890	5	4					1	
Zotu1697	14	20	26	5	28	13	14	5
Zotu10136	2				3			
Zotu7841								
Zotu3767	5	2	2	2		18	3	2
Zotu8823	1			2	2	3		2
Zotu16139								
Zotu17625				1	1			
Zotu12110						1		
Zotu12687	2					4	2	
Zotu13452	3		1		1	1		1
Zotu10157			2	3	1			1
Zotu12114	1	2			1	1	2	1
Zotu14721	3	1	1					
Zotu5745	1	3	3			1	3	3
Zotu3920	1							1
Zotu3731	2	3	1	1	5	3	3	3
Zotu13010								
Zotu7516		1	1		1	2	2	
Zotu13741		1						1
Zotu8448					1	1		2
Zotu14961								
Zotu17296								
Zotu11107					2			1
Zotu8265	2	2			1	1	2	
Zotu4973		1			3		3	1
Zotu12295	2				2			1
Zotu13767							1	
Zotu4960				1		3		
Zotu13319	1						1	
Zotu19719								
Zotu10345	2	1		1		1		
Zotu16637	1		1				2	
Zotu3879		2	3	4		1	1	4
Zotu17907	1							
Zotu13978						1		1
Zotu4938			1		1	1		
Zotu2947	4	1	3	10	6	4	6	3
Zotu1164	14	11	10	15	5	8	9	14
Zotu3363	5	2			1	1	1	
Zotu9404	2	2				1		
Zotu7120	1	2	1		1	3		
Zotu10488	1	1	2					2
Zotu18023								
Zotu12956					1			1
Zotu6091		2					1	
Zotu5779	1							1
Zotu12896	1	1				2		
Zotu17529		1		1	1			1
Zotu6047		2	8		5			2
Zotu8055	1					2		1
Zotu13270			1		1			
Zotu9870					1		2	1
Zotu12911				1				
Zotu4420	1	4	3	1	1		2	3
Zotu3212	3	5	1	2	4	1	3	2
Zotu2220	1	4	1	2	5	7	1	5
Zotu9096					1			
Zotu8039	1		1	1		1		2
Zotu10877	3			2				
Zotu11098					2			1
Zotu4790	2	3	2	1	1	3	3	
Zotu7200	1	1	4		2	2	4	
Zotu3308	3	6	2	2	1	5	2	3
Zotu9604		3	1	2				
Zotu8321	1	2		2	2	1		1
Zotu11074	1			1				
Zotu6511	2		1					
Zotu6803				2	2			
Zotu6807	4	6	2	2	1	5	1	
Zotu6005			1	2		7		3
Zotu4369	3				5		1	4
Zotu16086								
Zotu16628								
Zotu12970								
Zotu12097						1		
Zotu13547	1					3		
Zotu8764		2						3
Zotu17159	4						2	1
Zotu11748			1			1		
Zotu8480							1	
Zotu14133					1			
Zotu19605			1					
Zotu13053						1		
Zotu20637								
Zotu20671					2	1		
Zotu16942				1			1	1
Zotu16910			1	3	2			
Zotu7178	1	3	2	3	1			4
Zotu11146		1	1		1	6	1	2
Zotu1557	10	9	5	4	4	6	1	3
Zotu3453	7	2	4	2	2	1	1	10
Zotu1046								
Zotu4245	4	5	4	1	3	6	4	7
Zotu13385	1							
Zotu10417	1			1	1	1	2	1
Zotu13570				1				1
Zotu13648		1			1			
Zotu17060				2				
Zotu13065		1			1			
Zotu18444								
Zotu3205								
Zotu5770								
Zotu4149	1							
Zotu1596	1		1		1	1		2
Zotu14851								
Zotu20802								
Zotu1870	2	1						
Zotu14559		1	2					
Zotu1606	2		3		8	6		2
Zotu10134								
Zotu7563					1			
Zotu8700	1				1			1
Zotu5064	1					1		
Zotu2925								1
Zotu3389								
Zotu13401								
Zotu13682								
Zotu11497								1
Zotu1688		1				2		
Zotu6286								
Zotu9035			1					
Zotu18416	2							
Zotu10934								
Zotu12912								
Zotu4813	3	6	4	4	5		1	
Zotu7158								
Zotu16773								
Zotu15814			1					
Zotu17164				1				
Zotu5712	2		2		2		1	
Zotu4918	1	1						
Zotu3279	5	1	3	2	2		1	1
Zotu7749				2				
Zotu8989								
Zotu3185	2	2	1	1	1	2		2
Zotu2607	5		1	2	3	1	3	3
Zotu13459						1		
Zotu3343	6	4	6	9	3		1	2
Zotu12865	1	1						
Zotu9839	3				1	1		7
Zotu2760			2			1		
Zotu9937						1		
Zotu18122								
Zotu11454	1				1	3	3	
Zotu6644				3		2	2	3
Zotu10957	1	2	3		1	1		
Zotu12685								
Zotu6820								1
Zotu9981								
Zotu1361				1		2	1	2
Zotu3785	1					1		2
Zotu10223		1		2				
Zotu8656	3	1		1		3		2
Zotu15650				1				
Zotu13066								
Zotu18678				1				
Zotu19187			1					
Zotu1985				1				
Zotu9654								
Zotu4023				1				
Zotu14917								
Zotu5686								
Zotu10327								1
Zotu17497			1			1		
Zotu5552								
Zotu11551						1		
Zotu18423	2	3		3		1		
Zotu11338								
Zotu15281							1	
Zotu19996							1	
Zotu10891		1	2			1		7
Zotu11253		1						
Zotu16143		1		1				
Zotu7237					1			5
Zotu16184								
Zotu15583								
Zotu16423								
Zotu18176				1		1		
Zotu15762		1						
Zotu17901								
Zotu13732								
Zotu9711					2			
Zotu15313			1					1
Zotu15709								
Zotu3254	4	5	9		1		2	3
Zotu11579	2	3	1					
Zotu16232						1		
Zotu3088								1
Zotu11382		2				1		
Zotu3034	2	1	4	2		2	2	
Zotu1700	6	5	4	12	3	5	1	7
Zotu9225	1							2
Zotu12491	2							
Zotu2139	6	8	2	11	3	9	2	2
Zotu14580								
Zotu4195	1		1					
Zotu7947	1							
Zotu9389				1	1	1		
Zotu20366								
Zotu19601								
Zotu8240		1	5	1	1	1		
Zotu7521	2	2		1				
Zotu10561							2	
Zotu8507						1		
Zotu10539		1						
Zotu19373								
Zotu10230								
Zotu5135	2		2		1	1	2	
Zotu6362	5	1	1	5	6	3	5	4
Zotu7382	1			1		1		
Zotu14549			3			1		
Zotu18816			1	1	1			
Zotu6156	1		3	2	2	5	1	1
Zotu8444					2			
Zotu17222			1			1	1	
Zotu8205		1	2	1	1	1		4
Zotu15520				1				
Zotu17156					1			2
Zotu10911				1				
Zotu15660								
Zotu10734								
Zotu18026								
Zotu15860				1				
Zotu12572					1	1		
Zotu15536								
Zotu20798			3	1	1			1
Zotu5157								
Zotu15437								
Zotu12836								
Zotu13812								
Zotu19290	2							
Zotu14749	1							
Zotu16825				1		1		
Zotu16246					1	1		
Zotu20063								
Zotu6546	2	1	1					
Zotu18916	1	1	1	1	1		1	1
Zotu13367								
Zotu14866								
Zotu16339								
Zotu16982		1						2
Zotu10650	1	1						1
Zotu17430								
Zotu16530								
Zotu18865								
Zotu8422	1	1	2	1			3	2
Zotu15921		1						
Zotu11530	1			1		1	1	
Zotu11940								
Zotu8623	2	3		1	3	4	1	2
Zotu13958	1		1	1				
Zotu18553							1	
Zotu7275	1	1	1				2	
Zotu1780	4	9	6	9	10	1	10	9
Zotu8860			4			1		
Zotu18314								
Zotu20703			1	1			2	
Zotu17919							1	2
Zotu2580		1						2
Zotu20650								
Zotu3771	1					1		
Zotu3399								
Zotu11061								
Zotu5259	3	6		1	2		1	1
Zotu5908	1					1		
Zotu6961	3	2		1				1
Zotu16786				1			1	
Zotu19928		1						
Zotu17120						2		
Zotu8819		2						
Zotu19002		2						
Zotu16251		2						1
Zotu7058	1					1	1	
Zotu14540						1		
Zotu3326	1	6	1	1	2		1	1
Zotu7323								
Zotu19177				1				
Zotu12067		1	2	1				1
Zotu5724	3	1	1	1		1	1	1
Zotu2746								
Zotu14235								
Zotu3330			1			2		
Zotu12249				1				
Zotu11763								
Zotu14338								
Zotu17314								
Zotu20607								
Zotu14138								
Zotu19748								
Zotu20035								
Zotu20238								
Zotu16683								
Zotu10744								
Zotu15830								
Zotu6015	1	1	1	2			1	2
Zotu3954	6	8	1	3	1	4	1	3
Zotu13726			1	1				
Zotu5819	3	2		1	1	1	2	3
Zotu8954				1		1		
Zotu19815					1			1
Zotu6848	1	1			1	5	1	1
Zotu14385		1			1			
Zotu12575								
Zotu14258		1						
Zotu16735								
Zotu4007	2	1	6		2	2		1
Zotu15269			1					
Zotu7471			2	1		2	1	
Zotu5536			3					
Zotu17282							1	
Zotu5639		1	2	2	2		1	
Zotu5994	1					1	1	
Zotu13803							2	1
Zotu13041								
Zotu18895								
Zotu11588			1					
Zotu12225								
Zotu20292								
Zotu10818				1				
Zotu11751							1	
Zotu19339								
Zotu19519								
Zotu16844								2
Zotu2647	2	3	5	10	4	3	4	6
Zotu5459	1	1		1			2	
Zotu1540	2	1	6	3	9	1	1	3
Zotu8194	1			1	1	2		
Zotu398	13	30	22	13	34	14	14	28
Zotu14771								
Zotu9818			1	1				
Zotu2917	3	3	1	1	3	3		5
Zotu20641								
Zotu6051	1	1	1	2	2	1		1
Zotu15079								
Zotu16215			1					
Zotu18804			1		1			
Zotu14813	1	1	1			2	3	
Zotu16884	1	1	3		4	3	3	
Zotu19606		1	1		1		1	
Zotu11792								1
Zotu5863	1	1		1	2	1		
Zotu932	6	12	5	7	10	5	2	5
Zotu498	5	14	7	9	3	2	21	4
Zotu17247		1				1	1	
Zotu16262		1						
Zotu18119								
Zotu9152		1						1
Zotu13333	1							
Zotu12154			1					
Zotu11788	4	2	1	2	7	2	2	1
Zotu13865	3			2	1	2		
Zotu19268					1		1	
Zotu9893	1	1		2	3		4	2
Zotu19780				3	1	1	2	
Zotu20733		2			2	1	2	
Zotu14621	1	1	2	3			2	2
Zotu18554				1	1	1		
Zotu20648					1	1		
Zotu19895	1		2		3		1	
Zotu16117		2		2				
Zotu19285	9	14	14	3	7	4	3	5
Zotu18114		1		2	1			
Zotu20847		4	3	3	2	4	3	5
Zotu15234	3		2		1			
Zotu12475		2		2	1			1
Zotu16052	3		1	2			1	
Zotu16824				2	1	2		
Zotu12445	1		2	3	1			
Zotu20699	2	6	5	1	7	4	3	
Zotu15673			5		3	4	4	1
Zotu19769		1	1		3	2	2	1
Zotu18838					1		1	
Zotu15544	2	1			1		1	
Zotu18189						1		2
Zotu16682		1	1		1			
Zotu18958	1			2	1			1
Zotu19792		1	4	2			1	
Zotu16714								
Zotu18360			1					
Zotu18471							2	
Zotu15452		1		1	1	1		
Zotu18161			1	1	1	1	1	
Zotu17188			2				1	
Zotu19381								1
Zotu887	1	1	1	4		4	2	3
Zotu7378								
Zotu620								
Zotu1155								
Zotu6229								
Zotu369								
Zotu8362	1							1
Zotu12733			2			1		
Zotu1234	8	4	8	12	7	10	5	5
Zotu7093	3					2	1	
Zotu3090	1	4	6	4	3	5	2	4
Zotu14028				1				1
Zotu8961	1			2				
Zotu2666	3	3	5	3	8	1	1	7
Zotu20539								
Zotu4350		1	1	1	1	1	3	3
Zotu6112			1	4	1	1		
Zotu6357		2	1	1		2	2	1
Zotu14612		4						
Zotu4416	4		3	4		1	5	1
Zotu19894					1			
Zotu4036	13	6		2	2	3	1	1
Zotu6833		1	2	1	3	4	2	
Zotu9046	1						1	
Zotu20484								
Zotu18641								
Zotu19195								
Zotu16190								
Zotu10227	1	2	1		1	2		
Zotu17970	1							
Zotu9733				1				
Zotu20141				5		1	1	
Zotu13261								1
Zotu10404	1	2						2
Zotu12712			2					3
Zotu17710								
Zotu12340								
Zotu18911								
Zotu20705								
Zotu19295							2	
Zotu8504	2	1	1	2		3		1
Zotu19496			3					
Zotu1928	7	3	7	5	4	2	5	9
Zotu4141	6		2	4			3	4
Zotu10701	3							
Zotu12331			1		1			
Zotu15372						2		
Zotu721	8	15	35	22	15	22	22	32
Zotu19917			1					
Zotu10516				1			1	2
Zotu184	28	50	47	92	63	60	38	64
Zotu983	1	4	9	3	8	5	4	21
Zotu2631	2	6	2	9	7	4	2	6
Zotu288	44	41	30	28	63	15	45	85
Zotu1198	7	7	8	16	9	6	6	22
Zotu4762	4		1	1	2			1
Zotu683	19	23	10	19	37	10	19	26
Zotu5263	1	2		2				2
Zotu13503				1	1			
Zotu16342			1					
Zotu8154							1	1
Zotu4136	1							2
Zotu10382	2						1	
Zotu4385		3	1	3	2	2		
Zotu15262	2				2		2	1
Zotu276	49	55	59	73	58	45	25	65
Zotu937	13	15	13	21	14	10	6	20
Zotu2279	5	5	11	14	4	7	8	6
Zotu10291	1	1			1	1		4
Zotu272	67	58	31	102	86	40	36	74
Zotu4199	2	1	3	2	2	5	1	3
Zotu20780								
Zotu9702		1						1
Zotu20334			1					
Zotu6108						1	1	1
Zotu3432	3		2		3			
Zotu14970					1	1		1
Zotu2126	3	10	5	23	5	5	2	6
Zotu16394				2				
Zotu12463		1		1	1	1	1	1
Zotu2690	4	6	5	6	3	7	4	3
Zotu16754				1				
Zotu3353	1	3	4	4	2	1	1	2
Zotu5433	2	1	1	1		2	3	
Zotu15297				1	4			
Zotu3439	1	3	1			3	2	
Zotu4337	3	2	2	1	2	5	3	
Zotu4956	1	1	3	2				
Zotu9559		1			1			1
Zotu12671		1						
Zotu2934	1	3	4	2	3	2		3
Zotu5918			3	1	1	2		1
Zotu13997		2		1		2		1
Zotu14609	1					4		
Zotu4799			2	1	2			7
Zotu18632			1		1		2	
Zotu19422	1							
Zotu14201								
Zotu6322	1		1		1			1
Zotu15518							1	
Zotu13099							1	
Zotu5611	1	1			3	2		
Zotu19302								
Zotu17768			1					
Zotu16547		1			2			
Zotu20715					3		1	
Zotu910	15	15	22	29	22	52	12	13
Zotu666	23	14	21	39	25	39	22	14
Zotu1453	8	2	10	51	4	24	8	15
Zotu6983		1	2	1		1		
Zotu9125				2		2		1
Zotu2011	10	3	3	11	9	47	5	15
Zotu3322	6		4	12	1	18	1	5
Zotu12181								1
Zotu19282								
Zotu11836		1		1	1			
Zotu19439				1				
Zotu18300								
Zotu5051	3	2	1	5	4	3	1	2
Zotu16630	1							
Zotu5628	2	2	4			2	5	4
Zotu19979							1	
Zotu1832	15	9	5	11	6	12	7	6
Zotu2899	4	3	5	10	3	13	1	11
Zotu143	116	46	55	149	68	173	58	65
Zotu808	10	4	15	26	14	18	12	18
Zotu4466	2	2		4	1			5
Zotu16100		1						
Zotu13287			1				1	
Zotu13018				1				1
Zotu7462				1	1	1	3	2
Zotu16336			1	3				1
Zotu15357								
Zotu9532			5		2	1		
Zotu19578								
Zotu19687							1	
Zotu16767				1	1			
Zotu13551		1						
Zotu19753	1							
Zotu9674		1						
Zotu8260		1		4	1			2
Zotu12942					2			1
Zotu668	9	18	19	15	19	11	11	12
Zotu759	7	9	10	29	12	8	7	12
Zotu2318	3	4	3	3	3			2
Zotu10424							1	1
Zotu11686	2						1	1
Zotu13374				1			1	1
Zotu15425					1			
Zotu19520								
Zotu14875			1	1		1	3	
Zotu13407	1	2	2	3	3	4	2	
Zotu13935		1	1		1	1		1
Zotu17792	1	1		1			2	
Zotu16134	1		1				2	
Zotu20117			1		1			1
Zotu12487	1		1			1		2
Zotu248	39	39	26	54	36	49	34	18
Zotu1314	17	16	8	13	15	13	8	6
Zotu14846						1		
Zotu5542	2		3	2		4	2	
Zotu6079	2	1	1	3	1		2	
Zotu18447		1	1		1		3	1
Zotu18486								
Zotu2114	1	6	2	5	2	4	1	3
Zotu20059	1							
Zotu2002	3	4	4	2	3	5	1	2
Zotu3075	3	2	3	9	3	3	1	3
Zotu18680						1		
Zotu5874		2	1	3		1		
Zotu2029	1	9	2	3	4	1		2
Zotu3128	1	1	3		5	2	4	5
Zotu5962		2	4	2	2			
Zotu1356	2	9	6	8	6	2		1
Zotu4786	1	2			2			
Zotu1157	4	7	6	5	14	5	10	14
Zotu9554					1			
Zotu3769	1	2	5	5	2			2
Zotu6597		2	4	5			3	1
Zotu16351								
Zotu2560		1	1	4	7	1		1
Zotu5722	1			3		1		1
Zotu4619	1	1	2	2	1		1	
Zotu287	8	21	21	19	29	28	17	18
Zotu9953							1	1
Zotu3687		2	1	3	1	7		2
Zotu18041		2	1	1		1		2
Zotu20563				1		2	1	
Zotu20613	1					1		
Zotu17784								1
Zotu6371				4			2	1
Zotu8936						2		1
Zotu11001			2	1	2		2	1
Zotu16373		3	2					
Zotu19697		3					2	
Zotu6473	3	3		1				2
Zotu4099	3	3	6	4	2	5	3	3
Zotu3295	3	3	4	9	2	2	2	3
Zotu4313	1	2	3			2		2
Zotu8212		2		1				
Zotu13657			3	1			1	
Zotu341	43	36	26	65	43	42	28	40
Zotu1538	3	15	7	5	3	20	4	15
Zotu7298	1	1	1	1	1		2	
Zotu185	81	70	38	90	65	94	47	54
Zotu4508			2	1		1		
Zotu15696								
Zotu3425	2	1	4	3	1	5	2	1
Zotu2412	5	1	8	6	6	4	2	9
Zotu1420	11	9	10	15	12	18	3	9
Zotu17886			2					
Zotu785	31	21	21	26	15	23	14	22
Zotu18788						1		
Zotu2798	5	5		9	2	10	2	1
Zotu3551	1	5	9	7	2	10	3	4
Zotu17206		1						
Zotu2388	6	3	2	5	5	4	6	3
Zotu419	38	12	18	21	25	20	23	35
Zotu6530	2	1			5			1
Zotu19406								
Zotu14586	5						1	
Zotu15248								
Zotu5392			1	1			1	2
Zotu5153	1	1	1			1		
Zotu20253			1			1		1
Zotu14834		1	1					
Zotu14104								
Zotu19950								
Zotu13120		2				2		
Zotu18609								
Zotu19072		1	1		1	1	1	1
Zotu6083		1		1	4			3
Zotu15707							1	
Zotu6209		4		2		1	2	
Zotu15133		2			1		1	
Zotu1271	3	10	6	7	6	19	8	4
Zotu6343	3		2		1	2	2	1
Zotu16038						1	2	
Zotu12121		1	1		1		3	
Zotu19049						1		
Zotu16640						1		1
Zotu3882	3	8	2	1	2	1	10	2
Zotu19105	1							
Zotu14389	1			1		2		1
Zotu7698	2			1			2	
Zotu14614			1	2	1	4	3	
Zotu19661			1					
Zotu19134								1
Zotu16561	1		1			1		
Zotu11822								
Zotu7814			4					
Zotu6643		4	2		1	1		1
Zotu4404	1		1	1	2	6		2
Zotu12723								
Zotu1236	2	1	5	3	5	1	5	4
Zotu4955		2						1
Zotu18603					1	1		
Zotu15549								
Zotu16713								
Zotu7034	3	1	1	1	1	1	1	
Zotu6134	2	1		4				2
Zotu6175	1			2		2	1	1
Zotu20390								1
Zotu3048	3	2	3	6	4	3	5	7
Zotu6941		2		1	1	2		3
Zotu4916	1		1	3	2	1		2
Zotu1006	3	6	12	16	12	14	20	7
Zotu16810		1						
Zotu12898							2	
Zotu19351	1					2		1
Zotu17563							1	
Zotu6760								
Zotu18758								
Zotu17518	2	3			1			
Zotu19181								
Zotu3817	2	6	7	4	1	1	1	3
Zotu12455							2	
Zotu5378	1		3	1		1		
Zotu4587		1			1		1	1
Zotu10459	4	1	1			1		1
Zotu15165					1			
Zotu3936	2	4	2		2		1	1
Zotu3898	2	1	1	1	1	1	1	2
Zotu9386		1		1				
Zotu1936	3	3	2	4	2	1	3	3
Zotu2991		1		2				
Zotu14431		3	1					1
Zotu12880					1		1	
Zotu19987				1				1
Zotu12015								1
Zotu18034						1	1	
Zotu16872								
Zotu17745			1			1		
Zotu16368					1			
Zotu4395	5		4			1	3	
Zotu15457								
Zotu11853				1				
Zotu18449					2			
Zotu7896		1						3
Zotu14030		1		1				
Zotu19021								
Zotu2515		3		1	3	1	1	1
Zotu3068	3	1	3	1	3		2	1
Zotu1214	1	4	2	1	6	2	3	1
Zotu3532	1	2	7	2	2	3	2	1
Zotu5620			4	1	1	1		1
Zotu12513								
Zotu15011								
Zotu7092		1			1			1
Zotu1325	3	6	1	1	12		3	1
Zotu1513	1		1	1	2	2		2
Zotu5997	1				1			1
Zotu2270		3	3		5	3	1	2
Zotu842	3	15	17	8	11	2	8	4
Zotu5500	1	3	1		2			2
Zotu898	2	9	9	10	12	6	6	6
Zotu1042		5	3	5	11		5	5
Zotu1202	3	3	6	2	8	6	5	3
Zotu3839		1	1		1	1	2	
Zotu1541	5	1	1	2	4	1	7	4
Zotu578	11	11	3	5	4	7	11	5
Zotu20800						1		
Zotu3260	4	2		1	1		1	3
Zotu10490	1							
Zotu12966	1	1			1			
Zotu10517								
Zotu7905	1		2		1			3
Zotu3467	1	2	1	1		1	4	
Zotu3766		1	2			2	2	1
Zotu11974	1			2		1		
Zotu4251				2			1	2
Zotu15045			2					
Zotu10054			2	1			1	
Zotu13669		1						1
Zotu6132	1	2				1		2
Zotu8268								
Zotu15692								
Zotu8169			2	1	1			4
Zotu6923					1			
Zotu14224								
Zotu11266		1						
Zotu12694			1					
Zotu1650	7	13	4	9	7	7	3	7
Zotu17022		1					1	
Zotu935	10	9	9	9	17	9	13	12
Zotu9857	1	1					2	1
Zotu15514								
Zotu1821	8	4	9	11	7	8	5	6
Zotu10303		3			2			1
Zotu3219	5	3	2	4		1	4	1
Zotu15179	1	1	3	1	1		1	
Zotu15547	1							1
Zotu16631			1					
Zotu9155								
Zotu15495	1	2						
Zotu7953	1	3	1	4	2	3	1	1
Zotu11569				1				1
Zotu19537			1				2	1
Zotu11886	1	1		1				1
Zotu6422	2		2	1		2		1
Zotu12672			1		1		1	3
Zotu16355								
Zotu7650	2							
Zotu14506						2		1
Zotu15453								
Zotu10477		1		1		5		
Zotu1583		2						
Zotu3580					1			
Zotu16296								
Zotu20852								
Zotu15164	1			1				
Zotu16676								
Zotu14374				2	1		1	
Zotu12374	2			2	1	1	1	2
Zotu12011								
Zotu20188					1			
Zotu17043								
Zotu18848					1			1
Zotu10601			1				2	
Zotu18794								
Zotu10890								
Zotu9765								
Zotu15920								
Zotu7555								
Zotu8236								
Zotu6810		1		1	3			
Zotu2519	1	2	1		1			
Zotu3590			2	2	3		3	3
Zotu11625							1	
Zotu20289								
Zotu16893				1			5	
Zotu7392								
Zotu6057								
Zotu11809		1						
Zotu8920								
Zotu14239								
Zotu10465								
Zotu7268								2
Zotu20026			1					
Zotu20157								
Zotu10874								
Zotu8675	1	1	2	1	1	1	3	1
Zotu14583		1				1		
Zotu8529		1	2			2	1	1
Zotu18232							1	2
Zotu3437	8	9	6	3	6	4	4	4
Zotu11679	1	4	2	2		2		3
Zotu19589								1
Zotu7672	2						2	4
Zotu20034								
Zotu4622	2	2		2	2	1		3
Zotu19919		1						
Zotu10817								
Zotu3971								
Zotu20452							1	
Zotu13625	1							
Zotu16549		1						
Zotu17760							1	
Zotu17763								
Zotu9770								
Zotu7519		1	4		3		1	2
Zotu10533				1				
Zotu10144		2			1			
Zotu12938					1		1	
Zotu2101		4	5	1	2		1	
Zotu10855								
Zotu2572	1	10	4	6	9	2	4	1
Zotu17399								
Zotu3262	1	6	6	2	10	1	8	6
Zotu11117					1			1
Zotu1666	2	3	2		5	2	1	2
Zotu4410				1			2	
Zotu10889								
Zotu5925								
Zotu18254								
Zotu4672		1						1
Zotu6292			1			1		1
Zotu16542			3	1				
Zotu7396		1	6				1	2
Zotu18385								
Zotu16007								
Zotu4172		1				1	1	
Zotu16529				1				
Zotu12502	1		1					
Zotu20209								1
Zotu20360						1		
Zotu12830								3
Zotu15233				1				
Zotu14144	1				2			
Zotu16271								
Zotu6662	1	1		3			1	
Zotu20331			1					
Zotu11727		3		1	1		1	
Zotu4741	4	4		2		1	3	
Zotu16476			1		1			2
Zotu12995	1		1				1	
Zotu7670			1	1				3
Zotu16106								
Zotu16888								
Zotu4821	4	1						1
Zotu12226					1			
Zotu9044		1		1	1	4		2
Zotu10461		1	1	1	1			1
Zotu14318					1			
Zotu17401	1						1	2
Zotu18587								
Zotu20229								
Zotu19485								
Zotu14163		1						
Zotu16248		2						
Zotu20560			1					
Zotu10960								
Zotu14729				3				
Zotu18899								
Zotu4771								
Zotu14941	1							
Zotu20530					1	1		
Zotu3598				5		1		
Zotu17059								
Zotu19411								
Zotu9695								
Zotu11350				8				1
Zotu4583		2	1				1	2
Zotu12893								
Zotu9373			4				2	
Zotu12664								
Zotu18962								1
Zotu1365	11	5	4	12	4	4	8	7
Zotu12542			2			1		
Zotu15009					1			
Zotu5482	2	2	2	8		1	2	1
Zotu7220	1			1	1			
Zotu10279								1
Zotu1860	6	3	6	1	2	4	5	2
Zotu13756		2	1					1
Zotu14051				1				
Zotu8232		1		1			1	3
Zotu15879		1	1			1		
Zotu13103	1							
Zotu6208		2						
Zotu6898							1	
Zotu13898								
Zotu10357				1	1			
Zotu16210								
Zotu5356						2		
Zotu8409			1	1				1
Zotu1300	6	2	4	3	3		2	5
Zotu6344			1					
Zotu3419	1			8			1	
Zotu8272			1		1		4	1
Zotu17423				1				
Zotu698	21	9	6	20	9	4	15	15
Zotu1104	7	7	16	10	4		9	7
Zotu3569	8			2	1		1	
Zotu13649				1	1		1	
Zotu11083		2	2					3
Zotu17001				1			1	
Zotu3409		6	7	2	1		8	2
Zotu4541	3	3	7	1	5	3	10	8
Zotu4476				1		1	3	1
Zotu14165				1			1	1
Zotu1872	7	2	2	3		1	9	4
Zotu2314				3		2	1	1
