ID	rs_f_1	rs_f_2	rs_f_3	rs_f_4	rs_f_5	rs_f_6	rs_f_7	rs_f_8
Zotu722	18	32	44	26	33	22	30	20
Zotu13611		1		1	1			3
Zotu1303	4	3	2	5	12	1	1	7
Zotu9098		1	2			1	1	
Zotu774	3	11	9	6	10	5	8	3
Zotu6411	1	2	1			1	2	2
Zotu2019	6	7	12	4	1	4	6	5
Zotu5206	2	2	7		3	3	2	3
Zotu9812			1					
Zotu501	13	13	23	7	18	15	29	16
Zotu7602			1	1			1	
Zotu14796		1						
Zotu1291	16	23	13	7	8	18	17	5
Zotu690	23	33	15	11	35	18	13	17
Zotu1906	11	12	6	12	8	7	5	6
Zotu2438	10	4	14	8	6	2	4	2
Zotu238	51	55	45	30	47	32	37	46
Zotu357	22	27	28	21	34	21	32	25
Zotu16127						1		
Zotu20448		1		1		1	2	
Zotu6990	2	2	1	1	2	2	5	
Zotu18072	2			3				
Zotu2536	4	6	8	2	14	1		5
Zotu2197	15	2	7	8	6	5		5
Zotu1986		7	3	5	5	2	3	6
Zotu4710	3	11	8	1		8	1	4
Zotu1213	7	10	4	15	10	7	11	47
Zotu998	20	22	17	18	37	31	6	28
Zotu2601		6	7	7	2		5	11
Zotu6529	2	8		2	1	1	1	1
Zotu825	6	12	10	9	14	19	12	25
Zotu19453		1			1		3	1
Zotu13137	1	1						1
Zotu18901		1						
Zotu7168	1	6					2	3
Zotu11286	2	1					10	
Zotu19822								
Zotu7403				2	3			2
Zotu18515		1		1	3	1		1
Zotu3956	10	11	1	5	5	4		2
Zotu19951								
Zotu10880				1	1			1
Zotu20726		1	2					
Zotu6317	2	2	6	2	2		2	1
Zotu12092						2		
Zotu15672		1	1			1		1
Zotu8555	1							2
Zotu5616			3			1		1
Zotu18010								
Zotu11540	2						1	1
Zotu12365		4	4		1	1		4
Zotu7080		3				5		
Zotu6358	1		1		1	1	2	
Zotu11546								
Zotu13639								
Zotu3510	1	4	3	11		1	4	8
Zotu5506	2	5		3		1		2
Zotu18755					1			
Zotu9938		4	1					3
Zotu11144								
Zotu10892		1				1		
Zotu13839	2	1	1					
Zotu11102					1			
Zotu5112	1			3			1	1
Zotu536	12	29	24	10	22	17	7	62
Zotu5844			8				1	3
Zotu3109		2	1	3	1	3	1	1
Zotu3101					5	1	1	9
Zotu16002								1
Zotu10797	1							6
Zotu10767							1	
Zotu7507		2				2		
Zotu7059					4			4
Zotu7840	3	1			2			2
Zotu7815		1						4
Zotu1844	4	10		5	3	2	1	4
Zotu11173								
Zotu20195								
Zotu511		11	1		7	1		
Zotu2172					3			
Zotu4957		2		1	2			11
Zotu19583				1				
Zotu5634		2						
Zotu10377								
Zotu4155			1					
Zotu905		4		3	2	2	4	1
Zotu10178	1	4						
Zotu15148								
Zotu19023			3					
Zotu12378						1		
Zotu15807								
Zotu606	5	7	4	10	11	12	7	21
Zotu4180						1		
Zotu4848			1					
Zotu12832								
Zotu20445								
Zotu6128	2	2						
Zotu14996								
Zotu7707		4	1	2				1
Zotu12989								
Zotu20304						1		
Zotu16660								
Zotu13969						2		
Zotu3083	2	2	3		2	1	1	
Zotu7350								
Zotu3076	2		1	1	1	1	1	1
Zotu3932		2			2			
Zotu4031						1		
Zotu17415								
Zotu619	4	4	7	5	8	5	4	3
Zotu7369			1					
Zotu2711		2	1	2	1			
Zotu4616				2		1		
Zotu2190		1		1				
Zotu18877		1						
Zotu15524		1						
Zotu7264								
Zotu11358							3	
Zotu17640		2					1	
Zotu126	25	41	16	17	20	30	53	16
Zotu8354								
Zotu2037		4			3	2	1	
Zotu12881								
Zotu3057			1			2	6	
Zotu17541								
Zotu3077	1	2	5			2		
Zotu11211								
Zotu4407				1				
Zotu4730				2			1	1
Zotu4304								
Zotu12889								
Zotu20649	2		3		2	6		
Zotu19033				1			2	
Zotu19755		1	3					1
Zotu18914		1	1	1	1	1		
Zotu20538	1		3			1	2	1
Zotu19602	1	1	1			1		
Zotu18624	2	3						
Zotu15658								
Zotu18937								
Zotu6540								
Zotu11807							1	
Zotu17871								
Zotu11375			4	1				
Zotu16148								
Zotu13074								
Zotu13425								
Zotu7802	2		1		4	2		1
Zotu7804		1	3		1	3	2	
Zotu10089			1					
Zotu2269	6	4	6	11	4	8	3	9
Zotu8673					1	4		1
Zotu2401	3	9	10	2	5	1	2	4
Zotu2871	1	2	3	1	2	9		2
Zotu3748	1	10	1		3	1	1	3
Zotu20433								
Zotu19379								
Zotu10634	2		1					2
Zotu7770	1	1	3		2	2	1	
Zotu14497		2	1			1	1	4
Zotu16347		1	1				2	
Zotu4693	2	1	6		3	2		7
Zotu1571	7	6		1	7	4	3	7
Zotu2405		9	2	2	5	5	6	9
Zotu7830		1		1				
Zotu6753								
Zotu8443			1					
Zotu17431								
Zotu7539			2		1			1
Zotu14734							2	
Zotu14438						1		
Zotu13325								
Zotu7943				1	1			
Zotu17085								
Zotu17305								
Zotu7169		1		1			1	
Zotu5572	4		1			2		
Zotu8969								1
Zotu9555			1					
Zotu12201								
Zotu11640		2				2		
Zotu19597								
Zotu17668								
Zotu8403								
Zotu13096						1		
Zotu17857								
Zotu9752			1	1			1	
Zotu17779								
Zotu11565								
Zotu17302		1						
Zotu14502								
Zotu8978			1					2
Zotu14334			1		1		1	
Zotu4795			2		2			
Zotu4512	1	2	2	1	2			1
Zotu10087							1	
Zotu9549		3	1					2
Zotu5343				1		1		1
Zotu9947								
Zotu17442								
Zotu2141		1	1		1		1	
Zotu13763					1			
Zotu5633		1		1		1	2	1
Zotu8032			1		1			2
Zotu10182	2		1		1		1	
Zotu11364					1	1	1	3
Zotu4577	2		1	1	2		1	1
Zotu16491								
Zotu2162	1	3	2	3		2	1	
Zotu16131								
Zotu4969			1					1
Zotu5959	2					1		
Zotu13295			2	1	2	2	2	
Zotu18948								
Zotu12843								
Zotu19834								
Zotu11626								
Zotu17918								
Zotu6066								
Zotu8149								
Zotu6962	1	1				1	2	1
Zotu14248								
Zotu15560								
Zotu5949			1					
Zotu14213						1		1
Zotu14667					1			
Zotu12926		2						1
Zotu17311								
Zotu9841					1			
Zotu10568								
Zotu4011								
Zotu17377								
Zotu4253					2		1	1
Zotu4224		6	1	1	2	1	1	1
Zotu14036			1					1
Zotu9819								
Zotu20672								
Zotu12038								
Zotu14357								
Zotu15200	1		1			3		
Zotu13051		1				1	1	
Zotu15885								
Zotu13102				5		1		
Zotu14080								
Zotu16883		1						
Zotu8917								
Zotu14198	2				1			
Zotu12032								
Zotu12426						1		
Zotu2260		4		1	3			
Zotu3004	1	6	2	2			1	2
Zotu10290								
Zotu14254					1			
Zotu20591		1						
Zotu6316			2	1				2
Zotu17572								
Zotu15171			2					
Zotu8845					1			
Zotu19154		1	1					
Zotu8121	2					2	2	1
Zotu3332		5	5	1	12	6		5
Zotu4562			1		7	1	3	4
Zotu14442		1				1		1
Zotu11123			1					
Zotu20255				1				
Zotu12982				1			2	
Zotu5088	4	3	1	2	4	3		3
Zotu19954							1	
Zotu2091	5	5	4	1	4	7		2
Zotu7522	3	3	1	1	2		3	
Zotu7455			2			1	1	
Zotu6257	2						1	1
Zotu12829								
Zotu8608	1	2	4		1	2	3	1
Zotu6314	1				2	3	1	1
Zotu3282	7	2	1	2	5	6	4	5
Zotu13387							1	
Zotu14202					1			
Zotu16291								
Zotu13028		1	1					1
Zotu10320	1		1			2	2	
Zotu10580	1		1					
Zotu16679			1					
Zotu1841		2	2	1	1	1		1
Zotu12595								
Zotu19498								
Zotu8612					1			
Zotu18902		2	1			2		
Zotu12029		1		1	1			3
Zotu10250						1		
Zotu18220		1				1		
Zotu12758					1			
Zotu11405								
Zotu12918		2						
Zotu9645					1			
Zotu12643					1		1	
Zotu15363								
Zotu7390			1		1			
Zotu11665			1					
Zotu10406				1				1
Zotu191	7	11	5	6	18	12	8	4
Zotu18049								
Zotu3866							1	
Zotu7640		2		1				3
Zotu10143					1			
Zotu1440		5				1	1	1
Zotu13766								
Zotu11050	1						2	
Zotu17021								
Zotu847	4	10	9	6	6	2	2	10
Zotu4040	1						4	1
Zotu3178		2				2		
Zotu15112				1				
Zotu2082	6	4	1	3	1	7	1	4
Zotu8155						1		
Zotu6347	3		2		3			
Zotu15653	1				1	1		
Zotu9898	1	3		1		1		
Zotu4856				2	1			
Zotu5228			1		1	2		
Zotu2012	4	7	1	1	4	3	4	1
Zotu6173				2				
Zotu4067		1	2	1	2	2		
Zotu9508			2	1	3		3	
Zotu13750				1	1			
Zotu16536			1			1	1	
Zotu14730	1			1		2		1
Zotu1468	3	5	1	1	3	4	2	2
Zotu4967		1	3	3	1			1
Zotu335	3	12	9	5	24	20	19	15
Zotu11370								
Zotu468	11	9	12	13	16	15	7	17
Zotu4707						3	1	
Zotu6955		3			2	2	1	
Zotu11006	1		5	1			1	
Zotu16716						1		
Zotu2841	1	5	7	5	9	7	3	3
Zotu9606				1		2		1
Zotu11209		2						
Zotu9737		3						
Zotu14300						2		
Zotu13148		1	2	1		1	4	1
Zotu4965	1	3	3	1	1	11	5	2
Zotu3560			1		7	3		2
Zotu15659								3
Zotu9714	1				3			
Zotu10906			1				1	
Zotu876	3	4	1	4	6	4	3	6
Zotu14641							1	1
Zotu8458			3		1			
Zotu15715								
Zotu4438		2	3	1	2			1
Zotu10045	1			1		2	1	
Zotu17558								
Zotu19143								
Zotu3861	1		3		1			
Zotu14530								
Zotu11634			1					
Zotu7112	2		1		2	2		1
Zotu9328	1	1		1	1			
Zotu12096	1							
Zotu8300	1			1	1			1
Zotu7564	2				1			2
Zotu16912						2		
Zotu10935	1	1						
Zotu8464			1					
Zotu3436	3	5	4	3	1	4	6	1
Zotu15411								1
Zotu1108	2	3	5	2	5	4	3	6
Zotu10967							2	2
Zotu12990								
Zotu14833								
Zotu11767	1		2	2				1
Zotu20279		1				1		
Zotu3208		2	2	1	5	2	1	3
Zotu14012	1							
Zotu11858								
Zotu13897								
Zotu14974								
Zotu3470	1	1		1	1			
Zotu19441							1	
Zotu3357		2				3		4
Zotu16608								
Zotu10426								
Zotu15596	1							
Zotu16704								
Zotu7820					1			1
Zotu9776					1	1		
Zotu16462								
Zotu12999			2	1				
Zotu13760	1	1			2	1		
Zotu2614	1				2	2	1	3
Zotu11060		1						1
Zotu520	11	17	8	10	24	20	13	23
Zotu19825								
Zotu16012			1					
Zotu17266	1			2				
Zotu15735								
Zotu10179								
Zotu10193					1	1		
Zotu20322								
Zotu16361								
Zotu16437				1				
Zotu14993								
Zotu5768				1	1			
Zotu11835								
Zotu13743					1			
Zotu5455				2				2
Zotu20028								
Zotu12548					1			
Zotu6526	1	2			2	2		
Zotu2038	2	6	10	6	7	2	6	3
Zotu10663	1							1
Zotu3460	3	5	2	1	2	5	1	
Zotu4422		3	2		1	1	1	
Zotu3158			2	1		2		
Zotu11063								
Zotu749	6	23	8	3	12	15	11	8
Zotu6470								2
Zotu8377	2		1		3			
Zotu16058	1		1			1	2	
Zotu13664				1				
Zotu5100		1	2	1		2		
Zotu10310								
Zotu16689		1						
Zotu11691								
Zotu3759		1			1	2	1	1
Zotu2450	6	15	4	1	3	10		8
Zotu20072								
Zotu8992	1	1		1	1	5		
Zotu20754					1			
Zotu7109	2	4	2	2	2	1	2	2
Zotu8685						2		1
Zotu2532	1	4	2	2		2	5	2
Zotu11682			1					
Zotu15046								
Zotu2561	5	2	7	3		8	6	12
Zotu7176			1		2		3	2
Zotu13634		1	1		1			
Zotu12827		1	1					
Zotu19123								
Zotu17275							1	
Zotu11681								
Zotu17310								
Zotu13660			1		1		1	
Zotu2550	4	10	3	4	6	6	9	4
Zotu9262	1					1	2	
Zotu3459	2	6	1		2	2	5	1
Zotu7693								
Zotu6652								
Zotu3423	1			1	2	1		1
Zotu1996			3		1	1	3	
Zotu7789			3		1		1	2
Zotu10861	2				1		1	
Zotu17686								
Zotu1212	4	1	4	1	1	1	8	2
Zotu3471			1		2			
Zotu9122								
Zotu16746					1		1	
Zotu3698								
Zotu8804								1
Zotu10355				1				
Zotu12240		2	1			1	2	1
Zotu1607	4	10	9	2	3	3	13	8
Zotu11413			1			1		
Zotu1968						2	1	
Zotu17441								
Zotu13356					1			
Zotu10555						1		1
Zotu3702								1
Zotu7689			2			1	1	
Zotu9821								
Zotu11277						1		
Zotu3704			3		3			1
Zotu3305		5	2	1	1		1	
Zotu18488								
Zotu12239								
Zotu3438	2	3	2	1	1	1	4	2
Zotu15634								1
Zotu13956				1			1	2
Zotu17908								1
Zotu14744	1	1	1	1		1		
Zotu8312	2	6	3		1	3		1
Zotu11367			1					1
Zotu15012	2						1	1
Zotu859		4	2	2	6	1	2	1
Zotu5489		1						
Zotu5066					1	1		
Zotu7768							1	
Zotu14611								
Zotu11889							1	
Zotu16061								
Zotu14038	1				1			
Zotu6624	1	2			1	1	2	3
Zotu402	35	24	31	17	23	27	22	33
Zotu20640								1
Zotu6034	4		1			2		1
Zotu19456						1		
Zotu12565	1		1	1		3		3
Zotu4923				1				
Zotu9198				1				
Zotu13359			1		2			
Zotu19428		2						
Zotu6225						2		1
Zotu16370					2			
Zotu6578					1			
Zotu20697				1				
Zotu12789						1		
Zotu4769					2		1	1
Zotu7782	1		3	1			3	
Zotu14312								
Zotu330	16	15	21	11	26	25	37	27
Zotu2234	3	2	3		7		3	
Zotu5842		1	1		1	4		
Zotu3030							1	
Zotu14604						1		1
Zotu17309								
Zotu12569								
Zotu10473					1		1	1
Zotu16349			2		2	1	3	3
Zotu10712		1	2		6	1		
Zotu5937			2			3	1	
Zotu9579		3	1				3	
Zotu3276	5	1	6	1		1	8	3
Zotu15883								
Zotu12649	2				1	1		
Zotu10514			1					2
Zotu13688				1				
Zotu9127								
Zotu14923								
Zotu14321		1	3	1	2	3	1	
Zotu1924	1	3	9	1	5	3	3	4
Zotu8869		1	1	1		3		
Zotu10931		1	1					2
Zotu18891						2		2
Zotu6197			2		1	1	1	1
Zotu1859		2	2	1	1		1	2
Zotu2016	2	1	1	1		1		
Zotu1984	4		4	6	4	3	2	
Zotu5384		1		1			1	
Zotu16088	1	1						
Zotu7290				1				
Zotu16126				1				
Zotu20660			1	1				
Zotu1435	5	14	6	8	8	8	15	9
Zotu229	63	89	62	47	94	82	91	48
Zotu509	35	21	41	11	50	13	24	31
Zotu1376	12	13	8	4	16	13	16	9
Zotu803	19	33	20	16	36	23	43	20
Zotu271	29	53	33	18	31	52	41	16
Zotu3856	4	6	8	1		4	9	3
Zotu945		2	7	5	3	9	3	4
Zotu1808			1	1				7
Zotu5050								
Zotu2774				1		2		9
Zotu8926	1	1						
Zotu10678								
Zotu12344	1							1
Zotu8903		4	5	1				3
Zotu12272			2		1		1	
Zotu1785	2		4	7	11	4	5	4
Zotu6177			1	1	1	1		3
Zotu2178	13	9	7		5	7	11	2
Zotu3115	1		1	1	1	3	3	
Zotu9836		2	1				1	3
Zotu9340	1							
Zotu7844		1	4	6	3		2	4
Zotu726	16	17	15	8	19	22	19	17
Zotu3043	5	2	6		1	2	6	1
Zotu4282	3	2	1	3	2	13	2	3
Zotu5372	3	3	3	4		2		4
Zotu6041			3			2	1	2
Zotu1083	8	9	5	10	8	5	5	3
Zotu3953	7	5	5	2	6	6	2	1
Zotu18986						1		
Zotu10418	3	2	2	3	1			
Zotu20355								
Zotu678	24	12	22	16	12	23	10	14
Zotu3644			1	1	4			1
Zotu4065	2		4		2			
Zotu6903	2							
Zotu3209	1							
Zotu11374			1	1				1
Zotu18806		1						
Zotu19523		1				1		
Zotu16274			1		1	1	2	
Zotu8853				2			4	
Zotu4501			2	1	1	1	2	2
Zotu10697	1	1	2			2		
Zotu20782								
Zotu4419	2	3		3	2	1	1	
Zotu11176						2	3	3
Zotu242	12	31	18	14	44	25	16	30
Zotu1038	2	2	3	4	2	2	3	5
Zotu19639								
Zotu10232								
Zotu2694	1				3		1	1
Zotu504	5	7	9	5	5	5	12	13
Zotu727	2	7	6	5	13	7	3	7
Zotu19651	4	3	1				4	2
Zotu1452	5	4	7	7	3	4	4	9
Zotu3445	3	2	2	2	3		3	6
Zotu151	73	59	49	35	69	57	81	57
Zotu1838	3	5	10	5	10	3	8	2
Zotu5619	1		1					
Zotu3524			1			1		1
Zotu17393								
Zotu19182								
Zotu13702								
Zotu9005		1		1			2	
Zotu20766			1		1			
Zotu12204	2				1	1		
Zotu1428	1		1		2	1		6
Zotu3181	1	3	15	3	2	2	1	5
Zotu18756		1				1	1	
Zotu17533					1			1
Zotu16233								
Zotu16503							2	
Zotu8192	1			3			1	
Zotu10343		1	1	1			1	1
Zotu15488								
Zotu7971	1							
Zotu11780								
Zotu7556	2		2	1	1		2	6
Zotu2060		1	7		1		1	1
Zotu8506							1	
Zotu12252								
Zotu11130								
Zotu19377				1				
Zotu9968								
Zotu2219								
Zotu18368		1						
Zotu2638		1		1			2	1
Zotu11508					1		1	
Zotu8005	1		2					2
Zotu7039				1			2	1
Zotu18505								
Zotu17125								
Zotu9616		1		1			2	1
Zotu7574		1	2		2		2	3
Zotu6474	3	2	3	1	2		2	2
Zotu19922								
Zotu12066				1	2		1	1
Zotu8583				3	3	2		
Zotu11864					1			
Zotu4882		1	1	1	6	1		2
Zotu3980		1		2		1	1	
Zotu15846	1					2	1	
Zotu4746			2		1	3		2
Zotu7831		1	1					
Zotu11225		1						
Zotu20621								
Zotu18713								
Zotu18780			1					
Zotu18885								
Zotu13071								
Zotu3390			1		1	4	1	2
Zotu526	2	5	6	5	9	9	1	1
Zotu7460				1		2		
Zotu18856								
Zotu1811		1	3	1	2	1		
Zotu4125								2
Zotu15434								
Zotu1588		2	1		3	2		
Zotu14473								
Zotu18675								
Zotu3051					1			
Zotu7710		1				1		3
Zotu17990							2	
Zotu11594								
Zotu19947								
Zotu10448								
Zotu12962								
Zotu15004								
Zotu7411			2					
Zotu11260				1				
Zotu2807								
Zotu5649								
Zotu3689		1	1	2		2	1	
Zotu7007								
Zotu1193	3	6	2	4	3	5	2	5
Zotu4159		1	3		1		1	
Zotu9956				1				
Zotu3547				1			1	
Zotu10564								
Zotu2273	1		3		3			3
Zotu16624								
Zotu9925			1					
Zotu11581								
Zotu19457								
Zotu4255								
Zotu6971					1		1	
Zotu18592								1
Zotu3943			2			1		
Zotu20561								
Zotu11222								
Zotu7349			1		1			2
Zotu1792	1	3	3	1		2	1	
Zotu17190								
Zotu10930								
Zotu14483								
Zotu14116							1	
Zotu11771								
Zotu2745			3	1		1	4	1
Zotu4414	1					1	1	
Zotu8077	2	1			1	1		1
Zotu7299	1	3	2	1		2	1	3
Zotu4387			2		3		1	1
Zotu5116	1	1			1		1	
Zotu3251	6		3		3	1	4	2
Zotu19497						1	2	1
Zotu11876			1					
Zotu17670			1					
Zotu14095					1			1
Zotu16956								
Zotu3200			2	3	1	1	3	
Zotu3708								
Zotu17096								
Zotu18972								
Zotu10715			2					
Zotu19412								
Zotu14017								
Zotu14625								
Zotu12681								
Zotu17922				2				
Zotu4068	4	2	2		3			
Zotu16533								2
Zotu14177						1		
Zotu18590							2	
Zotu14120								
Zotu11770				2				
Zotu14229								
Zotu10107								3
Zotu12776								
Zotu14266								
Zotu6147								1
Zotu1336	1	1	5	6	7	9	4	1
Zotu1384	2	2	1	3	8	2	1	1
Zotu14509								
Zotu17281								
Zotu4292			5			2		1
Zotu13310								
Zotu9985			1					1
Zotu10135								
Zotu20657								
Zotu15336								1
Zotu13149	1						7	
Zotu1940	2	3	10	1	7	9	2	
Zotu14009		2			2	4		
Zotu18786					1			
Zotu9101								
Zotu15436								
Zotu6326		1						1
Zotu10080								
Zotu6980								
Zotu5613					2			
Zotu20275								
Zotu12551								
Zotu19104								1
Zotu6385	1	2	1	1	1	1	2	1
Zotu5528		1	1		1		2	
Zotu12522			1					
Zotu17338								
Zotu2392	1	8			1	2	3	
Zotu1293	1		2		5	2	2	1
Zotu3398	1	2	3	1	4	3	2	
Zotu12517						1		
Zotu3119	2				1	1	1	
Zotu5037								
Zotu14194								
Zotu2546			4	2	1			
Zotu6324								
Zotu4979			2					
Zotu14728		1						
Zotu11491	1							
Zotu7420	1							
Zotu18140								
Zotu18648								
Zotu20118					1			
Zotu18957			2					
Zotu7400			1				1	
Zotu5730			1				1	
Zotu12007			2				1	
Zotu5070		1		1			1	
Zotu9700						1		
Zotu12280								
Zotu1854	6	6	7	1	3	6	3	1
Zotu3461	1			1	5	3	2	
Zotu15991								
Zotu18177	1							2
Zotu15120								
Zotu3901		1	1					1
Zotu17078			2				1	
Zotu5581	1	1			2	4	1	
Zotu15123					1			
Zotu7277	1			2		1		1
Zotu20048		1	1				1	
Zotu6539						1	1	
Zotu5351		2	2				2	
Zotu13934					1			
Zotu12885					1			
Zotu20145								
Zotu4681		1		1	3	3		1
Zotu4701		1	1	1	2		1	
Zotu19036		2	3	1		2		
Zotu16753								
Zotu18443							1	
Zotu19587			2					
Zotu8779	2	2	1					
Zotu14027								
Zotu9062		1	1	4		3	2	
Zotu6739	1			3		2		
Zotu15574		1						
Zotu19382								
Zotu13856								
Zotu11619							1	
Zotu3297		1	1	1		1	1	
Zotu10094								
Zotu5791			1		2	1	1	
Zotu2782	1						2	1
Zotu12714								
Zotu17090	1		2			1		
Zotu9728	2			1	1			
Zotu18825						1		
Zotu10584			1					1
Zotu17557		1		1		2		
Zotu15768								
Zotu11584								2
Zotu16586		1						
Zotu8132			1				1	
Zotu12398			1					
Zotu8652								
Zotu892	1	2	2			1		3
Zotu10209					1			1
Zotu11644					1			
Zotu11124		1						
Zotu10122						2		
Zotu14404								
Zotu3747			1				1	
Zotu2095		2	2			2	3	2
Zotu8082	2				1		1	
Zotu2376								
Zotu2539				1				
Zotu8559				1				
Zotu19885								
Zotu2374		2	1					
Zotu13464					4			
Zotu6143						1		
Zotu7549		2		1		1		
Zotu20411					1			1
Zotu20456								
Zotu12984		1						
Zotu1281	6	3	5	1	4	3		4
Zotu12957					1		1	
Zotu16447					2			
Zotu9701		1	2		1			
Zotu19777			1					1
Zotu13784		1	2		1			
Zotu16332								
Zotu19383								
Zotu14929	1		3					
Zotu19528	1			1		1		
Zotu20781					1			
Zotu1845					1			1
Zotu2877	1							
Zotu6901								3
Zotu9946							6	
Zotu16764								
Zotu5164		1	1		1	1	2	
Zotu20425								
Zotu1839	1	4	6	2	5	8	2	2
Zotu4760		1	3			3	2	2
Zotu17033								
Zotu15581		1						
Zotu20553						1	2	
Zotu9214								
Zotu12864								
Zotu3376								
Zotu1410		1	1		1	5	1	
Zotu15706								
Zotu16195				2				
Zotu5980	1	1	4		2	2	1	
Zotu12265		1						
Zotu15614								
Zotu17530					1			
Zotu4450	1	1			1		1	1
Zotu20583	1	1	1		1			
Zotu14026								
Zotu8102			1			1		1
Zotu6427	1			2		1	2	
Zotu11005			1					
Zotu16635								1
Zotu18944								
Zotu13608					1		1	1
Zotu16938	2		1	1				1
Zotu5300					3		2	1
Zotu15110	1						4	1
Zotu14783		1	1			1	1	
Zotu9099					1		2	1
Zotu7443	1	2	1					4
Zotu20603								
Zotu12303								
Zotu20387			1					
Zotu11839			1					
Zotu16953			1					
Zotu13496								
Zotu14240	3				1	1	2	1
Zotu13651								
Zotu10319								
Zotu15016			3		1			
Zotu7228	3		2		8	1	1	2
Zotu11042						1		
Zotu15152					1			
Zotu12856		1					1	1
Zotu20356								
Zotu4761	1	2	1	5	1	3		3
Zotu12535								2
Zotu10587							1	1
Zotu13861			2		2			1
Zotu15067					1			1
Zotu1424	1	6	3	4	2	3	11	1
Zotu1946	2	10	4	10	2	3	4	3
Zotu8466	1		1					
Zotu16046								1
Zotu2776	2					1	4	2
Zotu13414								1
Zotu13622			1		2	2		1
Zotu3154								
Zotu6976								
Zotu14378								
Zotu8327		1					3	
Zotu10554								
Zotu20687								
Zotu20055								
Zotu11525	1			1				1
Zotu15666								
Zotu2576								
Zotu19548								
Zotu15356								
Zotu20857								
Zotu11472								
Zotu16230								2
Zotu16798		1						
Zotu7012		1	1		1			
Zotu16114								
Zotu1595	6	6	6	5	6	7	3	5
Zotu16479							1	
Zotu3549		1	3		1	6	1	1
Zotu5511		1			1	1	1	
Zotu7989					1		1	
Zotu3412							1	
Zotu16013			1					
Zotu798	7	5	5	2		6	6	1
Zotu1307	1	3	1	2		6		4
Zotu17378			1					
Zotu3577		2			2	1	2	
Zotu3548			2		5	1	3	2
Zotu6302	1						1	1
Zotu6595		1	1	1	1			
Zotu14878			1					
Zotu1478		1						
Zotu5419				1				
Zotu8932	1				1			
Zotu2457	1						1	
Zotu633	2	10	7	1		7	3	2
Zotu14354								1
Zotu12753								
Zotu20498								
Zotu2958		2	5		1	5	5	2
Zotu19958		3	1	2		3		
Zotu1871	5	1	7	1	6	2	3	4
Zotu10770		1			1			1
Zotu6942				1	3	1		
Zotu18973							1	
Zotu814	3	7	7	2	4	12	1	8
Zotu14637	1		2					
Zotu1885	3	5	9	2	3	3	7	2
Zotu2590	1	1	3	4		4	3	3
Zotu11607	2		2					
Zotu4247	4	1	3	3	2			
Zotu4796	1		1		1		2	1
Zotu3334			6	1	4	5	4	4
Zotu2701								
Zotu10419								
Zotu15721								
Zotu12130		1						
Zotu8676								1
Zotu10648			2					
Zotu18431				1			2	
Zotu4933			2	2	2			
Zotu1874			4			2	4	3
Zotu1490		2	4		3	4	2	5
Zotu5699		3		1		1		1
Zotu18234			3					
Zotu12275						1		
Zotu15928				1		2		
Zotu17832								
Zotu9792			1					
Zotu12410								
Zotu12902								
Zotu3150								
Zotu14569								
Zotu5740		4	2		1	2	3	
Zotu14541						1	1	
Zotu20617								
Zotu9724	1	1				1		
Zotu9480			1	3		1		
Zotu20307			1					
Zotu5168	2	2	1			1		
Zotu15994								
Zotu1009	6	9	4	1	1	5	3	3
Zotu2750	2	1	5	2	1	1	3	
Zotu1766	3	2	17		6	6	82	4
Zotu16489	1						10	
Zotu2655		3	21	18		1	17	3
Zotu12874							1	
Zotu14887						1	3	
Zotu18700								
Zotu16591						1		
Zotu19676								
Zotu20736								
Zotu19533								
Zotu5416			2					
Zotu12245			2					
Zotu11959					2			
Zotu8166								
Zotu1891	6	4	1			6	11	
Zotu7437						1	2	
Zotu1486	20	15	4	1	10	25	70	13
Zotu8589	3						2	1
Zotu17651		1					3	
Zotu13957						1	2	
Zotu8049		2						
Zotu12134							4	1
Zotu8065	1							
Zotu16146								
Zotu8865						5	5	
Zotu10065		1						2
Zotu11027		1		1			6	
Zotu4990	1					1	3	
Zotu6775	2		1			5	7	1
Zotu13716				2				
Zotu14977								
Zotu12577		1		1			1	
Zotu18560								
Zotu12408	1			1	2			
Zotu7823	2	1					1	
Zotu2914	5	4	2	4	3	5	1	1
Zotu15458		1				2		
Zotu12186								
Zotu8706								
Zotu10929					1			
Zotu7772	1	2					1	
Zotu19801								
Zotu8416								
Zotu12786		1						
Zotu638	2	6	12	1	5	11	2	16
Zotu7958		2			1	4	1	
Zotu10635								1
Zotu7380	1		1	3			1	1
Zotu2251	1	1	2		1	1	5	3
Zotu17515								
Zotu5595	2		1					2
Zotu11096								1
Zotu20636								
Zotu18800								
Zotu18380	1			1				
Zotu18960					1			
Zotu6665								
Zotu13961								
Zotu7293								
Zotu16761								
Zotu8530							1	
Zotu6714		1	1					
Zotu5942	1		2					
Zotu7912								
Zotu12254								
Zotu5948			1		2	1		
Zotu1966		2	2					
Zotu3645								
Zotu9541								
Zotu2626		3				1		
Zotu3455						2		
Zotu18595								
Zotu10263							1	
Zotu19039								
Zotu11476								
Zotu6099								
Zotu5609		1						
Zotu15777								
Zotu7902								
Zotu3172		1	2			1		
Zotu896		4	1				2	3
Zotu4206				1		1		
Zotu2616	1					3		
Zotu11284							1	
Zotu2283		3			2			
Zotu17451								
Zotu18407								
Zotu19401								
Zotu20532								
Zotu5114	1	3	2		1	2		
Zotu19543		2						
Zotu8678								2
