ID	rs_cd_1	rs_cd_2	rs_cd_3	rs_cd_4	rs_cd_5	rs_cd_6	rs_cd_7	rs_cd_8
Zotu16435	1							
Zotu7204				3		3	3	
Zotu9888								
Zotu1276	4	6		7	2	5	1	2
Zotu10208		2						
Zotu11339			1	2			2	1
Zotu19791								
Zotu10316	3							
Zotu6945				3			1	
Zotu6911							2	
Zotu16838		1						
Zotu11663								
Zotu16794	1							
Zotu16571								
Zotu2042	2						2	2
Zotu10962								
Zotu14039						1		
Zotu8462	1		1	2		1		
Zotu1707	6		1	3		2	1	3
Zotu7952								
Zotu9642				2			1	
Zotu1076	7	4	2	7		1	7	2
Zotu4666	1			1		3	1	
Zotu11601								
Zotu4160	1	2	1	2		3	2	
Zotu7286								
Zotu17972				1		1		
Zotu8142								
Zotu4166		2	1	5		2	1	3
Zotu10741	2							
Zotu15840								
Zotu3310	1			5			4	2
Zotu8113								
Zotu15253								
Zotu8770					1		1	1
Zotu12151								
Zotu11311					2			1
Zotu5816								
Zotu5404		2			2			
Zotu12697								
Zotu1796				1	6		3	1
Zotu5845	1			1	1		1	3
Zotu10917							3	
Zotu16744								
Zotu19665								
Zotu6390					1	1		2
Zotu4884		1	4	1		1	2	
Zotu2731	1	1		2	3	2	1	
Zotu12088						1		
Zotu17687			2					
Zotu5929				1	1	2	4	
Zotu7010	1		2	1	2		2	
Zotu20050								
Zotu4749								
Zotu2207	7	1	1	3	5	1	3	
Zotu6570			1					
Zotu5134				2			2	3
Zotu9855	1			1			2	
Zotu5735	2	1	1	1		1		
Zotu18249		1						
Zotu4358	1	1				2		1
Zotu8682							1	
Zotu14125	1			1				
Zotu5732	4							
Zotu14171		1						
Zotu20105								
Zotu14190	2	1	1			1		1
Zotu7651								
Zotu12574								
Zotu6737								
Zotu5718								
Zotu3472	3	2	1		3	1	1	
Zotu11411								
Zotu5882	1		2					
Zotu2962	1			1				
Zotu8408	2		1		2	1		1
Zotu10762		2		1				
Zotu17473								
Zotu3023	1	2	2	2	3		4	1
Zotu16025								
Zotu11713								
Zotu6459	7	2	1	2	2	6	3	
Zotu18704			2					
Zotu17187				1				
Zotu14566								
Zotu7078		2		4				
Zotu9301	1			1		1		
Zotu4356	1		1	1	1		1	
Zotu4415			2	1	5	1		1
Zotu7976				1	2			
Zotu776	8	3	10	10	20	6	9	7
Zotu16670								
Zotu3520	1		1			2		
Zotu4357		1	2	1	4	1		
Zotu19092								
Zotu10743				1				
Zotu13182								
Zotu4839								
Zotu5955								
Zotu11783						1		
Zotu9466					1			
Zotu12118								
Zotu10002		4						
Zotu8895								
Zotu16702								
Zotu8239					2	1		
Zotu18748								
Zotu8486					1			
Zotu1876	7	3	1	3	3		4	2
Zotu5477								
Zotu6776					1			
Zotu4069	1	1	1		1			
Zotu5393				1	1		5	
Zotu2093	6	1		1		1	4	1
Zotu10937								
Zotu19333								
Zotu7301					1			
Zotu9942								
Zotu14261								
Zotu7838								
Zotu13782								
Zotu13623			1					
Zotu1730			1		2	4	1	2
Zotu4455		1			1	1		
Zotu2360	2				2		3	2
Zotu5886					1	1	1	
Zotu786	3	3	2	5	12	2		3
Zotu1180		1		6	14	3	3	3
Zotu11145			1				1	
Zotu1463	2	1		3	3	4	1	
Zotu5084								
Zotu2676		1						1
Zotu7674								
Zotu2451	2	1		1	10	1		
Zotu4602				1				1
Zotu9596					3			
Zotu1004	3	1	1	2	17		2	2
Zotu347	3	3	3	5	57	3	3	7
Zotu1886	2		1	4	10	3	2	1
Zotu15539					1			
Zotu20794					1			
Zotu8209								
Zotu8826								
Zotu18517								
Zotu1249	2	1	1	2	1			3
Zotu2227					5			
Zotu14844								
Zotu20859					1			
Zotu6711						1		
Zotu14173								
Zotu3518					1			
Zotu11761								
Zotu17484								
Zotu18210								
Zotu10621					1			
Zotu15184					1			
Zotu4380	1							
Zotu8206								
Zotu10657				1				
Zotu13207								
Zotu6010		3						
Zotu12094								
Zotu11618								
Zotu10805							3	
Zotu1458	1		1	6	2	2		2
Zotu2714			1	1		2		1
Zotu9914								
Zotu16737								
Zotu10349								
Zotu9184							2	
Zotu18527								
Zotu13753	1	1				2		
Zotu16966		1						
Zotu7030				1	1	2	1	
Zotu20196								
Zotu7122								
Zotu13852		1						
Zotu20309								
Zotu990	3	3	3	5	13	4	7	5
Zotu1816	3	3		2	9	2	1	6
Zotu2344		2		2	3	2		
Zotu4944					2		1	
Zotu17290								
Zotu1099	4			2	14	3	4	5
Zotu1149	2	1	2	5	8	6	3	1
Zotu18482								
Zotu263	8	8	3	10	10	16	2	6
Zotu2721	1	2			5			2
Zotu936	3	4	2	3	5	7		5
Zotu14419								
Zotu16301						1		
Zotu977	10	3	2	1	6	5	1	
Zotu9939					1			
Zotu1974	1		3					
Zotu6758					1			
Zotu1409	7	3	4		4	1	1	2
Zotu2180	1	2		2	1			1
Zotu8590				1		1		
Zotu7795			1					1
Zotu8252	1							
Zotu10713								
Zotu11948			1	2			1	
Zotu1626	2		1		5			
Zotu16799								
Zotu8542								2
Zotu5509			1					
Zotu9166								1
Zotu3253		1						1
Zotu12112		1						
Zotu19203								
Zotu8087					1			
Zotu16379								
Zotu4907		1		1			2	
Zotu7279					1		1	
Zotu5342				1	2			
Zotu11226								
Zotu8830								
Zotu14596								
Zotu7250					1			
Zotu2434		1	1					
Zotu4169			1		1			
Zotu10467								
Zotu13921								
Zotu13389								
Zotu11655						2		
Zotu17279								
Zotu6095					1			
Zotu1810				1	2		1	
Zotu1962	1		1		3		1	
Zotu4556						1		
Zotu11392								
Zotu16218								
Zotu15799								
Zotu18834								
Zotu13247			1					
Zotu14191								
Zotu8399								
Zotu6334								
Zotu16288		2						
Zotu4560					3			
Zotu1953				1	4	3	2	2
Zotu2493	1	2			1		1	
Zotu17009								
Zotu4034								
Zotu1102	3	5	4	1	9	4		3
Zotu2187		2			5	5		1
Zotu6826		2		2	1			1
Zotu10986			2					
Zotu1178	2		2	1	2	1		
Zotu1761	1	3	1	1	5		2	
Zotu738	4	2	1	8	6	5	6	4
Zotu1422	6	2	1	2	3	4	1	3
Zotu482				2	9	5	1	1
Zotu18771					1			
Zotu781	1	6	5	5	6	5	2	2
Zotu2530				2	2	3	1	
Zotu20220								
Zotu19572					3			
Zotu15316								1
Zotu19078								
Zotu1812	2		2	1	2	4	1	
Zotu14463								
Zotu12616								
Zotu13666								
Zotu20447								
Zotu19066								
Zotu4975					4	1		
Zotu7682					3			
Zotu5308			2			1		
Zotu12803					1	1		
Zotu8287								
Zotu13365								
Zotu14289					1			
Zotu16779								
Zotu1696					1	3		3
Zotu13783								
Zotu8349								
Zotu11295								
Zotu4391	1				1			
Zotu8762								
Zotu11088						1		
Zotu6285	1				1			
Zotu5782					1			
Zotu14969								
Zotu16130								
Zotu3027								
Zotu1655		1		2		1		1
Zotu9557					2			
Zotu19749								
Zotu377	7	6	3	3	19	8	4	
Zotu15792			1		1			
Zotu657		1		3	2	5	1	1
Zotu3923	1				1			
Zotu13150	1			1				
Zotu1699					1			
Zotu8922							1	
Zotu11567								
Zotu4891						1	1	
Zotu10796	1							
Zotu1218	1		2		3		1	2
Zotu11404				1				
Zotu2296		1				2		
Zotu9072								
Zotu667	3	3		3		3		1
Zotu19509								
Zotu6696								
Zotu7812						4		1
Zotu18322								
Zotu11361								
Zotu5824								
Zotu7847								
Zotu8054								
Zotu13032								
Zotu18711								
Zotu7483								
Zotu12852								
Zotu14781								
Zotu13740					1			
Zotu10940								
Zotu7217								
Zotu19449								1
Zotu11755								
Zotu11363								
Zotu6925								
Zotu12969								
Zotu11217						1		
Zotu11197								
Zotu9662				1				
Zotu17916								
Zotu15717								
Zotu17937								
Zotu7948								2
Zotu13285						3		
Zotu8495								
Zotu20166	1							
Zotu14647								
Zotu10295								
Zotu9663	1							
Zotu16514								
Zotu2940	1	1			1		1	
Zotu2544	3	3	2	1	10	3		
Zotu17986								
Zotu20819								
Zotu6585								
Zotu10753								
Zotu10837								
Zotu8862								
Zotu9845								
Zotu14044								
Zotu1093	1				1			
Zotu3364								
Zotu8735								
Zotu1040					1			1
Zotu12521								
Zotu13375								
Zotu14575								
Zotu5993						2		
Zotu15943								
Zotu15345								
Zotu9036					1			
Zotu7759					1			
Zotu5568		4						
Zotu11165		1		1				
Zotu15612					1			
Zotu20422								
Zotu15501							1	
Zotu12416	1					2		3
Zotu16915					1			
Zotu18453								
Zotu2909								
Zotu1521	1				1			
Zotu2698								
Zotu13296								
Zotu16511								
Zotu7578								1
Zotu6628					3			1
Zotu10270								
Zotu4922				1	1			2
Zotu1852		1			2	3	2	
Zotu13140								
Zotu13893								1
Zotu16313								2
Zotu6224								
Zotu18031						2	1	
Zotu8791					1			2
Zotu16785								
Zotu867	1		1	3	4	1		
Zotu527	3	2	2		14		4	3
Zotu16517								
Zotu2157		5		1	1			
Zotu16774								
Zotu16523			1					
Zotu2718		1			1			
Zotu7898		1						
Zotu6144					1	1		1
Zotu6779					1			
Zotu11899		1						
Zotu3607	1			1	2			
Zotu3960	3				3	1		
Zotu416	7	12	2	15	50	12	8	12
Zotu553	9	11	8	8	32	12		6
Zotu4010	1							
Zotu4332								
Zotu7312								1
Zotu14159								
Zotu15122								
Zotu16478								
Zotu18227								
Zotu7725		1	1		2			
Zotu17551								
Zotu2267								
Zotu2481		1					1	
Zotu16963								
Zotu18319								
Zotu19234								
Zotu10939								
Zotu14042								
Zotu13860								
Zotu1896								
Zotu2096					1			
Zotu5533								
Zotu9049								
Zotu19118								
Zotu16540								
Zotu2205								
Zotu5681								
Zotu3842						1		
Zotu10519								
Zotu11075								
Zotu11666								
Zotu16065								
Zotu5470								
Zotu8157								
Zotu13673								
Zotu4506								
Zotu4695								
Zotu9578								
Zotu15927								
Zotu20656								
Zotu9550								
Zotu5646	1							
Zotu5826								
Zotu355	3		1	3	18	4	1	2
Zotu796	1			2	1		4	
Zotu1992				1	1		3	1
Zotu4300	1				2		1	
Zotu1078	1			1	3		4	1
Zotu1475	1				2		1	
Zotu346	5	4	7	2	9	7	1	5
Zotu2471					3			
Zotu5144					2			
Zotu5796					1			1
Zotu5350								
Zotu9357		1		1				
Zotu2437					2			
Zotu15042								
Zotu9133							3	
Zotu10736								
Zotu3239								
Zotu19008								
Zotu819	6	3	1	1	1	3		2
Zotu5458					2			
Zotu1413	2	1		2				
Zotu10692			1					
Zotu14926								
Zotu16152						1		
Zotu16278								
Zotu13816						1		
Zotu14577								
Zotu11095								
Zotu6378	1							
Zotu18950								
Zotu6547								
Zotu6164								
Zotu7143								
Zotu4527					1	1		
Zotu10205								
Zotu12698								
Zotu20483								
Zotu13008								
Zotu15470								
Zotu13505		1						1
Zotu13929								2
Zotu19939								
Zotu14561								
Zotu19613								
Zotu19929								
Zotu6323					1			
Zotu20622								
Zotu8570								
Zotu19155								
Zotu9108		1	1					
Zotu10132								
Zotu19816								
Zotu4449	1							
Zotu5684			1					
Zotu18181								
Zotu1768			1		56		1	1
Zotu18740	1							
Zotu11306	4							
Zotu14253								
Zotu20663								
Zotu6230								
Zotu14187								
Zotu5364			1					
Zotu11120								
Zotu5324								
Zotu19910				3				
Zotu10458								
Zotu15971								
Zotu9843					1	7		
Zotu11527		3						
Zotu14375		4						
Zotu5890	4	14		2		3	6	1
Zotu7405	6	2		3	1		2	4
Zotu8771	3	1	1	4			1	
Zotu13640		1	1	9			2	
Zotu13114								
Zotu5127	1							
Zotu10104						1		
Zotu15124								
Zotu20540								
Zotu8125								
Zotu6151	1				1			
Zotu7880								
Zotu9222		1			1			
Zotu14772								
Zotu15037								
Zotu2887								
Zotu15835					1			
Zotu19631								
Zotu1737	3	6	29	1	8	2	17	6
Zotu9168			3	3		1	5	
Zotu14889			1		1			1
Zotu10629	5	1						4
Zotu3171	3	3	7	8	3	5	3	4
Zotu3599	4	3	2	9	2	6	8	5
Zotu2522	6	11	5	1		4	7	1
Zotu3906				4		2	4	
Zotu2402	6	1	8	5	1	6	7	2
Zotu8153				3		1		
Zotu12858					1	2		
Zotu2489	6	3	4	9		6	11	5
Zotu7594		1	3	4		2	4	1
Zotu12554				1		1	1	
Zotu410	39	44	49	97	46	46	103	93
Zotu1230	12	4	10	27	5	10	8	5
Zotu7088				2	3			
Zotu17097								
Zotu18861								
Zotu19518					2			1
Zotu8949			1					
Zotu3732		1		1	3		1	
Zotu14402								
Zotu10949								
Zotu8136					1	1	4	
Zotu11131							1	1
Zotu20562								
Zotu1757		2	3	4	1	3	10	1
Zotu8982	1							
Zotu6075			3		3			
Zotu6448			2					
Zotu1933	2	3	6	1	5	4	16	2
Zotu12153			2			1	1	5
Zotu12764								
Zotu12230								
Zotu6997			2					2
Zotu9007								
Zotu5744			9	1		2		1
Zotu18238								
Zotu16588								1
Zotu2988	4	16	5	3	1	37	5	
Zotu9945				2		1	1	1
Zotu3803		2	22	5			1	
Zotu10069	7	1	1			1	1	
Zotu18501								
Zotu19458								
Zotu9871							1	
Zotu17475								
Zotu5348			1	1		1	1	
Zotu18082	1		1					
Zotu6542	6			1		2	3	
Zotu13884								
Zotu20270	1							
Zotu15430								
Zotu370	1	4	25	11	1	9	26	
Zotu2558	1		1				4	
Zotu9763					2			
Zotu15972								
Zotu3874	1		3	1	1	2	3	4
Zotu8202		1	2	1			2	2
Zotu5339	1							1
Zotu13794		1						
Zotu10647								
Zotu8815		1						
Zotu13226								
Zotu14342		1						
Zotu4934			1		1			
Zotu8474								
Zotu18863								
Zotu12496								
Zotu15629								
Zotu19952								1
Zotu13191					1	1		
Zotu15974			1			2		
Zotu14500								
Zotu16900	2							
Zotu19352						1		
Zotu13317							2	
Zotu4578	2	4	11	1	3		1	32
Zotu8548			1	2			1	36
Zotu3040	12	31	6		3	23	4	4
Zotu9097	3	13			1	1		21
Zotu11960					4			16
Zotu4305								
Zotu13659	1	1			1			
Zotu7636		1						
Zotu2897	18	14	1			4		3
Zotu10574		1		1				3
Zotu9330	1	6				1	4	
Zotu13343	3	5		1		1		
Zotu19830	7	4	9	5		17	4	2
Zotu19995		5				1	2	3
Zotu9118	43							
Zotu15383		7	2		1			1
Zotu6550	3		8		2		1	
Zotu6027		21			1	4	2	1
Zotu18093		1	4				2	
Zotu5038	1	8	2			1		
Zotu9524	2					2		
Zotu17586			1					
Zotu6634								2
Zotu13127			1			1		
Zotu13289								
Zotu13834		1		1				3
Zotu1425	18	21	49	23	5	38	11	7
Zotu3976	2	2	1			6	11	2
Zotu5292			2	8	1	2	1	5
Zotu7172				3		8	1	1
Zotu20477	4	5				2		
Zotu16616						13		1
Zotu12103	1		3			2		1
Zotu16452				2				
Zotu14714		2	14		1			
Zotu5338	5	9	14	1		22	6	41
Zotu20434		5			1			
Zotu4481			1		1	129	2	
Zotu11348	1	1	3			1		9
Zotu18750			1					
Zotu8543								2
Zotu13616	1	3	1					7
Zotu20659	1	5			1			
Zotu15264								
Zotu20612		3						
Zotu20088	2							1
Zotu18928			1			1		3
Zotu14079	1		2	1	1	1		6
Zotu16768	3						2	3
Zotu19998		1			1			4
Zotu14767		1	1	1				9
Zotu12647		2	1				1	3
Zotu10772		5		1	2	2	8	7
Zotu13668		1						4
Zotu17706		3	1					7
Zotu19795		1			2			2
Zotu19908								
Zotu13483								2
Zotu16583		4						
Zotu10828	1	2			1			1
Zotu15781			1					4
Zotu19501					1			8
Zotu19994					1			1
Zotu16020		1						1
Zotu12651					1			
Zotu20023	2							5
Zotu18817			1					
Zotu12761		3						
Zotu10464	3			4		5		2
Zotu11157	2	1					1	
Zotu13566				1		1		
Zotu19645		1				1		
Zotu20524								
Zotu9033	5	12				1		5
Zotu10730			1			4		
Zotu18696								
Zotu12037								2
Zotu6698			6	4	1			2
Zotu12532		1						2
Zotu9124		2	1	7		2		7
Zotu15641	3			1				
Zotu19047			6	5		2	3	1
Zotu18822								
Zotu20200								
Zotu10368								
Zotu17821								
Zotu15286	1	5		1		4	4	2
Zotu14437		3	6					
Zotu20135			1					
Zotu18150		1						
Zotu18896								3
Zotu18735								10
Zotu20552								
Zotu20168	1							
Zotu8660	2					4		
Zotu4748	1	1	15	9		14	2	9
Zotu15212								
Zotu11642	2					3		
Zotu13700							1	
Zotu12700	5	3				2	3	
Zotu20311	1							1
Zotu7652	1	3	2			6		3
Zotu19472	1	3						1
Zotu16429	2	1				1		
Zotu20487	1	1						
Zotu7153	9	5	1	4		3	6	37
Zotu9543	2	4	8			7		6
Zotu20438		1					1	
Zotu14205			3					
Zotu18472								
Zotu16021								
Zotu15770	1	11						2
Zotu4820	13	10	18	6		19	12	16
Zotu10366	2	8	1			1		5
Zotu7324		1				1		5
Zotu10167	1	4				2	1	5
Zotu15214						1		1
Zotu17289					1			
Zotu17915								
Zotu16375								
Zotu15505		2						
Zotu13489	1	1						17
Zotu5986	1	1					1	2
Zotu19691	1						1	1
Zotu8787		2				1	1	2
Zotu17117								1
Zotu4354	2	9	14	13		10	9	36
Zotu12730	2	1			2			
Zotu17939	1	1		1			1	2
Zotu12099	4	6	1				1	8
Zotu9620						1		3
Zotu7105								
Zotu18223			1					
Zotu19865								
Zotu19851								
Zotu12126		1						1
Zotu10010						1		
Zotu2253	6	31	42		11	4	12	31
Zotu20751								
Zotu7705	2	4	6	1		1	4	8
Zotu9180			4	1		1	2	1
Zotu19618								
Zotu5086	1							
Zotu3269	3	13	1	1	2			1
Zotu18371		2						
Zotu16812			1					1
Zotu20325								
Zotu20504								
Zotu14792		2						
Zotu17560	1							2
Zotu17936		2						
Zotu12943	2	19						1
Zotu20459	3							
Zotu19690	1							
Zotu18605								
Zotu14429						2		
Zotu14063	4					11		1
Zotu15856		2			2			1
Zotu12890		3	2			2		
Zotu20813		3						
Zotu18651		2			3			
Zotu16037					1	1		2
Zotu16505								1
Zotu19355		4						1
Zotu19959		1	2					2
Zotu13219								14
Zotu10515	1	1		1				6
Zotu17321	1					1		
Zotu16402	2	5						1
Zotu16250					1			
Zotu19455	1	5						2
Zotu18925		6						3
Zotu10202	1	4		3	1	2		5
Zotu9244	2	2	1	12		2	4	9
Zotu13777								
Zotu14262								
Zotu17648								
Zotu10072						39		
Zotu5407		18			1			53
Zotu6031	1	5						2
Zotu5831								
Zotu9401								
Zotu20436		2						
Zotu17360							3	5
Zotu19867		1						
Zotu16154		1	3	2				13
Zotu10364	3	2					1	1
Zotu18372		4		1				
Zotu20226						1		
Zotu10776	4	6				1	3	1
Zotu10505						1		1
Zotu17251		2		1		6		
Zotu7383	1	3	21	1		19	11	1
Zotu7044	1	4	12	1	1	11	4	10
Zotu20403						2		
Zotu15035		3			1			
Zotu8761		4			1			4
Zotu13973	3	5						
Zotu18085	1	2		5			2	
Zotu12129		4			2	1	1	
Zotu17013	4	2	6	1		4	3	1
Zotu13837							1	
Zotu17137						1		
Zotu8840								
Zotu12194	14	1	1			4	1	
Zotu20277				1		1	9	
Zotu14597	2	5				1	2	3
Zotu17789								2
Zotu14475	1	10	1				2	1
Zotu17055	5	2			1			2
Zotu19619		2						
Zotu19089	1		2					
Zotu19348	1	2				1		
Zotu4032								
Zotu14124								
Zotu10594				2				
Zotu16310						1		
Zotu7673	2			1	1	5	10	5
Zotu4557	8	13	6	16	1	53	4	21
Zotu6640	8	9	5	1	1	9	7	17
Zotu15279	3							3
Zotu9960			6					9
Zotu14951								11
Zotu15986								2
Zotu11442					1		1	
Zotu17421								
Zotu6217								
Zotu9091					1			2
Zotu8643					3			
Zotu6654					1			2
Zotu5854		1						1
Zotu17140								
Zotu12557		1						
Zotu8664				1	1			
Zotu20039			2			1		
Zotu8023								
Zotu14459								
Zotu12312								
Zotu8384					1			
Zotu9708			1			1		
Zotu17913								
Zotu9440								2
Zotu19843								
Zotu10019								
Zotu10530								
Zotu12845								
Zotu20040						1		
Zotu13123					1			
Zotu18480	1							
Zotu10636								
Zotu18469								
Zotu18995								
Zotu20250								
Zotu20600								
Zotu13113								
Zotu20691								
Zotu15146							2	
Zotu13180								
Zotu10446								
Zotu17602								
Zotu20545								
Zotu8337				2	1		1	1
Zotu15050								
Zotu14829								
Zotu9022	1		1		2			3
Zotu12192								
Zotu16943	1							
Zotu11409					1	2		
Zotu18015	1				2			
Zotu16913				1				1
Zotu10070	20	5		1				2
Zotu13274	3	3	24					
Zotu16309	1	2					1	
Zotu19479		3						2
Zotu7226	5	4	10	3	2	6	5	19
Zotu19776			3					
Zotu16044		1	2				2	
Zotu20842			2			1		
Zotu18818								
Zotu6384		1				2	1	4
Zotu11012	4	3	4	7		1	1	6
Zotu20252			1		5	1		1
Zotu10766	1		1		7			1
Zotu17861	1	3		1		1		
Zotu15554			13					1
Zotu4767	5	3	19		1	6	5	4
Zotu3940	6		22	20	1	12	4	2
Zotu4091	6	3	36	5		11	2	7
Zotu8798	2				1			4
Zotu12762	5					2		6
Zotu17959	5	1	3				2	1
Zotu11263		2				1	1	2
Zotu11328	1	2						
Zotu8235	2	1						7
Zotu14441	1	3	6				1	3
Zotu5421	1	2	4			1	3	78
Zotu16546					2			2
Zotu18040								
Zotu19091								
Zotu6744								
Zotu14654						1		
Zotu20214								
Zotu17337								
Zotu7641								
Zotu15915			2					
Zotu16384								
Zotu6505			1					
Zotu5400								
Zotu9195								
Zotu6117								
Zotu16699								
Zotu2941								
Zotu17528								
Zotu14794			1					
Zotu20353								
Zotu20269				1				
Zotu19961								
Zotu4702					1			6
Zotu10719								
Zotu11518							1	
Zotu11919								
Zotu14415								
Zotu16866								1
Zotu19564								
Zotu18578				1				
Zotu16440				3				
Zotu9638								
Zotu16150								
Zotu17173	1		7					
Zotu18764								
Zotu18369								
Zotu18408								
Zotu13225								
Zotu17486								1
Zotu3802								
Zotu18694								
Zotu17882								
Zotu18022						1		
Zotu19253							2	2
Zotu11118				1			1	
Zotu8688					38			9
Zotu13883		1						
Zotu15585								
Zotu8489							1	
Zotu19291								
Zotu11840								1
Zotu15791					1	1	1	
Zotu9791								
Zotu14563								1
Zotu5411	2	1	3		1			9
Zotu9017			1		7			1
Zotu20597								
Zotu3366								3
Zotu9878								3
Zotu14554								5
Zotu16673								5
Zotu7087					7			
Zotu6295	3				6			
Zotu17297	1							
Zotu2391			1	1	12	1	1	11
Zotu15149								
Zotu20263								
Zotu12662								
Zotu15918								1
Zotu17780								
Zotu1438	1		47	2	80	27		38
Zotu8560					1			
Zotu14359								
Zotu12847								
Zotu12511					3			
Zotu6647								
Zotu8783								
Zotu10372							1	
Zotu18951								
Zotu14100								
Zotu19860								
Zotu15070								
Zotu6991			1					1
Zotu11052	1							1
Zotu13229								1
Zotu17467					1			
Zotu17855								
Zotu12583								
Zotu20667								
Zotu14181								
Zotu12367								3
Zotu20306	1							
Zotu3475							1	
Zotu20770								
Zotu2781	2	1	3	3	2			1
Zotu5418			3	1	4			
Zotu4568			1	1	2	2	2	
Zotu18996				1				
Zotu7201								
Zotu7622		1						
Zotu12473								
Zotu15646								
Zotu12034		2						
Zotu13599		1						
Zotu10612	1	2	1				1	1
Zotu7333				1		2		
Zotu6541		1			1			
Zotu18190								
Zotu13438	1			3		4	1	1
Zotu7336			4					
Zotu13044				27				
Zotu16782	2							
Zotu11320								
Zotu12998								
Zotu6569		1	1		1			
Zotu19653								
Zotu16559								
Zotu11982	2			1				1
Zotu18396						1		
Zotu18491								
Zotu10853			1				1	
Zotu16537			1					
Zotu18284								
Zotu9383								
Zotu20053								
Zotu9964								
Zotu18840								
Zotu12255	2	2	1				1	
Zotu7439								
Zotu13026								
Zotu20203								
Zotu13708								
Zotu19971							1	
Zotu6311	4	3		1			12	1
Zotu13859								2
Zotu20256								
Zotu11314		2						
Zotu12175								
Zotu16857				1				
Zotu17600								
Zotu13882								
Zotu5999	1		2				2	
Zotu15775					1	1		
Zotu4127	1							
Zotu12080				1		1		
Zotu18171								1
Zotu7601	1			5	3		1	4
Zotu10453					1	1		
Zotu17537						1		
Zotu4804								
Zotu14139			1					3
Zotu15663	4			1				2
Zotu19303								
Zotu12355			2			4	1	
Zotu17588								
Zotu3871			1				2	
Zotu13215								
Zotu2806								
Zotu3232					1			
Zotu13392		1						
Zotu15776								
Zotu17642								
Zotu18932						1		
Zotu17810								
Zotu11429								
Zotu7597	2		1	3		5		
Zotu9828	4		1				5	
Zotu9838	5		1	1				
Zotu7567	3				1			2
Zotu15029	3					3		
Zotu20207								
Zotu14651								2
Zotu13874				3				
Zotu18568							1	
Zotu7116				1	1		1	1
Zotu18184							3	
Zotu17842								
Zotu17954				1			1	
Zotu3418		1	1			3	1	6
Zotu18116								
Zotu7609		2			2		1	
Zotu16064								
Zotu13046								
Zotu14094								
Zotu20416								
Zotu16155	3			1			1	
Zotu11398								
Zotu20566								
Zotu13943				1				
Zotu18354								
Zotu13406								
Zotu15866								
Zotu20123				1				1
Zotu13160		1		1		1	1	1
Zotu17057								
Zotu19752								
Zotu18246								
Zotu11670								
Zotu12257								
Zotu13723								
Zotu13487	2							2
Zotu8756	3							1
Zotu13804								
Zotu7273	5	2	1			1		8
Zotu13696	1	1						
Zotu15773								
Zotu12498	2	3			1			1
Zotu13460		1	1			2		1
Zotu12841								1
Zotu19432								
Zotu14980	1					1		
Zotu8988								
Zotu15868				1				
Zotu10822								
Zotu14820								
Zotu15409								
Zotu9231								
Zotu18460								
Zotu17833								
Zotu19662							1	
Zotu9350					2		5	
Zotu13597	1			1				
Zotu5977								1
Zotu16307								
Zotu19103								
Zotu10575								
Zotu1064	1	1			3			5
Zotu9976								
Zotu9688	1				2	3	1	5
Zotu16601								
Zotu14997		1				1		
Zotu15162	1						1	
Zotu5776	1		1	2	1		2	
Zotu7424				2		4	1	
Zotu12120								
Zotu5760	3	1	1	2	1		2	2
Zotu9004	1				1			1
Zotu3539	2	3	4	1	2	3		1
Zotu10091	1		2	2			1	1
Zotu10216				1				
Zotu16550			1		2			
Zotu8535				3				
Zotu1575	2			1			1	1
Zotu7097								
Zotu14346								
Zotu12125		2						
Zotu10742		1						
Zotu4152			1	2	1	3	1	
Zotu9585							1	
Zotu18430								
Zotu3788								
Zotu16497								
Zotu18665						1		
Zotu20133								
Zotu8974								
Zotu628	12	9	1	3	7	1	10	4
Zotu14975								
Zotu17811		1	1	1				
Zotu20313							1	
Zotu9577				2				1
Zotu2571	1		3	6		2	1	
Zotu4189	4		7	11		4	9	2
Zotu17476	2	2						
Zotu14420								
Zotu3713	1	1	1	1		1		
Zotu3611	4	51	2					
Zotu10176					1	2		
Zotu20454								1
Zotu18011							1	
Zotu17785			2					
Zotu7302		25	1					
Zotu6783			9			1		
Zotu11464								
Zotu19296								
Zotu12645	1				1		1	
Zotu8025								
Zotu13629								
Zotu16202			1					
Zotu2826	3	2	1	1	11		2	
Zotu13033			2					
Zotu17141				1				
Zotu8554						1		
Zotu11750								
Zotu4667	2	17				5	4	4
Zotu2361					1	2		1
Zotu5496	23	19					1	2
Zotu11285		4	1			1	1	1
Zotu19981	1							
Zotu14550				1				
Zotu15166								
Zotu4679	23	1	19				2	1
Zotu6861		1		1				4
Zotu16603							4	
Zotu10998	13	2						5
Zotu15628						1		
Zotu9009	2				1	1		
Zotu6436				1				2
Zotu16873								
Zotu16326								
Zotu13282						2		
Zotu10214								
Zotu11699			2					
Zotu15348	1		1					
Zotu16889	1				1			
Zotu15344	1							
Zotu17872								
Zotu3189	6	2		3	7	3	1	3
Zotu5928	2		1		1			
Zotu16109		1						
Zotu10856		1						
Zotu19009			1				1	3
Zotu18716								
Zotu15283								
Zotu7202	6					2		
Zotu12571	1					3		
Zotu18621				1				
Zotu20442	3							
Zotu20078	1						2	
Zotu7144								
Zotu16417	1							
Zotu17412	1			1	3		2	
Zotu2793	9	14	27	30	6	21	10	1
Zotu17731				2			2	
Zotu12534								
Zotu8938		1						
Zotu9809				1		1		
Zotu9969	3						1	
Zotu8956						1		
Zotu10388	1		1					
Zotu17974								
Zotu8567	2	1		1		1	1	
