ID	rs_cd_1	rs_cd_2	rs_cd_3	rs_cd_4	rs_cd_5	rs_cd_6	rs_cd_7	rs_cd_8
Zotu7497	2	4	4	3		1	3	1
Zotu13476							1	
Zotu3433	2	1			1	2		
Zotu3721		1	2			3	1	
Zotu8140	2	1	5	1			2	
Zotu20787	1		1				2	1
Zotu1597	2	1	3	1		7	2	2
Zotu1787	3	1	5	1	2	2	1	
Zotu19090	1					1		
Zotu17418		1			1		1	
Zotu8491								
Zotu15911	2	1					2	
Zotu4323	1					3		
Zotu13818							1	1
Zotu16328								
Zotu2168	1	1	1			1	4	1
Zotu13694	2			2				
Zotu16043								
Zotu10356		1						
Zotu20249								
Zotu6935								
Zotu8428			1	1	5			
Zotu1873	2	1		1	1			
Zotu1079	1	4	6	1	4	2		3
Zotu1379		6	4	1	2	1	1	3
Zotu8281		1		1				
Zotu4377						1	3	
Zotu2407						1		
Zotu2000	4		6	2	8	4	7	2
Zotu1711	1	2	2	1		3	4	1
Zotu11272								
Zotu1126	2		2	1		1		2
Zotu2291		1			1	1		2
Zotu19779						2		2
Zotu4739	2	15	4	1	14			
Zotu15057								
Zotu5701								
Zotu119		1	3	1	10		1	2
Zotu16690					3		1	
Zotu240		1						
Zotu433								
Zotu625	6	4	18	7	11	9	5	12
Zotu7133					1			
Zotu18728								
Zotu3499		14		1	2	1	1	
Zotu19640								
Zotu8947								
Zotu6119	15	8	12	11	7	16	20	10
Zotu18638	3	2	2	4		4	2	4
Zotu17775	5	4	5	11	4	7	16	4
Zotu18001	9		3	3	1	4	4	1
Zotu2610	7	7	5	9	12	26	15	5
Zotu1186	14	25	24	15	6	22	11	22
Zotu334	26	36	120	31	31	41	14	41
Zotu268	28	29	59	35	45	39	16	66
Zotu1496	6	9	8	10		10	11	6
Zotu128	40	63	56	45	32	63	53	71
Zotu821	24	26	23	33	10	51	25	37
Zotu338	30	32	89	30	27	50	29	56
Zotu224	28	54	80	38	54	54	26	58
Zotu1012	13	5	43	19	17	11	12	19
Zotu11312		2						1
Zotu2895		1		3		1	1	
Zotu244	27	46	91	32	45	28	31	28
Zotu1298	5	5	3	6	10	10	5	16
Zotu467	11	12	14	11	19	15	13	16
Zotu951	2	2	9	2	3	1	2	8
Zotu1346	8	19	18	12	6	30	2	14
Zotu16921	2	2	16	3	5	4	3	8
Zotu19099								
Zotu12594			3					
Zotu645	11	8	17	21	11	10	12	35
Zotu7755				2	1			
Zotu2598	2	8	4	5	2			
Zotu4514		1	13		1		1	
Zotu10262	1	2			1	1		
Zotu12964	1	2	1	1		1		
Zotu17521	6	3	3	1		5	2	4
Zotu14013		1	1		2		1	2
Zotu13778	1		11		1			8
Zotu20151	2	5	10	6	3	5	5	7
Zotu13	446	474	559	562	223	754	524	393
Zotu972	13	12	18	24	3	17	18	18
Zotu108	62	70	53	71	24	102	79	57
Zotu60	60	59	78	106	30	101	88	74
Zotu866	19	23	20	25	14	32	19	23
Zotu130	49	80	46	81	16	87	71	52
Zotu551	17	11	12	30	4	21	14	16
Zotu1007	14	8	10	15	5	5	17	8
Zotu174	10	20	30	30	14	32	37	26
Zotu326	14	8	15	19	12	15	20	19
Zotu231	26	22	27	51	10	53	29	33
Zotu261	13	11	9	31	5	28	11	13
Zotu850	6	9	5	8	2	13	14	5
Zotu361	29	38	22	23	13	50	21	10
Zotu15512								1
Zotu2396	5	6		6	3	4	3	5
Zotu1718	5	8	3	8	5	7	6	14
Zotu3640		1	2	1	1	3	6	
Zotu962	18	10	17	31	10	38	20	9
Zotu1395	1	1	1	5	2	3	1	2
Zotu11972			1					
Zotu871	2	8	6	5	4	2	2	3
Zotu3753	4	6	2	4			4	3
Zotu84	38	59	53	92	27	91	92	49
Zotu1054	1	4	3	5	2	6	9	6
Zotu4929							3	
Zotu3468	17	11	21	27	4	24	12	17
Zotu91	73	76	137	85	25	67	90	92
Zotu4411		2	1	1		1	4	1
Zotu6593	5		2	2	2	4		3
Zotu107	44	37	49	66	10	69	67	22
Zotu2390	1		1	7			5	2
Zotu2973		1	1	1		2	2	1
Zotu7661	4	7	9	4	2	6	8	3
Zotu17889	4	1	3	7	1	6	4	
Zotu55	127	111	236	177	102	121	139	164
Zotu4060		1			2		1	
Zotu4293	3	2		3			4	1
Zotu1100	5	6	7	12	5	9	8	10
Zotu10771					1		1	
Zotu9961	1		1	1				
Zotu2085	1		2				1	
Zotu8601		1						1
Zotu8071		1						
Zotu2345	8	3	3	10	1	16	1	6
Zotu1065	7	6	4	10	2	2	2	7
Zotu2662		2	2	6	2	1		1
Zotu6110	2					1		
Zotu202				1	1			
Zotu5095	3	1						
Zotu11573								
Zotu4334			2			1		
Zotu16413								
Zotu14602								
Zotu7138	1							
Zotu13005								
Zotu8558								
Zotu14164								
Zotu16057		1						
Zotu16677	2							
Zotu8576						1		
Zotu18297								
Zotu15639								
Zotu6566			1					
Zotu8894								
Zotu16944						1		
Zotu3942			1	1	1	1	2	1
Zotu20631								
Zotu1105	2	5	4	7	3	6	5	5
Zotu11103								
Zotu15211								
Zotu18977								
Zotu19173								
Zotu10826								1
Zotu11548								
Zotu14037								
Zotu20019								
Zotu14208								
Zotu14913	6					3		5
Zotu19553								
Zotu7973								
Zotu16257								
Zotu14074								
Zotu10881		4				1		
Zotu16449		1						
Zotu11269								
Zotu18897								
Zotu17199	2							
Zotu18667								
Zotu19588								
Zotu7723								
Zotu13080								
Zotu13775			1					1
Zotu11161								
Zotu3972								
Zotu20503								
Zotu3884				1		1		
Zotu20576								
Zotu15608			1	1				
Zotu16072								
Zotu18580								
Zotu11595								
Zotu19223								
Zotu12553								
Zotu12008								
Zotu14504		2						
Zotu11664						1		
Zotu15353								
Zotu20807								5
Zotu16298								
Zotu13023								
Zotu17004				1				
Zotu14579	1			1	2	2		
Zotu20620								
Zotu6785		1						
Zotu11951		1			1			
Zotu3386					1	2	2	
Zotu12165		1						
Zotu1343	2	11	23	4	8	1		3
Zotu181	26	36	28	20	68	18	31	33
Zotu574	5	10	6	7	3	1	3	1
Zotu3126	3	1	2	2	3	5	1	
Zotu4900	1	2	1		4		1	
Zotu2574	2	2	3	3	1	6	3	
Zotu4113		6		2	6	3		
Zotu14001								
Zotu6724		1		2	5			
Zotu1682	3		2	2	6	2	1	
Zotu6236	1	2	2		1			
Zotu3821	1	1	3	1	1		1	
Zotu7877						1		
Zotu9146								
Zotu2485		2	1	2	1	2	1	
Zotu18077							1	
Zotu7722								
Zotu12760								
Zotu10875								
Zotu6294		2						
Zotu7669		2			1	4		1
Zotu7648	3	1		9		4		3
Zotu4823	1		2					
Zotu1439	6	2	1	1		10	1	
Zotu2872	2	3	1		2	6		
Zotu4190	1							
Zotu16161		1						
Zotu1055	3	9	6		1	9	1	
Zotu7115	1		1					
Zotu3784	1		2	1	3			1
Zotu6351					3		1	1
Zotu5291								
Zotu31		3		5	9	2	1	
Zotu3097			1	1		1	2	
Zotu12214	2							
Zotu9380		1						
Zotu13867								
Zotu11500							8	1
Zotu13208								
Zotu7918								
Zotu9617								
Zotu18458								
Zotu615								
Zotu17766								
Zotu13305	1	1				1		2
Zotu12006								
Zotu19514								
Zotu18985							1	
Zotu15571								
Zotu18411								
Zotu2346								
Zotu8253	2	1						
Zotu9756		2			2	2		
Zotu13987								1
Zotu14905						2		1
Zotu11600								
Zotu17860								
Zotu15656								
Zotu9292		10			1			1
Zotu969	1			4	6		17	
Zotu3834								
Zotu2789		11			6	2	3	1
Zotu4085	7	62	2	5		17	15	
Zotu5361		57			3	6	19	
Zotu6882	1	2		19		16	1	
Zotu16752		16						
Zotu16196								
Zotu15287								
Zotu15375		1						
Zotu16042								
Zotu14901							1	
Zotu9040					1			
Zotu10138								
Zotu19643								
Zotu20801								
Zotu14691								
Zotu17038	1	3						
Zotu14196								
Zotu5109	1	1						
Zotu15091								
Zotu9082					2			
Zotu10528					1			
Zotu10706								
Zotu2791	3		3		3	3		3
Zotu9418				1				
Zotu1747			3	3	2	5	1	
Zotu2722	2	1	3	2	1	2	3	
Zotu2937			1			1		
Zotu12347								
Zotu5558			1		2		1	2
Zotu7620				2		2	1	1
Zotu11981				1				
Zotu11504							1	2
Zotu5921	3				1			3
Zotu16290								
Zotu16980						2	1	
Zotu14018	2					1		
Zotu16268				2				
Zotu2119	5	1	9	1	1	1	3	10
Zotu4546		2	6	3			3	11
Zotu10916			1				1	2
Zotu20836								
Zotu11150								
Zotu6862			2	1				
Zotu9919			3			1		2
Zotu13144								
Zotu17226				1	1			
Zotu18534			1	2				
Zotu12219	1		2		2			
Zotu11955	2	1					2	1
Zotu16227	1							
Zotu18029								3
Zotu18558					1			
Zotu14199								3
Zotu15404						2		
Zotu7095		1		3			3	2
Zotu19933				1				3
Zotu19598								
Zotu9560								
Zotu6299						2		
Zotu8204								
Zotu6276		1		1		1		1
Zotu14885								
Zotu19742								
Zotu7596		3		1	1			4
Zotu14931								
Zotu16634			2	2				1
Zotu20788								
Zotu12359		1						
Zotu12166								
Zotu8711	1			1		2		
Zotu20451						3		
Zotu10405						1		
Zotu20241								
Zotu6914								
Zotu17132								
Zotu987	15	4	2	4	5		3	97
Zotu2784	1		1	29	5		3	
Zotu1374	1	3	1	4	6	7	2	3
Zotu12798						1	1	
Zotu952	6						6	
Zotu1464	3				3	3	12	
Zotu7082								
Zotu13336								
Zotu16454								
Zotu6520							1	
Zotu11908								
Zotu4047						1		
Zotu7696	1							
Zotu19046		2					1	
Zotu15416								
Zotu3317	1		1					
Zotu9825								
Zotu16028								
Zotu19335								
Zotu20119								
Zotu16675								
Zotu6589								
Zotu1568	1	2	5	9	2	2	3	1
Zotu1559	1		3	2	8	1	5	1
Zotu10400						1		
Zotu17666						1		
Zotu8478					1			
Zotu10267	2							1
Zotu2155	6	3	3	3	7	3	2	
Zotu3238		1	2	2	5		1	
Zotu12506								
Zotu1514	4	2	6	10	5	7	8	5
Zotu3833	1		2	2	1	3		1
Zotu19281				1			1	
Zotu471	18	7	6	24	15	9	11	1
Zotu1185	3	1	8	8	1	3	7	2
Zotu14305	3							
Zotu9083				2				
Zotu9291	1							1
Zotu15686								
Zotu12876								
Zotu19623								
Zotu16927								
Zotu959	2	3	5	4	4	1	1	1
Zotu6127		1		1			1	
Zotu5645	1				2			
Zotu6401		3	1	4		1	3	
Zotu8364		2	1					
Zotu15340								
Zotu20594								
Zotu16287								
Zotu8672								
Zotu9687					9			
Zotu8639						1		
Zotu6168				1				
Zotu1943	2	3	6	4	8	11	1	5
Zotu8831								
Zotu19641								
Zotu17095								
Zotu17599								
Zotu1738	8	10	28	18	7	2		
Zotu8303	1							6
Zotu14195								
Zotu18141								
Zotu14348					1			2
Zotu12901							1	
Zotu15090			1					
Zotu10292			1	4	1	5		
Zotu7269	1		5	1	3			2
Zotu4497	1	2	3	3	10	2		2
Zotu11874	1	1		1				
Zotu5137		2		2	2		1	1
Zotu12173	1							
Zotu13517				1				
Zotu17195								
Zotu8040								
Zotu12691					1			
Zotu14868								
Zotu16275		1						
Zotu5130		2		4		1		2
Zotu9858		1	2			3		
Zotu10783		2	1	1				
Zotu9978		1						
Zotu2795	2	4	2			2		
Zotu4447			2					
Zotu3791	1	1	3			6		1
Zotu11044			1			2		
Zotu2516	1		4	1			2	1
Zotu19965								
Zotu13840								
Zotu6694	2			2		1		
Zotu11333								
Zotu19847								1
Zotu15946								
Zotu15681	1		1			2		
Zotu13022								
Zotu5632								
Zotu13543								
Zotu11723								
Zotu13309							5	
Zotu3994								
Zotu18258		1						
Zotu8024								
Zotu2523	1		17		6	4	1	4
Zotu3327								
Zotu15694								
Zotu2514						1		
Zotu4892				3	1	1	1	3
Zotu18658								
Zotu20531						1		1
Zotu15965								
Zotu1259								
Zotu17652								
Zotu12646								
Zotu1784	3	4	12	33	7	41	13	8
Zotu3838		1	1	1	3		1	1
Zotu18133						2		1
Zotu11448								
Zotu15992				1				
Zotu1927								
Zotu5133				1				1
Zotu10140					1			
Zotu15726								
Zotu1894	4	2	4	1		3		3
Zotu5357	1	1	1			1		
Zotu9941				2				
Zotu12640								
Zotu16325		1						
Zotu4671	2	1			4			8
Zotu5784							1	1
Zotu2399					1	1		1
Zotu1497	5	3	5	7	4	9	4	9
Zotu14524				1			2	
Zotu523	11	17	11	34	11	9	35	9
Zotu948	3	2	8	14	22	8	23	12
Zotu1109	1	1	8	3	11	4	1	2
Zotu3202			1		1	1	1	1
Zotu4530					3			2
Zotu2409	1	3	5	1	6	2	1	3
Zotu5439		1			5			6
Zotu757	5	10	15	6	30	2	5	36
Zotu83	70	137	136	133	117	112	93	112
Zotu1801					1		1	1
Zotu3125		1	1		1			
Zotu11523								
Zotu13538				1				
Zotu12298								
Zotu7600				1		1		1
Zotu8539				1				
Zotu2089	3	2	2	3	2	3	7	1
Zotu10711								
Zotu12686		1				4		
Zotu15988								
Zotu10950	1						3	
Zotu7805			3			1	1	1
Zotu18695								
Zotu11055	1							
Zotu7955								
Zotu14495								
Zotu2266	4	1	3	1	2	3	2	
Zotu1301	2		4	1	2	2	2	
Zotu12967								
Zotu1627		2		1	7	1	2	4
Zotu609	5	2	11	2	5	2	9	
Zotu705	1		5	3	1	2	4	
Zotu472	1	5	4	3	1	2	1	2
Zotu556	4	1	14	9		2	1	2
Zotu6936			2					
Zotu10165						1		
Zotu16446								
Zotu13059			2					
Zotu19955	2	1						
Zotu16851			2					
Zotu11402			1	1				
Zotu7501								
Zotu10606	1			1				
Zotu18158								
Zotu14994							2	2
Zotu7909								
Zotu18048								
Zotu10109								2
Zotu18855						3		
Zotu18984								
Zotu9883							1	1
Zotu18125								
Zotu9713								
Zotu12734				1		1		
Zotu16646								
Zotu17157				2				
Zotu5707	2	1	2	1	2	1		4
Zotu6300	8	1	2		3	2		1
Zotu2327	3	1		9	4	4		
Zotu4306	4		4	4		4	1	2
Zotu18358		1						
Zotu11880	2	1			1			
Zotu9475	1					3		
Zotu5371								
Zotu4793		1		2	4	1	1	
Zotu10932	1							
Zotu2020	2		2		3	5	1	
Zotu5030					2			
Zotu12294								
Zotu6011				2	1	1	1	
Zotu7421			1					
Zotu13556				1				
Zotu13793								
Zotu5763								
Zotu13104								
Zotu6706								
Zotu13320								
Zotu5115								2
Zotu7978								
Zotu11956								
Zotu6864								
Zotu11656							1	2
Zotu7467								
Zotu8593		1					2	
Zotu19145								
Zotu8373					1			
Zotu19167								
Zotu6533					1	1		
Zotu12107					2			
Zotu12010								
Zotu15662								
Zotu12068					4			
Zotu13843								
Zotu18723								
Zotu8096			1					1
Zotu10239								
Zotu15642								
Zotu14735						2		
Zotu15730								2
Zotu18570								
Zotu3944	1		1		4		1	
Zotu3020	3	1	1	4	1		1	1
Zotu3299	2					2		1
Zotu16327								
Zotu8508					4			
Zotu1022	3	3	3	6	21	8	3	2
Zotu2707	2	1			4	1	1	2
Zotu12528								1
Zotu3809								
Zotu4465	1	1		1	1	2		
Zotu7177				2				
Zotu11092	2							2
Zotu11745				1	2			1
Zotu5640					3			
Zotu1402	2	1	11	11	6	5	11	30
Zotu15587								
Zotu5090								
Zotu6723								
Zotu10409							2	1
Zotu8887			1					
Zotu10037		1						
Zotu5323								
Zotu14605								
Zotu8510					1			
Zotu14750								
Zotu20111					1			
Zotu15115			1					
Zotu19559		2						
Zotu20210						1	3	
Zotu2322	9				4	1		4
Zotu14110								
Zotu10982				1				
Zotu11833					1			
Zotu16802			1					
Zotu13132								
Zotu5389	1		2	1		3	2	1
Zotu3066			3	3	3		4	
Zotu5957		2	1		4			1
Zotu5547			1		1	1	1	
Zotu8208	1				1			1
Zotu12953								
Zotu9212		1						
Zotu409	8	2	8	2	16	7		4
Zotu5627	1	2	1	1				
Zotu17509					2			
Zotu5224	1			1	3			
Zotu16338						1		
Zotu11287								
Zotu16685								
Zotu18876								
Zotu13355					1			
Zotu13738								
Zotu16742								
Zotu16741								
Zotu17417						2		
Zotu7086			2	1	1	1		
Zotu13085								
Zotu3448								
Zotu4634					1			
Zotu16989					1			
Zotu19336								
Zotu1814	3	3		3	2	4	7	2
Zotu12407								
Zotu1759	1					3	4	
Zotu6023					3			
Zotu7924	1							
Zotu2505					3			
Zotu11435								
Zotu11973		1	1					1
Zotu16908								
Zotu7990	1	1		1	1			
Zotu12409						1		
Zotu4676			2			1	1	2
Zotu17818								
Zotu2488	1	1	1		1		1	
Zotu4200		1		1	1			1
Zotu8986				1				
Zotu1372	7	6	2	10	3	2	5	2
Zotu7527			2				1	
Zotu12047					1			
Zotu8291								
Zotu820	2		1	4			1	4
Zotu13284								
Zotu16521								
Zotu13003				1				
Zotu14890					1			
Zotu14930								
Zotu13560								
Zotu13950								
Zotu7407		1			2			
Zotu4811	1						1	1
Zotu8939					1		1	
Zotu6845			1	1	3		1	
Zotu10969								
Zotu8452					2	2		
Zotu3889								1
Zotu11109			1					
Zotu14008							3	
Zotu6528		1			2	3		
Zotu17764								
Zotu12232								
Zotu10000			2					1
Zotu1479	14	1	2	1	5	5	3	5
Zotu5603		2	2	1	3	1		
Zotu2094	5	2		2	4	3	5	3
Zotu10902								
Zotu18195						1		
Zotu16466								
Zotu7500								
Zotu11461								
Zotu8745	1			1	1			3
Zotu18602				1				
Zotu14087								
Zotu19097								
Zotu7410			2		3	1		
Zotu8933								
Zotu17520								
Zotu9113			1					
Zotu18795								
Zotu2955		1		1	1		1	
Zotu11458								
Zotu11509		1						
Zotu18016							1	
Zotu10003			1	1	1			
Zotu19845								
Zotu19400		2		1			1	
Zotu6728		6			1			
Zotu1708								
Zotu4076			1	2			1	2
Zotu9556			1					
Zotu10066								
Zotu5631	1							
Zotu9989					1		1	
Zotu11167				1				
Zotu11427				1				
Zotu6124		4	1	2			4	2
Zotu16647								
Zotu4809	2	1	3	3	1	2	4	1
Zotu3675		2		2	1	1		1
Zotu8062						1		
Zotu14591		1						
Zotu7821				1		1		
Zotu1398					2			
Zotu10258								
Zotu9349								
Zotu19671								
Zotu18623					3	2		
Zotu800	5	7	3	3		2	10	1
Zotu3530			4	1		4	3	
Zotu9465								
Zotu10975								
Zotu7260					2			
Zotu12336				1			3	
Zotu12833		2						
Zotu11080		1						
Zotu17142								
Zotu7048					4			
Zotu17155								
Zotu14842								
Zotu20380								
Zotu16668								1
Zotu2763								
Zotu6637					1			
Zotu15891								
Zotu5015							1	
Zotu10271					2			
Zotu2779				1				
Zotu6136								
Zotu10907							2	
Zotu5726	1				1	2		2
Zotu16193			1		1	1		
Zotu13050								
Zotu15461								
Zotu14753				3	1			
Zotu18729			1			1		
Zotu9185					1			
Zotu13701								
Zotu19839								
Zotu6982			1	1				
Zotu5652					2		1	2
Zotu13841								
Zotu9429								
Zotu1179	1	2	1	2	1	1	6	2
Zotu3513	1	2		3	1	3	1	3
Zotu9569								
Zotu11552							1	
Zotu5803					1		1	1
Zotu17635					1			
Zotu18036					1			
Zotu9417								
Zotu19350								
Zotu10789								
Zotu17482								
Zotu13332	1	1			1			
Zotu12653		1			1			
Zotu2131		2	1	1	1	1		1
Zotu6297								
Zotu7446			1					
Zotu9856								
Zotu16618								
Zotu11327								
Zotu13088								
Zotu15884						1	1	
Zotu14487								
Zotu18593								
Zotu16876		2						
Zotu17086						2		
Zotu19800				1				
Zotu17645								
Zotu2873				3		2	2	
Zotu11712				1				
Zotu17555				2				
Zotu14294								
Zotu13016								
Zotu10034					3	2		
Zotu19944					1			
Zotu3760		1	1		1		2	
Zotu5931					2	1		
Zotu14915								
Zotu6699					2	1		
Zotu3862					4			1
Zotu13836			3					
Zotu4822								
Zotu7459				1	1		2	1
Zotu19570								
Zotu11053		1						
Zotu2641	1			2	4		1	
Zotu3926					9			
Zotu7750					1			1
Zotu7148				1				1
Zotu17829								
Zotu2928		3			3		3	1
Zotu3190								
Zotu19594								
Zotu12718								
Zotu19853								
Zotu20746								
Zotu15515								
Zotu19337								
Zotu12105	1				1			
Zotu12497				1				
Zotu7883	1		2		2	1		1
Zotu12329								
Zotu10125					1	1		1
Zotu16208								
Zotu13936								
Zotu15426					2			
Zotu5146			1		2			1
Zotu7638	1							
Zotu7157								
Zotu18714								
Zotu19664					1			
Zotu2645		1	2		1			
Zotu11142								
Zotu17372								
Zotu17315					2			
Zotu6064								
Zotu11791					1			
Zotu5653								
Zotu6471					1			
Zotu14764								
Zotu8432								
Zotu14538								
Zotu12751						2		
Zotu2186		3		1	1		1	
Zotu6174								1
Zotu7469	1		2		2	2	4	5
Zotu9850			1	1	1		4	5
Zotu17788	2		1			1	2	1
Zotu7917		2			3			9
Zotu14129			2			1		
Zotu15580	2							
Zotu6565				2				
Zotu14411				2			4	
Zotu7811						1	1	1
Zotu13800								
Zotu12356								
Zotu4775	2	2	2	2	3	2	1	
Zotu12794		1						
Zotu6090		2		1	2			
Zotu5280								
Zotu19395				1				
Zotu17081		1					2	
Zotu6710	1	1						
Zotu14298							1	
Zotu17012					2			
Zotu3610	2		1		2	2		1
Zotu5507						1		
Zotu10501		1						
Zotu12817								
Zotu8803		1			1			1
Zotu11127								
Zotu3379	1		3	1	3	3		1
Zotu5423		1	1	1			4	
Zotu17027								
Zotu16707				1			1	
Zotu4980	3							2
Zotu9299								
Zotu10660	1							
Zotu6616	1	3						
Zotu11513								
Zotu15443				1				
Zotu19745								
Zotu16582			1					
Zotu4495		1		3		3	1	
Zotu16584			1					
Zotu10775	1		2	1			1	
Zotu20701			1		1			
Zotu2023	2	3	2	3	8		4	4
Zotu11789				1			2	
Zotu6246			1			1	1	1
Zotu312	7	3	10	5	31	7	5	7
Zotu20191		1	1					
Zotu6963	2				3			
Zotu17562								
Zotu17512								
Zotu19730								
Zotu12297								
Zotu14482								
Zotu7911	1			1	1			
Zotu16253				1				
Zotu16515				1				
Zotu16170								
Zotu11733								
Zotu17278								
Zotu19936								
Zotu18351								
Zotu5922								
Zotu13691								
Zotu6611								
Zotu1308								
Zotu9633								
Zotu18540								
Zotu13498								
Zotu2681								
Zotu18405		1						
Zotu3872			1					
Zotu16380								
Zotu14979								
Zotu13467								
Zotu7491				4		1		
Zotu9515						2		
Zotu10559								
Zotu19246					1			
Zotu16609								
Zotu19820								
Zotu19984								
Zotu3796	1	4		2	3	4	3	
Zotu4279	1	1		2	2	3	1	
Zotu9211	3	7		1				
Zotu12897		1		3				
Zotu5358								
Zotu9439								
Zotu14809								
Zotu14938								
Zotu9059		1		1	2			
Zotu14919				1				
Zotu18660				1				
Zotu19013	1			2	1			
Zotu19415								
Zotu12429								
Zotu3435		1	4	5	2	2		
Zotu3700	3	1	2		1	4	3	
Zotu5662	1		3				1	
Zotu14618								
Zotu12735	1				1			
Zotu19580								
Zotu14161						1		
Zotu6937			1	1	1			
Zotu14503						1		
Zotu11989			1				1	
Zotu19065					1			
Zotu17075								
Zotu2868			4	2	11	3		3
Zotu11007	1			1				
Zotu5877		1						
Zotu7881					1			1
Zotu19219								
Zotu11156				1				
Zotu13528						1		
Zotu17239								
Zotu11749	1						2	
Zotu17182								
Zotu10869						1		
Zotu13902								
Zotu17488						3		
Zotu6078		1			3			1
Zotu12269	1						1	
Zotu17876	1				1	1		
Zotu13021						1		
Zotu15322					1			
Zotu5375								
Zotu12507								
Zotu18576								
Zotu17611		1						
Zotu8326							1	
Zotu7118					1			
Zotu16181					2			
Zotu6442	1		3	2			2	2
Zotu11930						1		
Zotu13829								
Zotu4638	1						1	
Zotu6631								
Zotu3480	1		1	2		2	1	
Zotu15300								
Zotu12167						1		
Zotu9344			2					
Zotu18398		1						
Zotu10156				3			1	1
Zotu12334					2			
Zotu17293					2			
Zotu241	13	7	8	6	2		4	4
Zotu114	5	4	1	1	4	2	3	3
Zotu32	32	33	31	77	50	19	36	17
Zotu165	3	5	4	4	6	7	4	
Zotu51	10	9	12	9	12	16	7	2
Zotu122	9	7	3	9	7	8	10	6
Zotu942					1			1
Zotu485	1		6	3	3	5	8	8
Zotu7450	1							
Zotu20695								
Zotu17325					2			
Zotu3967	1		1	3				
Zotu11777								
Zotu15725								
Zotu2808	2	5		1				1
Zotu4869					2	1		
Zotu3568	2		1		2	3	2	
Zotu6245					1	1		
Zotu5717								
Zotu10052	1			1				
Zotu14151								
Zotu12322								
Zotu16079								
Zotu6999								
Zotu17795								
Zotu14223	2							
Zotu10655	1							1
Zotu943	4	3	1	1	5	1	5	3
Zotu19988			2					
Zotu1118			1	1	5	4	1	1
Zotu1215	3	2	3	5	9		1	2
Zotu995	14	5	1		33	5	3	
Zotu878	2		1	3	13	4		
Zotu4075								
Zotu16471	4	2		1			1	1
Zotu13786	2	1	1	2	4			1
Zotu16015					1	1		
Zotu17349				2	1		1	
Zotu2170		2				2		1
Zotu2650			2	1	1			
Zotu13518								
Zotu27	48	38	23	45	73	138	53	28
Zotu4720	1							
Zotu2302						1		
Zotu11705								
Zotu34	22	19	21	40	36	19	24	25
Zotu110	25	15	5	14	12	24	12	7
Zotu37	27	33	26	39	78	51	36	33
Zotu339					1	1	1	
Zotu278	2	1		13	1	8	3	1
Zotu15259	2	3		2	2	2	3	
Zotu19	88	55	68	52	119	122	62	42
Zotu359	6	5	2	4	10	9	6	
Zotu20518								
Zotu1791		2		3	4	1		2
Zotu18475			1					
Zotu16765								
Zotu736		4	2	3	10	5	2	2
Zotu437	7	3	6	10	17	2	3	4
Zotu9247								
Zotu10168						1		
Zotu156	15	2	15	18	32	24	10	10
Zotu2984	2	4	2	3	2	1		2
Zotu13006								
Zotu4338								2
Zotu13525					1			
Zotu731								
Zotu20044								
Zotu1578								
Zotu19972	1							
Zotu9416								
Zotu2856			3		2		1	2
Zotu1363				1				
Zotu159								
Zotu426		2	1	20	1	1	5	1
Zotu2441		1			1			
Zotu71					1			
Zotu981	2	5	1	6	12	6	6	5
Zotu2068								
Zotu3244								
Zotu2565								
Zotu5963								
Zotu2469								
Zotu306	2			1	1		1	1
Zotu635				1				
Zotu18889					2			
Zotu19852						1		
Zotu8806								
Zotu4747								
Zotu11604								
Zotu4488						1		
