ID	bs_cd_1	bs_cd_2	bs_cd_3	bs_cd_4	bs_cd_5	bs_cd_6	bs_cd_7	bs_cd_8
Zotu14875			1		3	3	1	
Zotu13407			4	4	3		1	3
Zotu13935		3			1	1	2	1
Zotu17792		1	1					2
Zotu16134	1	2	1	2	1			
Zotu20117		2						
Zotu12487	4	1	6	1			8	
Zotu248	68	84	42	53	30	47	51	49
Zotu1314	16	12	16	12	9	22	19	13
Zotu14846	1	1						2
Zotu5542		2	1	3		4	1	
Zotu6079	2	1	1	2		5	2	1
Zotu18447		1	2	2		1	2	1
Zotu18486								
Zotu2114	1	2	3	1	3	4	3	4
Zotu20059				1			2	
Zotu2002			4	2	1	1	1	3
Zotu3075		3	1	2	7	4	1	8
Zotu18680								
Zotu5874			1	2	4	2	1	3
Zotu2029		3	4	4	3	5	3	5
Zotu3128	1			2	2	4	2	4
Zotu5962	2	1	2		1	1	1	1
Zotu1356	4	4	7	2	5	4	4	5
Zotu4786			1		8	2	3	
Zotu1157	7	11	16	11	15	16	10	6
Zotu9554			1			1		
Zotu3769	2	3	3	2	1	4	1	1
Zotu6597		1	1	2	1		2	
Zotu16351		2				1		
Zotu2560	4	2	2	1	4	1	2	3
Zotu5722	1							
Zotu4619	1	1		2		2		2
Zotu287	14	15	9	11	22	14	13	26
Zotu9953				1				
Zotu3687	1	1		1		1	1	
Zotu18041	2			2			2	
Zotu20563								
Zotu20613					2	1		
Zotu17784								1
Zotu6371			1	1	2	5	1	7
Zotu8936	1	1						6
Zotu11001		1					8	
Zotu16373			1					3
Zotu19697								1
Zotu6473	4	7	1	4		2		1
Zotu4099	1	3	3	1		6	8	7
Zotu3295	4	1	5	11	8	7	2	1
Zotu4313	9	1	2	1	1			2
Zotu8212		3		1	1			
Zotu13657				2	2	5	1	
Zotu341	37	71	28	52	50	39	52	56
Zotu1538	4	15	4	19	8	14	14	7
Zotu7298	2	2		3	2			
Zotu185	72	149	57	105	35	128	81	66
Zotu4508		5		1		1	1	
Zotu15696					1			
Zotu3425	4	8	4	3	1	9	5	10
Zotu2412	3	2	4	7	5	6	6	7
Zotu1420	7	11	5	7	11	16	23	3
Zotu17886					1		1	
Zotu785	50	25	26	19	27	45	22	28
Zotu18788	4	5			1	1	1	4
Zotu2798	7	8	5	7	7	16	5	3
Zotu3551	4	4	4	4	2	12	9	4
Zotu17206					1			
Zotu2388	3	1	2	4	3	3	6	1
Zotu419	25	29	23	32	4	37	13	5
Zotu6530	1	1		3			1	
Zotu19406		1						
Zotu14586	1	1			2	1	3	
Zotu15248			1					
Zotu5392	2	1		2		4		
Zotu5153					2			
Zotu20253								
Zotu14834	1							
Zotu14104	1		1		2		2	
Zotu19950								
Zotu13120			1					1
Zotu18609		1					1	
Zotu19072				3	1	1		
Zotu6083		1		2	4	4		1
Zotu15707			1		3	1		
Zotu6209		1	1	3	2			
Zotu15133		1	2					
Zotu1271	4	10	13	11	7	13	7	6
Zotu6343	1		1	2			3	2
Zotu16038	1			1				
Zotu12121		2	2		2	2		
Zotu19049	3	1		1	1	2	2	1
Zotu16640	2			1	2		1	
Zotu3882	2	4		4	5	5	6	2
Zotu19105		1					1	
Zotu14389	1			1		2	2	
Zotu7698	1	2	1			1		
Zotu14614	1		2	2	1		2	1
Zotu19661						1		
Zotu19134								
Zotu16561					1	1		
Zotu11822					3	2		
Zotu7814	1			2		2	1	1
Zotu6643	2	1		1	1		1	
Zotu4404	1	3		2	3	2	4	3
Zotu12723								
Zotu1236	3		2	3	1	6	5	2
Zotu4955								
Zotu18603		1	1					
Zotu15549								
Zotu16713	1		1					
Zotu7034	1	2	3		1	1		2
Zotu6134	3	1	1	3			3	4
Zotu6175	1	1	2	3	3	6	1	
Zotu20390	1			2	1			
Zotu3048	12	4	5	4	5	13	3	4
Zotu6941	1	2	1	2	2	3		
Zotu4916	2	2	3	1	2	2	3	2
Zotu1006	20	8	5	15	13	18	17	25
Zotu16810				1			1	2
Zotu12898				1				
Zotu19351				2	2		1	
Zotu17563							2	
Zotu6760								
Zotu18758				1				
Zotu17518								
Zotu19181								
Zotu3817	4			3	3	1	2	2
Zotu12455				1		2		1
Zotu5378	2		1	3	2	3	1	1
Zotu4587						1		
Zotu10459					1			
Zotu15165				1				
Zotu3936		1	2		10			
Zotu3898	1	1		2	5	2	3	4
Zotu9386	1	1	1		1			
Zotu1936	6	7	8		7		3	2
Zotu2991		2	4		5		2	6
Zotu14431	1				1			
Zotu12880						1	1	
Zotu19987						1	1	
Zotu12015	1		1					
Zotu18034								
Zotu16872					2			
Zotu17745								
Zotu16368								1
Zotu4395	1	2	3			6	4	4
Zotu15457			2					
Zotu11853					2			
Zotu18449					1			
Zotu7896		1		1	1			
Zotu14030			1		1			
Zotu19021								
Zotu2515	1	5	4	1	2		2	3
Zotu3068	1	2	3	1	1	1		
Zotu1214		10	6	3	12	5	6	8
Zotu3532	2	1		3	5		1	
Zotu5620	1			1	2		1	1
Zotu12513								
Zotu15011								
Zotu7092		2	1					
Zotu1325		6		2	3	3	2	1
Zotu1513	2	2	1	2	1	1	5	3
Zotu5997					1			
Zotu2270	1	2	1	1	2		4	2
Zotu842	9	2	6	4	9	4	11	5
Zotu5500						1		2
Zotu898	3	4	4	2	1	4	3	
Zotu1042	5	2	6	4	2	11	7	2
Zotu1202	6	7	3	2	5	1	2	3
Zotu3839		1	1		5	4	1	
Zotu1541	6	2	3	2	2	1	3	2
Zotu578	8	16	12	4	9	6	7	6
Zotu20800							1	
Zotu3260	3	1	1			4	2	2
Zotu10490		1	2		2			
Zotu12966			1		1			
Zotu10517		1						
Zotu7905					1			1
Zotu3467	1							1
Zotu3766		2		1	1	1	2	
Zotu11974								
Zotu4251					2			1
Zotu15045								
Zotu10054			1					
Zotu13669								
Zotu6132								
Zotu8268								
Zotu15692								
Zotu8169	1			2				1
Zotu6923					1		1	
Zotu14224								
Zotu11266	1				1			
Zotu12694				2	1			
Zotu1650	4	9	17	9	8	10	6	5
Zotu17022					1			
Zotu935	16	21	20	15	26	28	13	10
Zotu9857		2	3	3	1		1	
Zotu15514								
Zotu1821	13	11	6	12	5	16	6	8
Zotu10303		3	1	1				
Zotu3219	4	9	3	7	3	6	1	1
Zotu15179			1	1	1			
Zotu15547						2		
Zotu16631						1		
Zotu9155								
Zotu15495		3						
Zotu7953	5	4	1		1			1
Zotu11569	1	1			1		1	
Zotu19537					2			
Zotu11886	3							1
Zotu6422	3	7	3	2			3	
Zotu12672	1		1			1		
Zotu16355	1	1			1			
Zotu7650	2	3	2			3	2	3
Zotu14506		4		1	1			1
Zotu15453		3						
Zotu10477		3	1		1	3		
Zotu1583								
Zotu3580						1		
Zotu16296								
Zotu20852								
Zotu15164								
Zotu16676								
Zotu14374	4		1	1	1			
Zotu12374			1	1			2	
Zotu12011								
Zotu20188								
Zotu17043								
Zotu18848				3			1	
Zotu10601	1			1			8	
Zotu18794				2				
Zotu10890								
Zotu9765	2	1						
Zotu15920								
Zotu7555								1
Zotu8236								
Zotu6810								
Zotu2519	2	2	2			3		
Zotu3590	1				2			3
Zotu11625			1					3
Zotu20289								
Zotu16893					1			
Zotu7392								
Zotu6057								
Zotu11809								
Zotu8920								
Zotu14239					1			
Zotu10465			1					
Zotu7268			2					
Zotu20026								
Zotu20157								
Zotu10874								
Zotu8675	1	5		1		2		
Zotu14583	1				1	3		
Zotu8529			3	1	2		1	
Zotu18232	2						2	
Zotu3437		11	2	9	3	6	5	8
Zotu11679	1			1	4	1	3	2
Zotu19589			1			2		1
Zotu7672				1				
Zotu20034								
Zotu4622				3	3	1	1	
Zotu19919								
Zotu10817								
Zotu3971								
Zotu20452		2						
Zotu13625							1	
Zotu16549								1
Zotu17760				1				
Zotu17763								
Zotu9770							1	
Zotu7519			1					1
Zotu10533							1	
Zotu10144								2
Zotu12938								
Zotu2101	3	1		2		1		
Zotu10855								
Zotu2572	6	1	1	2	2	1	4	8
Zotu17399								
Zotu3262	1			3			1	1
Zotu11117								
Zotu1666		3		1	1		2	
Zotu4410							2	
Zotu10889								1
Zotu5925				1			1	
Zotu18254								
Zotu4672		2		2				1
Zotu6292					1		2	
Zotu16542								1
Zotu7396					1		1	1
Zotu18385								
Zotu16007								
Zotu4172				1	1		3	9
Zotu16529			1		1			1
Zotu12502			2	1	1	3		
Zotu20209				1				
Zotu20360								
Zotu12830							1	
Zotu15233	1							
Zotu14144	1		1					1
Zotu16271							1	
Zotu6662		1	1		1			2
Zotu20331								
Zotu11727			1					
Zotu4741	1	2		2	2	2	2	2
Zotu16476	1							1
Zotu12995								
Zotu7670			1	1				
Zotu16106	1							
Zotu16888								
Zotu4821	3			1				
Zotu12226							1	
Zotu9044	1		2	3			1	1
Zotu10461		1				1		3
Zotu14318	1							
Zotu17401		1			1		1	
Zotu18587								
Zotu20229								
Zotu19485				1				
Zotu14163								
Zotu16248								
Zotu20560	1	1	1					
Zotu10960								
Zotu14729								
Zotu18899								
Zotu4771	2					1		
Zotu14941						1		
Zotu20530								
Zotu3598								
Zotu17059		1						
Zotu19411								
Zotu9695								
Zotu11350								
Zotu4583	4	1		2	1		2	
Zotu12893					2			2
Zotu9373								
Zotu12664								3
Zotu18962								
Zotu1365	16	18	5	7	7	7	8	8
Zotu12542				1				
Zotu15009								
Zotu5482	2	7	1	1	4		1	
Zotu7220	1	1		2		1	1	
Zotu10279	2	2	1			1	1	
Zotu1860	4	1		2	6	2		
Zotu13756		1		1				1
Zotu14051			1			1		
Zotu8232			1		2			
Zotu15879								
Zotu13103	1							
Zotu6208	1		2	1	3			
Zotu6898	1							
Zotu13898								
Zotu10357	1				1			1
Zotu16210								
Zotu5356			1					4
Zotu8409	1	5			1			
Zotu1300	4	5			1	3	4	
Zotu6344								
Zotu3419			2					
Zotu8272		4			3			
Zotu17423								
Zotu698	18	9	12	5	16	4	7	18
Zotu1104	3	8	1	3	9	5	1	3
Zotu3569	1		1		1			
Zotu13649			2					
Zotu11083							1	
Zotu17001								
Zotu3409	1			3	4	2	1	3
Zotu4541	1	3	1	1	2	2	5	1
Zotu4476								
Zotu14165	1		2					
Zotu1872	6	3	2	4	9		1	
Zotu2314	2		1	3			1	1
Zotu14976					1			
Zotu7509								1
Zotu18018				2				
Zotu2585	4	2	1	3		4		
Zotu8751	1	1						
Zotu2672		1		22	1		3	2
Zotu4728		1		1			5	2
Zotu6563	2	1	1					
Zotu11359								
Zotu4598		2		11	5	1		3
Zotu9678	5	5		1	1			
Zotu12598	1	2						
Zotu13792	1							
Zotu14335								
Zotu12354								
Zotu14477		1						
Zotu12903								
Zotu18542								
Zotu10552	6							
Zotu15225								
Zotu6872		2		4	2	1	1	
Zotu14401								
Zotu20215	1							
Zotu18182							1	
Zotu11845							1	
Zotu7321		5						1
Zotu17364								
Zotu14588	1						2	2
Zotu13162					2	3		
Zotu18905								
Zotu18421								
Zotu14006						2		
Zotu2578	1	2		2	2	1	1	1
Zotu4685								
Zotu20114				1				
Zotu13448								
Zotu16952							1	
Zotu19442			1					
Zotu8648								
Zotu18020	1							
Zotu13329			1					
Zotu15023					1			
Zotu3820	2	6	2		8	1	3	
Zotu8824	2					1		2
Zotu4529	5	1	3	2	5	2	2	
Zotu4726	4	4	3				2	3
Zotu14019								1
Zotu9509	1	2	3				2	
Zotu5198	1			2	2	2	1	2
Zotu4418		7	2	2	3	3	1	1
Zotu11396		1		1			1	
Zotu1096	3	3	1	1	3	1	6	
Zotu3854		4			1		1	2
Zotu2343								
Zotu2815	4	6	7	2	2	3	4	1
Zotu3887	1	1	1	2	1			
Zotu10103					1			
Zotu7746								
Zotu7984								
Zotu14408								
Zotu2404	1		2	2	1		2	1
Zotu11420	1	1						
Zotu15177						3		
Zotu8314				1			1	
Zotu9699			2					1
Zotu13171								
Zotu8150								
Zotu15890							1	
Zotu19568								
Zotu10408	1		1					
Zotu5871				4	3	2		
Zotu12319								
Zotu12384		1	1	1			1	
Zotu16216	1				1			
Zotu7999		3	1	2				3
Zotu9170							1	
Zotu4267	4		1	2	3	2	3	
Zotu19644						3		
Zotu20834		1						
Zotu17699	3							
Zotu4797	2					3		1
Zotu13847					2			2
Zotu12815								
Zotu19216					2			
Zotu3442	3	2	4	3	5	1	2	5
Zotu7747								
Zotu4633	2			3	1	1	1	3
Zotu9337		1		1			1	
Zotu15765	2			1				
Zotu4281						1	1	4
Zotu4107		2			3		2	
Zotu18113							1	
Zotu18247								
Zotu20375			1				2	
Zotu827	20	6	21	9	21	9	17	15
Zotu1795	11	18	4	6	8	8	11	4
Zotu1359	22	11	15	9	8	9	5	8
Zotu1550	8	10	9	3	6	3	7	4
Zotu7967	4	3	1		2	1		1
Zotu14446	3	1						
Zotu10210		2		3			1	
Zotu1320	4	20	7	11	4	8	7	3
Zotu711	36	26	21	20	10	17	27	23
Zotu3526	1	4	4	1		1	9	
Zotu11041	1						1	
Zotu9913		3						
Zotu18127		3						
Zotu9876	1	2					1	
Zotu12362		1		1			1	
Zotu5915	1		1	2	6	1	2	3
Zotu13057	1	2				1		
Zotu18909	1	1	3	3		1	1	
Zotu11421								1
Zotu10331				1				
Zotu13499		2				1		
Zotu5926		6	5			9	1	2
Zotu11593				1				1
Zotu256	44	40	39	33	29	15	41	21
Zotu709	23	69	17	27	10	19	38	16
Zotu4674	6	8		3	6	3	3	4
Zotu1067	13	54	20	21	1	27	25	11
Zotu4071	7	11	6	4	1	6	2	
Zotu16428		1	1					
Zotu11487								1
Zotu16153						1		
Zotu19824	1							
Zotu12435						1		
Zotu18191							1	
Zotu10162								
Zotu5176		1	1	1				1
Zotu4675	2	1					2	
Zotu15221	1							
Zotu1972	2	1	1		1	3	1	1
Zotu19300							2	
Zotu5830	2		1			2		
Zotu10824	1		1			1	1	
Zotu7729	2			2		3		
Zotu11714	2			1				
Zotu17878								
Zotu5083	2				3		1	
Zotu2147	6	4	7	3	1	3	1	2
Zotu19397	1	2						
Zotu4608	1		1	1		1	2	2
Zotu9816	1		1				1	1
Zotu15604		1	2					
Zotu10416	3			2			1	3
Zotu13709				2				1
Zotu2359	13	11	4	3	6	7	7	5
Zotu17631	1	2		1				
Zotu13773	1				1			
Zotu17045		1						
Zotu11372	1	1			1	1		1
Zotu4367	1	2	1		2	3		2
Zotu13878	1	1				2	3	3
Zotu19768						1		
Zotu9575	2			1	2			1
Zotu7957		1		1	1			
Zotu4902		1			1		1	1
Zotu6394								
Zotu11439	1						1	
Zotu14206					1		1	
Zotu16885			1			1		
Zotu11163	2				2	1		1
Zotu15292	3						3	
Zotu6669		1		1		1		
Zotu6920	2		2		1	1	1	
Zotu15573						1		
Zotu5119	3	7	3	6			1	1
Zotu17128		3			1		3	
Zotu17277								
Zotu19448								
Zotu2922	7	3	2	2	3	7	3	2
Zotu8022	2	1	2		2		1	1
Zotu9348					1			
Zotu5904							1	
Zotu15076							1	
Zotu4137				1				
Zotu4825	5			2		1	1	1
Zotu12446				1				
Zotu1739	5	5	5	6	6	4	6	2
Zotu17868	1							1
Zotu6986	4	3	2	3	1		2	2
Zotu17947								1
Zotu13717							2	
Zotu15575								
Zotu1660	11	7	7	5	8	6	6	5
Zotu8637	1	1				1	1	
Zotu6755					1	1		
Zotu15741						1	1	
Zotu12927								1
Zotu8726	1		1	1	2	1		
Zotu8691								
Zotu1305	3	4	1	1	1	2	1	1
Zotu11208		1					1	
Zotu17113								2
Zotu17225								
Zotu10835			1			1		
Zotu14222	1							
Zotu9234							1	
Zotu15538	2		1					
Zotu17370		1		1				
Zotu11871					1			
Zotu17261	2							
Zotu18792					2		1	1
Zotu707	29	45	35	28	27	32	38	23
Zotu1255	19	27	12	20	13	12	14	7
Zotu1053	24	60	15	22	9	17	22	8
Zotu3165	4	9	2	8	4	2		4
Zotu2596	3	5		1	1		5	4
Zotu3622	7	2	4		2		2	1
Zotu17825								
Zotu12136								
Zotu12932						1		1
Zotu16113			3					
Zotu6426	2						1	
Zotu3707	3			1	4	1	1	3
Zotu9999	2		1		1			
Zotu19819								1
Zotu20792								
Zotu14707								
Zotu8879								
Zotu14523								
Zotu9621	1				2			
Zotu6655		1	5				3	1
Zotu9254	1	1		1		1		1
Zotu20316								
Zotu14145								
Zotu20348								
Zotu5192	2	1	2	3	2			3
Zotu7355	5	6			1	1	1	
Zotu1830	6	2	9	8	12	10	7	3
Zotu10272	3							
Zotu17663			1	1	2	1		
Zotu3151		2		1	2			
Zotu7813	1							
Zotu15431								
Zotu1152	5	5	6	5	3	4	4	1
Zotu18669								
Zotu10226			1		2		1	
Zotu18858								1
Zotu18672								
Zotu233	40	102	49	91	74	38	159	57
Zotu7152			1					
Zotu18467								
Zotu14152				1		2		
Zotu5916								
Zotu446	48	92	52	57	47	33	60	54
Zotu13129							1	
Zotu5752	1	4	1		1	1	3	5
Zotu999	3	3	1	9	8	11	6	6
Zotu13199								
Zotu18061				1				
Zotu6806				1	1			
Zotu3129	2	9	8	8	11	5	7	7
Zotu7341	1		1		2	2		4
Zotu13678							1	
Zotu462	27	30	45	20	53	30	54	26
Zotu815	11	19	16	10	27	20	27	14
Zotu3236	4	2	6	4	5	2		1
Zotu6933			2	2	1			2
Zotu2146	4	12	4	4	9	11	9	10
Zotu5960		3	2			1	2	4
Zotu11246		1	2			1	1	1
Zotu4439	5	14	5	4	1	3	3	5
Zotu14439			1	1				
Zotu18030		2			1		1	
Zotu12586						1	1	
Zotu16863					1			
Zotu19808	1							
Zotu363	61	38	31	29	47	25	17	15
Zotu8285		3	2	1	1		4	
Zotu5761	2	1	4		4		3	
Zotu4873		9	1	3	2	1		1
Zotu7884	2	8	1	1	2	2	1	
Zotu3662	4	6	5	2	1	4	6	1
Zotu11068	1		2				2	
Zotu12715		1	1			2		
Zotu15117	2	1	1		1	2		
Zotu6878		2	1				5	4
Zotu9854			1			1	1	
Zotu10431		1				2		
Zotu3230		2	1		2	1	1	
Zotu8164	1			1				1
Zotu15034								
Zotu19427								
Zotu11179			1	1			1	
Zotu10953		4		3			1	1
Zotu13988				1				
Zotu19340								
Zotu7241					1	1		1
Zotu857	25	46	19	15	7	34	23	11
Zotu2425	4	2	2	2		3	3	1
Zotu292	73	79	70	58	36	60	74	54
Zotu2329	3	9	10	6	5	4	7	5
Zotu9972	3		1		1		1	
Zotu445	15	7	2	15	21	5	9	19
Zotu14899								
Zotu18099								
Zotu6508		1		2	6			2
Zotu17066					1			
Zotu19055								
Zotu12062	1		1		1			
Zotu16494		2			1			1
Zotu10834								
Zotu14646	1		1			1		2
Zotu3410	3	5	3	1	4			
Zotu9279			2				1	
Zotu9393			1				1	1
Zotu5516		6	1			2		
Zotu11610		1		1		1		1
Zotu2398	1	4	1	3	1	2	6	2
Zotu389	15	14	11	9	17	3	3	26
Zotu5039	1		3	2	2	2		
Zotu12727								
Zotu5802	1				1		1	
Zotu15802			1					
Zotu18952								
Zotu19418								
Zotu5200		1	4					
Zotu9010								
Zotu16669								
Zotu12702								
Zotu14739	1							
Zotu16681				2				1
Zotu11721								
Zotu14572								
Zotu4846		1		3	2		5	
Zotu5031	2		4	1	1	1	2	3
Zotu11354				2			1	
Zotu10041								
Zotu15331								
Zotu7551	1		1					
Zotu10865								
Zotu14837	1				2			
Zotu14237		1						
Zotu10844								
Zotu13263			1					
Zotu16179								
Zotu3479	6	3	7	2	3	1		2
Zotu16607								
Zotu3894	1		2		3			4
Zotu6460				1	2			1
Zotu14340								1
Zotu16234			1					
Zotu17905								
Zotu14265	1							
Zotu13446	8	1				1	2	1
Zotu13742			1		2			3
Zotu11887	1				1	1		
Zotu10729		1				1	1	
Zotu18563							1	
Zotu18192	1				1			
Zotu6795	1	3			7		2	
Zotu5596								
Zotu20045								
Zotu9547								
Zotu15172								
Zotu20528								
Zotu6554	3		1					
Zotu17410	1							
Zotu11938								
Zotu9367	1	1			3	2	2	
Zotu6972	1	1	1		1	1	1	
Zotu16136	2		1			1		
Zotu2215			1					
Zotu2932				3				
Zotu6729	3				1			
Zotu624	7	3	2		8	2	3	8
Zotu4016	3		2	3	3			
Zotu4651			4		2			
Zotu3850			1					1
Zotu4883			1		1		1	
Zotu5055		1					1	
Zotu9312								
Zotu4534		1	1		1	1		2
Zotu8230	2	2		3				
Zotu3616	3	1	2	2	4	1	2	1
Zotu4471								1
Zotu13142		3						
Zotu2080	4	5	8	8		4	3	8
Zotu1977	15	12	9	8	6	5	12	7
Zotu7482	2	1	1		2	1	1	3
Zotu7547	2	1		1		6	2	
Zotu5715	8	4	6	2	2	3		1
Zotu3589	5	8	6	4	1	2	6	5
Zotu9282			1		1			3
Zotu6700	3	1	2		1	3	4	1
Zotu7433	1		2		2	1		2
Zotu5131		1		1		1	4	6
Zotu260	66	74	44	44	54	47	63	78
Zotu780	12	13	12	11	24	8	18	13
Zotu14780	2	1			3	2	1	
Zotu15338							1	
Zotu15472			1					1
Zotu818	13	14	20	10	47	10	23	13
Zotu1990	5	7	2	4	11	5	15	11
Zotu1510	19	12	10	16	19	4	12	7
Zotu8088	3	3	2	2	6	2	3	
Zotu16793	3	1		4			1	
Zotu11589	1	3	2			1		
Zotu20192		2		1			3	1
Zotu2982	8	3	4	6	1	2	4	
Zotu7074	1		1	1	1			
Zotu19293	1							
Zotu1507	5	2	5	6	3	1	7	8
Zotu15565	1			2				
Zotu18345								
Zotu14774	1				2			
Zotu5304		1	1		4		2	1
Zotu6917		1					4	
Zotu12862				1				
Zotu6934		1	1					
Zotu8802		1		6				
Zotu4402		1	2		2			
Zotu14645				1	2		1	
Zotu11440				1				1
Zotu2065	3	8	8	7	4	7	6	5
Zotu13881		2	3					
Zotu2664	1	1		2				
Zotu16252					1		2	
Zotu7198				1				1
Zotu14288			2		1		1	2
Zotu20737		1	2	1		1		
Zotu4233	2		1		4			
Zotu19153								
Zotu5277			2			1	1	
Zotu11489								
Zotu9511								
Zotu3019								
Zotu3005								
Zotu8851								
Zotu14848								
Zotu7179								
Zotu18454								
Zotu16518								
Zotu20347								
Zotu3985								
Zotu13408								4
Zotu3338								
Zotu8769								
Zotu9653	4	5	1	6			2	2
Zotu2703								
Zotu4421								1
Zotu9917								
Zotu12372			2					
Zotu14336								
Zotu9371								
Zotu18752								3
Zotu11213								
Zotu12790								
Zotu5927								
Zotu19394								
Zotu12592								
Zotu7139								1
Zotu20272			6					
Zotu4394								
Zotu4423								
Zotu18518								
Zotu5328								
Zotu725	1		3	4			1	1
Zotu688			1	2				
Zotu227	4				1			1
Zotu3827			1					
Zotu13349								
Zotu1386	5	13	1	1	4	6	3	3
Zotu2446	4	3	2	2	2	1		3
Zotu12503				2				
Zotu2943	9	5	4	1	3	6	3	2
Zotu5270	2							1
Zotu7119				1				
Zotu6964								
Zotu7252			1		1			
Zotu6837								
Zotu16133								
Zotu11729		2					2	
Zotu17386								
Zotu11258								
Zotu19233								
Zotu2985								
Zotu20227								
Zotu11496	1							
Zotu6409					1			
Zotu10717								
Zotu14715								
Zotu12260								
Zotu12035								
Zotu12024								1
Zotu12558								
Zotu5181			11	1				
Zotu17087								
Zotu6648	1	1		1	1	1		
Zotu5909		1						
Zotu1187			1	1	1			
Zotu5099						2		
Zotu4988		2	1	5			1	1
Zotu12320		1				1		
Zotu20178								1
Zotu166	74	75	77	50	49	36	65	54
Zotu258	48	60	59	36	35	21	44	38
Zotu18310								
Zotu11737			1				1	
Zotu13233		2			1			
Zotu19321								1
Zotu3204	1	2	1	3				
Zotu4618							2	2
Zotu894	10	4	8	6	12	4	8	11
Zotu19938								
Zotu2503	3	2		2	2			
Zotu8398						1		1
Zotu19771								
Zotu4691		2		2	1		1	
Zotu8156				1	1			
Zotu11521								
Zotu14564								
Zotu109	64	59	69	79	81	65	120	133
Zotu809	8	7	4	13	8	6	10	16
Zotu5214		1		2	1	1	2	
Zotu1207	3	1	11	5	6	5	9	3
Zotu2112	2	3	4		3	1	8	7
Zotu15926					2			1
Zotu1798	7	1	4	9	4	5	9	11
Zotu415	22	14	43	39	37	19	41	57
Zotu245	21	19	41	31	36	24	45	36
Zotu2556	4	1	4	4	1		7	5
Zotu1257	5	2	8	6	3	6	11	11
Zotu14440	4		2				4	
Zotu17420								1
Zotu4303			1	1		1	1	5
Zotu9943								
Zotu8546		1	1	1		1	2	1
Zotu15101				1			1	
Zotu10077	1					2		
Zotu14658		1						
Zotu3585		5	3	4	1	2	3	1
Zotu9594	1					3		
Zotu19551					1	1	2	
Zotu13990		2				1		
Zotu16760								
Zotu2742	2	4	3	4	1		7	4
Zotu13926	1	1			2	1	1	
Zotu1051	5	2	10	6	4	8	10	12
Zotu4575			6			1	1	2
Zotu11994								
Zotu787	20	14	15	18	13	15	12	20
Zotu19278								
Zotu5000			1		3			1
Zotu15586				1				
Zotu11251								
Zotu15307								
Zotu4977		1			1			
Zotu8912					1			
Zotu10908	1		2			1		
Zotu14600								
Zotu8420								
Zotu7544								
Zotu4429								
Zotu5302								
Zotu3240								
Zotu7479				3				
Zotu1632								
Zotu8184								
Zotu12580								
Zotu8457								
Zotu17955								
Zotu20062						1		
Zotu5460								
Zotu15998								
Zotu16769								
Zotu17553								
Zotu17581			2					
Zotu8714			1					
Zotu6106								
Zotu16610								1
Zotu8914								
Zotu228	36	35	27	44	28	7	48	34
Zotu832	13	12	5	20	16	4	10	10
Zotu994	7	5	8	9	6	2	10	6
Zotu14182	1			1				
Zotu616	14	4	4	4	11	12	6	19
Zotu1245	7	1	3	3		6		
Zotu3321							1	
Zotu2644		1	2					
Zotu16032								
Zotu20182								
Zotu9394								
Zotu14623					1			
Zotu14344								
Zotu20222								
Zotu4984		2		2				
Zotu10215				1				
Zotu9873					1			
Zotu18616								
Zotu6602								
Zotu3663								
Zotu4417								
Zotu9950		2						
Zotu10683								
Zotu14131								
Zotu19544								
Zotu10538								
Zotu18803								
Zotu13993								
Zotu12025								
Zotu10432								
Zotu8562								
Zotu13344								
Zotu2633		2						
Zotu18606								
Zotu6413								
Zotu11539	2			2			1	2
Zotu12229								
Zotu18805								
Zotu8168					1		1	
Zotu11490	2							
Zotu14688								
Zotu15020								
Zotu17286								
Zotu17744								
Zotu14244		1						
Zotu14802								
Zotu16770								
Zotu11754	1	1		1				
Zotu20473		1		2				
Zotu4597			3	1				
Zotu13924								
Zotu19925								
Zotu9038		2						
Zotu19318	1							
Zotu8325			1	6		1		3
Zotu3527	1		2	3			4	4
Zotu3955		1					1	1
Zotu14801								
Zotu15682								1
Zotu14990			1					
Zotu16820								
Zotu18637								
Zotu19856		1						
Zotu18205								
Zotu11441								2
Zotu15903								
Zotu12180								
Zotu17428								
Zotu4381								
Zotu12756								
Zotu14839								
Zotu16856								
Zotu20296								
Zotu14761								1
Zotu20358					1			
Zotu5474		2			1			
Zotu5843		1					2	
Zotu16861								
Zotu10307	2	2		1	10		1	3
Zotu17284	1						1	
Zotu3800	3	2						
Zotu1765	2	1	6	1	1	1	4	
Zotu1535	1	2		3		4	2	
Zotu14867		3	1		1			2
Zotu14686								
Zotu16265						1		
Zotu18248								1
Zotu18463								
Zotu722	3	2	1	2	1		3	9
Zotu13611					2			1
Zotu1303	13	6	4	13	18	3	13	11
Zotu9098	2		1	1				4
Zotu774	15	6	13	11	17	2	10	12
Zotu6411				1				
Zotu2019	1			6	1		2	1
Zotu5206				1	1	1	2	1
Zotu9812	1							1
Zotu501	13	12	13	13	37	2	7	14
Zotu7602	2	2				1		2
Zotu14796								
Zotu1291	1	2		3	2	2		2
Zotu690	4	3	7	1	1	2	12	4
Zotu1906	2	2	4	2	2	3		1
Zotu2438	2	2	1		1	1		
Zotu238	25	19	44	45	37	6	14	17
Zotu357	14	15	32	34	30	6	23	20
Zotu16127								
Zotu20448								
Zotu6990				2			1	
Zotu18072		3	1	2			1	1
Zotu2536	1	2	6	9	3		2	4
Zotu2197		4	8	1				
Zotu1986			1		1			
Zotu4710					1	1		
