Name,node.degree,node.betw,node.stress,node.evcent,Clustering.Coefficient,No.module,Zi,Pi
Zotu2764,1,0,0,5.63E-220,0,204,0,0
Zotu3354,3,0,0,1.84E-53,1,36,0,0
Zotu608,1,0,0,5.63E-220,0,314,0,0
Zotu299,2,1,1,2.69E-167,0,94,0,0
Zotu19212,1,0,0,5.63E-220,0,203,0,0
Zotu744,1,0,0,3.52E-147,0,45,-1,0
Zotu985,1,0,0,5.63E-220,0,202,0,0
Zotu1077,2,0,0,5.43E-79,1,6,-0.185695338,0
Zotu2130,1,0,0,5.63E-220,0,209,0,0
Zotu704,2,32,32,4.20E-105,0,7,0.2,0
Zotu2084,1,0,0,5.63E-220,0,199,0,0
Zotu2077,1,0,0,1.35E-167,0,121,0,0
Zotu3963,1,0,0,5.63E-220,0,198,0,0
Zotu16008,2,0,0,6.45E-115,1,73,0,0
Zotu307,1,0,0,5.63E-220,0,197,0,0
Zotu18492,2,0,0,6.45E-115,1,68,0,0
Zotu318,1,0,0,2.51E-62,0,4,-1.050210063,0
Zotu17061,1,0,0,5.63E-220,0,213,0,0
Zotu15433,2,0,0,6.45E-115,1,78,0,0
Zotu9526,1,0,0,3.52E-147,0,48,-1,0
Zotu992,1,0,0,1.26E-109,0,25,-0.603022689,0
Zotu324,1,0,0,5.63E-220,0,194,0,0
Zotu9080,1,0,0,1.35E-167,0,107,0,0
Zotu927,2,0,0,9.06E-51,1,1,-0.3086067,0
Zotu9568,2,5,5,5.96E-127,0,15,0.632455532,0
Zotu3990,1,0,0,5.63E-220,0,324,0,0
Zotu1130,1,0,0,5.63E-220,0,193,0,0
Zotu3311,1,0,0,5.63E-220,0,227,0,0
Zotu5939,1,0,0,5.63E-220,0,215,0,0
Zotu4641,1,0,0,5.63E-220,0,258,0,0
Zotu20297,2,0,0,6.45E-115,1,82,0,0
Zotu29,1,0,0,1.35E-167,0,113,0,0
Zotu234,3,13.08333333,28,1.42E-55,0,20,0.497468338,0
Zotu9433,1,0,0,5.88E-137,0,28,-1.224744871,0
Zotu754,2,0,0,6.45E-115,1,70,0,0
Zotu595,1,0,0,5.63E-220,0,191,0,0
Zotu3484,1,0,0,1.35E-167,0,84,0,0
